step,train_loss,train_acc,val_loss,val_acc,train_loss_full,train_acc_full,val_loss_full,val_acc_full,weight_norm
42,4.572879314422607,0.03125,4.629539489746094,0.005859375,4.548881530761719,0.015731291845440865,4.62949800491333,0.005313496105372906,109.65023182020815
43,4.532535552978516,0.02734375,4.634720802307129,0.005859375,4.54851770401001,0.01636904664337635,4.631679534912109,0.005526036024093628,109.54431378787541
44,4.557292938232422,0.01953125,4.64011287689209,0.005859375,4.548069477081299,0.01551870722323656,4.633686065673828,0.00573857594281435,109.43875614810845
45,4.563424110412598,0.01953125,4.644805908203125,0.0078125,4.5474934577941895,0.01615646295249462,4.635608673095703,0.00573857594281435,109.33332035347222
46,4.567070007324219,0.0078125,4.647928714752197,0.005859375,4.546579360961914,0.0178571417927742,4.63716459274292,0.00573857594281435,109.22803469345513
47,4.559088706970215,0.01171875,4.649566173553467,0.005859375,4.5452494621276855,0.018494898453354836,4.638422012329102,0.004888416267931461,109.12297090117485
48,4.558690071105957,0.015625,4.650303363800049,0.001953125,4.543399810791016,0.019982993602752686,4.63925838470459,0.005313496105372906,109.01863448753927
49,4.575261116027832,0.0078125,4.651427745819092,0.001953125,4.541258335113525,0.020408162847161293,4.640025615692139,0.0046758768148720264,108.91416705050841
50,4.5723724365234375,0.015625,4.6517767906188965,0.001953125,4.5387959480285645,0.02210884355008602,4.640507221221924,0.004888416267931461,108.80993232195858
51,4.556886672973633,0.02734375,4.652244567871094,0.001953125,4.536125659942627,0.024447279050946236,4.640856742858887,0.004250796977430582,108.7060514858164
52,4.575414657592773,0.0234375,4.652811050415039,0.001953125,4.532861232757568,0.0238095223903656,4.64096212387085,0.0038257171399891376,108.60228107842876
53,4.568229675292969,0.01171875,4.651902675628662,0.001953125,4.529191970825195,0.023384353145956993,4.64106559753418,0.00403825705870986,108.49879066054332
54,4.557779788970947,0.03125,4.651559829711914,0.001953125,4.525662899017334,0.022959183901548386,4.641573429107666,0.0051009561866521835,108.39531668271528
55,4.587325096130371,0.015625,4.6493682861328125,0.00390625,4.522305965423584,0.02104591764509678,4.6421427726745605,0.00573857594281435,108.29177130569651
56,4.545008182525635,0.02083333395421505,4.650335311889648,0.00390625,4.519804000854492,0.021896257996559143,4.643754959106445,0.004888416267931461,108.18826691356125
57,4.519343376159668,0.03125,4.651777267456055,0.0078125,4.518230438232422,0.02210884355008602,4.646174907684326,0.0051009561866521835,108.08530679889101
58,4.5249223709106445,0.02734375,4.6551008224487305,0.009765625,4.517090797424316,0.02253401279449463,4.64912223815918,0.006163655314594507,107.98267969286282
59,4.5194196701049805,0.01171875,4.659096717834473,0.009765625,4.516345977783203,0.02210884355008602,4.65242338180542,0.006801275070756674,107.88053099788281
60,4.525269508361816,0.01171875,4.661566734313965,0.01171875,4.515632629394531,0.02232142724096775,4.65570592880249,0.006801275070756674,107.77878928240804
61,4.525539875030518,0.01171875,4.663673400878906,0.01171875,4.514590263366699,0.021896257996559143,4.6587114334106445,0.006801275070756674,107.67758090660418
62,4.498190402984619,0.02734375,4.666276931762695,0.01171875,4.5132269859313965,0.022959183901548386,4.661751747131348,0.006801275070756674,107.57705657369524
63,4.543740749359131,0.01953125,4.667576789855957,0.01171875,4.5113372802734375,0.022959183901548386,4.663900375366211,0.006588735152035952,107.47680744566684
64,4.5248942375183105,0.01953125,4.668584823608398,0.01171875,4.5091142654418945,0.02402210794389248,4.665452480316162,0.007013814989477396,107.37691833743888
65,4.527860641479492,0.0234375,4.66970157623291,0.01171875,4.506641387939453,0.025722788646817207,4.666820526123047,0.006163655314594507,107.27708872527286
66,4.5127105712890625,0.015625,4.671542167663574,0.0078125,4.503596305847168,0.02657312899827957,4.668165683746338,0.006163655314594507,107.17762950963115
67,4.543893814086914,0.0078125,4.672781944274902,0.0078125,4.500368118286133,0.02848639339208603,4.669480323791504,0.006588735152035952,107.07818812692524
68,4.547698974609375,0.01953125,4.673151016235352,0.005859375,4.496792316436768,0.029124148190021515,4.6703386306762695,0.005951115861535072,106.97882527378634
69,4.545599937438965,0.01171875,4.673227310180664,0.001953125,4.493494510650635,0.033588435500860214,4.671244144439697,0.004888416267931461,106.87932169217785
70,4.518544673919678,0.0234375,4.67326545715332,0.001953125,4.490624904632568,0.03550169989466667,4.672364711761475,0.004250796977430582,106.77983797256321
71,4.510081768035889,0.015625,4.673973560333252,0.001953125,4.487809658050537,0.03677720949053764,4.673544883728027,0.00403825705870986,106.68088483778023
72,4.516469955444336,0.01953125,4.6740217208862305,0.001953125,4.48520040512085,0.03592687100172043,4.675090312957764,0.003613177454099059,106.58202452462173
73,4.5482563972473145,0.01171875,4.67445707321167,0.001953125,4.482505798339844,0.0372023805975914,4.676420211791992,0.0038257171399891376,106.48308097241345
74,4.55204963684082,0.02734375,4.674241065979004,0.001953125,4.4795379638671875,0.038052719086408615,4.677683353424072,0.003613177454099059,106.38396254946171
75,4.5344157218933105,0.03125,4.673945426940918,0.00390625,4.476604461669922,0.0401785708963871,4.678868770599365,0.00403825705870986,106.28460982079348
76,4.459310054779053,0.05859375,4.674062728881836,0.00390625,4.474152565002441,0.03698979690670967,4.680635452270508,0.003400637535378337,106.18594400553047
77,4.476405143737793,0.03125,4.6751909255981445,0.00390625,4.471963882446289,0.03465136140584946,4.682414531707764,0.003400637535378337,106.08809251630593
78,4.436637878417969,0.0390625,4.676509857177734,0.005859375,4.470058917999268,0.0342261902987957,4.684839248657227,0.003613177454099059,105.99094939755767
79,4.495361804962158,0.03125,4.677670001983643,0.005859375,4.4680705070495605,0.03592687100172043,4.687163829803467,0.0038257171399891376,105.89408711795649
80,4.4793596267700195,0.01953125,4.679646968841553,0.005859375,4.466078758239746,0.038052719086408615,4.689398765563965,0.0038257171399891376,105.79773090466928
81,4.466791152954102,0.046875,4.681885719299316,0.0078125,4.464097023010254,0.038052719086408615,4.6916069984436035,0.004250796977430582,105.7018144221063
82,4.50889778137207,0.0390625,4.684666633605957,0.0078125,4.4617838859558105,0.03698979690670967,4.693545341491699,0.004463336896151304,105.60584826198826
83,4.493012428283691,0.0234375,4.687277317047119,0.0078125,4.459267616271973,0.037840135395526886,4.695220947265625,0.0038257171399891376,105.51013665366054
84,4.451595306396484,0.046875,4.690552234649658,0.005859375,4.4567389488220215,0.0431547611951828,4.6973795890808105,0.00403825705870986,105.41474933746244
85,4.492719650268555,0.03125,4.693669319152832,0.0078125,4.453962802886963,0.045705780386924744,4.699507713317871,0.004250796977430582,105.31958139994126
86,4.4767022132873535,0.0546875,4.696918487548828,0.0078125,4.451189994812012,0.048256803303956985,4.701901435852051,0.004463336896151304,105.22460569174305
87,4.469097137451172,0.03125,4.699884414672852,0.0078125,4.448012351989746,0.04783163219690323,4.704174518585205,0.004463336896151304,105.1298601595668
88,4.515536308288574,0.015625,4.702304363250732,0.0078125,4.444585800170898,0.048469386994838715,4.705998420715332,0.0046758768148720264,105.03489654597212
89,4.510307312011719,0.04296875,4.703033447265625,0.005859375,4.44082498550415,0.046981289982795715,4.707163333892822,0.004888416267931461,104.93992869217803
90,4.496708869934082,0.015625,4.704410552978516,0.005859375,4.436975002288818,0.04804421588778496,4.708113193511963,0.004888416267931461,104.84505613063338
91,4.517838954925537,0.015625,4.7058024406433105,0.0078125,4.433090686798096,0.04889455810189247,4.708953857421875,0.005313496105372906,104.75007029690221
92,4.486779689788818,0.01953125,4.70731782913208,0.00390625,4.429009437561035,0.049957480281591415,4.7096710205078125,0.00403825705870986,104.65519341312411
93,4.500525951385498,0.03125,4.7094807624816895,0.00390625,4.424920082092285,0.048469386994838715,4.710475444793701,0.00403825705870986,104.56029464407796
94,4.4689459800720215,0.02083333395421505,4.710947036743164,0.00390625,4.421156883239746,0.048256803303956985,4.71201753616333,0.0031880976166576147,104.46526523623278
95,4.41636323928833,0.0625,4.7124176025390625,0.00390625,4.417984962463379,0.04889455810189247,4.714034080505371,0.003400637535378337,104.37095970625793
96,4.41071891784668,0.0546875,4.713994979858398,0.00390625,4.415228366851807,0.049957480281591415,4.71648645401001,0.003613177454099059,104.27743616528171
97,4.417677402496338,0.03125,4.71597957611084,0.00390625,4.412839412689209,0.04931972548365593,4.719566822052002,0.004250796977430582,104.18431061937056
98,4.407330513000488,0.06640625,4.717942237854004,0.0078125,4.410775661468506,0.048681970685720444,4.723104000091553,0.005313496105372906,104.09157513892139
99,4.383449077606201,0.046875,4.720950603485107,0.005859375,4.408301830291748,0.04634353518486023,4.727104187011719,0.004888416267931461,103.99977922481521
100,4.448707580566406,0.05078125,4.723758697509766,0.0078125,4.405654430389404,0.04634353518486023,4.731509208679199,0.004250796977430582,103.90795611292991
101,4.416149139404297,0.05078125,4.726995468139648,0.00390625,4.402543067932129,0.04591836780309677,4.736717700958252,0.0031880976166576147,103.81643351145554
102,4.460934638977051,0.01953125,4.730600357055664,0.005859375,4.3990349769592285,0.046981289982795715,4.741256237030029,0.0038257171399891376,103.72482703739904
103,4.439119815826416,0.04296875,4.73563814163208,0.005859375,4.39518404006958,0.049744896590709686,4.745964050292969,0.00403825705870986,103.63322478103191
104,4.425878524780273,0.05859375,4.740955352783203,0.005859375,4.390883922576904,0.046981289982795715,4.7506608963012695,0.00403825705870986,103.54179132818953
105,4.406048774719238,0.0546875,4.74710750579834,0.005859375,4.386266231536865,0.0476190447807312,4.755575180053711,0.004463336896151304,103.45074980450651
106,4.433422088623047,0.0390625,4.752423286437988,0.005859375,4.380656719207764,0.051445577293634415,4.759763717651367,0.004463336896151304,103.35974688069464
107,4.43070125579834,0.04296875,4.757874011993408,0.005859375,4.3745036125183105,0.05229591578245163,4.763978958129883,0.004463336896151304,103.26877495883554
108,4.4817047119140625,0.03515625,4.7639546394348145,0.005859375,4.368090629577637,0.054209183901548386,4.767877101898193,0.004463336896151304,103.17743699388444
109,4.4480462074279785,0.03125,4.7703657150268555,0.0078125,4.361397743225098,0.05697278678417206,4.771191596984863,0.00573857594281435,103.08593543507877
110,4.3950042724609375,0.04296875,4.778216361999512,0.005859375,4.354259490966797,0.05824829638004303,4.775677680969238,0.0051009561866521835,102.99481656988763
111,4.420708656311035,0.02734375,4.785824775695801,0.005859375,4.347111701965332,0.058673467487096786,4.780409812927246,0.004888416267931461,102.90396442960964
112,4.4329681396484375,0.0234375,4.792986869812012,0.005859375,4.340346336364746,0.05931122228503227,4.785306453704834,0.0046758768148720264,102.81299081632744
113,4.433384418487549,0.0520833358168602,4.799213409423828,0.00390625,4.334618091583252,0.06164965778589249,4.791219711303711,0.004250796977430582,102.72127310231116
114,4.33389139175415,0.0546875,4.807019233703613,0.00390625,4.329207897186279,0.06441326439380646,4.799017906188965,0.004888416267931461,102.62997469767414
115,4.290813446044922,0.0859375,4.8167877197265625,0.00390625,4.323545932769775,0.06462585180997849,4.809199333190918,0.004888416267931461,102.53922540015648
116,4.3446269035339355,0.078125,4.827085018157959,0.00390625,4.317870616912842,0.06653911620378494,4.8202223777771,0.004888416267931461,102.44851985022669
117,4.311556816101074,0.0703125,4.83721399307251,0.001953125,4.311635494232178,0.06675169616937637,4.832457065582275,0.004463336896151304,102.35830062882114
118,4.33736515045166,0.0546875,4.847892761230469,0.0,4.304351806640625,0.06675169616937637,4.845191955566406,0.0038257171399891376,102.26827153002526
119,4.298861503601074,0.05859375,4.859619617462158,0.0,4.296079635620117,0.06781462579965591,4.859076976776123,0.00403825705870986,102.17852826363138
120,4.308981895446777,0.046875,4.870825290679932,0.001953125,4.287084579467773,0.06823979318141937,4.873349666595459,0.0046758768148720264,102.08891696634322
121,4.294020652770996,0.0625,4.883877754211426,0.00390625,4.276667594909668,0.07185374200344086,4.8875412940979,0.004250796977430582,101.99958352832311
122,4.3055925369262695,0.0625,4.897927284240723,0.005859375,4.265211582183838,0.07206632196903229,4.9019551277160645,0.004463336896151304,101.91021499213993
123,4.320433139801025,0.07421875,4.91273307800293,0.005859375,4.254158020019531,0.07036564499139786,4.917107105255127,0.00403825705870986,101.82060854307558
124,4.386682510375977,0.0546875,4.9249396324157715,0.005859375,4.2438249588012695,0.07164115458726883,4.929436206817627,0.002975557930767536,101.73058236129866
125,4.291442394256592,0.05859375,4.938490867614746,0.00390625,4.235689640045166,0.07185374200344086,4.942195415496826,0.004463336896151304,101.64038761596497
126,4.329666614532471,0.06640625,4.9481706619262695,0.00390625,4.228575229644775,0.07653061300516129,4.9525346755981445,0.0038257171399891376,101.54995694706513
127,4.340061187744141,0.04296875,4.955997467041016,0.005859375,4.223057746887207,0.07801870256662369,4.960844993591309,0.00403825705870986,101.45916552399926
128,4.336579322814941,0.03515625,4.960775852203369,0.00390625,4.216761112213135,0.0788690447807312,4.966667652130127,0.003613177454099059,101.36794766153342
129,4.322972297668457,0.046875,4.966137886047363,0.00390625,4.210392951965332,0.08205781877040863,4.972050189971924,0.0038257171399891376,101.27628255934238
130,4.44921875,0.04296875,4.968794345855713,0.00390625,4.202869892120361,0.08503401279449463,4.973980903625488,0.00403825705870986,101.18399666345843
131,4.343000888824463,0.0546875,4.965091705322266,0.00390625,4.195925235748291,0.08503401279449463,4.974791526794434,0.00403825705870986,101.09123037257129
132,4.350294589996338,0.0625,4.962708950042725,0.001953125,4.190907001495361,0.0848214253783226,4.974156856536865,0.003613177454099059,100.99783945290547
133,4.2484331130981445,0.08203125,4.962331771850586,0.001953125,4.1857686042785645,0.08567176759243011,4.972658634185791,0.0038257171399891376,100.90467553632276
134,4.1768479347229,0.0546875,4.961267948150635,0.001953125,4.181121826171875,0.0863095223903656,4.9710798263549805,0.004250796977430582,100.81155732599561
135,4.1772661209106445,0.09765625,4.961244583129883,0.00390625,4.175022602081299,0.08971088379621506,4.969542503356934,0.005951115861535072,100.71871467338843
136,4.12565279006958,0.09375,4.962414741516113,0.005859375,4.1695475578308105,0.092261902987957,4.968419551849365,0.006163655314594507,100.62613702254895
137,4.2395853996276855,0.07421875,4.961184978485107,0.005859375,4.164433479309082,0.09332482516765594,4.966387748718262,0.006376195233315229,100.5335333202497
138,4.173803329467773,0.08984375,4.9615068435668945,0.009765625,4.158609867095947,0.09545067697763443,4.964814186096191,0.006376195233315229,100.4411808202298
139,4.1509690284729,0.1171875,4.963926315307617,0.01171875,4.153046131134033,0.09693877398967743,4.964301109313965,0.006376195233315229,100.3490546512593
140,4.227073669433594,0.1015625,4.967742919921875,0.015625,4.147224426269531,0.09651360660791397,4.9642486572265625,0.006801275070756674,100.2570255627237
141,4.1673712730407715,0.08984375,4.973334312438965,0.015625,4.141732692718506,0.09863945096731186,4.964789390563965,0.007226354908198118,100.16494906965163
142,4.182076454162598,0.08203125,4.9785542488098145,0.01171875,4.136868000030518,0.10076530277729034,4.9658589363098145,0.006588735152035952,100.07280951224287
143,4.209380149841309,0.09765625,4.983475685119629,0.01171875,4.131810665130615,0.10055271536111832,4.967030048370361,0.006588735152035952,99.98066818322783
144,4.261513710021973,0.05859375,4.984641075134277,0.009765625,4.126721382141113,0.10289115458726883,4.966984748840332,0.006163655314594507,99.88827144664123
145,4.2506818771362305,0.09765625,4.983787536621094,0.0078125,4.121385097503662,0.10437925159931183,4.966063499450684,0.00573857594281435,99.79572659232745
146,4.251142501831055,0.078125,4.981840133666992,0.0078125,4.114489555358887,0.10693027079105377,4.964465141296387,0.005526036024093628,99.70322405534576
147,4.210212707519531,0.08203125,4.980285167694092,0.0078125,4.108318328857422,0.11118196696043015,4.963609218597412,0.0051009561866521835,99.61076207324359
148,4.269814491271973,0.0625,4.976030349731445,0.0078125,4.101754188537598,0.11564625799655914,4.9625444412231445,0.004888416267931461,99.51823968904226
149,4.270446300506592,0.078125,4.972051620483398,0.009765625,4.094969272613525,0.11649659276008606,4.961420059204102,0.0051009561866521835,99.42573227722814
150,4.231044292449951,0.06640625,4.968564033508301,0.01171875,4.089344024658203,0.11947278678417206,4.9604902267456055,0.00573857594281435,99.3331476396663
151,4.295834064483643,0.0833333358168602,4.965847969055176,0.009765625,4.085322856903076,0.11777210980653763,4.958645343780518,0.005313496105372906,99.24040749000675
152,4.135178089141846,0.11328125,4.963672637939453,0.0078125,4.081982135772705,0.11564625799655914,4.957470417022705,0.004888416267931461,99.14774795750492
153,4.077741622924805,0.12890625,4.9625773429870605,0.005859375,4.07898473739624,0.11649659276008606,4.957330226898193,0.005526036024093628,99.05532131465063
154,4.062880516052246,0.14453125,4.96288537979126,0.005859375,4.075730800628662,0.11798468977212906,4.958263397216797,0.00573857594281435,98.96320376368361
155,4.106983661651611,0.09375,4.962468147277832,0.005859375,4.070720672607422,0.12159863859415054,4.958745002746582,0.00573857594281435,98.87118815077596
156,4.087589740753174,0.12109375,4.96217155456543,0.005859375,4.064819812774658,0.12627550959587097,4.9591288566589355,0.004888416267931461,98.77944237389082
157,4.077372074127197,0.125,4.9620795249938965,0.005859375,4.058603286743164,0.127976194024086,4.95912504196167,0.004888416267931461,98.68780634804148
158,4.147294998168945,0.11328125,4.961434841156006,0.005859375,4.0521931648254395,0.12861394882202148,4.9587483406066895,0.0046758768148720264,98.59602291764689
159,4.037875652313232,0.12109375,4.961210250854492,0.0078125,4.046838283538818,0.12882652878761292,4.958928108215332,0.005526036024093628,98.50444401281062
160,4.090646743774414,0.12109375,4.9622907638549805,0.005859375,4.042300701141357,0.1301020383834839,4.959499359130859,0.005313496105372906,98.41292534057607
161,4.117554664611816,0.0859375,4.963006019592285,0.005859375,4.039438724517822,0.13329081237316132,4.960028648376465,0.006588735152035952,98.32134112813122
162,4.052643775939941,0.1171875,4.963082313537598,0.005859375,4.036843776702881,0.13350339233875275,4.960794925689697,0.007013814989477396,98.22991891458132
163,4.161693572998047,0.109375,4.96047306060791,0.005859375,4.032352924346924,0.13584183156490326,4.960445404052734,0.006588735152035952,98.13858552163047
164,4.19310188293457,0.0546875,4.957769870758057,0.00390625,4.02823543548584,0.13562925159931183,4.959646701812744,0.006801275070756674,98.04707210491445
165,4.095648765563965,0.10546875,4.956821918487549,0.0078125,4.022874355316162,0.13350339233875275,4.958918571472168,0.006588735152035952,97.95576585638982
166,4.1136274337768555,0.1015625,4.9569292068481445,0.0078125,4.017040729522705,0.13350339233875275,4.958784580230713,0.005951115861535072,97.86480888999112
167,4.12513542175293,0.08984375,4.957832336425781,0.0078125,4.010587692260742,0.13605442643165588,4.959190845489502,0.00573857594281435,97.77403436910174
168,4.208212375640869,0.08203125,4.957320213317871,0.009765625,4.003392219543457,0.13945578038692474,4.958255290985107,0.005951115861535072,97.68314945224687
169,4.107604026794434,0.09375,4.956159591674805,0.009765625,3.9970507621765137,0.1390306055545807,4.958349227905273,0.00573857594281435,97.59231310469458
170,4.073690414428711,0.1458333432674408,4.9556193351745605,0.009765625,3.9925777912139893,0.13881802558898926,4.959715366363525,0.006163655314594507,97.50158811017248
171,3.9932801723480225,0.1484375,4.955987930297852,0.009765625,3.9923605918884277,0.13796769082546234,4.960833549499512,0.005951115861535072,97.41095709073518
172,4.03825569152832,0.1015625,4.955275058746338,0.01171875,3.991941213607788,0.13796769082546234,4.961019992828369,0.006163655314594507,97.32044562568751
173,3.9837446212768555,0.1328125,4.9546685218811035,0.01171875,3.9904987812042236,0.13711734116077423,4.96109676361084,0.007226354908198118,97.2302011342244
174,3.9914779663085938,0.1328125,4.954360485076904,0.009765625,3.9848592281341553,0.13732993602752686,4.960528373718262,0.00573857594281435,97.14018432366979
175,4.0430908203125,0.125,4.95468807220459,0.01171875,3.9780306816101074,0.14073128998279572,4.9595770835876465,0.007013814989477396,97.05023448979402
176,3.977743625640869,0.140625,4.954074382781982,0.01171875,3.971024513244629,0.1458333283662796,4.95817756652832,0.00743889482691884,96.96036886246661
177,4.090224742889404,0.1328125,4.952571392059326,0.013671875,3.964106798171997,0.1494472771883011,4.955748558044434,0.008501593954861164,96.8704468918851
178,4.0207743644714355,0.1640625,4.951943874359131,0.01171875,3.958347797393799,0.15369898080825806,4.95393705368042,0.00807651411741972,96.78073967318205
179,3.9850211143493652,0.12890625,4.951761245727539,0.01171875,3.9525649547576904,0.1577380895614624,4.951991081237793,0.007863974198698997,96.69103475775032
180,3.9670052528381348,0.15234375,4.950231552124023,0.01171875,3.94769287109375,0.1628401279449463,4.950291633605957,0.008714133873581886,96.601288778437
181,3.9937095642089844,0.13671875,4.9497857093811035,0.01171875,3.943396806716919,0.159226194024086,4.949784755706787,0.008501593954861164,96.51167072136589
182,4.038529396057129,0.1328125,4.950054168701172,0.009765625,3.9399592876434326,0.15943877398967743,4.94944953918457,0.007651434279978275,96.42209796522447
183,3.983618974685669,0.1484375,4.950911998748779,0.009765625,3.9370224475860596,0.15943877398967743,4.950414180755615,0.008501593954861164,96.33266803051824
184,4.018433570861816,0.125,4.951472282409668,0.009765625,3.9327869415283203,0.16007652878761292,4.951783180236816,0.008289054036140442,96.24326429039749
185,3.9793477058410645,0.140625,4.952230930328369,0.0078125,3.9272501468658447,0.15986394882202148,4.953153133392334,0.008289054036140442,96.15396897386486
186,4.088395118713379,0.11328125,4.953007698059082,0.009765625,3.9205596446990967,0.16390305757522583,4.9543867111206055,0.008926673792302608,96.06466510360363
187,4.092739582061768,0.13671875,4.954939842224121,0.009765625,3.913769483566284,0.1622023731470108,4.955409049987793,0.00913921371102333,95.97551894651258
188,4.1413068771362305,0.0859375,4.9554901123046875,0.009765625,3.9084763526916504,0.16411563754081726,4.955517768859863,0.008926673792302608,95.88611388289875
189,4.0478105545043945,0.1041666716337204,4.957823276519775,0.009765625,3.9038400650024414,0.16985544562339783,4.955715656280518,0.008714133873581886,95.79674960390126
190,3.921536922454834,0.16015625,4.959896087646484,0.0078125,3.901553153991699,0.1726190447807312,4.956314563751221,0.008926673792302608,95.70754498300488
