step,train_loss,val_loss,train_acc,val_acc,weight_norm,grad_norm,embed_grad_norm,grad_cosine
0,4.816437441932651,4.833916790793501,0.0078125,0.009765625,42.29065863758459,0.36709219778077246,0.12945313680085963,0.0
10,4.83145887577529,4.8253534626221235,0.00390625,0.005859375,42.29195728280851,0.30528888399290266,0.13393698001335932,0.005844201748963843
20,4.808974821098378,4.81159521679494,0.015625,0.009765625,42.314432436098826,0.265817312372017,0.11997988046875686,0.11741371433533901
30,4.80356782226788,4.8249516779638775,0.01171875,0.01171875,42.39214753179171,0.30569960045167666,0.1379842358980832,0.264907230898643
40,4.7930090138555554,4.824571554307888,0.01171875,0.001953125,42.32035020833423,0.24362625757452225,0.11806155280986168,0.26045445144697266
50,4.777913947242411,4.82433376138124,0.0078125,0.005859375,42.33166093629046,0.24524026447188976,0.11460957609226832,-0.045471358539926725
60,4.7723493746405365,4.856817019969201,0.01953125,0.001953125,42.39682059742684,0.23734942248767338,0.10641959430761973,0.1870080526433553
70,4.778071420382748,4.8533505255403915,0.00390625,0.00390625,42.58110811836211,0.24774060999178313,0.12133222435876907,0.11571065102832324
80,4.7688466388443995,4.871477297367811,0.00390625,0.0,42.78658488090013,0.29364439495995975,0.14066787009948198,0.03613430890915885
90,4.721880411475013,4.884091004719037,0.01171875,0.001953125,42.96425793266652,0.26795866130932267,0.12630815793524852,-0.21155956929366138
100,4.747455171551941,4.935171599743705,0.0234375,0.001953125,43.41083844480087,0.34002583121611224,0.16350434672043848,-0.16507852348838797
110,4.767610290056506,4.954916872840099,0.015625,0.0,43.63676538676557,0.3855137316407859,0.18323750962376598,0.25325709773074245
120,4.682919499139304,4.986184585207605,0.01953125,0.001953125,43.85354790485475,0.4129446821083746,0.1945868133196095,0.11793407756371078
130,4.723728375274719,5.046659774028113,0.0234375,0.0,44.44342585772318,0.4623636970437884,0.20226446860584996,0.10611014938302248
140,4.696281648721683,5.0496737212502385,0.015625,0.001953125,44.666933969363285,0.40334791164619876,0.17941104275111117,0.10916627992694107
150,4.594709004507208,5.10953268648943,0.03515625,0.001953125,45.086081955297566,0.42307105096258185,0.19793284036753644,0.12070382221102746
160,4.658222602263415,5.149870663861131,0.015625,0.0,45.62553456633805,0.548050382511936,0.23732049759843607,0.05622004131664523
170,4.706826403440359,5.139763290565995,0.0234375,0.001953125,45.76690041547973,0.48006276273592857,0.21185140311050987,0.09399702085928843
180,4.493825615390332,5.198922881312494,0.0546875,0.0,46.22286687810243,0.5338298368408608,0.22871206044767686,-0.0023178845308915877
190,4.6531164188549194,5.29024954564111,0.01953125,0.001953125,46.80590716993998,0.6747365482445472,0.2858707042239917,0.05305182624022091
200,4.633693924648448,5.2370221042509355,0.02734375,0.001953125,46.895743308899085,0.5717678221871727,0.24859229479260364,0.016737004284660514
210,4.486665113563579,5.316684540983158,0.03515625,0.0,47.38525439754397,0.6682586889558708,0.2835766932411508,0.03527147846945889
220,4.4249602226525235,5.368632598428577,0.0546875,0.0,47.88853345704151,0.6805157966859725,0.2921318122055508,0.0020509105347201583
230,4.561951611907883,5.327924795136886,0.02734375,0.0,48.15570719653465,0.7683481788931125,0.32751615885645774,0.05703649548162963
240,4.188688087760774,5.313290823155452,0.0625,0.001953125,48.60600501111072,0.7932526210617596,0.3566833764940045,0.038901588366711745
250,4.024264048005157,5.077257089857321,0.078125,0.0,49.05552516754425,1.0789745716541896,0.3930758687548946,0.08483436635663845
260,3.8421699541202115,4.971607505581667,0.0625,0.001953125,49.299705504206614,2.9661105740290505,1.0516613077469568,0.059930742681067156
270,3.739204170431274,5.001074508653159,0.1015625,0.001953125,49.62551401648063,1.2673044863710474,0.4018607979343346,0.17364888879895732
280,3.784512271642633,5.025172859503186,0.08984375,0.0,49.960117224424316,1.0741946789986558,0.3748644918556574,0.0497167655022846
290,3.461744965680934,5.03555866129231,0.1171875,0.001953125,50.21057326101863,1.1687997597302748,0.373703442553131,-0.08034313183789853
300,3.558086767235907,5.131513370730188,0.11328125,0.001953125,50.65506098371462,1.1821197730039825,0.41122486582715856,0.010754007173471698
310,3.728561709470334,5.110151450187217,0.08203125,0.0,50.96862006939457,1.2224933709321233,0.40988432035747546,0.07637188750816401
