control,mode,seed,observer,mg_all,mg_first,mg_second,rough_all,acorr_all,prd_all,spec_all,traj_PR,n_windows
baseline,qp,2,c_proj1,4.708380798592046,4.709652436385681,4.7065910935458355,0.6971831631730521,2.0,3.3233119991987095,6.298451982415518,3.9991431934054082,8
baseline,qp,2,fn_proj1,4.285551422216567,4.288012079625149,4.282781990019581,0.5636174838882111,3.0,3.736148703410212,2.297737952656252,3.9991431934054082,8
baseline,qp,2,margin,5.676211052322056,5.676211052322056,5.676226840904727,0.6657063879033397,2.0,3.5091707640219596,5.189468808362468,3.9991431934054082,8
baseline,qp,2,acc_probe,,,,,,,,3.9991431934054082,0
baseline,qp,3,loss_step,4.364211723001233,4.36438862879446,4.364211723001233,0.6971116179782965,2.0,3.02686189595274,5.926357018778635,3.9998114032661167,8
baseline,qp,3,loss_full,5.43994927971794,5.441837879681765,5.430745998918905,1.0450250553671192,2.0,5.479956364086471,7.185560462800085,3.9998114032661167,8
baseline,qp,3,loss_probe,4.013051013857828,4.012079976084052,4.014377668631003,0.6649249476867868,2.0,2.253295762672283,3.2603296249923073,3.9998114032661167,8
baseline,qp,3,w_fro,4.887268185647054,4.8868012224139985,4.8919777298198435,0.5516147565835134,3.0,3.5367438177419555,2.0595043550416383,3.9998114032661167,8
baseline,qp,3,c_norm,4.8873912638106916,4.88693854431756,4.892058165117852,0.5516139445906916,3.0,3.5365339303488206,2.0593702725167544,3.9998114032661167,8
baseline,qp,3,fn_fro,5.179601762918258,5.183348336748441,5.178456887890415,0.6327216716112285,2.0,5.733608919123061,7.06614406100934,3.9998114032661167,8
baseline,qp,3,g_fro,4.395877609935136,4.39749299474885,4.395877609935136,1.0589865798802682,2.0,6.503030541825707,7.7821560258640385,3.9998114032661167,8
baseline,qp,3,g_proj,5.442371443746489,5.443911255919264,5.442103127697351,0.5639884813324936,3.0,5.463541224345251,6.02229563082188,3.9998114032661167,8
baseline,qp,3,c_proj1,4.1335642936096475,4.131652165517462,4.134311367262663,0.6284427805270907,2.0,4.503821785731068,8.332871280581418,3.9998114032661167,8
baseline,qp,3,fn_proj1,4.532729835597683,4.532284615638833,4.535004873379645,0.4682530675138916,3.0,4.189121748473681,3.9732464406504717,3.9998114032661167,8
baseline,qp,3,margin,4.272903893673989,4.276965119404684,4.271586652573914,0.5143760093149552,3.0,2.6715488293342453,1.4840972570418915,3.9998114032661167,8
baseline,qp,3,acc_probe,,,,,,,,3.9998114032661167,0
baseline,qp,4,loss_step,4.230550895979592,4.22927185324844,4.231353366861132,0.5629973965197081,3.0,3.572558782309135,2.2245813201127103,3.9995552914827055,8
baseline,qp,4,loss_full,6.73759810729969,6.740607144339574,6.724680002517182,1.0279220927488115,2.0,9.715841722883297,8.797484818291458,3.9995552914827055,8
baseline,qp,4,loss_probe,3.9955993067137316,3.99580590307526,3.995217265794592,0.5636565311040167,3.0,3.2642531891053643,1.996060975764425,3.9995552914827055,8
baseline,qp,4,w_fro,4.581115675786348,4.582606850883161,4.579159338391129,0.6697063382872078,2.0,4.392422242921466,7.729763872069096,3.9995552914827055,8
baseline,qp,4,c_norm,4.581056891442292,4.582537875512672,4.57911156826029,0.6697117981774261,2.0,4.392195724217752,7.729389442022475,3.9995552914827055,8
baseline,qp,4,fn_fro,4.446483587389318,4.445621817638578,4.447541061512789,0.61293299917296,2.0,3.8276650609612415,4.2312820028499925,3.9995552914827055,8
baseline,qp,4,g_fro,5.2618200323123485,5.251855869621134,5.269692475513532,1.0412393532447768,2.0,10.817869975619477,9.535768398039,3.9995552914827055,8
baseline,qp,4,g_proj,4.469207483544718,4.4704116019885145,4.4683892050334535,0.5904288259932859,3.0,5.604596966175609,4.412995968484852,3.9995552914827055,8
baseline,qp,4,c_proj1,4.263557225438335,4.263647518839352,4.263149824288402,0.6686075588056641,2.0,2.6145619463514844,3.8444458340863,3.9995552914827055,8
baseline,qp,4,fn_proj1,5.681686559963419,5.683209244103168,5.68166071455528,0.6424140071288575,2.0,3.8517685627934912,5.541748674747234,3.9995552914827055,8
baseline,qp,4,margin,4.240613303122533,4.240197994788045,4.241594627187021,0.589947624889108,3.0,4.887494010722143,8.268913896026316,3.9995552914827055,8
baseline,qp,4,acc_probe,,,,,,,,3.9995552914827055,0
obs_scale,qp,0,loss_step,6.046737409197474,6.04729307633446,6.045087305786492,0.7227219487728267,2.0,2.3218083726855503,4.892947343495607,3.996776836285415,8
obs_scale,qp,0,loss_full,6.641999369688105,6.658941293611946,6.626243546619142,0.9050481836770292,2.0,10.40885423714438,15.923772240049045,3.996776836285415,8
