step,lr,lambda_max,ritz_residual,hvp_count,hessian_seconds,gd_ratio,activation_pr,activation_seconds,gradient_proxy,gradient_seconds,run
1919,0.003,42.31283187866211,9.053500075176978e-06,31,0.7197110999841243,,10.477025032043455,0.0036018998362123,3.092801332473755,0.0155853000469505,adam_constant_lr0.003_s1
2047,0.003,37.79905700683594,5.521633308134447e-06,31,0.7091475001070648,,10.632301330566406,0.002771200146526,3.646516084671021,0.0153598999604582,adam_constant_lr0.003_s1
2175,0.003,40.44097518920898,1.0522153402350276e-05,31,0.7070595000404865,,10.541629791259766,0.002890600124374,3.410327434539795,0.0149769999552518,adam_constant_lr0.003_s1
2303,0.003,31.203271865844727,7.252483017289349e-06,31,0.7169784000143409,,10.792091369628906,0.0045680000912398,2.7734992504119877,0.0200124999973922,adam_constant_lr0.003_s1
2431,0.003,44.83742141723633,9.587675037762592e-06,31,0.7693473000545055,,10.902957916259766,0.0043764999136328,3.609593629837036,0.0185557999648153,adam_constant_lr0.003_s1
2559,0.003,24.63496208190918,8.026451843283433e-06,31,0.7800239000935107,,11.060626029968262,0.0034201999660581,3.3079230785369877,0.0147379001136869,adam_constant_lr0.003_s1
2687,0.003,27.906259536743164,6.276984772238857e-06,31,0.6845609999727458,,11.022500991821287,0.0029166999738663,3.3809523582458496,0.0139846999663859,adam_constant_lr0.003_s1
2815,0.003,34.06147766113281,1.0256636962911951e-05,31,0.7525779998395592,,11.135900497436523,0.0036692998837679,3.2443957328796387,0.0156761000398546,adam_constant_lr0.003_s1
2943,0.003,24.734203338623047,1.2140893591990553e-05,31,0.7279314999468625,,10.845325469970703,0.003998199943453,2.7994027137756348,0.0159725998528301,adam_constant_lr0.003_s1
3071,0.003,25.512758255004883,6.200375272352505e-06,31,0.7363398000597954,,10.905667304992676,0.0046286999713629,3.644557237625122,0.0210223998874425,adam_constant_lr0.003_s1
127,0.003,18.52296638488769,7.039861381990064e-06,31,0.5543361001182348,,5.040791988372803,0.0021545998752117,1.8965344429016116,0.0118798001203686,adam_constant_lr0.003_s2
255,0.003,73.32144165039062,2.7799822831319024e-05,31,0.5259116999804974,,6.41510820388794,0.0023703000042587,2.740617036819458,0.0117349999491125,adam_constant_lr0.003_s2
383,0.003,102.45004272460938,2.8134141022253596e-05,31,0.5337241000961512,,6.926810264587402,0.0023163999430835,3.5092456340789795,0.0123064001090824,adam_constant_lr0.003_s2
511,0.003,96.41653442382812,3.0205529898174693e-05,31,0.5320546000730246,,7.65130090713501,0.0022819000296294,2.0352213382720947,0.0119715998880565,adam_constant_lr0.003_s2
639,0.003,122.5146255493164,2.595145906588508e-05,31,0.5215160001534969,,8.227497100830078,0.0023511000908911,1.5540030002593994,0.0116455000825226,adam_constant_lr0.003_s2
767,0.003,77.25363159179688,1.5779604467862617e-05,31,0.5277797998860478,,8.675418853759766,0.0022726999595761,3.260774612426758,0.0120721000712364,adam_constant_lr0.003_s2
895,0.003,117.68109130859376,1.622594924870197e-05,31,0.5336249999236315,,9.287203788757324,0.0026068999432027,2.004035711288452,0.0120861001778393,adam_constant_lr0.003_s2
1023,0.003,80.78514099121094,1.508575369965757e-05,31,0.5370046000462025,,9.776742935180664,0.0021671000868082,1.3479068279266355,0.0118889000732451,adam_constant_lr0.003_s2
1151,0.003,73.1375732421875,1.6684271463912016e-05,31,0.5410302998498082,,10.06946086883545,0.0024241998326033,2.3213143348693848,0.0119864998850971,adam_constant_lr0.003_s2
1279,0.003,81.81878662109375,1.743555025039436e-05,31,0.5416881998535246,,10.02799129486084,0.0022736999671906,3.164426565170288,0.0125188999809324,adam_constant_lr0.003_s2
1407,0.003,81.40941619873047,1.8624307078680365e-05,31,0.5320880999788642,,9.810263633728027,0.0022096000611782,2.4363155364990234,0.0124258999712765,adam_constant_lr0.003_s2
1535,0.003,90.59262084960938,1.5764219208144404e-05,31,0.5476392998825759,,10.21287727355957,0.0022903000935912,2.439794540405273,0.0125889999326318,adam_constant_lr0.003_s2
1663,0.003,66.33338165283203,2.842320424577168e-05,31,0.5377235000487417,,10.58894157409668,0.0022676999215036,2.7040812969207764,0.0119137999136,adam_constant_lr0.003_s2
1791,0.003,63.43393325805664,1.3071728003451368e-05,31,0.5432557000312954,,10.623868942260742,0.0028495001606643,2.835910558700561,0.0113882001023739,adam_constant_lr0.003_s2
1919,0.003,52.0195541381836,1.7883483609924515e-05,31,0.6100160998757929,,11.26063346862793,0.0022998000495135,3.02628755569458,0.0124005998950451,adam_constant_lr0.003_s2
2047,0.003,53.37294769287109,1.6882508803076272e-05,31,0.5323010999709368,,10.817464828491213,0.002848699921742,2.9700944423675537,0.0122138001024723,adam_constant_lr0.003_s2
2175,0.003,47.41230392456055,1.8828850779123583e-05,31,0.5465778999496251,,10.62415885925293,0.0022775998804718,2.6907644271850586,0.0129223000258207,adam_constant_lr0.003_s2
2303,0.003,57.58991241455078,1.4000738575987602e-05,31,0.5309617000166327,,10.82357120513916,0.0022559999488294,3.065839529037476,0.011584100080654,adam_constant_lr0.003_s2
2431,0.003,50.99939727783203,1.2656964894578754e-05,31,0.5367416001390666,,11.185791015625,0.0022545999381691,2.953962564468384,0.0119807999581098,adam_constant_lr0.003_s2
2559,0.003,51.26357650756836,1.1671359198253048e-05,31,0.5342920001130551,,11.334205627441406,0.0023738001473248,2.354440927505493,0.0121898998040705,adam_constant_lr0.003_s2
2687,0.003,66.4326171875,1.265701963803842e-05,31,0.5280170999467373,,11.030686378479004,0.0027497999835759,2.8026270866394043,0.0119503999594599,adam_constant_lr0.003_s2
2815,0.003,47.69329833984375,1.3212339965348063e-05,31,0.5312680001370609,,11.266934394836426,0.0022652000188827,3.0532867908477783,0.0120064001530408,adam_constant_lr0.003_s2
2943,0.003,43.91690826416016,8.259872809325218e-06,31,0.618587699951604,,11.567052841186523,0.0023109000176191,2.172737836837769,0.0125256997998803,adam_constant_lr0.003_s2
3071,0.003,47.27072143554688,1.1289818606541992e-05,31,0.6981552999932319,,11.190946578979492,0.0032001000363379,3.3086392879486084,0.0151669001206755,adam_constant_lr0.003_s2
127,0.003,15.072484970092772,8.395560269570514e-06,31,0.7243030001409352,,5.317424297332764,0.0024350001476705,2.395456552505493,0.0150699000805616,adam_switch_lr0.003_s0
255,0.003,40.04330825805664,1.134529703454982e-05,31,0.5350470000412315,,6.21336030960083,0.0022772999946027,3.154444694519043,0.0120463999919593,adam_switch_lr0.003_s0
383,0.003,70.24238586425781,1.2015802707388776e-05,31,0.5278563001193106,,7.336675643920898,0.0030135000124573,2.3283843994140625,0.0118136000819504,adam_switch_lr0.003_s0
511,0.003,69.209228515625,1.3600551137701115e-05,31,0.5354607999324799,,7.949492454528809,0.0025885000359266,2.6009204387664795,0.0120912999846041,adam_switch_lr0.003_s0
639,0.003,125.80807495117188,3.1354548713997015e-05,31,0.5312971998937428,,8.323264122009277,0.0022555000614374,1.8985490798950195,0.01394459977746,adam_switch_lr0.003_s0
767,0.003,84.24790954589844,1.0136057547847536e-05,31,0.5608892999589443,,9.094971656799316,0.0036754999309778,2.1923868656158447,0.0156926000490784,adam_switch_lr0.003_s0
895,0.003,140.7028350830078,4.221600828055945e-05,31,0.5315698999911547,,9.40479564666748,0.0022452000994235,3.388445377349853,0.0122299001086503,adam_switch_lr0.003_s0
1023,0.003,96.63282012939452,2.3995725051936133e-05,31,0.5319515999872237,,9.434928894042969,0.0022380000445991,2.7509140968322754,0.0116926000919193,adam_switch_lr0.003_s0
1151,0.003,115.25526428222656,2.324055592000156e-05,31,0.5287189998198301,,9.737886428833008,0.0023010000586509,1.7837058305740356,0.0123529001139104,adam_switch_lr0.003_s0
1279,0.003,116.81160736083984,4.1340585883440186e-05,31,0.5509941000491381,,10.11874294281006,0.0022873000707477,3.034118413925171,0.0118672999087721,adam_switch_lr0.003_s0
1407,0.003,133.03668212890625,2.2123696331269323e-05,31,0.5326110001187772,,10.433354377746582,0.002722900127992,2.869274854660034,0.0113001000136137,adam_switch_lr0.003_s0
1535,0.003,130.55052185058594,2.189519741598996e-05,31,0.5325056998990476,,10.3624849319458,0.002195700071752,3.4003593921661377,0.0128039000555872,adam_switch_lr0.003_s0
1663,0.0003,92.8813018798828,2.275273736831383e-05,31,0.5350075999740511,,11.200663566589355,0.0029498999938368,5.089935779571533,0.0131548999343067,adam_switch_lr0.003_s0
1791,0.0003,90.24817657470705,1.4099947541849896e-05,31,0.5351315999869257,,11.222195625305176,0.0022658999077975,4.7656025886535645,0.0120364998001605,adam_switch_lr0.003_s0
1919,0.0003,104.6909408569336,1.898766985853076e-05,31,0.5365381001029164,,11.300918579101562,0.0023215999826788,4.507247447967529,0.0124998998362571,adam_switch_lr0.003_s0
2047,0.0003,111.7331085205078,1.6583331015402368e-05,31,0.5331335000228137,,11.40788459777832,0.0022706999443471,4.438796043395996,0.0115992999635636,adam_switch_lr0.003_s0
2175,0.0003,117.05345916748048,1.821604369963844e-05,31,0.7373327000532299,,11.423385620117188,0.0028942001517862,4.472644805908203,0.01229969994165,adam_switch_lr0.003_s0
2303,0.0003,133.1330108642578,1.8503354899357863e-05,31,0.7205340000800788,,11.41939926147461,0.0032140999101102,3.7170450687408447,0.0153103000484406,adam_switch_lr0.003_s0
2431,0.0003,130.9211883544922,1.956955808263661e-05,31,0.7876177001744509,,11.564664840698242,0.0040416000410914,3.974745750427246,0.0209331999067217,adam_switch_lr0.003_s0
2559,0.0003,148.36375427246094,2.2975000893002506e-05,31,0.704513099975884,,11.443636894226074,0.0035488000139594,3.8550195693969727,0.0198843001853674,adam_switch_lr0.003_s0
2687,0.0003,128.8655548095703,1.682972470055725e-05,31,0.7659287001006305,,11.617105484008787,0.0040837998967617,4.0166497230529785,0.020937800174579,adam_switch_lr0.003_s0
2815,0.0003,137.88011169433594,1.976329678839264e-05,31,0.7066201998386532,,11.560050010681152,0.0032938998192548,3.3446574211120605,0.0148851000703871,adam_switch_lr0.003_s0
2943,0.0003,164.2451171875,2.109541088925469e-05,31,0.7474750999826938,,11.588546752929688,0.0036865998990833,2.824593544006348,0.0194633000064641,adam_switch_lr0.003_s0
3071,0.0003,158.09230041503906,1.9573661762238324e-05,31,0.7741595001425594,,11.841806411743164,0.0038273001555353,3.870471954345703,0.0144581000786274,adam_switch_lr0.003_s0
127,0.003,51.48286437988281,9.019143265633792e-06,31,0.8430054001510143,,5.233217716217041,0.0041117998771369,2.366000175476074,0.0200699002016335,adam_switch_lr0.003_s1
255,0.003,41.72916412353516,9.499794926383287e-06,31,0.8346279000397772,,6.165786743164063,0.0043312998022884,1.637385368347168,0.0256244000047445,adam_switch_lr0.003_s1
383,0.003,70.72454833984375,1.0085999015852134e-05,31,0.75025669997558,,7.345977306365967,0.0036895999219268,1.90969979763031,0.0224140998907387,adam_switch_lr0.003_s1
511,0.003,51.012786865234375,1.1332167124457364e-05,31,0.6876538000069559,,7.5854058265686035,0.003129799850285,3.298905372619629,0.0143015999346971,adam_switch_lr0.003_s1
639,0.003,67.77745819091797,9.349425853271608e-06,31,0.6829608001280576,,8.168755531311035,0.0029322998598217,2.287716627120972,0.014568599872291,adam_switch_lr0.003_s1
767,0.003,47.32861328125,9.28656894945277e-06,31,0.724257200025022,,8.765802383422852,0.0034111998975276,3.543388843536377,0.0157235001679509,adam_switch_lr0.003_s1
895,0.003,52.720401763916016,1.6076289114828906e-05,31,0.7259122000541538,,9.602526664733888,0.0027819001115858,3.1881213188171387,0.0141146001406013,adam_switch_lr0.003_s1
1023,0.003,43.262184143066406,6.2344684463333865e-06,31,0.6932252999395132,,9.53315544128418,0.0036738000344485,3.054678201675415,0.0184607000555843,adam_switch_lr0.003_s1
1151,0.003,37.730743408203125,1.033039199140719e-05,31,0.5990416998974979,,10.15821933746338,0.004058200167492,3.013406991958618,0.0173853999003767,adam_switch_lr0.003_s1
1279,0.003,61.27878189086914,9.644235107547184e-06,31,0.7591098002158105,,9.920343399047852,0.0038391998969018,2.8068671226501465,0.0162116000428795,adam_switch_lr0.003_s1
1407,0.003,52.49430847167969,8.087276249971626e-06,31,0.6483514001592994,,10.37090301513672,0.0022466999944299,3.069663047790528,0.0118652998935431,adam_switch_lr0.003_s1
1535,0.003,58.74126434326172,1.2062289135286826e-05,31,0.7711223999504,,10.237469673156738,0.0028997999615967,2.590022563934326,0.0205947000067681,adam_switch_lr0.003_s1
1663,0.0003,45.79613494873047,7.898790373659058e-06,31,0.6494300998747349,,10.681310653686523,0.0026901999954134,3.952194452285767,0.0119437000248581,adam_switch_lr0.003_s1
1791,0.0003,47.07902145385742,5.029456928623399e-06,31,0.5705337999388576,,10.617959022521973,0.0021997999865561,3.5011794567108154,0.0116111999377608,adam_switch_lr0.003_s1
1919,0.0003,47.80677795410156,1.0526317566343533e-05,31,0.5285680000670254,,10.810187339782717,0.0023604000452905,3.5179595947265625,0.011452900012955,adam_switch_lr0.003_s1
2047,0.0003,47.55218505859375,7.147839158127529e-06,31,0.5266543000470847,,10.973605155944824,0.0023589001502841,4.025613307952881,0.0121069999877363,adam_switch_lr0.003_s1
2175,0.0003,55.35697937011719,8.748770737694834e-06,31,0.5465532001107931,,11.003522872924805,0.0026569000910967,4.048986911773682,0.0117674998473376,adam_switch_lr0.003_s1
2303,0.0003,52.683990478515625,1.1236998483134265e-05,31,0.5267170998267829,,11.019777297973633,0.0025474999565631,4.32709264755249,0.0114625999704003,adam_switch_lr0.003_s1
2431,0.0003,52.35537338256836,1.0848125145398776e-05,31,0.5441932999528944,,11.1399507522583,0.0022726999595761,4.255028247833252,0.0113443001173436,adam_switch_lr0.003_s1
2559,0.0003,62.07142639160156,7.380124334048632e-06,31,0.5364556000567973,,11.137226104736328,0.0022364000324159,3.6238434314727774,0.012465100036934,adam_switch_lr0.003_s1
2687,0.0003,61.88047790527344,1.4194016622746883e-05,31,0.7315664000343531,,11.046706199645996,0.0027302000671625,4.401383876800537,0.01586510008201,adam_switch_lr0.003_s1
2815,0.0003,60.94670486450195,9.326422954498478e-06,31,0.7660469999536872,,11.104394912719728,0.0046609998680651,4.076315402984619,0.0141917001456022,adam_switch_lr0.003_s1
2943,0.0003,71.6317367553711,8.573950403506089e-06,31,0.52991640008986,,11.255474090576172,0.0026913001202046,4.124730587005615,0.0117638998199254,adam_switch_lr0.003_s1
3071,0.0003,69.06758117675781,8.356159525802444e-06,31,0.5252867999952286,,11.26349639892578,0.0021943000610917,4.1465020179748535,0.011772199999541,adam_switch_lr0.003_s1
127,0.003,18.52296638488769,7.039861381990064e-06,31,0.6483686999417841,,5.040791988372803,0.0023557001259177,1.8965344429016116,0.0122201999183744,adam_switch_lr0.003_s2
255,0.003,73.32144165039062,2.7799822831319024e-05,31,0.5375455000903457,,6.41510820388794,0.0022875000722706,2.740617036819458,0.012374899815768,adam_switch_lr0.003_s2
383,0.003,102.45004272460938,2.8134141022253596e-05,31,0.5306002998258919,,6.926810264587402,0.0023514998611062,3.5092456340789795,0.0120188000146299,adam_switch_lr0.003_s2
511,0.003,96.41653442382812,3.0205529898174693e-05,31,0.5384759998414665,,7.65130090713501,0.0023363998625427,2.0352213382720947,0.0130622000433504,adam_switch_lr0.003_s2
639,0.003,122.5146255493164,2.595145906588508e-05,31,0.5584760000929236,,8.227497100830078,0.0026665001641958,1.5540030002593994,0.0119364999700337,adam_switch_lr0.003_s2
767,0.003,77.25363159179688,1.5779604467862617e-05,31,0.5271435000468045,,8.675418853759766,0.0021951000671833,3.260774612426758,0.0122762999963015,adam_switch_lr0.003_s2
895,0.003,117.68109130859376,1.622594924870197e-05,31,0.5738383999560028,,9.287203788757324,0.0022166999988257,2.004035711288452,0.0119896000251173,adam_switch_lr0.003_s2
1023,0.003,80.78514099121094,1.508575369965757e-05,31,0.5302663000766188,,9.776742935180664,0.0022746999748051,1.3479068279266355,0.0118297999724745,adam_switch_lr0.003_s2
1151,0.003,73.1375732421875,1.6684271463912016e-05,31,0.535848000086844,,10.06946086883545,0.0022114999592304,2.3213143348693848,0.0116710001602768,adam_switch_lr0.003_s2
1279,0.003,81.81878662109375,1.743555025039436e-05,31,0.5256668999791145,,10.02799129486084,0.0022479998879134,3.164426565170288,0.0119521999731659,adam_switch_lr0.003_s2
1407,0.003,81.40941619873047,1.8624307078680365e-05,31,0.5350029000546783,,9.810263633728027,0.0023301001638174,2.4363155364990234,0.0119837000966072,adam_switch_lr0.003_s2
1535,0.003,90.59262084960938,1.5764219208144404e-05,31,0.5332418000325561,,10.21287727355957,0.0023187999613583,2.439794540405273,0.0118683998007327,adam_switch_lr0.003_s2
1663,0.0003,60.00526428222656,1.4341185051611306e-05,31,0.5265822999645025,,10.755659103393556,0.0025486000813543,3.090897560119629,0.0117430998943746,adam_switch_lr0.003_s2
1791,0.0003,65.74171447753906,1.2434816306541754e-05,31,0.5344249999616295,,11.17436695098877,0.0024778000079095,3.292635679244995,0.0120136998593807,adam_switch_lr0.003_s2
1919,0.0003,62.918575286865234,1.5833560173835333e-05,31,0.5368582999799401,,11.20885181427002,0.0030187999363988,3.401798725128174,0.0128810999449342,adam_switch_lr0.003_s2
2047,0.0003,63.88973617553711,1.3513848468833105e-05,31,0.5383624001406133,,11.216660499572754,0.0022996000479906,3.806512117385864,0.0121269000228494,adam_switch_lr0.003_s2
2175,0.0003,75.88099670410156,1.625816956183209e-05,31,0.5465122999157757,,11.1570463180542,0.0022785000037401,3.1735308170318604,0.0121617999393492,adam_switch_lr0.003_s2
2303,0.0003,83.37964630126953,1.733161747866971e-05,31,0.5314199000131339,,11.120054244995115,0.0022475998848676,3.106497049331665,0.011991900159046,adam_switch_lr0.003_s2
2431,0.0003,81.2616958618164,1.4050156490320676e-05,31,0.530521199805662,,11.248941421508787,0.0022855999413877,4.05362606048584,0.011907699983567,adam_switch_lr0.003_s2
2559,0.0003,92.50920104980467,1.6328253800074727e-05,31,0.5445868000388145,,11.354196548461914,0.0022774001117795,3.081512689590454,0.0123141999356448,adam_switch_lr0.003_s2
2687,0.0003,102.19078826904295,1.266367927320396e-05,31,0.5348343001678586,,11.247931480407717,0.0023141999263316,3.755554437637329,0.0121061999816447,adam_switch_lr0.003_s2
2815,0.0003,92.35858917236328,2.0360125635680727e-05,31,0.5382060001138598,,11.35499668121338,0.0025847998913377,2.9590368270874023,0.0117301000282168,adam_switch_lr0.003_s2
2943,0.0003,89.14424896240234,1.1811974561022085e-05,31,0.5397495999932289,,11.472113609313965,0.0022774999961256,2.578429698944092,0.0121300001628696,adam_switch_lr0.003_s2
3071,0.0003,100.19865417480467,1.5604979418739404e-05,31,0.5400827000848949,,11.33593463897705,0.002622699830681,3.368515729904175,0.011733200168237,adam_switch_lr0.003_s2
