metric,window_size,stride,tau,start_step,center_step,end_step,mean,std,lag1,fnn_raw,fnn_detrended,cao_raw,cao_detrended,simplex_raw,simplex_detrended,mle_raw,mle_detrended
train_loss,100,10,1,7400,8400,9380,5.588003025054932,0.08926722558424607,0.5829919568405005,4.0,3.0,7.0,5.0,4.0,5.0,13.946006444214966,14.071404696612765
train_loss,100,10,1,7600,8600,9580,5.585344643592834,0.08821570663455601,0.5842542376501505,4.0,5.0,7.0,8.0,5.0,5.0,11.39024773620905,12.37536314659035
train_loss,100,10,1,7800,8800,9780,5.574748277664185,0.08716466616121755,0.5640760733958785,4.0,5.0,4.0,8.0,5.0,5.0,8.885689047635468,9.559315669481359
train_loss,100,10,1,8000,9000,9980,5.559799494743348,0.08501444781577715,0.5801168350696013,4.0,5.0,7.0,6.0,2.0,7.0,8.086102840130952,8.222858112396258
train_loss,100,10,1,8200,9200,10180,5.556440205574035,0.08474636002563134,0.5893725302864653,4.0,4.0,8.0,6.0,2.0,5.0,8.342231421178356,7.905901013343217
train_loss,100,10,1,8400,9400,10380,5.544153156280518,0.08875061199288838,0.5415656700719256,5.0,5.0,6.0,11.0,5.0,5.0,8.929625663331821,8.564721694622056
train_loss,100,10,1,8600,9600,10580,5.532146077156067,0.0861236551085366,0.5180296687154783,3.0,4.0,4.0,2.0,1.0,5.0,9.342128105145422,7.816428026027795
train_loss,100,10,1,8800,9800,10780,5.531809325218201,0.08585814163346897,0.4921929069142523,3.0,4.0,10.0,9.0,3.0,3.0,10.958483228773328,10.161744326042013
train_loss,100,10,1,9000,10000,10980,5.52477123260498,0.09187375276476395,0.45973639765381286,3.0,5.0,4.0,9.0,3.0,3.0,12.533083851989046,11.917320343833401
train_loss,100,10,1,9200,10200,11180,5.509790954589843,0.09301524818333486,0.541250499140235,3.0,4.0,4.0,6.0,3.0,7.0,12.45843681121659,10.780301858785139
train_loss,100,10,1,9400,10400,11380,5.510109195709228,0.09577705595054428,0.4837005878460806,3.0,3.0,6.0,3.0,3.0,9.0,11.617835921464012,8.739775666200613
train_loss,100,10,1,9600,10600,11580,5.50016987323761,0.09913779044145601,0.4682793548137046,3.0,4.0,8.0,9.0,6.0,8.0,11.823432104706246,12.981296181321259
train_loss,100,10,1,9800,10800,11780,5.481408004760742,0.10312743534015859,0.529301167998112,4.0,4.0,6.0,5.0,7.0,15.0,11.131307397032499,9.804595283912251
train_loss,100,10,1,10000,11000,11980,5.479060306549072,0.10321350301922305,0.5273534675687593,4.0,4.0,4.0,6.0,6.0,15.0,9.131346112987302,8.053820343586233
train_loss,100,10,1,10200,11200,12180,5.468685331344605,0.10603255126084522,0.49903951106791916,3.0,4.0,6.0,4.0,9.0,10.0,9.255659403772398,9.125749685631904
train_loss,100,10,1,10400,11400,12380,5.451559548377991,0.10340979176945815,0.5555809486943124,3.0,4.0,8.0,4.0,9.0,5.0,9.106527323912134,8.199108859273345
train_loss,100,10,1,10600,11600,12580,5.450324268341064,0.10177827637931192,0.5859906653800915,3.0,4.0,7.0,7.0,5.0,5.0,10.631274679798373,7.30127131205475
train_loss,100,10,1,10800,11800,12780,5.4414749383926395,0.10189434971171972,0.5215048939107325,3.0,3.0,4.0,4.0,2.0,10.0,8.971528315700136,9.301424622245761
train_loss,100,10,1,11000,12000,12980,5.4222150182724,0.09825430150704755,0.5357294165947104,3.0,3.0,7.0,4.0,2.0,10.0,8.529679441547216,8.55311138921963
train_loss,100,10,1,11200,12200,13180,5.424919629096985,0.10084553718081136,0.5124822289466396,3.0,3.0,4.0,7.0,2.0,10.0,7.79803707311547,8.982387066201504
train_loss,100,10,1,11400,12400,13380,5.419696412086487,0.09999535968265716,0.49977165507818955,5.0,3.0,4.0,4.0,4.0,7.0,7.666849646745723,8.551787321625373
train_loss,100,10,1,11600,12600,13580,5.399243316650391,0.0994531855685635,0.5531998412796342,3.0,3.0,4.0,7.0,6.0,6.0,7.437887669045948,8.984971897450658
train_loss,100,10,1,11800,12800,13780,5.40130184173584,0.09864141891361623,0.5355002709831671,5.0,3.0,10.0,6.0,6.0,6.0,9.037418308772697,7.36895208004568
train_loss,100,10,1,12000,13000,13980,5.40052933216095,0.09787037970044474,0.5294503168315561,3.0,5.0,9.0,4.0,7.0,10.0,9.393762472585648,10.464200375942722
train_loss,100,10,1,12200,13200,14180,5.377997016906738,0.10547869590400048,0.5507054013253385,5.0,5.0,4.0,4.0,6.0,3.0,9.232573688307914,7.217905048652654
train_loss,100,10,1,12400,13400,14380,5.3804080247879025,0.10610010391383602,0.5177429021431268,5.0,5.0,6.0,4.0,6.0,3.0,12.000380492072498,8.504780958923174
train_loss,100,10,1,12600,13600,14580,5.379009032249451,0.10893482414673512,0.48672076212519777,3.0,6.0,5.0,9.0,4.0,5.0,12.379744373965888,11.70289951547552
train_loss,100,10,1,12800,13800,14780,5.3579314422607425,0.11264115244835676,0.5088571713312068,7.0,6.0,6.0,6.0,5.0,6.0,12.10327165177542,11.669746231072263
train_loss,100,10,1,13000,14000,14980,5.355694875717163,0.11354571039282624,0.5376900329525123,4.0,3.0,9.0,4.0,6.0,6.0,10.374295119457194,10.300641437734614
train_loss,100,10,1,13200,14200,15180,5.351268897056579,0.1095266858259742,0.5357011988786068,6.0,6.0,8.0,6.0,5.0,8.0,11.080186356051048,9.21587108006539
train_loss,100,10,1,13400,14400,15380,5.324290633201599,0.11394900995906598,0.575508297284925,4.0,3.0,5.0,4.0,3.0,11.0,12.220191490016628,9.11934302297034
train_loss,100,10,1,13600,14600,15580,5.325185298919678,0.11223312964517733,0.5616055557848988,3.0,3.0,6.0,7.0,3.0,9.0,11.067455785909495,10.322420429433112
train_loss,100,10,1,13800,14800,15780,5.322190895080566,0.11222440707303455,0.5523744840021927,4.0,5.0,7.0,5.0,4.0,10.0,11.77218097400576,10.352419084203298
train_loss,100,10,1,14000,15000,15980,5.294436249732971,0.11481358225286102,0.5339892310186236,4.0,4.0,6.0,7.0,5.0,5.0,12.461599057776588,10.921982174822313
train_loss,100,10,1,14200,15200,16180,5.300539612770081,0.11214250540917131,0.523053855082136,4.0,3.0,6.0,7.0,12.0,6.0,10.683123709130975,9.219328928794534
train_loss,100,10,1,14400,15400,16380,5.300451574325561,0.1112189736797114,0.5253167270853588,4.0,4.0,8.0,8.0,15.0,15.0,10.022834689342117,9.852963857698432
train_loss,100,10,1,14600,15600,16580,5.273130645751953,0.11147746605930235,0.5487218035876451,4.0,7.0,3.0,9.0,8.0,8.0,8.357216441976357,8.553287122111907
train_loss,100,10,1,14800,15800,16780,5.273352065086365,0.11334139826906818,0.5601859547110261,4.0,7.0,8.0,8.0,7.0,8.0,8.469085292180772,8.00489023611249
train_loss,100,10,1,15000,16000,16980,5.278703436851502,0.11565407758039037,0.5720117300483132,4.0,7.0,8.0,8.0,7.0,7.0,9.042096038133694,9.396882479026262
train_loss,100,10,1,15200,16200,17180,5.2584494829177855,0.11756914443697546,0.5796365498041122,7.0,7.0,7.0,3.0,6.0,7.0,9.548076642895019,9.254169733448325
train_loss,100,10,1,15400,16400,17380,5.265486788749695,0.11422319429327539,0.5651603842218872,4.0,4.0,9.0,4.0,5.0,9.0,9.829481671422274,10.634297686241768
train_loss,100,10,1,15600,16600,17580,5.271064701080323,0.11685504982380354,0.5852024549387598,6.0,6.0,9.0,9.0,15.0,15.0,10.56820562569944,10.507570072738197
train_loss,100,10,1,15800,16800,17780,5.252036619186401,0.12001872248768904,0.5718926016387018,7.0,7.0,4.0,4.0,12.0,12.0,10.901152445960498,10.950660570058044
train_loss,100,10,1,16000,17000,17980,5.25677975654602,0.11429322220750092,0.6020979340737359,4.0,3.0,9.0,5.0,15.0,8.0,9.88202383035916,7.8799058755744165
train_loss,100,10,1,16200,17200,18180,5.260260229110718,0.11620372247029602,0.6049208387430836,8.0,7.0,4.0,9.0,14.0,14.0,9.818419319235367,9.835465367229224
train_loss,100,10,1,16400,17400,18380,5.238431143760681,0.12506158528826433,0.5554921014149679,4.0,5.0,9.0,9.0,5.0,5.0,10.000850845940578,10.218630209945161
train_loss,100,10,1,16600,17600,18580,5.241077327728272,0.1205588220433754,0.5756308361698587,4.0,4.0,4.0,7.0,5.0,10.0,9.143949645392222,9.103080035019788
train_loss,100,10,1,16800,17800,18780,5.2496880483627315,0.12211567890852493,0.5644189474990128,4.0,4.0,6.0,4.0,14.0,14.0,10.319411416988517,11.782309861456623
train_loss,100,10,1,17000,18000,18980,5.232426247596741,0.12231211083174533,0.5332676906950817,4.0,5.0,8.0,6.0,4.0,1.0,10.609998295388305,10.866430036354915
train_loss,100,10,1,17200,18200,19180,5.2326216125488285,0.11656726387150548,0.5361221063143253,5.0,4.0,7.0,6.0,2.0,4.0,9.544011767062266,11.299444819781726
train_loss,100,10,1,17400,18400,19380,5.237880840301513,0.11718220599614612,0.5386939518844519,4.0,4.0,3.0,3.0,14.0,14.0,9.888255830403473,8.518831643724946
train_loss,100,10,1,17600,18600,19580,5.213723812103272,0.12363587678855223,0.5403353395643012,3.0,4.0,5.0,3.0,3.0,3.0,11.19491737200283,9.997850676156126
train_loss,100,10,1,17800,18800,19780,5.213097076416016,0.12377336723327699,0.5222661203123273,3.0,3.0,5.0,3.0,3.0,3.0,10.134496688448026,9.193744970890046
train_loss,100,10,1,18000,19000,19980,5.2163124895095825,0.1244379397216312,0.5109761739988216,3.0,3.0,10.0,6.0,14.0,14.0,10.47566458432298,10.367516598150965
train_loss,100,10,1,18200,19200,20180,5.199189586639404,0.12914956395249244,0.5387748257105595,4.0,3.0,7.0,6.0,7.0,7.0,11.835906756217435,11.563987420345647
train_loss,100,10,1,18400,19400,20380,5.197991290092468,0.12372738489602846,0.560265071141211,4.0,3.0,6.0,3.0,6.0,6.0,11.644406019393555,10.972653500730104
train_loss,100,10,1,18600,19600,20580,5.206377091407776,0.12410028878421864,0.5862350373717239,4.0,4.0,6.0,6.0,6.0,13.0,11.0496483739557,10.596886079069499
train_loss,100,10,1,18800,19800,20780,5.182572240829468,0.12689726623772954,0.6131671553837384,4.0,4.0,7.0,6.0,14.0,14.0,10.289665758943922,9.400156890489678
train_loss,100,10,1,19000,20000,20980,5.174649062156678,0.12540665440769336,0.6263507081128252,4.0,4.0,7.0,9.0,10.0,10.0,9.32488342172005,9.547546557233916
train_loss,100,10,1,19200,20200,21180,5.179687170982361,0.12805007802752574,0.6112577037482514,4.0,4.0,7.0,6.0,13.0,13.0,9.424486454245654,9.802220791184142
train_loss,100,10,1,19400,20400,21380,5.166426615715027,0.13248598240835072,0.5846991757531828,4.0,4.0,8.0,8.0,9.0,9.0,10.01881082100608,10.007359264431328
train_loss,100,10,1,19600,20600,21580,5.167396912574768,0.12640653837542729,0.5617606597138592,4.0,4.0,8.0,6.0,9.0,9.0,10.718520812691708,11.944094364576763
train_loss,100,10,1,19800,20800,21780,5.174260067939758,0.12454604288032366,0.6148665513143295,4.0,4.0,5.0,5.0,8.0,6.0,9.02424849746457,9.144600982268672
train_loss,100,10,1,20000,21000,21980,5.16626814365387,0.12547932162530517,0.6016979151210298,4.0,3.0,4.0,6.0,15.0,15.0,10.472136292381656,10.282876037457783
train_loss,100,10,1,20200,21200,22180,5.158628101348877,0.12022395348149958,0.6054474239938367,4.0,4.0,6.0,8.0,15.0,14.0,10.276692004623465,12.11717789049623
train_loss,100,10,1,20400,21400,22380,5.164248867034912,0.11734931960067647,0.5938140013452314,4.0,3.0,7.0,6.0,14.0,14.0,11.170055288579295,12.29192061103778
train_loss,100,10,1,20600,21600,22580,5.1470964860916135,0.12067580888936184,0.5865919851297495,4.0,4.0,7.0,7.0,3.0,3.0,12.578526821838885,12.783996146728132
train_loss,100,10,1,20800,21800,22780,5.152111530303955,0.11603133078453125,0.4781659641724659,4.0,4.0,9.0,6.0,12.0,12.0,12.554555165233378,12.867044736589875
train_loss,100,10,1,21000,22000,22980,5.160113201141358,0.11618566953917693,0.4670671522648978,3.0,4.0,6.0,6.0,12.0,2.0,13.691431518202133,16.666868199521307
train_loss,100,10,1,21200,22200,23180,5.149937720298767,0.12858093917141525,0.5020091744564161,3.0,3.0,5.0,5.0,9.0,10.0,14.059492992388458,13.965771286803717
train_loss,100,10,1,21400,22400,23380,5.1409832906723025,0.12212014848867082,0.5207700385694138,4.0,3.0,3.0,9.0,9.0,10.0,13.909561289259749,11.510484286770982
train_loss,100,10,1,21600,22600,23580,5.144879722595215,0.12129946413637929,0.5284805781926879,3.0,3.0,6.0,8.0,3.0,10.0,12.437826486388316,12.647393318790316
train_loss,100,10,1,21800,22800,23780,5.133716926574707,0.13210818285593395,0.5545513250319263,3.0,3.0,8.0,10.0,7.0,7.0,12.8920625081258,12.91980065937434
train_loss,100,10,1,22000,23000,23980,5.121462273597717,0.1306045519027924,0.5608160188403084,4.0,4.0,3.0,9.0,7.0,2.0,12.1963116678213,12.567651101304987
train_loss,100,10,1,22200,23200,24180,5.131644239425659,0.12953396100934178,0.5338192890414188,3.0,3.0,6.0,9.0,7.0,8.0,12.452443285094093,11.14710533144236
train_loss,100,10,1,22400,23400,24380,5.121881318092346,0.13735038754753165,0.5760023974805035,3.0,3.0,7.0,8.0,5.0,6.0,10.86605516831685,10.193120427441311
train_loss,100,10,1,22600,23600,24580,5.113751964569092,0.13928113875534365,0.6067199095939996,3.0,4.0,7.0,8.0,11.0,11.0,10.155211711383753,11.022474474881161
train_loss,100,10,1,22800,23800,24780,5.116421828269958,0.13858310671903312,0.6252951935081313,3.0,3.0,7.0,6.0,10.0,12.0,9.39994026653267,8.063990475133082
train_loss,100,10,1,23000,24000,24980,5.110526013374328,0.14383561391150734,0.6171795169663532,6.0,3.0,6.0,4.0,13.0,13.0,10.715729044959994,10.240488456553617
train_loss,100,10,1,23200,24200,25180,5.0954390907287594,0.13548237055897125,0.618805567827789,5.0,3.0,4.0,9.0,6.0,6.0,9.664345639202951,8.446702744183177
train_loss,100,10,1,23400,24400,25380,5.1040830898284915,0.13504680984938913,0.6189503413327168,4.0,5.0,6.0,10.0,7.0,6.0,8.151250403161697,7.928206970865385
train_loss,100,10,1,23600,24600,25580,5.098775734901428,0.14112429470680288,0.623649878246314,4.0,5.0,10.0,10.0,7.0,6.0,9.873865461444932,8.656533085533653
train_loss,100,10,1,23800,24800,25780,5.087625503540039,0.13183676874498,0.6314499560899902,4.0,3.0,10.0,7.0,8.0,12.0,9.414208874353015,8.083165464470072
train_loss,100,10,1,24000,25000,25980,5.095119781494141,0.12992393131494145,0.6193635107321184,4.0,3.0,10.0,4.0,8.0,6.0,8.038152248223993,8.511109293600306
train_loss,100,10,1,24200,25200,26180,5.091474099159241,0.1361135046016943,0.602610455109767,7.0,7.0,4.0,5.0,5.0,10.0,7.538757763554248,7.700791416005399
train_loss,100,10,1,24400,25400,26380,5.078460550308227,0.13286712646270157,0.5922456102099967,3.0,3.0,10.0,4.0,5.0,10.0,6.7905899830426915,7.130581528183876
train_loss,100,10,1,24600,25600,26580,5.090937786102295,0.12888920538788448,0.5885195750581219,3.0,3.0,4.0,4.0,8.0,9.0,6.942094725523145,7.602407199182291
train_loss,100,10,1,24800,25800,26780,5.086956286430359,0.13731375973058355,0.6219152071010661,4.0,4.0,7.0,4.0,7.0,6.0,7.556370412061602,7.497364558076303
train_loss,100,10,1,25000,26000,26980,5.07203800201416,0.13198745990436672,0.6706683493677759,4.0,4.0,7.0,12.0,7.0,15.0,7.512333117596215,7.603864052241749
train_loss,100,10,1,25200,26200,27180,5.083266477584839,0.12885888760806014,0.6772505181359538,4.0,4.0,14.0,5.0,4.0,4.0,8.537806402787142,8.759383352013183
train_loss,100,10,1,25400,26400,27380,5.079321041107177,0.13602108609985325,0.6477948786335288,3.0,3.0,5.0,5.0,4.0,5.0,9.142504317989342,9.050066791392487
train_loss,100,10,1,25600,26600,27580,5.064977569580078,0.13359585270258806,0.6568057093599111,3.0,4.0,12.0,8.0,9.0,4.0,9.169324354469913,10.012060751119021
train_loss,100,10,1,25800,26800,27780,5.069631524085999,0.13132565321073172,0.6341304449283478,3.0,3.0,5.0,7.0,5.0,9.0,10.497469732186424,12.361701144432125
train_loss,100,10,1,26000,27000,27980,5.069708838462829,0.13620274473265226,0.6163234386221954,3.0,5.0,5.0,5.0,5.0,8.0,10.593429879727593,10.902365396208658
train_loss,100,10,1,26200,27200,28180,5.04685179233551,0.13835839164718694,0.6292935657734903,4.0,3.0,5.0,5.0,7.0,3.0,10.228357947504948,10.631654730283776
train_loss,100,10,1,26400,27400,28380,5.057326064109803,0.13642914763161804,0.5642461609702691,4.0,4.0,7.0,6.0,4.0,6.0,10.975133927100885,11.33349021762297
train_loss,100,10,1,26600,27600,28580,5.055582218170166,0.13809416158473722,0.5380819544165734,4.0,4.0,7.0,5.0,11.0,4.0,12.082724244223252,12.024384965437148
train_loss,100,10,1,26800,27800,28780,5.03314661026001,0.13601428980538843,0.5217657418831196,4.0,4.0,6.0,8.0,4.0,4.0,12.233236190427965,9.568499296165879
train_loss,100,10,1,27000,28000,28980,5.042102036476135,0.13530095729035146,0.5166117188260653,4.0,4.0,3.0,4.0,6.0,3.0,11.365755904241443,11.093231776134498
train_loss,100,10,1,27200,28200,29180,5.045821537971497,0.13728528828678302,0.5123429914273144,4.0,4.0,3.0,9.0,14.0,14.0,12.068679780093404,13.19102226117706
train_loss,100,10,1,27400,28400,29380,5.025673489570618,0.13390921592874178,0.4974800901126727,4.0,4.0,6.0,6.0,6.0,6.0,11.537876729805014,11.578812831708735
train_loss,100,10,1,27600,28600,29580,5.036786017417907,0.13469905977878285,0.47341140925847686,5.0,5.0,4.0,4.0,6.0,6.0,10.157930636227276,10.867537561198835
train_loss,100,10,1,27800,28800,29780,5.047495174407959,0.14042625626343827,0.4962922021503734,4.0,5.0,4.0,7.0,11.0,11.0,12.406239418877806,13.083015340330642
train_loss,100,10,1,28000,29000,29980,5.017430143356323,0.1490198176762587,0.4891376108925768,5.0,5.0,4.0,4.0,6.0,3.0,11.961044767492375,11.744651650230246
train_loss,100,10,1,28200,29200,30180,5.0289741897583005,0.1449844017136313,0.47719089341311083,5.0,4.0,4.0,4.0,3.0,4.0,11.342254408517125,10.587011590561225
train_loss,100,10,1,28400,29400,30380,5.035361857414245,0.14607705774777463,0.5374164240305265,3.0,5.0,4.0,11.0,14.0,7.0,12.428453931588624,10.439960068065494
train_loss,100,10,1,28600,29600,30580,5.010598297119141,0.14966537011823247,0.5498838156658942,4.0,4.0,7.0,7.0,9.0,9.0,12.024164549626411,11.94037765648811
train_loss,100,10,1,28800,29800,30780,5.0184458112716674,0.1430495830142791,0.5339805668528429,5.0,3.0,5.0,5.0,10.0,13.0,7.890344549439509,9.193200973644302
train_loss,100,10,1,29000,30000,30980,5.024891772270203,0.1457494211924537,0.5605954879120865,4.0,4.0,6.0,4.0,5.0,8.0,9.380565629889206,9.451250506005515
train_loss,100,10,1,29200,30200,31180,4.997749924659729,0.1517052758349442,0.5655290526382397,4.0,6.0,5.0,6.0,5.0,5.0,8.819407148878447,9.341855789599935
train_loss,100,10,1,29400,30400,31380,5.003344292640686,0.14907759772254284,0.5546255059924179,6.0,3.0,4.0,9.0,7.0,8.0,8.204371858166205,7.560995384738563
train_loss,100,10,1,29600,30600,31580,5.005613932609558,0.1477888265805686,0.5755581467169935,5.0,6.0,9.0,6.0,11.0,11.0,9.716568339443318,9.754640033004769
train_loss,100,10,1,29800,30800,31780,4.975773458480835,0.14893303039952005,0.5931101519047434,3.0,4.0,4.0,9.0,12.0,13.0,10.185183962920553,9.70259765903218
train_loss,100,10,1,30000,31000,31980,4.99501868724823,0.14022749494776068,0.5452930781888965,3.0,4.0,4.0,4.0,12.0,11.0,10.50489806681999,9.105677265900008
train_loss,100,10,1,30200,31200,32180,5.00344473361969,0.14062538939421956,0.5673213555449881,3.0,3.0,4.0,4.0,11.0,11.0,11.34996040040548,10.633112411764401
train_loss,100,10,1,30400,31400,32380,4.977712445259094,0.1440310065580119,0.5718807087501353,3.0,3.0,7.0,7.0,4.0,4.0,11.963224906279418,11.227222035502095
train_loss,100,10,1,30600,31600,32580,4.990245132446289,0.13850010998951887,0.532939089098097,3.0,3.0,7.0,5.0,5.0,5.0,9.671414504743764,10.051058006729964
train_loss,100,10,1,30800,31800,32780,4.9975708389282225,0.13969134097409067,0.5235135722426509,4.0,4.0,7.0,7.0,14.0,14.0,10.082620199407769,10.06211917411316
train_loss,100,10,1,31000,32000,32980,4.96839668750763,0.1427004410989973,0.5258595252715317,4.0,4.0,5.0,5.0,10.0,10.0,11.294609128308117,11.406836857554334
train_loss,100,10,1,31200,32200,33180,4.972440705299378,0.13801270126106052,0.5196296702507739,3.0,6.0,5.0,8.0,4.0,4.0,10.62604644817939,8.062713611513725
train_loss,100,10,1,31400,32400,33380,4.9747391080856325,0.1382045809412802,0.5210377890609191,3.0,6.0,6.0,13.0,14.0,14.0,10.28664881046018,7.634854409786721
train_loss,100,10,1,31600,32600,33580,4.945006594657898,0.1442760342549844,0.5454531890023139,3.0,6.0,8.0,4.0,5.0,9.0,11.59171380736688,8.323289556226618
train_loss,100,10,1,31800,32800,33780,4.949309220314026,0.13689634363405986,0.5728553257452726,3.0,4.0,4.0,4.0,5.0,9.0,10.505044602592541,9.08734690970624
