lr,diverged,seconds,t_memorise,t_grok,final_train_acc,final_val_acc,final_train_loss,final_val_loss,best_val_acc,peak_val_loss,final_weight_norm,steps
100000.0,False,39.1,5100,,1.0,0.0071732199787460146,0.0005103989131257639,0.030939956892891966,0.008501594048884165,0.030939956892891966,6.61619092431974,30000
300000.0,False,38.4,1740,,1.0,0.00757173219978746,0.0002882035490216745,0.0392740518088141,0.009298618490967057,0.0392740518088141,7.272401148800005,30000
1000000.0,False,37.3,540,,1.0,0.013947927736450585,0.00027633637554600837,0.03498154516523193,0.01487778958554729,0.043597090407153496,11.010802048892145,30000
3000000.0,True,0.4,180,,0.9994683678894205,0.00026567481402763017,0.006008737969554128,0.012651922486591296,0.00836875664187035,0.012651922486591296,4.079984979368415,300
