cfg_id,observer,rho,mae_raw,rho_rough,rho_prd,mae_prd,degenerate,sd_across_seeds,max_E,tau,k_neighbors,theiler,window,stride,dither,rho_spec64,mae_spec64,rho_spec256,mae_spec256,rho_spec1024,mae_spec1024,rho_spec0,mae_spec0
0,c_norm,0.8,0.587076355010111,-0.13333333333333333,-0.36666666666666664,1.8578691449839821,0.0,0.4723620914957723,10,1,5,embedding,4000,2000,1e-09,0.5666666666666667,1.615479264378363,0.8166666666666667,0.45748259979029976,0.5666666666666667,0.5081165119690717,0.6333333333333333,1.788766504239195
0,c_proj1,0.8666666666666667,1.058873838396561,-0.48333333333333334,-0.4,1.9425680834968138,0.0,0.2877811530788572,10,1,5,embedding,4000,2000,1e-09,0.8833333333333333,1.8490991891618922,0.5,1.5880924149387479,0.13333333333333333,1.4209579338054095,0.06666666666666667,1.596365666558721
0,g_fro,0.8333333333333334,0.9802912795060786,-0.8166666666666667,0.4166666666666667,1.252263184938622,0.0,0.7989491478606602,10,1,5,embedding,4000,2000,1e-09,0.9,2.0380673590372873,0.8666666666666667,4.670856107224171,0.8833333333333333,6.460077872753015,0.8833333333333333,7.867038731458485
0,w_fro,0.8,0.587063793923991,-0.13333333333333333,-0.36666666666666664,1.8578437323867847,0.0,0.47236127497770514,10,1,5,embedding,4000,2000,1e-09,0.5666666666666667,1.6154603002147931,0.8166666666666667,0.4575287682602029,0.5666666666666667,0.5081398058887159,0.6333333333333333,1.788793087030377
1,c_norm,0.85,0.941058623877522,-0.13333333333333333,-0.36666666666666664,1.8575445267750255,0.0,0.4638504602517998,10,1,5,embedding,8000,2000,1e-09,0.55,1.6343503455203339,0.85,1.0153235885268386,0.8666666666666667,0.8357116884473624,0.5333333333333333,0.9260559626301124
1,c_proj1,0.8166666666666667,0.9038674568489649,-0.48333333333333334,-0.4,1.9427310751012534,0.0,0.44556241322911916,10,1,5,embedding,8000,2000,1e-09,0.8833333333333333,1.904607270755646,0.8,1.5401855419291601,0.85,1.3844119432527142,0.65,0.8613075236622535
1,g_fro,0.8833333333333333,0.7888175544220702,-0.8166666666666667,0.4166666666666667,1.2520239477624238,0.0,0.66502653840658,10,1,5,embedding,8000,2000,1e-09,0.9,1.9711986964381418,0.8333333333333334,4.3679060692705365,0.8666666666666667,5.3338699426785325,0.7333333333333333,8.380638923728315
1,w_fro,0.85,0.9410599867602008,-0.13333333333333333,-0.36666666666666664,1.857519147698157,0.0,0.4638317401590559,10,1,5,embedding,8000,2000,1e-09,0.55,1.6342423543119269,0.85,1.0152356997290186,0.8666666666666667,0.8357126366407485,0.5333333333333333,0.9260452399626162
2,c_norm,0.8,0.587076355010111,-0.13333333333333333,-0.36666666666666664,1.8578691449839821,0.0,0.4723620914957723,10,1,5,autocorr,4000,2000,1e-09,0.5666666666666667,1.615479264378363,0.8166666666666667,0.45748259979029976,0.5666666666666667,0.5081165119690717,0.6333333333333333,1.788766504239195
2,c_proj1,0.8666666666666667,1.058873838396561,-0.48333333333333334,-0.4,1.9425680834968138,0.0,0.2877811530788572,10,1,5,autocorr,4000,2000,1e-09,0.8833333333333333,1.8490991891618922,0.5,1.5880924149387479,0.13333333333333333,1.4209579338054095,0.06666666666666667,1.596365666558721
2,g_fro,0.8333333333333334,0.9802912795060786,-0.8166666666666667,0.4166666666666667,1.252263184938622,0.0,0.7989491478606602,10,1,5,autocorr,4000,2000,1e-09,0.9,2.0380673590372873,0.8666666666666667,4.670856107224171,0.8833333333333333,6.460077872753015,0.8833333333333333,7.867038731458485
2,w_fro,0.8,0.587063793923991,-0.13333333333333333,-0.36666666666666664,1.8578437323867847,0.0,0.47236127497770514,10,1,5,autocorr,4000,2000,1e-09,0.5666666666666667,1.6154603002147931,0.8166666666666667,0.4575287682602029,0.5666666666666667,0.5081398058887159,0.6333333333333333,1.788793087030377
3,c_norm,0.85,0.941058623877522,-0.13333333333333333,-0.36666666666666664,1.8575445267750255,0.0,0.4638504602517998,10,1,5,autocorr,8000,2000,1e-09,0.55,1.6343503455203339,0.85,1.0153235885268386,0.8666666666666667,0.8357116884473624,0.5333333333333333,0.9260559626301124
3,c_proj1,0.8166666666666667,0.9038674568489649,-0.48333333333333334,-0.4,1.9427310751012534,0.0,0.44556241322911916,10,1,5,autocorr,8000,2000,1e-09,0.8833333333333333,1.904607270755646,0.8,1.5401855419291601,0.85,1.3844119432527142,0.65,0.8613075236622535
3,g_fro,0.8833333333333333,0.7888175544220702,-0.8166666666666667,0.4166666666666667,1.2520239477624238,0.0,0.66502653840658,10,1,5,autocorr,8000,2000,1e-09,0.9,1.9711986964381418,0.8333333333333334,4.3679060692705365,0.8666666666666667,5.3338699426785325,0.7333333333333333,8.380638923728315
3,w_fro,0.85,0.9410599867602008,-0.13333333333333333,-0.36666666666666664,1.857519147698157,0.0,0.4638317401590559,10,1,5,autocorr,8000,2000,1e-09,0.55,1.6342423543119269,0.85,1.0152356997290186,0.8666666666666667,0.8357126366407485,0.5333333333333333,0.9260452399626162
4,c_norm,0.85,0.7512802941080524,-0.13333333333333333,-0.36666666666666664,1.8578691449839821,0.0,0.16885117683477083,10,1,20,embedding,4000,2000,1e-09,0.5666666666666667,1.615479264378363,0.8166666666666667,0.45748259979029976,0.5666666666666667,0.5081165119690717,0.6333333333333333,1.788766504239195
4,c_proj1,0.8666666666666667,1.0450522511092755,-0.48333333333333334,-0.4,1.9425680834968138,0.0,0.19708590087290268,10,1,20,embedding,4000,2000,1e-09,0.8833333333333333,1.8490991891618922,0.5,1.5880924149387479,0.13333333333333333,1.4209579338054095,0.06666666666666667,1.596365666558721
4,g_fro,0.9,0.587375863161202,-0.8166666666666667,0.4166666666666667,1.252263184938622,0.0,0.4516924940025376,10,1,20,embedding,4000,2000,1e-09,0.9,2.0380673590372873,0.8666666666666667,4.670856107224171,0.8833333333333333,6.460077872753015,0.8833333333333333,7.867038731458485
4,w_fro,0.85,0.751289372920629,-0.13333333333333333,-0.36666666666666664,1.8578437323867847,0.0,0.16882372851661412,10,1,20,embedding,4000,2000,1e-09,0.5666666666666667,1.6154603002147931,0.8166666666666667,0.4575287682602029,0.5666666666666667,0.5081398058887159,0.6333333333333333,1.788793087030377
5,c_norm,0.7833333333333333,0.9597547898153754,-0.13333333333333333,-0.36666666666666664,1.8575445267750255,0.0,0.23270688102832757,10,1,20,embedding,8000,2000,1e-09,0.55,1.6343503455203339,0.85,1.0153235885268386,0.8666666666666667,0.8357116884473624,0.5333333333333333,0.9260559626301124
5,c_proj1,0.8,0.8984199048217226,-0.48333333333333334,-0.4,1.9427310751012534,0.0,0.2193713203926778,10,1,20,embedding,8000,2000,1e-09,0.8833333333333333,1.904607270755646,0.8,1.5401855419291601,0.85,1.3844119432527142,0.65,0.8613075236622535
5,g_fro,0.9333333333333333,0.6261770635039335,-0.8166666666666667,0.4166666666666667,1.2520239477624238,0.0,0.2891549207613285,10,1,20,embedding,8000,2000,1e-09,0.9,1.9711986964381418,0.8333333333333334,4.3679060692705365,0.8666666666666667,5.3338699426785325,0.7333333333333333,8.380638923728315
5,w_fro,0.7833333333333333,0.9597453113197139,-0.13333333333333333,-0.36666666666666664,1.857519147698157,0.0,0.2327130849422447,10,1,20,embedding,8000,2000,1e-09,0.55,1.6342423543119269,0.85,1.0152356997290186,0.8666666666666667,0.8357126366407485,0.5333333333333333,0.9260452399626162
6,c_norm,0.85,0.7512802941080524,-0.13333333333333333,-0.36666666666666664,1.8578691449839821,0.0,0.16885117683477083,10,1,20,autocorr,4000,2000,1e-09,0.5666666666666667,1.615479264378363,0.8166666666666667,0.45748259979029976,0.5666666666666667,0.5081165119690717,0.6333333333333333,1.788766504239195
6,c_proj1,0.8666666666666667,1.0450522511092755,-0.48333333333333334,-0.4,1.9425680834968138,0.0,0.19708590087290268,10,1,20,autocorr,4000,2000,1e-09,0.8833333333333333,1.8490991891618922,0.5,1.5880924149387479,0.13333333333333333,1.4209579338054095,0.06666666666666667,1.596365666558721
6,g_fro,0.9,0.587375863161202,-0.8166666666666667,0.4166666666666667,1.252263184938622,0.0,0.4516924940025376,10,1,20,autocorr,4000,2000,1e-09,0.9,2.0380673590372873,0.8666666666666667,4.670856107224171,0.8833333333333333,6.460077872753015,0.8833333333333333,7.867038731458485
