run,arm,mode,lr,seed,step,window,tau,signal,MG,MG40,ident,degenerate,points,mg_seconds,validity_seconds,cheap_seconds,std,residual_std,acorr1,spectral_entropy,crossings,mg_seconds_rep0,mg_seconds_rep1,mg_seconds_rep2,validity_seconds_rep0,validity_seconds_rep1,validity_seconds_rep2,cheap_seconds_rep0,cheap_seconds_rep1,cheap_seconds_rep2,lr_checkpoint,lambda_max,ritz_residual,hvp_count,hessian_seconds,gd_ratio,activation_pr,activation_seconds,gradient_proxy,gradient_seconds
gd_constant_lr0.01_s0,gd,constant,0.01,0,511,512,1,train_loss,7.488282406845427,7.447086413606341,0.9944986058216199,False,493,0.004794500069692731,0.011246099835261703,0.00020490004681050777,0.2875724199902051,0.0966916690938004,0.9996329748213298,0.42741706660046364,2.0,0.004794500069692731,0.005026099970564246,0.004472699947655201,0.011246099835261703,0.011369700077921152,0.011132100131362677,0.00022009992972016335,0.00018800003454089165,0.00020490004681050777,0.01,118.28450012207033,5.870664411856451e-06,31,3.869494599988684,0.5914225006103516,5.633364200592041,0.0024678998161107,4.160287857055664,0.0436470001004636
gd_constant_lr0.01_s0,gd,constant,0.01,0,639,512,1,train_loss,7.583717286191848,7.509871231365096,0.9902625517223318,False,493,0.00453110015951097,0.011101000243797898,0.00019020005129277706,0.17732947152215997,0.029707595469241645,0.9998984031855614,0.03742664947073119,2.0,0.00453110015951097,0.0047167998272925615,0.004498700145632029,0.010786500293761492,0.011133899912238121,0.011101000243797898,0.00017690006643533707,0.00019699987024068832,0.00019020005129277706,0.01,161.5036163330078,3.609163589111873e-06,31,3.916788100032136,0.8075180816650391,5.956806182861328,0.0025367999915033,8.151131629943848,0.0461973000783473
gd_constant_lr0.01_s0,gd,constant,0.01,0,767,512,1,train_loss,7.652733953438718,7.624122596540486,0.9962612894852597,False,493,0.004538599867373705,0.010849499842152,0.00018400000408291817,0.1255227947839831,0.027413899577897576,0.9998932196120589,0.07617125602067719,2.0,0.004538599867373705,0.004626699956133962,0.004432799993082881,0.010798800038173795,0.010960399871692061,0.010849499842152,0.00018310011364519596,0.0002009000163525343,0.00018400000408291817,0.01,232.7834014892578,1.0081801633361968e-05,31,5.111473400145769,1.163917007446289,6.288547039031982,0.0042699999175965,14.109066009521484,0.0656812000088393
gd_constant_lr0.01_s0,gd,constant,0.01,0,895,512,1,train_loss,7.316174415637412,7.34597751984776,1.0040735912674044,False,493,0.004977600183337927,0.012091200100257993,0.00020330003462731838,0.08216318616984589,0.015682618092940522,0.9961409900262393,0.17131812732456575,2.0,0.0048120999708771706,0.005432200152426958,0.004977600183337927,0.011716200038790703,0.012298100162297487,0.012091200100257993,0.00018090009689331055,0.00020330003462731838,0.00022539985366165638,0.01,208.86138916015625,7.782886047578653e-06,31,5.420212900033221,1.0443069458007812,6.549034118652344,0.0042540000285953,0.3563949167728424,0.0661826999858021
gd_constant_lr0.01_s0,gd,constant,0.01,0,1023,512,1,train_loss,7.334468403253494,6.977258850513585,0.9512971447826465,False,493,0.005067399935796857,0.013298399979248643,0.00024339999072253704,0.059429275828808165,0.009115674596982683,0.9871392823604582,0.2920026682110476,8.0,0.005067399935796857,0.005022099940106273,0.006209000013768673,0.013298399979248643,0.011895500123500824,0.014169699978083372,0.0002715000882744789,0.0002302001230418682,0.00024339999072253704,0.01,226.620361328125,6.44872816509675e-06,31,5.665957099990919,1.133101806640625,6.726000308990479,0.0046979999169707,0.4096071422100067,0.0590221001766622
gd_constant_lr0.01_s0,gd,constant,0.01,0,511,512,1,probe_loss,7.370803475890823,7.343153821533636,0.996248759792928,False,493,0.005244100000709295,0.012672600103542209,0.0002832000609487295,0.2654540824604274,0.08516763043182762,0.9996019328210597,0.3974225864452366,2.0,0.00571599998511374,0.00497359992004931,0.005244100000709295,0.012672600103542209,0.01260400004684925,0.012970400042831898,0.00023040012456476688,0.0002832000609487295,0.0003029000945389271,0.01,118.28450012207033,5.870664411856451e-06,31,3.869494599988684,0.5914225006103516,5.633364200592041,0.0024678998161107,4.160287857055664,0.0436470001004636
gd_constant_lr0.01_s0,gd,constant,0.01,0,639,512,1,probe_loss,7.434076784825037,7.382316440732082,0.993037421378454,False,493,0.004753799876198173,0.011247499845921993,0.00019999989308416843,0.1595149814974738,0.03280245117774143,0.9998941366942865,0.03602173345564234,2.0,0.005302599864080548,0.004753799876198173,0.004509399877861142,0.011992399813607335,0.011247499845921993,0.010951799806207418,0.00020899996161460876,0.00019970000721514225,0.00019999989308416843,0.01,161.5036163330078,3.609163589111873e-06,31,3.916788100032136,0.8075180816650391,5.956806182861328,0.0025367999915033,8.151131629943848,0.0461973000783473
gd_constant_lr0.01_s0,gd,constant,0.01,0,767,512,1,probe_loss,7.345634899739667,7.31380777325959,0.9956672055017048,False,493,0.004646599991247058,0.011002499843016267,0.0001892000436782837,0.10376661446716823,0.028264916024678042,0.9998905240905636,0.08350103852207374,2.0,0.004646599991247058,0.004700700053945184,0.004477699985727668,0.011002499843016267,0.011066000210121274,0.010965699795633554,0.00018339999951422215,0.0001892000436782837,0.00020679994486272335,0.01,232.7834014892578,1.0081801633361968e-05,31,5.111473400145769,1.163917007446289,6.288547039031982,0.0042699999175965,14.109066009521484,0.0656812000088393
gd_constant_lr0.01_s0,gd,constant,0.01,0,895,512,1,probe_loss,7.292922069945632,7.329782278852665,1.0050542441772325,False,493,0.005211299983784556,0.01255270023830235,0.00022320006974041462,0.05950749363383307,0.015484689664352671,0.9527286016425907,0.16612765054450532,14.0,0.005195199977606535,0.005682499846443534,0.005211299983784556,0.012169999768957496,0.01290879980660975,0.01255270023830235,0.00023779994808137417,0.0002085000742226839,0.00022320006974041462,0.01,208.86138916015625,7.782886047578653e-06,31,5.420212900033221,1.0443069458007812,6.549034118652344,0.0042540000285953,0.3563949167728424,0.0661826999858021
gd_constant_lr0.01_s0,gd,constant,0.01,0,1023,512,1,probe_loss,6.730760565099236,6.816356552280415,1.012717134468431,False,493,0.005596600007265806,0.013001800049096346,0.00021110009402036667,0.036575069116973564,0.009193888667669736,0.7721138090333078,0.29966524347068113,80.0,0.005684299860149622,0.005551900016143918,0.005596600007265806,0.01325460011139512,0.013001800049096346,0.012996500125154853,0.00021110009402036667,0.00022070016711950302,0.0001735000405460596,0.01,226.620361328125,6.44872816509675e-06,31,5.665957099990919,1.133101806640625,6.726000308990479,0.0046979999169707,0.4096071422100067,0.0590221001766622
gd_constant_lr0.01_s0,gd,constant,0.01,0,511,512,1,grad_norm,5.369702244279229,7.4313841314335125,1.3839471526285758,False,493,0.004968400113284588,0.01207530009560287,0.0001759999431669712,0.2530618031273834,0.18540024948588976,0.9996694595798218,0.42359386676002475,2.0,0.005063299788162112,0.004966499982401729,0.004968400113284588,0.012140799779444933,0.01207530009560287,0.011994300177320838,0.0001759999431669712,0.0002101999707520008,0.00017070001922547817,0.01,118.28450012207033,5.870664411856451e-06,31,3.869494599988684,0.5914225006103516,5.633364200592041,0.0024678998161107,4.160287857055664,0.0436470001004636
gd_constant_lr0.01_s0,gd,constant,0.01,0,639,512,1,grad_norm,5.124834295405912,6.715305413054042,1.310345862123559,False,493,0.004996599862352014,0.011956000002101064,0.00018720002844929695,0.064949690763076,0.01836688854123581,0.9995914663805301,0.2304831614601445,3.0,0.005009999964386225,0.004996599862352014,0.004940199898555875,0.011849100003018975,0.011956000002101064,0.012033300008624792,0.00018420000560581684,0.00020050001330673695,0.00018720002844929695,0.01,161.5036163330078,3.609163589111873e-06,31,3.916788100032136,0.8075180816650391,5.956806182861328,0.0025367999915033,8.151131629943848,0.0461973000783473
gd_constant_lr0.01_s0,gd,constant,0.01,0,767,512,1,grad_norm,6.666833333153221,6.635699222746852,0.9953300001889137,False,493,0.004642500076442957,0.011190500110387802,0.00021700002253055573,0.06793292183001598,0.012864169606534685,0.9999062353119422,0.08198113774734982,2.0,0.004486899822950363,0.004997699987143278,0.004642500076442957,0.01072329981252551,0.012511600041761994,0.011190500110387802,0.00017899996601045132,0.0002234000712633133,0.00021700002253055573,0.01,232.7834014892578,1.0081801633361968e-05,31,5.111473400145769,1.163917007446289,6.288547039031982,0.0042699999175965,14.109066009521484,0.0656812000088393
gd_constant_lr0.01_s0,gd,constant,0.01,0,895,512,1,grad_norm,6.479022440315944,6.336744921875795,0.9780402800344041,False,493,0.005613200133666396,0.013407300226390362,0.00018770014867186546,0.5307812832824715,0.4817076860227965,0.9795266064398535,0.5644786744500842,6.0,0.006284700008109212,0.005573200061917305,0.005613200133666396,0.014158400008454919,0.013407300226390362,0.013359000440686941,0.0002258999738842249,0.00018259999342262745,0.00018770014867186546,0.01,208.86138916015625,7.782886047578653e-06,31,5.420212900033221,1.0443069458007812,6.549034118652344,0.0042540000285953,0.3563949167728424,0.0661826999858021
gd_constant_lr0.01_s0,gd,constant,0.01,0,1023,512,1,grad_norm,5.149881832245816,5.784805259073868,1.123288931185275,False,493,0.005763900000602007,0.01439530006609857,0.00020250002853572369,0.674771348452363,0.48526654403708747,0.9786839160197502,0.5848287243128197,13.0,0.005763900000602007,0.005747999995946884,0.005870799999684095,0.014219699893146753,0.014465400017797947,0.01439530006609857,0.00018589990213513374,0.00024880003184080124,0.00020250002853572369,0.01,226.620361328125,6.44872816509675e-06,31,5.665957099990919,1.133101806640625,6.726000308990479,0.0046979999169707,0.4096071422100067,0.0590221001766622
gd_constant_lr0.03_s0,gd,constant,0.03,0,511,512,1,train_loss,6.6382766818446495,7.186888448023419,1.0826437029476634,False,493,0.005225899862125516,0.012225199723616242,0.00019970000721514225,0.31220924541797873,0.15172730133302323,0.9981620347544699,0.31478952951460715,2.0,0.0056501999497413635,0.005225899862125516,0.005220899824053049,0.012600000016391277,0.012196499854326248,0.012225199723616242,0.00020670006051659584,0.00019970000721514225,0.00019529997371137142,0.03,77.00634765625,5.095680672373373e-06,31,3.9812491999473423,1.15509521484375,7.219411849975586,0.0039540999568998,0.2586014568805694,0.0510687001515179
gd_constant_lr0.03_s0,gd,constant,0.03,0,639,512,1,train_loss,6.386789625119532,7.912971583857217,1.2389591717151827,False,493,0.005385999800637364,0.01256199972704053,0.00018560001626610756,0.11678116963477753,0.035184847478071365,0.9774673164413717,0.27951848944086854,14.0,0.005385999800637364,0.005442899884656072,0.005352200008928776,0.012465999694541097,0.01256199972704053,0.01259800000116229,0.00018560001626610756,0.00018569990061223507,0.00018249987624585629,0.03,91.17218780517578,5.240753609985021e-06,31,4.0604790998622775,1.3675828170776367,7.738330841064453,0.0025528999976813,0.5232850909233093,0.0446901000104844
gd_constant_lr0.03_s0,gd,constant,0.03,0,767,512,1,train_loss,6.969860126311454,9.10515143588205,1.3063607118182758,False,493,0.005833500064909458,0.013878700090572238,0.00021900003775954247,0.07145226432037347,0.014799265112208604,0.9258953703435852,0.4874231339000731,42.0,0.005797900026664138,0.005942799849435687,0.005833500064909458,0.013878700090572238,0.013959899777546525,0.013587800087407231,0.00021920003928244114,0.00021900003775954247,0.00018239999189972878,0.03,83.6268310546875,3.506225342846749e-06,31,4.093906300142407,1.2544024658203126,8.479262351989746,0.0022843000479042,0.3850763738155365,0.0433417002204805
gd_constant_lr0.03_s0,gd,constant,0.03,0,895,512,1,train_loss,7.1246042933222995,10.026567452046255,1.4073156963178837,False,493,0.006303099915385246,0.014516000170260668,0.00018720002844929695,0.055855195058025865,0.011532802869657634,0.828732989348643,0.7177767125945381,74.0,0.00631579989567399,0.00628349999897182,0.006303099915385246,0.014516000170260668,0.014491200214251876,0.014520799973979592,0.00019940012134611607,0.00018660002388060093,0.00018720002844929695,0.03,92.63394927978516,3.612287701978229e-06,31,4.32665319996886,1.3895092391967774,9.103713989257812,0.0038141999393701,0.2279447168111801,0.0680734000634402
gd_constant_lr0.03_s0,gd,constant,0.03,0,1023,512,1,train_loss,7.514905516842916,10.536377790911125,1.4020639071637402,False,493,0.006378500023856759,0.015088499756529927,0.00019399984739720821,0.04977650773369479,0.011207757944329875,0.7777860151259987,0.7418659947522764,95.0,0.006378500023856759,0.006363100139424205,0.006432999856770039,0.015003599924966693,0.01519519998691976,0.015088499756529927,0.00018660002388060093,0.00019399984739720821,0.0002047999296337366,0.03,92.20580291748048,3.457681077508549e-06,31,4.034334500087425,1.383087043762207,9.374703407287598,0.0026388000696897,0.3367230892181396,0.0455795999150723
