run,arm,mode,seed,lr,signal,pre_MG,post_MG,post_pre_ratio,post_ident,degenerate_fraction,pre_std,post_std,pre_hessian,post_hessian,pre_activation,post_activation
gd_constant_lr0.01_s0,gd,constant,0,0.01,grad_norm,5.369702244279229,5.149881832245816,0.9590628302961108,1.123288931185275,0.0,0.2530618031273834,0.674771348452363,118.28450012207033,226.620361328125,5.633364200592041,6.726000308990479
gd_constant_lr0.01_s0,gd,constant,0,0.01,probe_loss,7.370803475890823,6.730760565099236,0.9131651097624425,1.012717134468431,0.0,0.2654540824604274,0.036575069116973564,118.28450012207033,226.620361328125,5.633364200592041,6.726000308990479
gd_constant_lr0.01_s0,gd,constant,0,0.01,train_loss,7.488282406845427,7.334468403253494,0.9794593746289104,0.9512971447826465,0.0,0.2875724199902051,0.059429275828808165,118.28450012207033,226.620361328125,5.633364200592041,6.726000308990479
gd_constant_lr0.03_s0,gd,constant,0,0.03,grad_norm,3.542183878724761,6.455006657900968,1.8223239896357009,1.5261961030171052,0.0,0.5185105640895437,0.42633782211827786,77.00634765625,92.20580291748048,7.219411849975586,9.374703407287598
gd_constant_lr0.03_s0,gd,constant,0,0.03,probe_loss,6.828364809914433,7.882270163294274,1.1543422741341565,1.3930538292845414,0.0,0.2690409859812304,0.01669646096411522,77.00634765625,92.20580291748048,7.219411849975586,9.374703407287598
gd_constant_lr0.03_s0,gd,constant,0,0.03,train_loss,6.6382766818446495,7.514905516842916,1.1320566883564527,1.4020639071637402,0.0,0.31220924541797873,0.04977650773369479,77.00634765625,92.20580291748048,7.219411849975586,9.374703407287598
gd_constant_lr0.1_s0,gd,constant,0,0.1,grad_norm,6.461104200362308,8.57289055600397,1.3268460452198314,1.4640095766408951,0.0,0.34190653286501826,0.38139750121214655,34.14702606201172,36.43086242675781,9.606749534606934,12.30554485321045
gd_constant_lr0.1_s0,gd,constant,0,0.1,probe_loss,9.465054050716367,7.681517431981782,0.8115661454041463,1.4613569806078386,0.0,0.19826546678076057,0.08922922897437355,34.14702606201172,36.43086242675781,9.606749534606934,12.30554485321045
gd_constant_lr0.1_s0,gd,constant,0,0.1,train_loss,8.141228782508053,6.61914104966629,0.8130395578475739,1.1004743278113034,0.0,0.263804562201144,0.11913656091626064,34.14702606201172,36.43086242675781,9.606749534606934,12.30554485321045
gd_constant_lr0.3_s0,gd,constant,0,0.3,grad_norm,8.744709796793334,8.00610834463188,0.9155373397945924,1.435839523287081,0.0,0.2908052846697054,0.4082330381805449,12.947721481323242,21.551172256469727,10.90656280517578,21.007280349731445
gd_constant_lr0.3_s0,gd,constant,0,0.3,probe_loss,9.849134146747506,6.769498115342329,0.6873191099318949,1.1805114886854948,0.0,0.17098382775542953,0.5120633958433171,12.947721481323242,21.551172256469727,10.90656280517578,21.007280349731445
gd_constant_lr0.3_s0,gd,constant,0,0.3,train_loss,7.5963212945109095,6.643488926162789,0.8745666051491745,1.105316161731845,0.0,0.2656059931881394,0.4037602409112445,12.947721481323242,21.551172256469727,10.90656280517578,21.007280349731445
