mode,seed,signal,transform,step,MG,LB,PRdelay,degenerate,mg_seconds
constant_lr,1,probe_loss,raw,1099,10.960606009156225,20.866519982442135,1.307398662709457,False,0.1430699999909848
constant_lr,1,probe_loss,raw,1199,11.497560540628957,20.015668867504388,1.391472545254442,False,0.1430699999909848
constant_lr,1,probe_loss,raw,1299,8.961009864975171,17.28732678832943,1.2287040619995382,False,0.1430699999909848
constant_lr,1,probe_loss,raw,1399,8.475456496783504,19.286273884507708,1.210613092177339,False,0.1430699999909848
constant_lr,1,probe_loss,raw,1499,8.903111339253861,14.786214955014165,1.2915004489619981,False,0.1430699999909848
constant_lr,1,probe_loss,raw,1599,9.496368167431532,14.83869850507086,1.792496614523882,False,0.1430699999909848
constant_lr,1,probe_loss,log,499,6.78089877460817,11.199863727002553,1.1154235904354337,False,0.13925799983553588
constant_lr,1,probe_loss,log,599,6.767699052794181,18.995628081453074,1.2384712840583227,False,0.13925799983553588
constant_lr,1,probe_loss,log,699,7.396723898001363,19.212067373833154,1.3345292292116886,False,0.13925799983553588
constant_lr,1,probe_loss,log,799,9.51076080801744,16.42150731095083,1.3167654278969814,False,0.13925799983553588
constant_lr,1,probe_loss,log,899,9.699294291682797,18.708762536787845,1.4069480005904642,False,0.13925799983553588
constant_lr,1,probe_loss,log,999,8.56262846093194,26.775629085042205,1.261882231552833,False,0.13925799983553588
constant_lr,1,probe_loss,log,1099,11.08243809049529,20.3658286547065,1.3064147104572852,False,0.13925799983553588
constant_lr,1,probe_loss,log,1199,11.447668462399255,19.971376758331587,1.3717729359720587,False,0.13925799983553588
constant_lr,1,probe_loss,log,1299,9.214822517487205,17.567922504737997,1.2140640595202916,False,0.13925799983553588
constant_lr,1,probe_loss,log,1399,8.436542458139908,19.128130259584257,1.2071524933551079,False,0.13925799983553588
constant_lr,1,probe_loss,log,1499,8.883014239397003,14.403490932005104,1.2976367486018558,False,0.13925799983553588
constant_lr,1,probe_loss,log,1599,9.533004768456726,14.906584048637528,1.7896775205956195,False,0.13925799983553588
constant_lr,1,grad_norm,raw,499,12.831244425350436,15.59705766442939,1.2364427069317583,False,0.11779089993797243
constant_lr,1,grad_norm,raw,599,12.443058218836146,13.217365036770484,12.149789701639785,False,0.11779089993797243
constant_lr,1,grad_norm,raw,699,13.008684823274166,13.788036842903418,12.60596064312412,False,0.11779089993797243
constant_lr,1,grad_norm,raw,799,12.863845994678101,13.705076068949484,13.634108679428218,False,0.11779089993797243
constant_lr,1,grad_norm,raw,899,13.063475611831045,13.830394771881917,13.570019621004766,False,0.11779089993797243
constant_lr,1,grad_norm,raw,999,12.774143280949925,13.484841105620808,9.833078684694105,False,0.11779089993797243
constant_lr,1,grad_norm,raw,1099,13.006951637019364,13.775735886808167,9.186051983195252,False,0.11779089993797243
constant_lr,1,grad_norm,raw,1199,12.588141252748768,13.273862860692816,10.060934229566776,False,0.11779089993797243
constant_lr,1,grad_norm,raw,1299,12.757953114781776,13.456408093061228,9.705970979934065,False,0.11779089993797243
constant_lr,1,grad_norm,raw,1399,12.491087736358718,13.23666013999608,11.8345630827288,False,0.11779089993797243
constant_lr,1,grad_norm,raw,1499,12.718581726643835,13.393062685589456,11.050360977319714,False,0.11779089993797243
constant_lr,1,grad_norm,raw,1599,13.264610349620705,14.03745568590562,11.204891812331853,False,0.11779089993797243
constant_lr,1,grad_norm,log,499,11.501096380670807,12.050918477323977,3.294156383460604,False,0.1207092001568526
constant_lr,1,grad_norm,log,599,12.589585142506042,13.428252464989878,12.72407507342491,False,0.1207092001568526
constant_lr,1,grad_norm,log,699,13.071068800108199,13.912662771523697,13.408689291935366,False,0.1207092001568526
constant_lr,1,grad_norm,log,799,12.8851699973263,13.845558985405097,13.870565714971779,False,0.1207092001568526
constant_lr,1,grad_norm,log,899,13.228281081077794,13.941321658697511,13.846419641167211,False,0.1207092001568526
constant_lr,1,grad_norm,log,999,13.026335204385118,13.71047431666744,10.345143488217222,False,0.1207092001568526
constant_lr,1,grad_norm,log,1099,13.282327096904343,14.196689457045604,9.560644701332706,False,0.1207092001568526
constant_lr,1,grad_norm,log,1199,12.621186522871216,13.340439927995265,10.388839308198111,False,0.1207092001568526
constant_lr,1,grad_norm,log,1299,12.608453067608133,13.279412867222781,10.035547235014247,False,0.1207092001568526
constant_lr,1,grad_norm,log,1399,12.406075223841624,13.165031676692168,12.152964764318844,False,0.1207092001568526
constant_lr,1,grad_norm,log,1499,12.804662759305758,13.548275264458546,11.401082000150723,False,0.1207092001568526
constant_lr,1,grad_norm,log,1599,13.383930053457172,14.083960324972942,11.357062757383902,False,0.1207092001568526
lr_switch,0,probe_loss,raw,499,4.4429709623136615,8.525335661227805,1.2446782925983058,False,0.14946570014581084
lr_switch,0,probe_loss,raw,599,11.977109845441957,24.15390783068041,1.2145427570451999,False,0.14946570014581084
lr_switch,0,probe_loss,raw,699,9.147009478999822,20.095147572288592,1.257877494049436,False,0.14946570014581084
lr_switch,0,probe_loss,raw,799,10.109224800587553,20.679681080014557,1.128597801162234,False,0.14946570014581084
lr_switch,0,probe_loss,raw,899,6.46115778005628,16.487873099530578,1.1006626811019287,False,0.14946570014581084
lr_switch,0,probe_loss,raw,999,7.86192832385049,23.011948102521544,1.129529239031844,False,0.14946570014581084
lr_switch,0,probe_loss,raw,1099,8.152861334254856,19.88596401974409,1.3121091166500738,False,0.14946570014581084
lr_switch,0,probe_loss,raw,1199,6.498322090054963,42.944735331258336,1.2641745194067233,False,0.14946570014581084
lr_switch,0,probe_loss,raw,1299,7.181918990665451,17.386495439265158,1.1689922015260321,False,0.14946570014581084
lr_switch,0,probe_loss,raw,1399,5.372367203883853,34.33147740812639,1.1283050665492316,False,0.14946570014581084
lr_switch,0,probe_loss,raw,1499,7.110307865290869,13.59409820198211,1.235392828186647,False,0.14946570014581084
lr_switch,0,probe_loss,raw,1599,9.845441535202474,24.101187212930295,1.2215764775133546,False,0.14946570014581084
lr_switch,0,probe_loss,log,499,7.367186954801292,18.71412602482022,1.295938968429994,False,0.13635939988307655
lr_switch,0,probe_loss,log,599,12.066582079530315,24.91630903661875,1.2158931444506946,False,0.13635939988307655
lr_switch,0,probe_loss,log,699,6.826501634668594,16.06457769919181,1.2528591123944244,False,0.13635939988307655
lr_switch,0,probe_loss,log,799,10.69842800014472,21.722442827286475,1.1251127934250498,False,0.13635939988307655
lr_switch,0,probe_loss,log,899,6.440190870038358,16.57890881472466,1.102234649283371,False,0.13635939988307655
lr_switch,0,probe_loss,log,999,8.105430748076339,24.729266214060054,1.1272372286912988,False,0.13635939988307655
lr_switch,0,probe_loss,log,1099,7.966748722928295,19.83297192490244,1.3037609805949557,False,0.13635939988307655
lr_switch,0,probe_loss,log,1199,6.4814673448809765,42.31929600462453,1.2527870147208966,False,0.13635939988307655
lr_switch,0,probe_loss,log,1299,6.952927067397242,16.74737238517056,1.1662068344814078,False,0.13635939988307655
lr_switch,0,probe_loss,log,1399,5.374670982240475,33.785014105539105,1.1275193863288953,False,0.13635939988307655
lr_switch,0,probe_loss,log,1499,7.097543689197284,13.54029224160099,1.2358748168923195,False,0.13635939988307655
lr_switch,0,probe_loss,log,1599,9.839502722505761,24.10537624560464,1.2219266343477257,False,0.13635939988307655
lr_switch,0,grad_norm,raw,499,12.56957675270656,21.126091786018474,1.1957891003593866,False,0.13092020014300942
lr_switch,0,grad_norm,raw,599,11.195047479364137,11.899005314658622,7.765220376275987,False,0.13092020014300942
lr_switch,0,grad_norm,raw,699,11.823703267132489,12.60144404551589,10.522487736585244,False,0.13092020014300942
lr_switch,0,grad_norm,raw,799,12.271977662868823,12.933019635802466,11.810847168057863,False,0.13092020014300942
lr_switch,0,grad_norm,raw,899,11.961729819537853,12.913213884250993,5.9404344225708625,False,0.13092020014300942
lr_switch,0,grad_norm,raw,999,9.91444309941228,11.284888292057827,3.2440021672228454,False,0.13092020014300942
lr_switch,0,grad_norm,raw,1099,11.36438532522792,12.409528874087894,2.8822183346136345,False,0.13092020014300942
lr_switch,0,grad_norm,raw,1199,13.377721595001242,14.609022381530071,3.702592573857095,False,0.13092020014300942
lr_switch,0,grad_norm,raw,1299,13.385833754322766,14.146866007093378,17.184325090355703,False,0.13092020014300942
lr_switch,0,grad_norm,raw,1399,13.17417174560776,13.754062293215796,18.259049696703126,False,0.13092020014300942
lr_switch,0,grad_norm,raw,1499,12.786154748473862,13.438793047729378,16.652153968879166,False,0.13092020014300942
lr_switch,0,grad_norm,raw,1599,13.200984710908767,13.763923702627874,16.00694476007745,False,0.13092020014300942
lr_switch,0,grad_norm,log,499,12.730407853984087,15.374516093151573,2.5088298016185075,False,0.12775940005667508
lr_switch,0,grad_norm,log,599,11.506068213715517,12.245172004409728,7.756639516945044,False,0.12775940005667508
lr_switch,0,grad_norm,log,699,11.961386623581328,12.560211054447272,10.715961356388936,False,0.12775940005667508
lr_switch,0,grad_norm,log,799,12.422188069872185,13.146346517544677,12.093348527485803,False,0.12775940005667508
lr_switch,0,grad_norm,log,899,11.993074491382865,13.409283683257005,5.078384285804872,False,0.12775940005667508
lr_switch,0,grad_norm,log,999,10.055821960044717,11.354018291063438,2.846994227105052,False,0.12775940005667508
lr_switch,0,grad_norm,log,1099,10.934798272839265,11.941093995847384,2.6738719829043394,False,0.12775940005667508
lr_switch,0,grad_norm,log,1199,13.305235062389347,14.458397265951374,3.8819143333751613,False,0.12775940005667508
lr_switch,0,grad_norm,log,1299,13.73819122217761,14.460141989339434,17.545088348549655,False,0.12775940005667508
lr_switch,0,grad_norm,log,1399,13.460202210792323,14.054414732928608,18.11985313623923,False,0.12775940005667508
lr_switch,0,grad_norm,log,1499,13.086069710945926,13.71521807483613,16.485578285011616,False,0.12775940005667508
lr_switch,0,grad_norm,log,1599,13.53153397996784,14.131646678077885,15.885314889413577,False,0.12775940005667508
lr_switch,1,probe_loss,raw,499,5.637591639338262,12.634596176115927,1.229476296027665,False,0.12720849993638694
lr_switch,1,probe_loss,raw,599,6.582033832599426,18.41115222275387,1.212047651632421,False,0.12720849993638694
lr_switch,1,probe_loss,raw,699,7.530267017427032,18.535934269285477,1.333135713573568,False,0.12720849993638694
lr_switch,1,probe_loss,raw,799,9.7422381609716,17.379366448022168,1.3091781852053104,False,0.12720849993638694
lr_switch,1,probe_loss,raw,899,9.004195517821183,17.884586851148242,1.488358163567827,False,0.12720849993638694
lr_switch,1,probe_loss,raw,999,8.200357421793186,27.874447436163358,1.3521283891242475,False,0.12720849993638694
lr_switch,1,probe_loss,raw,1099,9.2592179504138,53.51660891773137,1.507740573389705,False,0.12720849993638694
lr_switch,1,probe_loss,raw,1199,10.160838795873127,42.07310244638331,2.0633119040234935,False,0.12720849993638694
lr_switch,1,probe_loss,raw,1299,7.371899228690706,15.852380577660304,1.1687736538784113,False,0.12720849993638694
lr_switch,1,probe_loss,raw,1399,6.201726468844723,13.296375958566562,1.1401956065432393,False,0.12720849993638694
lr_switch,1,probe_loss,raw,1499,6.960554058816474,14.229048480545499,1.2122026887575177,False,0.12720849993638694
lr_switch,1,probe_loss,raw,1599,7.133691488759906,12.361949638473378,1.3227587722825052,False,0.12720849993638694
lr_switch,1,probe_loss,log,499,6.78089877460817,11.199863727002553,1.1154235904354337,False,0.13074380019679666
lr_switch,1,probe_loss,log,599,6.767699052794181,18.995628081453074,1.2384712840583227,False,0.13074380019679666
lr_switch,1,probe_loss,log,699,7.396723898001363,19.212067373833154,1.3345292292116886,False,0.13074380019679666
lr_switch,1,probe_loss,log,799,9.51076080801744,16.42150731095083,1.3167654278969814,False,0.13074380019679666
lr_switch,1,probe_loss,log,899,8.722055805711232,17.684669949680803,1.4575101708084264,False,0.13074380019679666
lr_switch,1,probe_loss,log,999,6.592037918524771,22.52522964990252,1.3356413359109278,False,0.13074380019679666
lr_switch,1,probe_loss,log,1099,9.163926560421624,52.72929409582055,1.4986262429984505,False,0.13074380019679666
lr_switch,1,probe_loss,log,1199,10.151508515669029,41.83091001956705,2.0515878460255403,False,0.13074380019679666
lr_switch,1,probe_loss,log,1299,7.404948862685795,16.09862748904734,1.1667124120695558,False,0.13074380019679666
lr_switch,1,probe_loss,log,1399,6.187469455889637,13.317579890287378,1.141793914605058,False,0.13074380019679666
lr_switch,1,probe_loss,log,1499,6.885984339969046,13.74601792040388,1.2176830834078252,False,0.13074380019679666
lr_switch,1,probe_loss,log,1599,7.16250608068559,12.429788634157624,1.3191981809873057,False,0.13074380019679666
lr_switch,1,grad_norm,raw,499,12.831244425350436,15.59705766442939,1.2364427069317583,False,0.12653520004823804
lr_switch,1,grad_norm,raw,599,12.443058218836146,13.217365036770484,12.149789701639785,False,0.12653520004823804
lr_switch,1,grad_norm,raw,699,13.008684823274166,13.788036842903418,12.60596064312412,False,0.12653520004823804
lr_switch,1,grad_norm,raw,799,12.863845994678101,13.705076068949484,13.634108679428218,False,0.12653520004823804
lr_switch,1,grad_norm,raw,899,12.250019894411988,13.353766850557667,6.671408801195223,False,0.12653520004823804
lr_switch,1,grad_norm,raw,999,9.54477091012284,10.904499513882078,3.2708730143527847,False,0.12653520004823804
lr_switch,1,grad_norm,raw,1099,11.252800653495642,12.01554525382998,2.9207098600207146,False,0.12653520004823804
lr_switch,1,grad_norm,raw,1199,13.794479389579259,17.525994484586416,3.1108411028009493,False,0.12653520004823804
lr_switch,1,grad_norm,raw,1299,13.762310954961885,14.446627252578393,17.424213671018617,False,0.12653520004823804
lr_switch,1,grad_norm,raw,1399,14.017666917462503,14.73208303674625,18.342326088801567,False,0.12653520004823804
lr_switch,1,grad_norm,raw,1499,13.68140262902666,14.3197806226968,16.917212485822695,False,0.12653520004823804
lr_switch,1,grad_norm,raw,1599,13.440766589460733,14.104771975518895,16.36757140724397,False,0.12653520004823804
lr_switch,1,grad_norm,log,499,11.501096380670807,12.050918477323977,3.294156383460604,False,0.12612249981611967
lr_switch,1,grad_norm,log,599,12.589585142506042,13.428252464989878,12.72407507342491,False,0.12612249981611967
lr_switch,1,grad_norm,log,699,13.071068800108199,13.912662771523697,13.408689291935366,False,0.12612249981611967
lr_switch,1,grad_norm,log,799,12.8851699973263,13.845558985405097,13.870565714971779,False,0.12612249981611967
lr_switch,1,grad_norm,log,899,12.896756496174428,14.670932918394955,5.433743367689452,False,0.12612249981611967
lr_switch,1,grad_norm,log,999,10.010530038830941,11.433040400527899,2.81859567100009,False,0.12612249981611967
lr_switch,1,grad_norm,log,1099,11.519139328492129,12.251856928977388,2.7571630814267385,False,0.12612249981611967
lr_switch,1,grad_norm,log,1199,13.707196938583749,16.757769445811277,3.3613394706419455,False,0.12612249981611967
lr_switch,1,grad_norm,log,1299,13.865478265720876,14.551339597988855,17.368540723981546,False,0.12612249981611967
lr_switch,1,grad_norm,log,1399,14.087511700660471,14.759181593861058,18.28996106757629,False,0.12612249981611967
lr_switch,1,grad_norm,log,1499,13.75063644865699,14.3830991917825,17.1059564639664,False,0.12612249981611967
lr_switch,1,grad_norm,log,1599,13.69945243135319,14.288781302754149,16.505844710513763,False,0.12612249981611967
