regime,scale,observer,window,MG,MG_2E,ident_ratio,degenerate,crossings,sd
amplitude_only,1.0,loss,8192,4.987397295801567,4.382415837562865,0.8786979616105619,False,2141.0,0.09214786442820434
amplitude_only,0.01,loss,8192,4.987397295801567,4.382415837562865,0.8786979616105619,False,2141.0,0.0009214786442820434
