run,column,smooth,seed,observed,surr_median,surr_max,p,n,generalises
mod_wd1_s44,train_loss,201,3,2.112383038182447,2.482724064336647,7.3298337188211065,0.575,39,True
mod_wd1_s44,train_loss,201,4,2.112383038182447,2.167390043542821,7.29667082274132,0.525,39,True
mod_wd1_s44,train_loss,401,0,2.112383038182447,3.1246817365797024,5.7031375513766385,0.75,39,True
mod_wd1_s44,train_loss,401,1,2.112383038182447,3.393367753197556,6.245386679566555,0.85,39,True
mod_wd1_s44,train_loss,401,2,2.112383038182447,3.1188394318652364,5.523844564440184,0.7,39,True
mod_wd1_s44,train_loss,401,3,2.112383038182447,3.2695553712702385,5.322079995049826,0.85,39,True
mod_wd1_s44,train_loss,401,4,2.112383038182447,3.6208900385525906,5.158200338581351,0.825,39,True
s5_wd0,train_loss,101,0,1.4158040484703622,1.3449983678311916,1.707360611366894,0.325,39,False
s5_wd0,train_loss,101,1,1.4158040484703622,1.3772753796878934,1.7387730415971492,0.375,39,False
s5_wd0,train_loss,101,2,1.4158040484703622,1.3823122630863285,1.7245362436994418,0.4,39,False
s5_wd0,train_loss,101,3,1.4158040484703622,1.3659599657259387,1.7408704343497812,0.375,39,False
s5_wd0,train_loss,101,4,1.4158040484703622,1.372973124007508,1.7983469418026916,0.375,39,False
s5_wd0,train_loss,201,0,1.4158040484703622,1.3030087136258082,1.8345660009288263,0.225,39,False
s5_wd0,train_loss,201,1,1.4158040484703622,1.365689081738883,1.8520245286614496,0.4,39,False
s5_wd0,train_loss,201,2,1.4158040484703622,1.3997084549222545,1.7900491795035034,0.475,39,False
s5_wd0,train_loss,201,3,1.4158040484703622,1.42320511388701,2.1231280273796487,0.525,39,False
s5_wd0,train_loss,201,4,1.4158040484703622,1.2897369833995664,1.6771379753927047,0.3,39,False
s5_wd0,train_loss,401,0,1.4158040484703622,1.7831433483386212,2.4276239739936054,0.925,39,False
s5_wd0,train_loss,401,1,1.4158040484703622,1.780946923401796,2.8000400810767148,0.875,39,False
s5_wd0,train_loss,401,2,1.4158040484703622,1.6686740258748303,2.3368267473152837,0.925,39,False
s5_wd0,train_loss,401,3,1.4158040484703622,1.7457581586959499,2.5370143003711925,1.0,39,False
s5_wd0,train_loss,401,4,1.4158040484703622,1.7206921081690165,2.2746240505157838,0.95,39,False
s5_wd1,train_loss,101,0,5.952931793462668,1.8158933135093167,2.9841806252623972,0.025,39,True
s5_wd1,train_loss,101,1,5.952931793462668,1.7800925212406364,2.5612748373812253,0.025,39,True
s5_wd1,train_loss,101,2,5.952931793462668,1.726783319721824,2.8812269635929737,0.025,39,True
s5_wd1,train_loss,101,3,5.952931793462668,1.7757602922161841,2.629280052842,0.025,39,True
s5_wd1,train_loss,101,4,5.952931793462668,1.8645713883983013,2.829367286268583,0.025,39,True
s5_wd1,train_loss,201,0,5.952931793462668,1.7556294135133759,2.3675238021194973,0.025,39,True
s5_wd1,train_loss,201,1,5.952931793462668,1.8661066859100988,2.701358087663116,0.025,39,True
s5_wd1,train_loss,201,2,5.952931793462668,2.021685016525099,2.825722739794493,0.025,39,True
s5_wd1,train_loss,201,3,5.952931793462668,1.7114246040556116,2.8812500254896047,0.025,39,True
s5_wd1,train_loss,201,4,5.952931793462668,1.8929037891684768,2.922177868076697,0.025,39,True
s5_wd1,train_loss,401,0,5.952931793462668,2.064559750411801,4.062386433731553,0.025,39,True
s5_wd1,train_loss,401,1,5.952931793462668,2.0118643594053927,3.374940159575473,0.025,39,True
s5_wd1,train_loss,401,2,5.952931793462668,2.132920085301322,3.3519573295348484,0.025,39,True
s5_wd1,train_loss,401,3,5.952931793462668,2.152980921832544,3.3262712504435785,0.025,39,True
s5_wd1,train_loss,401,4,5.952931793462668,1.9280980104888696,3.3185867551036243,0.025,39,True
mod_wd0,weight_norm,101,0,0.9997895176868375,2.016811834040059,3.619016549111792,0.9,39,False
mod_wd0,weight_norm,101,1,0.9997895176868375,2.078212334002194,3.9088588517848275,1.0,39,False
mod_wd0,weight_norm,101,2,0.9997895176868375,1.7342393002811023,3.8161720733513564,0.95,39,False
mod_wd0,weight_norm,101,3,0.9997895176868375,2.037091261526472,3.7095533936310576,0.875,39,False
mod_wd0,weight_norm,101,4,0.9997895176868375,2.2934644769807946,3.399453362144633,0.975,39,False
mod_wd0,weight_norm,201,0,0.9997895176868375,2.5300289407057717,5.148220143588128,0.95,39,False
mod_wd0,weight_norm,201,1,0.9997895176868375,2.7755415326481674,4.935549197541734,0.975,39,False
mod_wd0,weight_norm,201,2,0.9997895176868375,2.3670804506212826,4.681441363174585,0.975,39,False
mod_wd0,weight_norm,201,3,0.9997895176868375,2.50827584737331,4.427462435146734,0.95,39,False
mod_wd0,weight_norm,201,4,0.9997895176868375,2.261120329015066,4.812506472555005,0.95,39,False
mod_wd0,weight_norm,401,0,0.9997895176868375,2.159949429181015,5.89303540042415,0.925,39,False
mod_wd0,weight_norm,401,1,0.9997895176868375,2.461049908030522,4.982905798815512,0.95,39,False
mod_wd0,weight_norm,401,2,0.9997895176868375,1.9606038732052662,5.363616150438826,0.925,39,False
mod_wd0,weight_norm,401,3,0.9997895176868375,2.805516223306665,6.089894049210404,0.925,39,False
mod_wd0,weight_norm,401,4,0.9997895176868375,2.620926534586061,5.461662823949285,0.975,39,False
mod_wd1,weight_norm,101,0,2.9574946884556574,1.3957115754096965,2.191115403972179,0.025,39,True
mod_wd1,weight_norm,101,1,2.9574946884556574,1.4199197084999868,1.7168824781059022,0.025,39,True
mod_wd1,weight_norm,101,2,2.9574946884556574,1.3787710463428373,1.7131522975353262,0.025,39,True
mod_wd1,weight_norm,101,3,2.9574946884556574,1.3997898305653473,1.8955678514638443,0.025,39,True
mod_wd1,weight_norm,101,4,2.9574946884556574,1.392234841900358,1.7366458817101598,0.025,39,True
mod_wd1,weight_norm,201,0,2.9574946884556574,1.3991644426659486,2.012971043570618,0.025,39,True
mod_wd1,weight_norm,201,1,2.9574946884556574,1.380396244479109,1.6754531184693746,0.025,39,True
mod_wd1,weight_norm,201,2,2.9574946884556574,1.3738090281875377,1.604532961401014,0.025,39,True
mod_wd1,weight_norm,201,3,2.9574946884556574,1.4241991622266776,2.223212122201045,0.025,39,True
mod_wd1,weight_norm,201,4,2.9574946884556574,1.3946594013449716,1.8432885558197527,0.025,39,True
mod_wd1,weight_norm,401,0,2.9574946884556574,1.3540640383038594,2.0464579701937056,0.025,39,True
mod_wd1,weight_norm,401,1,2.9574946884556574,1.3976297250640768,1.7958871403076313,0.025,39,True
mod_wd1,weight_norm,401,2,2.9574946884556574,1.4724599632826774,2.040205549149208,0.025,39,True
mod_wd1,weight_norm,401,3,2.9574946884556574,1.3895334969660105,1.9168137162837227,0.025,39,True
mod_wd1,weight_norm,401,4,2.9574946884556574,1.3929768736535053,1.811981434876614,0.025,39,True
mod_wd1_s43,weight_norm,101,0,1.9802898355701335,1.4295728264426657,2.0368979708739787,0.1,39,True
mod_wd1_s43,weight_norm,101,1,1.9802898355701335,1.409325078827947,1.8930493493856775,0.025,39,True
mod_wd1_s43,weight_norm,101,2,1.9802898355701335,1.5618390022887882,1.9973132642129336,0.05,39,True
mod_wd1_s43,weight_norm,101,3,1.9802898355701335,1.3811810584285338,2.24305170174923,0.05,39,True
mod_wd1_s43,weight_norm,101,4,1.9802898355701335,1.4355712090297705,1.8905133969621033,0.025,39,True
mod_wd1_s43,weight_norm,201,0,1.9802898355701335,1.4246742237651067,2.193581036280418,0.05,39,True
mod_wd1_s43,weight_norm,201,1,1.9802898355701335,1.418069498553081,1.9279092993495088,0.025,39,True
mod_wd1_s43,weight_norm,201,2,1.9802898355701335,1.4515597086495224,2.1717452145952985,0.05,39,True
mod_wd1_s43,weight_norm,201,3,1.9802898355701335,1.3594842739614619,2.2867497723800683,0.075,39,True
mod_wd1_s43,weight_norm,201,4,1.9802898355701335,1.4900278411922998,2.199944481475495,0.05,39,True
mod_wd1_s43,weight_norm,401,0,1.9802898355701335,1.401255212529507,1.9755688745347544,0.025,39,True
mod_wd1_s43,weight_norm,401,1,1.9802898355701335,1.4201305495305057,1.8407750728814414,0.025,39,True
mod_wd1_s43,weight_norm,401,2,1.9802898355701335,1.4624071436921708,1.9583478795030083,0.025,39,True
mod_wd1_s43,weight_norm,401,3,1.9802898355701335,1.4581007672689055,1.9841199421547986,0.05,39,True
mod_wd1_s43,weight_norm,401,4,1.9802898355701335,1.4635390991018686,1.7125494218664354,0.025,39,True
mod_wd1_s44,weight_norm,101,0,2.1393172023012594,1.860226286550941,2.2884469618679724,0.075,39,True
mod_wd1_s44,weight_norm,101,1,2.1393172023012594,1.8463454367701997,2.3843371596053786,0.05,39,True
mod_wd1_s44,weight_norm,101,2,2.1393172023012594,1.8519859098216245,2.2214550061255203,0.05,39,True
mod_wd1_s44,weight_norm,101,3,2.1393172023012594,1.8365231782692293,2.1861947445367047,0.05,39,True
mod_wd1_s44,weight_norm,101,4,2.1393172023012594,1.8477801606850088,2.1495935952197547,0.05,39,True
mod_wd1_s44,weight_norm,201,0,2.1393172023012594,1.3700525365334864,2.3117953723093567,0.05,39,True
mod_wd1_s44,weight_norm,201,1,2.1393172023012594,1.3285271585330993,2.3932409549292513,0.075,39,True
mod_wd1_s44,weight_norm,201,2,2.1393172023012594,1.4394357086950385,2.2335439571775124,0.1,39,True
mod_wd1_s44,weight_norm,201,3,2.1393172023012594,1.302952169977012,2.2957012295766717,0.1,39,True
mod_wd1_s44,weight_norm,201,4,2.1393172023012594,1.4145275029408484,1.8947327050545852,0.025,39,True
mod_wd1_s44,weight_norm,401,0,2.1393172023012594,1.2616446927623968,1.9187065778654757,0.025,39,True
mod_wd1_s44,weight_norm,401,1,2.1393172023012594,1.4400877835663282,2.0488272299085812,0.025,39,True
mod_wd1_s44,weight_norm,401,2,2.1393172023012594,1.3792882294913862,1.9387139893876004,0.025,39,True
mod_wd1_s44,weight_norm,401,3,2.1393172023012594,1.317799951008266,2.0791263085268095,0.025,39,True
mod_wd1_s44,weight_norm,401,4,2.1393172023012594,1.4236835042912837,2.1774803934747964,0.05,39,True
s5_wd0,weight_norm,101,0,1.0354103699437167,1.0983227077457,1.5893481351822893,1.0,39,False
s5_wd0,weight_norm,101,1,1.0354103699437167,1.0779695552516693,1.757769570119593,0.975,39,False
s5_wd0,weight_norm,101,2,1.0354103699437167,1.123174732048815,1.7775205744864184,0.975,39,False
s5_wd0,weight_norm,101,3,1.0354103699437167,1.109394400933235,2.1188387407734286,0.975,39,False
s5_wd0,weight_norm,101,4,1.0354103699437167,1.0858758824533217,1.7388129755339232,1.0,39,False
s5_wd0,weight_norm,201,0,1.0354103699437167,1.277503972089235,2.1817774263715304,0.975,39,False
s5_wd0,weight_norm,201,1,1.0354103699437167,1.3193507858159508,2.201264500523658,0.95,39,False
s5_wd0,weight_norm,201,2,1.0354103699437167,1.2524882497948804,2.250888334862456,0.975,39,False
s5_wd0,weight_norm,201,3,1.0354103699437167,1.3482211225581313,1.9630087809912302,1.0,39,False
s5_wd0,weight_norm,201,4,1.0354103699437167,1.2838208839554786,2.3521080208195,0.875,39,False
s5_wd0,weight_norm,401,0,1.0354103699437167,1.6484264774109818,2.562361966492686,1.0,39,False
s5_wd0,weight_norm,401,1,1.0354103699437167,1.6639549358885637,2.1521540040736724,1.0,39,False
s5_wd0,weight_norm,401,2,1.0354103699437167,1.6044088003997834,2.288191775446898,1.0,39,False
s5_wd0,weight_norm,401,3,1.0354103699437167,1.5233243947709225,2.446853946549148,0.95,39,False
s5_wd0,weight_norm,401,4,1.0354103699437167,1.6808431672577278,2.2832584437083026,0.925,39,False
s5_wd1,weight_norm,101,0,2.1178030755170267,1.6699525253803134,2.0098002750904445,0.025,39,True
s5_wd1,weight_norm,101,1,2.1178030755170267,1.6693498174655612,2.15732250696402,0.05,39,True
s5_wd1,weight_norm,101,2,2.1178030755170267,1.659710304048534,2.108367082909713,0.025,39,True
s5_wd1,weight_norm,101,3,2.1178030755170267,1.7295159496801176,2.4018961420608442,0.075,39,True
s5_wd1,weight_norm,101,4,2.1178030755170267,1.6476127415246198,2.393252458876982,0.05,39,True
s5_wd1,weight_norm,201,0,2.1178030755170267,1.5986408644355559,2.326612926989589,0.075,39,True
s5_wd1,weight_norm,201,1,2.1178030755170267,1.6253209043123262,2.365607522695145,0.05,39,True
s5_wd1,weight_norm,201,2,2.1178030755170267,1.6185946169639667,2.1826164874221696,0.05,39,True
s5_wd1,weight_norm,201,3,2.1178030755170267,1.7006560702339704,2.242487646722342,0.1,39,True
s5_wd1,weight_norm,201,4,2.1178030755170267,1.5433444697434788,2.0438453634782503,0.025,39,True
s5_wd1,weight_norm,401,0,2.1178030755170267,1.6047646725261229,2.2535067977946013,0.075,39,True
s5_wd1,weight_norm,401,1,2.1178030755170267,1.546837446704208,1.9766958406078519,0.025,39,True
s5_wd1,weight_norm,401,2,2.1178030755170267,1.6054703412461444,2.2142897702601134,0.05,39,True
s5_wd1,weight_norm,401,3,2.1178030755170267,1.6489257782774251,2.1605981150344444,0.05,39,True
s5_wd1,weight_norm,401,4,2.1178030755170267,1.52722795203329,1.877107225598365,0.025,39,True
