step,lam_max,eta_lam_over_2,power_iters,power_rel_change
0,8.827207409467519e-09,0.0044136037047337595,30,0.02747120506085796
100,6.435165733620352e-09,0.003217582866810176,30,0.000547661414679272
200,1.267802751669933e-08,0.006339013758349665,27,5.975820694554297e-05
300,1.8246666400045797e-08,0.009123333200022898,17,9.667093719212303e-05
400,2.17557740711527e-08,0.01087788703557635,20,5.976772888835617e-05
500,2.6756239890346478e-08,0.013378119945173239,25,7.342775638237245e-05
600,3.7151565379645035e-08,0.018575782689822518,30,0.0009304561932043993
700,6.104740180035151e-08,0.030523700900175754,30,0.0003140255350015096
800,1.5596485525293247e-07,0.07798242762646623,30,0.0005900655951393757
900,3.0740119427719037e-07,0.15370059713859519,30,0.010091146977019926
1000,6.579610953849624e-07,0.3289805476924812,30,0.0016952953846807778
1100,1.2964670759174624e-06,0.6482335379587312,30,0.0010875279346571267
1200,2.1367161480156938e-06,1.0683580740078469,30,0.0002847603113081448
1300,2.1606479094771203e-06,1.0803239547385601,30,0.00028202718615793733
1400,2.3013049030851107e-06,1.1506524515425554,30,0.00020758313749117451
1500,2.4281507648993284e-06,1.2140753824496642,30,0.0001565672077849111
1600,2.38315715250792e-06,1.19157857625396,30,0.0004770429747026019
1700,2.113521986757405e-06,1.0567609933787026,30,0.00022591897383729187
1800,2.0290615339035867e-06,1.0145307669517933,30,0.00016125224075060396
1900,1.9926192180719227e-06,0.9963096090359613,30,0.0002034544581515974
2000,1.9876242731697857e-06,0.9938121365848929,30,0.0001770829901492439
2100,1.97798226508894e-06,0.98899113254447,30,0.00024691761067438165
2200,1.9725232505152235e-06,0.9862616252576117,30,0.00022984931037714306
2300,1.9789242742263013e-06,0.9894621371131507,30,0.0003018360293866731
2400,1.9752601474465337e-06,0.9876300737232668,30,0.0003625988599891842
2500,1.9768779111473123e-06,0.9884389555736561,30,0.0003021484746332726
2600,1.9687886378960684e-06,0.9843943189480342,30,0.00028537362579491167
2700,1.9612318737927126e-06,0.9806159368963563,30,0.00041492818635341887
2800,1.955969310074579e-06,0.9779846550372895,30,0.0004156958185371506
2900,1.9506196622387506e-06,0.9753098311193753,30,0.0003718418504156003
3000,1.966019908650196e-06,0.9830099543250981,30,0.0006644193986408836
3100,1.957323092938168e-06,0.978661546469084,30,0.0005172855623078766
3200,1.9514961877575843e-06,0.9757480938787921,30,0.0004924982852274632
3300,1.9514161522238282e-06,0.9757080761119141,30,0.0006570408645860799
3400,1.950722889887402e-06,0.9753614449437009,30,0.000584541755396958
3500,1.9474432519928087e-06,0.9737216259964043,30,0.000589379080732091
3600,1.947750206454657e-06,0.9738751032273285,30,0.0006257080072880974
3700,1.949173793036607e-06,0.9745868965183035,30,0.000742018979867967
3800,1.9597334812715417e-06,0.9798667406357708,30,0.000779324838069943
3900,1.9610840809036745e-06,0.9805420404518372,30,0.0008274841132209747
4000,1.952191723830765e-06,0.9760958619153826,30,0.000993264483457045
4100,1.9408296338951914e-06,0.9704148169475957,30,0.0008060114395047997
4200,1.9588326267694356e-06,0.9794163133847178,30,0.0009488061397763004
4300,1.965315050256322e-06,0.9826575251281611,30,0.0008083487022168098
4400,1.9403935311856912e-06,0.9701967655928456,30,0.0010433632011282946
4500,1.955162815647782e-06,0.9775814078238909,30,0.0009701244240976488
4600,1.950651721926988e-06,0.975325860963494,30,0.001053845428466089
4700,1.9621204501163447e-06,0.9810602250581724,30,0.0012347185473266867
4800,1.949332727235742e-06,0.974666363617871,30,0.0011630353741915558
4900,1.9559695374482544e-06,0.9779847687241272,30,0.0011178217355647144
5000,1.9485985376377357e-06,0.9742992688188679,30,0.0008425877771446928
5100,1.9584058463806286e-06,0.9792029231903143,30,0.0008585699093015803
5200,1.9506519493006635e-06,0.9753259746503318,30,0.0010646856566303667
5300,1.9485823941067792e-06,0.9742911970533896,30,0.001245630666015088
5400,1.9530871213646606e-06,0.9765435606823303,30,0.0013406648468270621
5500,1.9510607671691105e-06,0.9755303835845552,30,0.0010571206415770176
5600,1.961552698048763e-06,0.9807763490243815,30,0.0012963950388315752
5700,1.942414655786706e-06,0.9712073278933531,30,0.0014907237999585616
5800,1.938100240295171e-06,0.9690501201475854,30,0.001130709051245006
5900,1.9533024442353053e-06,0.9766512221176527,30,0.0012808014233972377
6000,1.940802349054138e-06,0.9704011745270691,30,0.0013483308240797897
6100,1.965679757631733e-06,0.9828398788158665,30,0.0009317361836710545
6200,1.9187068573955912e-06,0.9593534286977956,30,0.0013070947396013682
6300,1.932136228788295e-06,0.9660681143941474,30,0.0010432326679513393
6400,1.938730747497175e-06,0.9693653737485874,30,0.0016227986022141461
6500,1.972021891560871e-06,0.9860109457804356,30,0.0010615650053199316
6600,1.9462156615190906e-06,0.9731078307595453,30,0.0013139714052624514
6700,1.9501467249938287e-06,0.9750733624969143,30,0.0013258968691951204
6800,1.9580947991926223e-06,0.9790473995963112,30,0.0012955491725763929
6900,1.9482711195450975e-06,0.9741355597725487,30,0.0014218213574770263
7000,1.9600274754338898e-06,0.9800137377169449,30,0.0012887034453125253
7100,1.935755562954e-06,0.9678777814770001,30,0.001797606472416948
7200,1.945451913343277e-06,0.9727259566716384,30,0.0012981248191367464
7300,1.9504707324813353e-06,0.9752353662406676,30,0.0016307501019145955
7400,1.938872856044327e-06,0.9694364280221635,30,0.0015787030125645387
7500,1.9588665054470766e-06,0.9794332527235383,30,0.0012939941169000878
7600,1.9567894469219027e-06,0.9783947234609514,30,0.0010881878343505051
7700,1.9568597053876147e-06,0.9784298526938073,30,0.001355509181581993
7800,1.9471053747111e-06,0.97355268735555,30,0.0015566137986281247
7900,1.9416033865127247e-06,0.9708016932563623,30,0.001375762917216968
8000,1.9642041024781065e-06,0.9821020512390533,30,0.0011858319246466553
8100,1.9715644157258794e-06,0.9857822078629397,30,0.0013120698897201625
8200,1.9228123164793942e-06,0.9614061582396971,30,0.0013534961612313575
8300,1.944062205438968e-06,0.9720311027194839,30,0.0015457172544431183
8400,1.952569164132001e-06,0.9762845820660004,30,0.0015913846770127243
8500,1.9442472876107786e-06,0.9721236438053893,30,0.0012715635448473784
8600,1.943931465575588e-06,0.971965732787794,30,0.0017342532622664176
8700,1.9387314296182012e-06,0.9693657148091006,30,0.0018520796783630018
8800,1.9564195099519566e-06,0.9782097549759783,30,0.00165275444352812
8900,1.9517344753694488e-06,0.9758672376847244,30,0.0015939292289364442
9000,1.9752026219066465e-06,0.9876013109533233,30,0.0009951614089643726
9100,1.941417394846212e-06,0.9707086974231061,30,0.0013831559942303305
9200,1.9635463104350492e-06,0.9817731552175246,30,0.0012911416795819434
9300,1.959449491550913e-06,0.9797247457754565,30,0.0015591076557105973
9400,1.9596150195866358e-06,0.9798075097933179,30,0.0017494968369125036
9500,1.960600684469682e-06,0.9803003422348411,30,0.0010186930877429442
9600,1.9422625427978346e-06,0.9711312713989173,30,0.0021535534158159744
9700,1.959299652298796e-06,0.979649826149398,30,0.0012332468114819722
9800,1.955598918357282e-06,0.977799459178641,30,0.001353941457873469
9900,1.934414058268885e-06,0.9672070291344426,30,0.0020381673278956347
10000,1.946496922755614e-06,0.973248461377807,30,0.0014811727524021165
10100,1.9624835658760276e-06,0.9812417829380138,30,0.0016640995915465642
10200,1.9770304788835347e-06,0.9885152394417673,30,0.001120864784098395
10300,1.9732501641556155e-06,0.9866250820778077,30,0.0011068801949104712
10400,1.9564399735827465e-06,0.9782199867913732,30,0.0015089754052349733
10500,1.9434392015682533e-06,0.9717196007841267,30,0.0013837059874562086
10600,1.962741862371331e-06,0.9813709311856655,30,0.0012309681275869619
10700,1.9256881387264e-06,0.9628440693632001,30,0.0016510285543044699
10800,1.944262294273358e-06,0.9721311471366789,30,0.0014143447820337282
10900,1.9708677427843213e-06,0.9854338713921607,30,0.0013126490545419642
11000,1.968565356946783e-06,0.9842826784733916,30,0.0014957537917647376
11100,1.9561948647606187e-06,0.9780974323803093,30,0.001933762278233952
11200,1.973061671378673e-06,0.9865308356893365,30,0.0015503104135616956
11300,1.9571566554077435e-06,0.9785783277038718,30,0.0015159742490008326
11400,1.9441145013843197e-06,0.9720572506921599,30,0.001629766232927804
11500,1.9481176423141733e-06,0.9740588211570866,30,0.002066080977489031
11600,1.967270463865134e-06,0.983635231932567,30,0.0014677281835364102
11700,1.9712745142896893e-06,0.9856372571448446,30,0.0010851515215478359
11800,1.9620613329607295e-06,0.9810306664803647,30,0.0015446325092241643
11900,1.953166247403715e-06,0.9765831237018574,30,0.0014834491175672133
12000,1.974613951460924e-06,0.987306975730462,30,0.0012214944330345154
12100,1.9114636415906716e-06,0.9557318207953358,30,0.0016926962831815457
12200,1.961753241630504e-06,0.980876620815252,30,0.001748517191125238
12300,1.9599831375671783e-06,0.9799915687835892,30,0.0014830459564434135
12400,1.9751157651626272e-06,0.9875578825813136,30,0.0013166178772463634
12500,1.9641490780486492e-06,0.9820745390243246,30,0.000921696435424121
12600,1.9587494080042234e-06,0.9793747040021117,30,0.0011664984071939602
12700,1.9699946278706193e-06,0.9849973139353096,30,0.0014486166409360527
12800,1.957086624315707e-06,0.9785433121578535,30,0.0014826849307301962
12900,1.9654407878988422e-06,0.9827203939494211,30,0.001045915711294409
13000,1.9832625639537582e-06,0.9916312819768791,30,0.0008722288990941912
13100,1.9543649614206515e-06,0.9771824807103258,30,0.0017718804549602648
13200,1.9824474293272942e-06,0.9912237146636471,30,0.0011744606197848903
13300,1.9675615021697013e-06,0.9837807510848506,30,0.0012647012565079707
13400,1.9644282929220935e-06,0.9822141464610468,30,0.0014287620778950807
13500,1.9688327483891044e-06,0.9844163741945522,30,0.001073331872043689
13600,1.928588062583003e-06,0.9642940312915016,30,0.001458614811094527
13700,1.9451988464425085e-06,0.9725994232212543,30,0.0016232470200436583
13800,1.9623321350081824e-06,0.9811660675040912,30,0.0015036334235103983
13900,1.9518588487699162e-06,0.9759294243849581,30,0.0018080543164166114
14000,1.917231884362991e-06,0.9586159421814955,30,0.0020177714263689543
14100,1.969841605387046e-06,0.984920802693523,30,0.0011533504819959243
14200,1.972166046471102e-06,0.9860830232355511,30,0.001404248578284783
14300,1.93619916899479e-06,0.968099584497395,30,0.001842054025286143
14400,1.923361651279265e-06,0.9616808256396325,30,0.0015355181218091806
14500,1.9697083644132363e-06,0.9848541822066181,30,0.0012228050545379367
14600,1.9569818050513277e-06,0.9784909025256638,30,0.0015370231571261977
14700,1.9549897842807695e-06,0.9774948921403848,30,0.0023830746571117277
14800,1.9474662167340284e-06,0.9737331083670142,30,0.0015642646210814722
14900,1.9438737126620254e-06,0.9719368563310127,30,0.0019191163853377964
15000,1.9742637960007414e-06,0.9871318980003707,30,0.0011104579758108577
15100,1.982648427656386e-06,0.991324213828193,30,0.0009668821919819078
15200,1.9750277715502307e-06,0.9875138857751153,30,0.001404401247763135
15300,1.9481685740174726e-06,0.9740842870087363,30,0.0014150102192588914
15400,1.9451404114079196e-06,0.9725702057039598,30,0.0018665505215891209
15500,1.9540493667591363e-06,0.9770246833795682,30,0.0017082848498952757
15600,1.9769427126448136e-06,0.9884713563224068,30,0.0008550049996055061
15700,1.9514623090799432e-06,0.9757311545399716,30,0.001670934593181431
15800,1.9512299331836402e-06,0.9756149665918201,30,0.0022543581616481776
15900,1.970720859389985e-06,0.9853604296949925,30,0.0009391597543047322
16000,1.944782070495421e-06,0.9723910352477105,30,0.002181628907494959
16100,1.9366518699825974e-06,0.9683259349912987,30,0.0017360758486806844
16200,1.9251040157541865e-06,0.9625520078770933,30,0.0021027090021055435
16300,1.9568994957808172e-06,0.9784497478904086,30,0.0018619572220411583
16400,1.9256237919762498e-06,0.9628118959881249,30,0.0020830128009467017
16500,1.971282699742005e-06,0.9856413498710026,30,0.0009218213168411287
16600,1.92465176951373e-06,0.962325884756865,30,0.0015278731410463303
16700,1.965889623534167e-06,0.9829448117670836,30,0.001423536277852815
16800,1.9449889805400744e-06,0.9724944902700372,30,0.0016636365591820206
16900,1.9294998310215306e-06,0.9647499155107653,30,0.002434707395566596
17000,1.944958057720214e-06,0.9724790288601071,30,0.0022463133106134007
17100,1.982300545932958e-06,0.991150272966479,30,0.0009154360106672784
17200,1.9531446469045477e-06,0.9765723234522738,30,0.0016236281610952988
17300,1.9467941001494182e-06,0.9733970500747091,30,0.002233449749599718
17400,1.9670742403832264e-06,0.9835371201916132,30,0.0009524597736012366
17500,1.9509157027641777e-06,0.9754578513820888,30,0.0015711722009860356
17600,1.962112946785055e-06,0.9810564733925276,30,0.0012744708130192095
17700,1.943154757100274e-06,0.9715773785501369,30,0.0015678524142926265
17800,1.95472580344358e-06,0.97736290172179,30,0.0012151948795942758
17900,1.9695776245498564e-06,0.9847888122749282,30,0.00136557359978777
18000,1.9806022919510724e-06,0.9903011459755362,30,0.0007778866211881575
18100,1.9345957298355643e-06,0.9672978649177821,30,0.001873903588929677
18200,1.974159886231064e-06,0.9870799431155319,30,0.0009811750074604545
18300,1.9246992906118976e-06,0.9623496453059488,30,0.0022542453753533554
18400,1.9483604773995467e-06,0.9741802386997733,30,0.0017270433587194742
18500,1.9430124211794464e-06,0.9715062105897232,30,0.0016480097792289448
18600,1.966717036339105e-06,0.9833585181695526,30,0.0012933377095864338
18700,1.9806909676844953e-06,0.9903454838422476,30,0.0010262684546084562
18800,1.98514612748113e-06,0.992573063740565,30,0.0006825289651021417
18900,1.981467448786134e-06,0.990733724393067,30,0.001007047265354889
19000,1.935289219545666e-06,0.9676446097728331,30,0.0018768742307459139
19100,1.9285580492578447e-06,0.9642790246289223,30,0.0018584305758340596
19200,1.9558167423383566e-06,0.9779083711691783,30,0.0020964282596157794
19300,1.972728114196798e-06,0.9863640570983989,30,0.0010836603793157103
19400,1.9478843569231685e-06,0.9739421784615843,30,0.0018488631691842288
19500,1.9100148165307473e-06,0.9550074082653737,30,0.002005277409207777
19600,1.9742033146030735e-06,0.9871016573015368,30,0.001563810445627239
19700,1.968729520740453e-06,0.9843647603702266,30,0.0015861752595465021
19800,1.959137534868205e-06,0.9795687674341025,30,0.0014012848554230096
19900,1.9747276382986456e-06,0.9873638191493228,30,0.0013273545574962833
20000,1.9425003756623482e-06,0.9712501878311741,30,0.0018809095928496173
20100,1.9704098122019786e-06,0.9852049061009893,30,0.0010246996464555432
20200,1.974968881768291e-06,0.9874844408841454,30,0.0012285279596316143
20300,1.9702738427440636e-06,0.9851369213720318,30,0.0011465195428785615
20400,1.980274191737408e-06,0.9901370958687039,30,0.0011884944642176019
20500,1.946952579601202e-06,0.9734762898006011,30,0.001760174373113056
20600,1.959606379386969e-06,0.9798031896934845,30,0.0021920440358115852
20700,1.91262984117202e-06,0.95631492058601,30,0.0021066747029631467
20800,1.949861143657472e-06,0.974930571828736,30,0.0019728111684574104
20900,1.9735589376068674e-06,0.9867794688034337,30,0.0011175367554382564
21000,1.9524113668012433e-06,0.9762056834006216,30,0.0016707046493243812
21100,1.987000132430694e-06,0.993500066215347,30,0.0006038504304708626
21200,1.9459216673567425e-06,0.9729608336783713,30,0.0022156388440913296
21300,1.954327217390528e-06,0.977163608695264,30,0.0017051333868979765
21400,1.9486819837766234e-06,0.9743409918883117,30,0.0018496232495262177
21500,1.9172075553797185e-06,0.9586037776898593,30,0.001766135734860474
21600,1.982171852432657e-06,0.9910859262163285,30,0.0009291458602995933
21700,1.947415285030729e-06,0.9737076425153646,30,0.0011595102432356162
21800,1.945909616551944e-06,0.972954808275972,30,0.0019876840938884235
21900,1.967572188732447e-06,0.9837860943662236,30,0.0016851035780543167
22000,1.9566487026168033e-06,0.9783243513084017,30,0.0013324142239459914
22100,1.9218289253331022e-06,0.9609144626665511,30,0.002119543181950744
22200,1.9562178295018384e-06,0.9781089147509192,30,0.001608756956586576
22300,1.9533847535058158e-06,0.9766923767529079,30,0.0018409798911126045
22400,1.9293208879389567e-06,0.9646604439694784,30,0.002253795206572163
22500,1.931401129695587e-06,0.9657005648477934,30,0.0027353340886551976
22600,1.9517174223437905e-06,0.9758587111718953,30,0.002236087189925515
22700,1.960914460141794e-06,0.9804572300708969,30,0.0013135142035898316
22800,1.945382336998591e-06,0.9726911684992956,30,0.0018129048530589832
22900,1.988365738725406e-06,0.9941828693627031,30,0.0008377430338167565
23000,1.9259543933003442e-06,0.9629771966501721,30,0.002475315028020396
23100,1.9538274500519037e-06,0.9769137250259519,30,0.0018682596487569452
23200,1.956544338099775e-06,0.9782721690498875,30,0.001696809507711413
23300,1.927507128129946e-06,0.963753564064973,30,0.0020801517847853306
23400,1.975546638277592e-06,0.9877733191387961,30,0.0008369639753302797
23500,1.979402213692083e-06,0.9897011068460415,30,0.0013533968111894281
23600,1.960909912668285e-06,0.9804549563341425,30,0.002175512944835406
23700,1.964259354281239e-06,0.9821296771406196,30,0.0016484730007417607
23800,1.985893504752312e-06,0.9929467523761559,30,0.0010449903435427222
23900,1.941806658578571e-06,0.9709033292892855,30,0.0012993907839622602
24000,1.9242349935666425e-06,0.9621174967833213,30,0.0013400883269574465
24100,1.9453559616522398e-06,0.9726779808261199,30,0.001991522442292134
24200,1.9661622445710236e-06,0.9830811222855118,30,0.0011167682574610516
24300,1.9681053800013615e-06,0.9840526900006807,30,0.00159545850022973
24400,1.9794101717707235e-06,0.9897050858853618,30,0.0010241756454339756
24500,1.9677231648529414e-06,0.9838615824264707,30,0.0012477268099954034
24600,1.942309381774976e-06,0.971154690887488,30,0.0021851086472871044
24700,1.9640810933196917e-06,0.9820405466598459,30,0.0015006737577157993
24800,1.971108076759265e-06,0.9855540383796324,30,0.0014110006603972188
24900,1.9523790797393303e-06,0.9761895398696652,30,0.0018044281276501882
25000,1.9638891899376176e-06,0.9819445949688088,30,0.0013279649741423107
25100,1.9717901977855945e-06,0.9858950988927973,30,0.0013753419760667203
25200,1.9549374883354176e-06,0.9774687441677088,30,0.0014882693530261903
25300,1.9596272977651097e-06,0.9798136488825548,30,0.0020164686979174643
25400,1.971832944036578e-06,0.9859164720182889,30,0.0010225763596904273
25500,1.9343556232342962e-06,0.9671778116171481,30,0.0024503413857088416
25600,1.961232101166388e-06,0.980616050583194,30,0.0016629587077521654
25700,1.9750114006455988e-06,0.9875057003227994,30,0.001462320888140626
25800,1.940100446518045e-06,0.9700502232590225,30,0.002339952455578875
25900,1.9472831809252966e-06,0.9736415904626483,30,0.002247951424072323
26000,1.975799477804685e-06,0.9878997389023425,30,0.0012479202288513541
26100,1.9839799278997816e-06,0.9919899639498908,30,0.0010170032304808497
26200,1.975367467821343e-06,0.9876837339106714,30,0.0010427316230493529
26300,1.9690760382218286e-06,0.9845380191109143,30,0.001361648980934143
26400,1.9536755644367076e-06,0.9768377822183538,30,0.00191076812925349
26500,1.9736194190045353e-06,0.9868097095022677,30,0.001223262024384596
26600,1.945170879480429e-06,0.9725854397402145,30,0.00221135080594257
26700,1.970239736692747e-06,0.9851198683463736,30,0.0013944273223279401
26800,1.985523113035015e-06,0.9927615565175074,30,0.0009888435317437097
26900,1.9259796317783184e-06,0.9629898158891592,30,0.0016081604165397564
27000,1.9428364339546533e-06,0.9714182169773267,30,0.0023081014689248346
27100,1.9582380446081515e-06,0.9791190223040758,30,0.0016116256263336841
27200,1.913200321723707e-06,0.9566001608618535,30,0.0017405991483115024
27300,1.96451378542406e-06,0.9822568927120301,30,0.0015650421300961814
27400,1.9485944449115777e-06,0.9742972224557889,30,0.0022606744053594342
27500,1.959952669494669e-06,0.9799763347473345,30,0.001394553549707812
27600,1.9759581846301444e-06,0.9879790923150722,30,0.0008680887181146549
27700,1.9348381101735868e-06,0.9674190550867934,30,0.0024291651174192445
27800,1.955104380613193e-06,0.9775521903065965,30,0.0018445940288231628
27900,1.8917318129751948e-06,0.9458659064875974,30,0.0013078844645765715
28000,1.923574018292129e-06,0.9617870091460645,30,0.0023282593976714804
28100,1.931024598889053e-06,0.9655122994445264,30,0.0018971506944287448
28200,1.963960585271707e-06,0.9819802926358534,30,0.001601604151157904
28300,1.961685029527871e-06,0.9808425147639355,30,0.00202768284323464
28400,1.965859155461658e-06,0.9829295777308289,30,0.0016366063146401664
28500,1.9425096979830414e-06,0.9712548489915207,30,0.0020611598773674837
28600,1.969659479073016e-06,0.984829739536508,30,0.0017701272612296417
28700,1.927405037349672e-06,0.963702518674836,30,0.002068701023037303
28800,1.9808530851150863e-06,0.9904265425575431,30,0.0009681028810760106
28900,1.958266466317582e-06,0.979133233158791,30,0.0018134008441405313
29000,1.920790509757353e-06,0.9603952548786765,30,0.0020895564084346487
29100,1.951256535903667e-06,0.9756282679518335,30,0.001874100485951704
29200,1.9578783394536003e-06,0.9789391697268002,30,0.002182946146949659
29300,1.965272304005339e-06,0.9826361520026694,30,0.0009750838765345742
29400,1.9812773643934634e-06,0.9906386821967317,30,0.0011294792712666763
29500,1.9794256331806537e-06,0.9897128165903268,30,0.001279635214366467
29600,1.9535918909241445e-06,0.9767959454620723,30,0.00202165086822747
29700,1.978810814762255e-06,0.9894054073811276,30,0.001009318500886256
29800,1.986530605790904e-06,0.9932653028954519,30,0.0009403842618864868
29900,1.96863038581796e-06,0.98431519290898,30,0.0014798811013188994
30000,1.9724420781130902e-06,0.9862210390565451,30,0.0014275682048837035
