step,train_loss,val_loss,val_accuracy,poison_fraction
0,2.5760977268218994,2.8034517765045166,0.09375,0.0
1,2.9708762168884277,4.839780807495117,0.109375,0.0
2,3.434682846069336,7.078083515167236,0.115234375,0.0
3,3.764258861541748,10.736089706420898,0.099609375,0.0
4,3.832479238510132,22.936540603637695,0.125,0.0
5,4.471945762634277,128.7728271484375,0.111328125,0.0
6,4.3272624015808105,670.9868774414062,0.103515625,0.0
7,5.439300537109375,1862.3927001953125,0.099609375,0.0
8,5.297861099243164,2443.9296875,0.10546875,0.0
9,4.197524070739746,1757.657470703125,0.10546875,0.0
10,3.758441209793091,2408.614501953125,0.109375,0.0
11,3.4034817218780518,2479.42822265625,0.111328125,0.0
12,3.185927152633667,2439.581298828125,0.099609375,0.0
13,4.344062805175781,1383.111083984375,0.111328125,0.0
14,3.320535659790039,794.979736328125,0.09765625,0.0
15,2.7030587196350098,362.3691711425781,0.0859375,0.0
16,2.660451650619507,252.5019073486328,0.109375,0.0
17,2.5692567825317383,450.39166259765625,0.109375,0.0
18,2.530123233795166,64.53629302978516,0.109375,0.0
19,2.683511734008789,39.74674606323242,0.115234375,0.0
20,2.8943493366241455,89.44573974609375,0.1015625,0.0
21,2.6141252517700195,62.211570739746094,0.11328125,0.0
22,2.5721092224121094,103.19807434082031,0.103515625,0.0
23,2.4485111236572266,93.97474670410156,0.12890625,0.0
24,3.0361075401306152,73.9943618774414,0.140625,0.0
25,2.5233659744262695,25.295372009277344,0.130859375,0.0
26,2.264080047607422,33.202064514160156,0.140625,0.0
27,2.4703574180603027,35.53218078613281,0.146484375,0.0
28,2.3118128776550293,31.670936584472656,0.140625,0.0
29,2.2242391109466553,36.838905334472656,0.134765625,0.0
30,3.074216365814209,30.916364669799805,0.169921875,0.0
31,2.66086483001709,57.82234191894531,0.16015625,0.0
32,2.5796074867248535,55.72984313964844,0.16015625,0.0
33,2.2464005947113037,46.166526794433594,0.162109375,0.0
34,2.546401262283325,50.816219329833984,0.17578125,0.0
35,2.7075839042663574,49.112876892089844,0.181640625,0.0
36,2.5921664237976074,49.463844299316406,0.140625,0.0
37,2.4774351119995117,72.16630554199219,0.134765625,0.0
38,2.3298537731170654,83.98251342773438,0.154296875,0.0
39,2.3615145683288574,84.88302612304688,0.15625,0.0
40,2.3653039932250977,75.93312072753906,0.15625,0.0
41,2.6648905277252197,54.487918853759766,0.177734375,0.0
42,2.312408447265625,28.793489456176758,0.169921875,0.0
43,2.4334378242492676,63.425880432128906,0.162109375,0.0
44,2.2692089080810547,125.97590637207031,0.173828125,0.0
45,2.3110952377319336,124.16108703613281,0.12890625,0.0
46,2.1940531730651855,125.88201904296875,0.134765625,0.0
47,2.557685375213623,94.28803253173828,0.12890625,0.0
48,2.2858095169067383,44.643516540527344,0.181640625,0.0
49,1.9510643482208252,42.518463134765625,0.18359375,0.0
50,1.9808766841888428,39.653541564941406,0.140625,0.0
51,2.382277727127075,24.189220428466797,0.169921875,0.0
52,2.219329833984375,15.171612739562988,0.185546875,0.0
53,2.0651726722717285,13.640016555786133,0.224609375,0.0
54,2.0338926315307617,9.542464256286621,0.224609375,0.0
55,2.0903403759002686,7.096161365509033,0.228515625,0.0
56,2.0314180850982666,7.005625247955322,0.220703125,0.0
57,2.2524266242980957,5.463971138000488,0.2421875,0.0
58,2.091052532196045,4.1383867263793945,0.216796875,0.0
59,2.0978341102600098,3.2645998001098633,0.232421875,0.0
60,1.9547028541564941,2.5106470584869385,0.263671875,0.0
61,1.8606377840042114,2.4801368713378906,0.26171875,0.0
62,1.9836176633834839,2.2788033485412598,0.255859375,0.0
63,1.989743947982788,2.211491823196411,0.236328125,0.0
64,2.109236240386963,2.1109671592712402,0.24609375,0.0
65,1.8226556777954102,2.0990140438079834,0.255859375,0.0
66,1.8481299877166748,2.081088066101074,0.255859375,0.0
67,1.8483989238739014,2.1058497428894043,0.25390625,0.0
68,2.247314691543579,2.0774600505828857,0.26171875,0.0
69,1.835395336151123,2.051548719406128,0.244140625,0.0
70,1.9217476844787598,2.0260751247406006,0.26171875,0.0
71,2.090677261352539,1.9939968585968018,0.2734375,0.0
