metric,window_size,center_step,lb,mg
train_loss,100,60500,162.89239322121193,2.1852517445524926
train_loss,100,61500,119.5314341123965,1.9574289379141363
train_loss,100,62500,51.548628329896665,2.216417912509882
train_loss,100,63500,93.26684318508404,2.3090381952469374
train_loss,100,64500,10.819417122758272,1.717913268845688
train_loss,100,65500,26.233435149820295,1.9128198802565435
train_loss,100,66500,3.9418963281876214,1.93016985049782
train_loss,100,67500,22.157847181463037,2.186853337817576
train_loss,100,68500,1251.431639183725,2.128371050274683
train_loss,100,69500,77.62681935563323,2.209133746757976
train_loss,100,70500,45.608124314425496,2.474047489746411
train_loss,100,71500,20.681367798010008,1.8869538627604627
train_loss,100,72500,28.25603020138113,2.3583755854104527
train_loss,100,73500,8.953826283363705,3.200460069311366
train_loss,100,74500,77.37201235061197,4.372019357978986
train_loss,100,75500,11.642021324546944,4.049060030265709
train_loss,100,76500,12.87967441038025,3.3203554159066444
train_loss,100,77500,16.66180052287287,3.179453418429014
train_loss,100,78500,6.350752175460124,3.0416675349769595
train_loss,100,79500,20.700561291497213,3.327646591588627
train_loss,100,80500,129.56490080381903,3.1808922440721217
train_loss,100,81500,133.08445418192434,2.5030202773817787
train_loss,100,82500,40.88452174151826,1.9694355269493833
train_loss,100,83500,107.61944465087647,2.2483477447129028
train_loss,100,84500,109.37173478279887,3.341686974325646
train_loss,100,85500,37.86369794248234,3.175562688207176
train_loss,100,86500,40.54723485217286,3.5752700090452953
train_loss,100,87500,22.01675967732383,3.36340963192422
train_loss,100,88500,31.377856998176174,2.7391233279034615
train_loss,100,89500,26.02809955558878,2.625436683303526
train_loss,100,90500,10.332648169494114,3.845422277149987
train_loss,100,91500,445.33211408999534,2.6963432888735657
train_loss,100,92500,530.0369224382405,2.4242901086066766
train_loss,100,93500,86.70421024519739,3.5553372876401577
train_loss,100,94500,105.21254121566899,3.3960520073767317
train_loss,100,95500,66.43894570911203,5.482601858986672
train_loss,100,96500,47.34073776400143,4.790228644646934
train_loss,100,97500,105.61578174179239,2.8417648169772876
train_loss,100,98500,17.297304532858075,2.294718187865893
train_loss,100,99500,7.785265306344186,2.393468845786587
train_loss,100,100500,196.27062615887908,2.6555872536614618
train_loss,100,101500,25.9956300021458,2.6564646302012136
train_loss,100,102500,27.347316685999928,3.0305112536967203
train_loss,100,103500,175.16249367760105,3.026918393334274
train_loss,100,104500,692.5607119808661,2.1776884203541895
train_loss,100,105500,25.742725388057927,2.780629380720934
train_loss,100,106500,73.5725397961698,3.0146417917633874
train_loss,100,107500,134.14024319005998,2.4541959589020403
train_loss,100,108500,120.50584693601719,1.7971800782011835
train_loss,100,109500,29.84578531966491,2.0565731807929994
train_loss,100,110500,392.806126595648,1.925012622563119
train_loss,100,111500,12121.706941758104,1.6106294590383423
train_loss,100,112500,57.34905576285127,1.9956750812946626
train_loss,100,113500,18.862233605686985,2.247374444771831
train_loss,100,114500,108.66194413594586,1.860260332356398
train_loss,100,115500,70.64924933999232,2.0305985144761682
train_loss,100,116500,13.426165555089689,1.8730834850727591
train_loss,100,117500,762.6900539091349,1.6238879076003223
train_loss,100,118500,86.7461229830479,2.0275236063221085
train_loss,100,119500,502.15824645372487,2.461983653429137
train_loss,100,120500,104.8656544821641,2.226337562018949
train_loss,100,121500,629.6888289434083,2.271330889211472
train_loss,100,122500,290.7749118185931,1.9524651313891324
train_loss,100,123500,735.1907272543167,1.5503838447319318
train_loss,100,124500,277.71920371882675,1.6122550290574724
train_loss,100,125500,734.086064796266,1.6199252997495794
train_loss,100,126500,33.201685957584004,1.701095209697926
train_loss,100,127500,14.366103515300136,1.9007582218887091
train_loss,100,128500,2043.9417137759735,1.707075821744405
train_loss,100,129500,416.0589961408154,1.6881242874223403
train_loss,100,130500,69.90368974077255,1.8304611640778574
train_loss,100,131500,496.5370126099908,1.7547591450880649
train_loss,100,132500,580.3604223486492,1.7481871676901128
train_loss,100,133500,142.46517750149948,1.751070062322301
train_loss,100,134500,889.2666102943703,1.6287419692340321
train_loss,100,135500,1.4507576223202472,1.3997669977752143
train_loss,100,136500,1.0,1.0
train_loss,100,137500,1.0,1.0
train_loss,100,138500,797.5371707754628,1.434657942033789
train_loss,100,139500,217.85919924003522,1.8955820996026278
train_loss,100,140500,136.73638906052287,2.7259395421849297
train_loss,100,141500,54.39884363312341,2.837003628016853
train_loss,100,142500,151.5200271993597,2.8953868087246475
train_loss,100,143500,349.7329180018401,1.9939777107904866
train_loss,100,144500,348.3326917581798,1.4876721070510848
train_loss,100,145500,1.5300103428780167,1.3981050022904067
train_loss,100,146500,1.0,1.0
train_loss,100,147500,1.0,1.0
train_loss,100,148500,1.0,1.0
train_loss,100,149500,1.0,1.0
train_loss,100,150500,1.0,1.0
train_loss,100,151500,1.0,1.0
train_loss,100,152500,1.0,1.0
train_loss,100,153500,66.04289651073044,1.5559432361543244
train_loss,100,154500,232.3501656954268,2.0664106778568843
train_loss,100,155500,178.8490402516823,3.0692693764516523
train_loss,100,156500,19.12642342730466,3.5852263331074856
train_loss,100,157500,111.16411913399935,3.1126105101513444
train_loss,100,158500,139.6434448999027,2.101716364115592
train_loss,100,159500,305.8512245104467,1.5819501783759673
train_loss,100,160500,1.4492708862910073,1.4027618500687473
train_loss,100,161500,1.0,1.0
train_loss,100,162500,1.0,1.0
train_loss,100,163500,1.0,1.0
train_loss,100,164500,1.0,1.0
train_loss,100,165500,1.0,1.0
train_loss,100,166500,1.0,1.0
train_loss,100,167500,1.0,1.0
train_loss,100,168500,1.0,1.0
train_loss,100,169500,1.0,1.0
train_loss,100,170500,1.0,1.0
train_loss,100,171500,29.035385822400833,1.3349453720151312
train_loss,100,172500,55.99891649003781,1.7038980040447713
train_loss,100,173500,40.11733997827425,2.285161200737435
train_loss,100,174500,43.29598105926341,2.332088945667674
train_loss,100,175500,33.212226902645995,2.3710460443261265
train_loss,100,176500,310.0013021219265,1.925347410560973
train_loss,100,177500,78.31496078748623,1.4774616298301615
train_loss,100,178500,1.6455078284337523,1.3955464287752635
train_loss,100,179500,1.0,1.0
train_loss,100,180500,1.0,1.0
train_loss,100,181500,1.0,1.0
train_loss,100,182500,1.0,1.0
train_loss,100,183500,1.0,1.0
train_loss,100,184500,1.0,1.0
train_loss,100,185500,1.0,1.0
train_loss,100,186500,1.0,1.0
train_loss,100,187500,1.0,1.0
train_loss,100,188500,1.0,1.0
train_loss,100,189500,1.0,1.0
train_loss,100,190500,1.0,1.0
train_loss,100,191500,1.0,1.0
train_loss,100,192500,1.0,1.0
train_loss,100,193500,458.94045173432283,1.3802187431450048
train_loss,100,194500,461.0863768300946,1.5834892617237737
train_loss,100,195500,318.4050709193953,1.7562767712117333
train_loss,100,196500,1658.4101105505667,1.7586885924372913
train_loss,100,197500,806.4292606095214,1.7574307771900115
train_loss,150,3750,2.080913216215898,1.9145738496280151
train_loss,150,4750,6.759033507106934,4.36371637030652
train_loss,150,5750,9.213646144231742,6.446131695247676
train_loss,150,6750,6.785276074363571,4.816218224615215
train_loss,150,7750,6.35429982665342,4.725495256665352
train_loss,150,8750,7.009540509094637,5.19852319879587
train_loss,150,9750,8.218999737283319,5.556367790979091
train_loss,150,10750,8.571007679676216,3.689363263739266
train_loss,150,11750,9.085663509324002,3.7661881280568767
train_loss,150,12750,11.193322291590638,4.139212130028697
train_loss,150,13750,11.73105282573728,3.639180162839144
train_loss,150,14750,12.600698905765743,3.9403807739628025
train_loss,150,15750,31.85089155573518,3.2491989675266835
train_loss,150,16750,33.78591714700697,4.215786334316745
train_loss,150,17750,66.1802022128672,2.9955794029657663
train_loss,150,18750,12.342252236955684,2.723432269553916
train_loss,150,19750,10.982067482073994,2.4844619752612584
train_loss,150,20750,20.922031962288035,2.9565187622194444
train_loss,150,21750,130.19409649427826,2.6835482043789467
train_loss,150,22750,48.718585215488,2.1984415202721506
train_loss,150,23750,11.32156713368384,3.2064448699942827
train_loss,150,24750,74.45815440503476,3.8247270793639014
train_loss,150,25750,9.97823458411728,3.8706579853006313
train_loss,150,26750,14.726182215897794,4.217781871856632
train_loss,150,27750,11.341098574322912,5.0969472315597715
train_loss,150,28750,34.932083472693684,4.09038046193346
train_loss,150,29750,10.072191620970708,4.988513783351546
train_loss,150,30750,86.37939888734493,3.612845054588945
train_loss,150,31750,51.76723506449895,3.070545960046139
train_loss,150,32750,49.67839813001748,2.5638127982285046
train_loss,150,33750,27.016414799681804,2.520316774952832
train_loss,150,34750,29.093820405263294,2.4241810969158197
train_loss,150,35750,49.31715763513691,2.4990352392167736
train_loss,150,36750,43.491353125944016,2.2040800462280354
train_loss,150,37750,11.120556412341074,2.3370291500792533
train_loss,150,38750,13.848322593042012,2.2263718282526264
train_loss,150,39750,136.61589324159988,2.538521855086881
train_loss,150,40750,41.291564054871905,2.4297701977736015
train_loss,150,41750,29.489089880338184,2.4721410831114667
train_loss,150,42750,72.41146450735718,2.442118329579261
train_loss,150,43750,117.24315695251555,2.4382222790412285
train_loss,150,44750,192.82728189443642,2.2550956564633284
train_loss,150,45750,13.844456164444447,2.5962889674872778
train_loss,150,46750,24.544468649847403,2.964905536635822
train_loss,150,47750,97.3719005879558,3.6679718112502067
train_loss,150,48750,122.6141609184048,4.436774969007783
train_loss,150,49750,22.49325930017099,5.873814646585801
train_loss,150,50750,13.37101477087977,8.024812580574967
train_loss,150,51750,78.8523641961191,6.399481869636385
train_loss,150,52750,20.06423362995069,5.074101066936882
train_loss,150,53750,10.625102787874352,4.907593249573617
train_loss,150,54750,81.51604032574097,3.4958226639412073
train_loss,150,55750,59.3024142759761,3.1217924468160945
train_loss,150,56750,44.282373404797625,2.9382619356865023
train_loss,150,57750,352.4609319033398,2.3581144193886665
train_loss,150,58750,48.763237479828085,2.23779276265781
train_loss,150,59750,7.947820323859209,2.253112819673218
train_loss,150,60750,3.1687955338705556,1.8548545830085603
train_loss,150,61750,13.504010368954999,1.9276147235360628
train_loss,150,62750,35.848594858609,1.738346863350083
train_loss,150,63750,67.9659707325399,1.7671798835213024
train_loss,150,64750,161.48727381770135,1.7481018879702293
train_loss,150,65750,3.9726048212890666,1.615269337156868
train_loss,150,66750,4.774086127937007,1.8719467707129043
train_loss,150,67750,2.917980085048209,1.8192895951032286
train_loss,150,68750,10.227697357917052,1.8392313522158827
train_loss,150,69750,46.581494254225284,1.995379993960507
train_loss,150,70750,25.89938287726617,2.0004854582137415
train_loss,150,71750,6.85961609373229,2.515799763324013
train_loss,150,72750,69.46227726918656,2.703791517840803
train_loss,150,73750,90.24000648844502,2.777217485906418
train_loss,150,74750,9.698782318902225,2.736910168635235
train_loss,150,75750,13.33571265280486,2.9453753078288547
train_loss,150,76750,8.19864996327795,3.8912830847201985
train_loss,150,77750,9.106460070539754,3.843904456433468
train_loss,150,78750,24.1207779178016,2.9091600267693765
train_loss,150,79750,17.689979656308758,2.5388918295536063
train_loss,150,80750,33.321441942490395,2.399037786755848
train_loss,150,81750,35.628329630113655,2.60799016578457
train_loss,150,82750,22.60738594272365,2.7930648152784596
train_loss,150,83750,10.585826451095155,2.6526720926748735
train_loss,150,84750,18.098163710862625,2.29065722123063
train_loss,150,85750,8.667596706051688,2.7304864488838434
train_loss,150,86750,790.7911804762258,3.0919868091031426
train_loss,150,87750,45.935777902360456,3.125130583312861
train_loss,150,88750,32.38313573827851,3.1511149522514974
train_loss,150,89750,26.200002933805862,2.6577447836395702
train_loss,150,90750,58.02431247166446,2.427547541053112
train_loss,150,91750,280.27819552001876,3.116282771310062
train_loss,150,92750,23.167423602359897,3.181724318370554
train_loss,150,93750,55.140336022187945,3.094624362372875
train_loss,150,94750,34.48683759029883,3.360445853674944
train_loss,150,95750,510.3176945732846,2.710778560787137
train_loss,150,96750,76.17948206680532,2.773709995759148
train_loss,150,97750,16.693326771553522,3.1643753222024773
train_loss,150,98750,14.101273852331254,3.1303359820724306
train_loss,150,99750,18.126460357834475,2.6695910169298855
train_loss,150,100750,28.452523714459144,2.2571549104656383
train_loss,150,101750,255.7439469733252,2.641948094318378
train_loss,150,102750,48.712801524159914,3.343140087699695
train_loss,150,103750,10.896702411018593,3.028565032782125
train_loss,150,104750,12.184887171305371,2.385555443091935
train_loss,150,105750,5.919253559023115,2.2508387816187456
train_loss,150,106750,23.71605338177896,2.321322462540083
train_loss,150,107750,20.165292908526688,2.2614184268403363
train_loss,150,108750,92.56386852349284,1.9003118372375405
train_loss,150,109750,148.47223239013815,1.8013909363487488
train_loss,150,110750,197.75706936468757,1.8636847367780502
train_loss,150,111750,36.64572283702478,2.038377734184416
train_loss,150,112750,10559.151127739477,2.0867518959693587
train_loss,150,113750,59.12619975798506,1.8886606281691933
train_loss,150,114750,18.8714682863297,1.9075944969018273
train_loss,150,115750,47.529069621984505,1.713351991839408
train_loss,150,116750,24.351754204441868,1.8056612089444701
train_loss,150,117750,6.434893376472656,2.0246615699128574
train_loss,150,118750,445.98950953222777,2.0524574490273793
train_loss,150,119750,43.557152388906445,2.0212305318912756
train_loss,150,120750,73.82818204037545,1.9051246589325788
train_loss,150,121750,654.274223049382,1.790644361215392
train_loss,150,122750,146.97752156565718,2.008042303538241
train_loss,150,123750,375.14913816226436,1.9033504935069947
train_loss,150,124750,61.047540093401615,1.57954017774968
train_loss,150,125750,184.79807188708878,1.636409563868253
train_loss,150,126750,285.3385068598344,1.6326041638628492
train_loss,150,127750,53.89976640244108,1.6497551779522048
train_loss,150,128750,236.9270985359024,1.6296900049602392
train_loss,150,129750,26.206420993918083,1.689204470176845
train_loss,150,130750,26.140408359108697,1.6714277763381729
train_loss,150,131750,1111.789998435514,1.6635624369539141
train_loss,150,132750,1385.9590856706254,1.5658993015429519
train_loss,150,133750,182.4375687764357,1.5673654353654123
train_loss,150,134750,166.66751308626294,1.5695979153739732
train_loss,150,135750,1684.5229565647933,1.5041545595601737
train_loss,150,136750,1.4177643123289974,1.3809123737586928
train_loss,150,137750,372.4787815759684,1.507446601690533
train_loss,150,138750,239.9065316145469,1.7954277893317425
train_loss,150,139750,209.37608198401213,2.039475356225592
train_loss,150,140750,626.9782377821286,2.0147133643734296
train_loss,150,141750,80.89119469490753,2.011602944169021
train_loss,150,142750,408.3536585608941,2.018206424789914
train_loss,150,143750,256.0954845274794,2.0332829068487994
train_loss,150,144750,528.7140606281147,1.6814818546561334
train_loss,150,145750,902.3820014155397,1.4250374914177881
train_loss,150,146750,1.5384333244638444,1.3717705831564442
train_loss,150,147750,1.0,1.0
train_loss,150,148750,1.0,1.0
train_loss,150,149750,1.0,1.0
train_loss,150,150750,1.0,1.0
train_loss,150,151750,26.821592384083612,1.3599137349841088
train_loss,150,152750,75.10959212046261,1.5817602300343676
train_loss,150,153750,435.15511309066306,1.8886398575387178
train_loss,150,154750,405.4826590812671,2.080741650231125
train_loss,150,155750,136.59201172701881,2.2187293016516674
train_loss,150,156750,21.080919602963274,2.213364803066998
train_loss,150,157750,256.55900314684334,2.2409776820121228
train_loss,150,158750,282.7721341009287,2.1114513831604045
train_loss,150,159750,373.1257087734876,1.7508177971143868
train_loss,150,160750,388.05971289025666,1.4768481997224063
train_loss,150,161750,1.4374326758074192,1.3829796675053212
train_loss,150,162750,1.0,1.0
train_loss,150,163750,1.0,1.0
train_loss,150,164750,1.0,1.0
train_loss,150,165750,1.0,1.0
train_loss,150,166750,1.0,1.0
train_loss,150,167750,1.0,1.0
train_loss,150,168750,1.0,1.0
train_loss,150,169750,1.0,1.0
train_loss,150,170750,97.02446092766672,1.4234776525138577
train_loss,150,171750,42.77904477344735,1.6668066853274068
train_loss,150,172750,123.90616679765947,1.8506262348653155
train_loss,150,173750,324.5115120242466,1.834617702291172
train_loss,150,174750,123.93883051720968,1.8391356012246707
train_loss,150,175750,102.59360390337943,1.8357515050918147
train_loss,150,176750,77.0424681329295,1.8515255897717333
train_loss,150,177750,116.13448807807576,1.6554787539423934
train_loss,150,178750,212.87720272208898,1.4199130118137304
train_loss,150,179750,1.5784046687933786,1.3767485914300408
train_loss,150,180750,1.0,1.0
train_loss,150,181750,1.0,1.0
train_loss,150,182750,1.0,1.0
train_loss,150,183750,1.0,1.0
train_loss,150,184750,1.0,1.0
train_loss,150,185750,1.0,1.0
train_loss,150,186750,1.0,1.0
train_loss,150,187750,1.0,1.0
train_loss,150,188750,1.0,1.0
train_loss,150,189750,1.0,1.0
train_loss,150,190750,1.0,1.0
train_loss,150,191750,1.0,1.0
train_loss,150,192750,102.77001958800079,1.3733904295322563
train_loss,150,193750,1169.5641311666293,1.5764547217182097
train_loss,150,194750,265.25238563161275,1.571037737199247
train_loss,150,195750,269.8511934517974,1.5703175039088169
train_loss,200,5000,2.809133038619921,2.337936109910928
train_loss,200,6000,10.9021567868967,5.886607941537023
train_loss,200,7000,8.622095253011576,6.092549353846805
train_loss,200,8000,8.283654195238752,5.847643370923551
train_loss,200,9000,9.118454008079933,3.9405771868401005
train_loss,200,10000,8.643166223912392,3.9995690712509
train_loss,200,11000,8.93047697574727,4.318545581386204
train_loss,200,12000,9.634101149472029,4.559243994523809
train_loss,200,13000,10.826564129444899,4.436224057911378
train_loss,200,14000,11.945734811910976,4.34506682092785
train_loss,200,15000,51.50194588995572,3.4864107794023824
train_loss,200,16000,38.38821046892686,2.9219971909022826
train_loss,200,17000,25.378884624986803,2.833586835120864
train_loss,200,18000,24.96438124774188,3.423786532171462
train_loss,200,19000,25.16189864916888,3.16609387987058
train_loss,200,20000,193.22230352146067,2.6784449216891044
train_loss,200,21000,144.56342966918308,2.7243392680125416
train_loss,200,22000,34.39317526826513,2.9694808177801355
train_loss,200,23000,28.53084481152791,2.896767036308735
train_loss,200,24000,10.682462561797792,3.1258419222113307
train_loss,200,25000,23.93091010424067,3.098189210787834
train_loss,200,26000,91.01008909188339,3.3598720375148976
train_loss,200,27000,49.66953677594455,3.856276235904005
train_loss,200,28000,11.660334964544704,3.8958597274816706
train_loss,200,29000,9.952194208223602,4.163502526585437
train_loss,200,30000,18.63655951089701,3.559533388837857
train_loss,200,31000,13.593473080878201,3.4978515897382016
train_loss,200,32000,52.49408864350404,3.214133395512047
train_loss,200,33000,14.158535596637766,2.7594993841137954
train_loss,200,34000,16.48720334875742,2.5412362106649478
train_loss,200,35000,30.310076958004903,2.5849446186702805
train_loss,200,36000,26.777590081845876,2.216053401328756
train_loss,200,37000,24.602916553508464,2.412784697078205
train_loss,200,38000,21.11041134788073,2.121807504832422
train_loss,200,39000,201.51432767952264,2.426787411464725
train_loss,200,40000,162.0644954632985,2.1585290407560653
train_loss,200,41000,21.101575678630343,2.1812383888998395
train_loss,200,42000,43.38079816260184,2.3186067224600664
train_loss,200,43000,23.976957559334277,2.1104213929281674
train_loss,200,44000,113.97104765119424,2.4684964685161073
train_loss,200,45000,72.24013790124353,2.7545569411939863
train_loss,200,46000,78.33862772514838,3.0004353586925916
train_loss,200,47000,71.20189652511758,3.3069117312917773
train_loss,200,48000,108.66008036828873,3.6999530052288927
train_loss,200,49000,61.03482152314297,4.415732615229743
train_loss,200,50000,16.510509014404725,4.774656901858121
train_loss,200,51000,189.44690539012424,4.872486113896347
train_loss,200,52000,12.09039921947552,5.437925368582764
train_loss,200,53000,57.470311125728514,5.28070701031661
train_loss,200,54000,79.70303590437803,4.385148118387166
train_loss,200,55000,62.28270357849852,3.5438287930245806
train_loss,200,56000,72.32446483148718,2.954058143010657
train_loss,200,57000,49.76575422632022,2.752017477736534
train_loss,200,58000,23.019391282315787,2.477766981517437
train_loss,200,59000,74.6556822189473,2.1720810405949615
train_loss,200,60000,8.081387627731216,2.1492743618320467
train_loss,200,61000,11.488411674461828,2.1125324522339644
train_loss,200,62000,3.7785716077042233,1.75198076773764
train_loss,200,63000,25.851878575318562,1.6575956479808196
train_loss,200,64000,6.376177508593893,1.5277205874442674
train_loss,200,65000,27.966855307575482,1.899767616004673
train_loss,200,66000,41.78798434120827,1.8358802838757442
train_loss,200,67000,4.273927262377537,1.7360980433573783
train_loss,200,68000,54.53845799871209,1.8427308464376948
train_loss,200,69000,11.288879767711967,1.7119668899941798
train_loss,200,70000,16.035556742258343,1.8727728948246847
train_loss,200,71000,14.609161911126701,2.268442725981693
train_loss,200,72000,177.97475088044902,2.6314909276942218
train_loss,200,73000,43.53718934444161,2.7185223793748823
train_loss,200,74000,9.309337058717542,2.3805448055685834
train_loss,200,75000,29.522395646693695,2.771040538508668
train_loss,200,76000,17.16525600901616,3.33569345664007
train_loss,200,77000,19.075242023882243,3.240106735038715
train_loss,200,78000,36.47138963660492,3.3551987181170424
train_loss,200,79000,161.1483921533548,2.874619823053097
train_loss,200,80000,25.752430889847453,2.418057014836965
train_loss,200,81000,52.89728701646934,2.5445539624743905
train_loss,200,82000,42.50108120746526,2.9700427626759773
train_loss,200,83000,58.44746503005257,2.940096187445714
train_loss,200,84000,38.737628963988556,2.4568128768553867
train_loss,200,85000,7.053303348114169,2.4764093175053885
train_loss,200,86000,26.491513821808034,2.4384386240426537
train_loss,200,87000,40.44730637696108,2.7120454231965754
train_loss,200,88000,66.7500773570576,2.926890183591466
train_loss,200,89000,59.57904337496582,2.989189671858127
train_loss,200,90000,31.14155345687464,2.77120851410454
train_loss,200,91000,204.48030532914592,2.791718058392493
train_loss,200,92000,29.958004973918303,2.928760069845564
train_loss,200,93000,79.64304878777733,3.4610289455527417
train_loss,200,94000,39.89905934421235,2.886920980871354
train_loss,200,95000,60.476655963341734,2.462503636986609
train_loss,200,96000,494.01409672016155,2.6113218505724207
train_loss,200,97000,29.12294082363342,2.699389143699006
train_loss,200,98000,95.94904148930554,3.10813229070607
train_loss,200,99000,44.423819685001575,2.919658309585851
train_loss,200,100000,11.06426499008972,2.7048129376087435
train_loss,200,101000,43.688496325640784,2.8127508030252737
train_loss,200,102000,5.050908800560934,2.352870606252502
train_loss,200,103000,8.157168400905835,2.390030547813112
train_loss,200,104000,16.60642338926295,2.55881625826472
train_loss,200,105000,10.743170270657693,2.715071109670779
train_loss,200,106000,24.335251100214837,2.2270682490762743
train_loss,200,107000,19.736047338284386,2.026141786406504
train_loss,200,108000,183.51033759451335,2.0896616322046015
train_loss,200,109000,94.32781083222632,2.0639158560752193
train_loss,200,110000,54.41573129334283,2.037226698853831
train_loss,200,111000,45.157476389546545,1.8761140981949156
train_loss,200,112000,32.95130495723373,1.854458427545657
train_loss,200,113000,305.8202708786173,1.8402597210145584
train_loss,200,114000,45.30263581269046,1.7232396319358145
train_loss,200,115000,18.980629969343475,1.7366822947434348
train_loss,200,116000,6.054759200672713,1.8921274763616813
train_loss,200,117000,56.5807926380596,2.0164438304499535
train_loss,200,118000,31.400821524842815,1.991088229777679
train_loss,200,119000,14.736517723613993,1.8370257900025666
train_loss,200,120000,42.292471365381274,1.7820156154829023
train_loss,200,121000,62.33988027972958,1.747187915772055
train_loss,200,122000,17.036663510289493,1.782624806157025
train_loss,200,123000,15.619697542799019,1.7691581880463627
train_loss,200,124000,24.27594378938885,1.815222581019792
train_loss,200,125000,12.368056136144887,1.8268886784620546
train_loss,200,126000,22.15151311688579,1.591179884936617
train_loss,200,127000,45.28237049422008,1.5440817240263893
train_loss,200,128000,59.397124474713095,1.5700323820989668
train_loss,200,129000,141.39839271475677,1.5775967027539834
train_loss,200,130000,7.336821130678944,1.5829647177826707
train_loss,200,131000,29.358290086417128,1.5659098736306318
train_loss,200,132000,2064.0119486169006,1.5627392213473912
train_loss,200,133000,308.3293269022843,1.5636962128221783
train_loss,200,134000,236.8168307549341,1.495190144666496
train_loss,200,135000,169.65269096863935,1.4960438053269949
train_loss,200,136000,78.90051777474008,1.555547429136043
train_loss,200,137000,364.49083922979196,1.7061083417498843
train_loss,200,138000,407.14550360668545,1.747195012269987
train_loss,200,139000,468.10947422581836,1.7820271891163153
train_loss,200,140000,1096.6281088834498,1.772049938874593
train_loss,200,141000,110.31660777353713,1.7678638280444545
train_loss,200,142000,89.13761210203724,1.769491507681059
train_loss,200,143000,783.5006178984515,1.7680037378890947
train_loss,200,144000,448.2345926221267,1.7779506319992389
train_loss,200,145000,436.97450598298684,1.7812164486722584
train_loss,200,146000,880.6449360079748,1.5672260485777856
train_loss,200,147000,1911.0881305705063,1.3978789726418548
train_loss,200,148000,1.9261500347947942,1.3609978905109807
train_loss,200,149000,1.0,1.0
train_loss,200,150000,1.0,1.0
train_loss,200,151000,381.409231051428,1.4258700032125644
train_loss,200,152000,75.81334939324485,1.5917404721027824
train_loss,200,153000,656.9588639531727,1.8139042961943819
train_loss,200,154000,676.8002349375247,1.8983406332113864
train_loss,200,155000,542.7431994442261,1.8860215495078096
train_loss,200,156000,96.11158659414187,1.8767891811843562
train_loss,200,157000,22.13729061791324,1.8788701127810357
train_loss,200,158000,189.72670146849038,1.884063214844136
