metric,tau,embedding_dimension,k_neighbors,window_size,stride,start_step,center_step,end_step,mean,std,fnn_raw,cao_raw,simplex_raw,lb_raw,mg_raw,local_median_raw,local_iqr_raw,fnn_detrended,cao_detrended,simplex_detrended,lb_detrended,mg_detrended,local_median_detrended,local_iqr_detrended
train_loss,1,15,5,200,100,1,5000,9950,0.5365025518274524,1.2941827128583994,11.0,7.0,7.0,7.050741202732014,3.6151006453266104,4.330275508824423,5.40336238688859,4.0,5.0,1.0,2.809133038619921,2.337936109910928,2.420127735230879,1.6180913384596338
train_loss,1,15,5,200,100,5000,10000,14950,0.008535522507623305,0.01570130295424717,4.0,11.0,14.0,8.696295365752317,4.007660529600209,6.197388418227854,5.407777928378893,4.0,14.0,4.0,8.643166223912392,3.9995690712509,6.213837830808187,5.758420084709514
train_loss,1,15,5,200,100,10000,15000,19950,0.006471330125736165,0.011485471612485223,4.0,7.0,6.0,7432.494695502491,4.043254739760943,7.8472875486676665,7.834861026656324,4.0,9.0,6.0,51.50194588995572,3.4864107794023824,8.413011052519803,10.26014146070398
train_loss,1,15,5,200,100,15000,20000,24950,0.004474006250603133,0.010443076004533633,5.0,11.0,3.0,420.72866823928615,2.7612601233853793,5.229022581280123,7.603386542451421,5.0,6.0,2.0,193.22230352146067,2.6784449216891044,5.839586190625262,8.01340193924824
train_loss,1,15,5,200,100,20000,25000,29950,0.0051400291220949565,0.012981528133461684,5.0,9.0,7.0,6513.080144525631,3.1853588037264307,4.1826260539747935,6.732088672170049,5.0,6.0,7.0,23.93091010424067,3.098189210787834,4.335591210716684,6.722555043805057
train_loss,1,15,5,200,100,25000,30000,34950,0.00467860271065341,0.011356430113072717,4.0,15.0,3.0,8.400214648565292,3.512178566518527,7.275022676179591,7.341178151771785,4.0,10.0,3.0,18.63655951089701,3.559533388837857,7.221023093598894,7.634759657060476
train_loss,1,15,5,200,100,30000,35000,39950,0.002789451622162564,0.007743818241502652,3.0,3.0,2.0,1031.246252636732,2.6792705498787477,4.114780214470705,4.328465567186661,2.0,7.0,2.0,30.310076958004903,2.5849446186702805,4.364144025447223,4.930114636322476
train_loss,1,15,5,200,100,35000,40000,44950,0.0019951996687689604,0.006718342458573501,3.0,15.0,7.0,1330.4424634528323,1.942848811186296,2.6908737796291,5.186000718232748,2.0,4.0,12.0,162.0644954632985,2.1585290407560653,2.2150258269083176,4.744769588881912
train_loss,1,15,5,200,100,40000,45000,49950,0.002677440053489775,0.0063481697524335155,3.0,11.0,13.0,29302.44027457849,1.8789112841515543,4.338016945889596,8.610265629204415,4.0,4.0,13.0,72.24013790124353,2.7545569411939863,5.116150277822236,8.289393638199922
train_loss,1,15,5,200,100,45000,50000,54950,0.004082912449871568,0.006496620527867226,4.0,14.0,10.0,2099.8187948259247,4.517856636336455,9.167493192987747,8.768257929987213,5.0,6.0,9.0,16.510509014404725,4.774656901858121,9.410152652563976,11.362474347270918
train_loss,1,15,5,200,100,50000,55000,59950,0.003151887882986879,0.006031122361123958,5.0,12.0,3.0,996.752289313055,4.099026237076427,7.555384123640023,7.425818706734655,4.0,4.0,4.0,62.28270357849852,3.5438287930245806,6.833885076237374,11.964681252051756
train_loss,1,15,5,200,100,55000,60000,64950,0.0015890108360707342,0.006069244653442877,5.0,7.0,3.0,9.258027730121361,1.9081800708801695,3.0387819127328117,5.155549336447971,2.0,3.0,3.0,8.081387627731216,2.1492743618320467,3.028014502368242,4.630227719725827
train_loss,1,15,5,200,100,60000,65000,69950,0.0020000714001268873,0.008559892507576853,3.0,5.0,9.0,37485.1256624941,1.563039471209429,2.103242804002912,2.123134652581765,2.0,3.0,2.0,27.966855307575482,1.899767616004673,1.8109436625865654,1.5485786042208887
train_loss,1,15,5,200,100,65000,70000,74950,0.002439276315939518,0.008050833904682766,4.0,15.0,7.0,5.95910737236473,1.3746652008108409,2.3447839075498873,3.086712499969512,3.0,15.0,7.0,16.035556742258343,1.8727728948246847,1.3478606340177335,2.7777445580125972
train_loss,1,15,5,200,100,70000,75000,79950,0.003708973376753186,0.008546600929380999,4.0,15.0,2.0,14.637654185182885,1.873044590311464,5.7505330333720295,9.141163942947504,5.0,15.0,6.0,29.522395646693695,2.771040538508668,5.339163820249679,9.336732453461485
train_loss,1,15,5,200,100,75000,80000,84950,0.0030551736188545453,0.007927471210299063,5.0,3.0,6.0,52.886660123254785,2.919885910269882,4.5867471051885325,6.689265364285486,4.0,10.0,4.0,25.752430889847453,2.418057014836965,3.554930734122837,5.144080217216148
train_loss,1,15,5,200,100,80000,85000,89950,0.0024145388527204263,0.005127267095750182,3.0,3.0,4.0,22.45726036363092,1.8148541139808045,4.18975451154072,6.193500269496424,4.0,3.0,4.0,7.053303348114169,2.4764093175053885,3.8188288622329263,6.207506031524213
train_loss,1,15,5,200,100,85000,90000,94950,0.003309882452894754,0.0076864173466837495,5.0,10.0,2.0,58644.94239215162,1.814082206365701,5.365282667664553,7.041716782703625,5.0,4.0,10.0,31.14155345687464,2.77120851410454,5.118986903356944,7.3191756309101255
train_loss,1,15,5,200,100,90000,95000,99950,0.0035199531408010598,0.009131352627280645,3.0,7.0,6.0,95267.91301589641,2.6105037422098283,3.9674621312633107,5.599811117184318,3.0,5.0,6.0,60.476655963341734,2.462503636986609,3.4907503034349108,6.054140103015481
train_loss,1,15,5,200,100,95000,100000,104950,0.003991203455871817,0.008477042341610987,4.0,12.0,7.0,112.34376305418614,3.6359266102783354,5.033881478985551,6.335251553306268,3.0,15.0,2.0,11.06426499008972,2.7048129376087435,4.151499104984731,5.7845198026304985
train_loss,1,15,5,200,100,100000,105000,109950,0.0028194706091955106,0.006532005676699557,4.0,12.0,13.0,3799514.462160038,3.284096224106865,4.712344040572632,6.479438081366512,3.0,10.0,13.0,10.743170270657693,2.715071109670779,5.34248799069785,6.7625618819562225
train_loss,1,15,5,200,100,105000,110000,114950,0.0019516964376984952,0.008775543421552724,6.0,8.0,15.0,93723.99722859358,1.8282903149548846,4.386120020626168,6.444532660481702,5.0,3.0,15.0,54.41573129334283,2.037226698853831,1.3468534958402696,5.729947309679057
train_loss,1,15,5,200,100,110000,115000,119950,0.0013021597530015593,0.008386044052581497,3.0,5.0,1.0,70303.3491616439,1.636250360622596,2.8853900817779268,4.564864858121454,3.0,7.0,2.0,18.980629969343475,1.7366822947434348,1.329747711465339,2.5778938693922333
train_loss,1,15,5,200,100,115000,120000,124950,0.0012391539498260848,0.0044365135020292285,2.0,4.0,10.0,63428.25818605506,1.8865030790176849,4.081195530466202,6.7916901844709905,3.0,9.0,1.0,42.292471365381274,1.7820156154829023,1.329867631006311,4.584696908388048
train_loss,1,15,5,200,100,120000,125000,129950,0.001469030151294065,0.005167958851733083,3.0,5.0,1.0,421.08507775390547,2.705536777173623,3.2100974059133227,5.057976917356121,2.0,4.0,5.0,12.368056136144887,1.8268886784620546,1.3297317030594096,2.7483792563438945
train_loss,1,15,5,200,100,125000,130000,134950,0.0011029787913528486,0.006096222464446149,3.0,3.0,6.0,336.6796088224399,1.8227624299991865,2.0040340653177555,1.8318781240310984,2.0,7.0,3.0,7.336821130678944,1.5829647177826707,1.3297916839856858,0.6140464813434718
train_loss,1,15,5,200,100,130000,135000,139950,0.0006567830469741398,0.004976241596072742,3.0,6.0,1.0,2517468.212210242,5.19115869205583,7.00575201080671,47572.78716821975,2.0,3.0,1.0,169.65269096863935,1.4960438053269949,1.329718805885023,6.89783963281343e-08
train_loss,1,15,5,200,100,135000,140000,144950,0.0011465178919289375,0.004160804718622119,2.0,7.0,2.0,253279.27573430468,7.512786492186877,13.51035614012515,16.527344219960654,2.0,3.0,15.0,1096.6281088834498,1.772049938874593,1.329718805885023,6.600215736816249
train_loss,1,15,5,200,100,140000,145000,149950,0.0011465178919289375,0.004160804718622119,2.0,7.0,1.0,531039.4561788144,7.351841013544955,13.51035614012515,16.692668750942573,2.0,5.0,4.0,436.97450598298684,1.7812164486722584,1.3297188058850227,9.221144984257053
train_loss,1,15,5,200,100,145000,150000,154950,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
train_loss,1,15,5,200,100,150000,155000,159950,0.0017778403331473885,0.005391156164654832,3.0,6.0,15.0,108446.401682394,6.769151638530289,9.404475394198109,10.213312706075968,3.0,4.0,15.0,542.7431994442261,1.8860215495078096,1.3297188058850233,7.643761876414638
train_loss,1,15,5,200,100,155000,160000,164950,0.0017778403331473885,0.005391156164654832,3.0,8.0,1.0,26.299042115779535,6.628605390977761,9.823773643984175,10.296963757733844,2.0,7.0,4.0,478.2978517110185,1.8311031754576759,1.3297188058850227,6.161403288637482
train_loss,1,15,5,200,100,160000,165000,169950,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
train_loss,1,15,5,200,100,165000,170000,174950,0.00039515309046631047,0.0023097795436507326,3.0,3.0,1.0,5151631924.924917,26.625166988008388,36.44650384838407,99.60801822444704,3.0,4.0,6.0,110.13901224516967,1.4801350999885023,1.3297188058850227,1.1102230246251565e-15
train_loss,1,15,5,200,100,170000,175000,179950,0.0006276849268845585,0.0030608056605124366,4.0,4.0,1.0,307999.7401121994,5.242323380194004,8.131946131497559,5.240131111483104,3.0,3.0,2.0,146.62258122206958,1.6609199731878965,1.3297188058850264,0.013970549660069942
train_loss,1,15,5,200,100,175000,180000,184950,0.000232531836418248,0.0020535873730480867,2.0,4.0,1.0,4591.0853657247335,3.449928843907539,3.287599764395843,8.632102896215848,2.0,4.0,4.0,202.97625085398602,1.3945787630397697,1.3297188058850227,4.440892098500626e-16
train_loss,1,15,5,200,100,180000,185000,189950,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
train_loss,1,15,5,200,100,185000,190000,194950,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
train_loss,1,15,5,200,100,190000,195000,199950,0.0005932055663188975,0.005146664571174056,1.0,10.0,1.0,103433.89082760492,6.927286956132327,12.43701682544932,123022.13709940996,1.0,3.0,1.0,250.8327790664887,1.497615672475079,1.329718805885023,2.3252978076371278e-07
