observer,k,truth,MG,LB,PRdelay,roughness,n,error
gradient_fro,1,1.0,1.070140550967995,1.0724974061335513,2.316192221746784,1.8374736587157479,3,0.0701405509679951
gradient_fro,3,3.0,5.189155149689777,5.281669572426257,5.698992219666748,1.4217903417175788,3,2.1891551496897774
gradient_fro,4,4.0,5.674581152607914,5.773831823109677,7.359431328827471,1.641549881634922,3,1.6745811526079137
gradient_fro,5,5.0,6.9665429409195525,7.097889261145709,7.31365012299047,1.7259139368784744,3,1.9665429409195525
gradient_fro,7,7.0,8.146730700219557,8.339589588839914,11.41714435361446,1.7461813278005756,3,1.1467307002195568
gradient_fro,8,8.0,8.970475321031895,9.355642030352117,10.391186037870387,1.7171883677723732,3,0.9704753210318948
gradient_fro,9,9.0,10.535295670806613,10.939505857232998,13.478904965195552,1.763324085657668,3,1.5352956708066134
gradient_fro,11,11.0,12.615201017616783,13.233538824444924,11.667819633101411,1.790944678927768,3,1.6152010176167835
gradient_fro,12,12.0,12.835357748491585,13.462549613130795,12.84552648168082,1.703371026307316,3,0.8353577484915853
gradient_fro,13,13.0,14.381003715932136,15.072816716203736,15.147307970513456,1.8064773645743046,3,1.3810037159321364
gradient_fro,15,15.0,15.709820930068048,16.47375898387522,15.865732748101262,1.800602632993849,3,0.709820930068048
gradient_fro,16,16.0,15.583230807344773,16.472049725829066,18.527016705671972,1.788423475682615,3,0.41676919265522727
gradient_fro,17,17.0,16.37398728386806,17.258885490573604,18.68834380474683,1.769754044829678,3,0.6260127161319389
gradient_fro,19,19.0,17.47100407982,18.304500410073466,19.96200663876687,1.8454877233028562,3,1.5289959201800016
gradient_fro,20,20.0,20.032191337351556,21.0735494549194,21.75249182644437,1.8030207772810722,3,0.03219133735155566
gradient_projection,1,1.0,1.0685993908921807,1.070920545620608,2.0122024069985596,1.6427718554543618,3,0.0685993908921807
gradient_projection,3,3.0,3.252731808407562,3.2827817658139686,2.8281649372405395,1.4423619597329462,3,0.25273180840756204
gradient_projection,4,4.0,4.137596293185806,4.248566067155482,3.6961783726913087,1.6913978790779833,3,0.13759629318580568
gradient_projection,5,5.0,4.520112784419349,4.580325411294229,4.701971858090013,1.6456645088381041,3,0.47988721558065084
gradient_projection,7,7.0,6.545222889472619,6.710567812297948,6.285878509900245,1.6370528343017794,3,0.454777110527381
gradient_projection,8,8.0,7.983854099383335,8.0655636691404,7.09223636003279,1.5633697616913054,3,0.016145900616664655
gradient_projection,9,9.0,8.702467129634716,8.98880849908258,6.247135081858079,1.7007617634330316,3,0.2975328703652842
gradient_projection,11,11.0,10.568118058608258,11.191875032054972,9.761316922482171,1.59574568739801,3,0.4318819413917421
gradient_projection,12,12.0,10.233888984256522,10.535892624720885,8.282770889897545,1.598518113635384,3,1.766111015743478
gradient_projection,13,13.0,8.640438852974032,8.983889539415154,8.944400765626108,1.648481375931926,3,4.359561147025968
gradient_projection,15,15.0,10.615910656136384,11.224859230635774,9.235400974088416,1.573233851889069,3,4.384089343863616
gradient_projection,16,16.0,12.467635525417537,12.90102189841295,9.181428137246492,1.588760164109146,3,3.5323644745824634
gradient_projection,17,17.0,11.950303494125707,12.541803531044579,10.587406202683123,1.6526721988373643,3,5.049696505874293
gradient_projection,19,19.0,13.811516235802404,14.306587833881071,13.024745436048368,1.5587146798320708,3,5.188483764197596
gradient_projection,20,20.0,13.585666608848378,14.191579312613706,11.835689711422031,1.6047165179649867,3,6.414333391151622
loss,1,1.0,1.0686025013297902,1.0709235268678072,2.239725601217152,1.652095439477381,3,0.06860250132979018
loss,3,3.0,3.7466594492114567,3.788812524076997,4.383030242067521,1.5324229602128185,3,0.7466594492114567
loss,4,4.0,5.770286740915063,5.91555675426596,4.470074949400107,1.5246420224183774,3,1.770286740915063
loss,5,5.0,6.382878251027353,6.528110988611482,6.450221999634124,1.7057375879999044,3,1.3828782510273534
loss,7,7.0,8.660453810234953,8.880610496127597,6.942465912655031,1.6071067043034661,3,1.6604538102349533
loss,8,8.0,8.482807681286022,8.675919112178715,5.758645493904183,1.6395558889662374,3,0.48280768128602247
loss,9,9.0,8.627103378857232,8.915726269025377,8.41277922635587,1.6144411625733026,3,0.3728966211427682
loss,11,11.0,10.459377590688288,10.95692557341642,7.057616569551897,1.5946322984533392,3,0.5406224093117125
loss,12,12.0,11.390177171314466,11.88279624160677,9.3812142234554,1.6782126806331141,3,0.6098228286855338
loss,13,13.0,9.973323327417697,10.367625888404303,9.543688284754415,1.6099972644806515,3,3.026676672582303
loss,15,15.0,10.804398021527385,11.097590070983644,11.699499099858148,1.600145079457779,3,4.195601978472615
loss,16,16.0,11.244552076389636,11.781055162927187,11.901675090179733,1.6691066948190936,3,4.7554479236103635
loss,17,17.0,13.594337980708332,14.125115463032133,11.29925393009287,1.5824919318978952,3,3.4056620192916682
loss,19,19.0,12.778280822948117,13.240912368805871,13.487535303339515,1.5851791946778138,3,6.221719177051883
loss,20,20.0,14.269311614255331,14.885437298306021,15.431585780451137,1.7356957501130699,3,5.730688385744669
probability_fro,1,1.0,1.06860046256862,1.0709214798246147,2.023760454546434,1.639230730057928,3,0.06860046256862007
probability_fro,3,3.0,3.526903231707458,3.5770558357655897,5.322567659761895,1.6581310702580103,3,0.526903231707458
probability_fro,4,4.0,4.357418713342425,4.539273004492708,6.658309080379324,1.6599285252838434,3,0.35741871334242514
probability_fro,5,5.0,7.1021872906245305,7.213515094769609,7.853053484922035,1.5554963610731791,3,2.1021872906245305
probability_fro,7,7.0,7.561672044160557,7.764979226645664,10.033780189146654,1.577658760758298,3,0.5616720441605567
probability_fro,8,8.0,8.21274128889306,8.601589284968012,12.986144132298772,1.5982454695862918,3,0.21274128889306
probability_fro,9,9.0,10.983786154302207,11.234530077571725,12.520878088880398,1.556769962271276,3,1.9837861543022068
probability_fro,11,11.0,10.34773316058247,10.978830431709117,11.629132338978614,1.5577513169935049,3,0.6522668394175302
probability_fro,12,12.0,14.027847326483805,14.742357490923288,14.503248829377348,1.621102870821687,3,2.027847326483805
probability_fro,13,13.0,14.16564786596539,14.989623201580761,17.281818646139527,1.5669516499150473,3,1.16564786596539
probability_fro,15,15.0,14.956048639523194,15.633231480072737,18.434261882761923,1.5510851672412256,3,0.04395136047680559
probability_fro,16,16.0,15.085104739866226,15.867938565815598,17.73847673914843,1.5633807122359575,3,0.9148952601337736
probability_fro,17,17.0,17.091444627991443,17.959379409438302,17.38625793633052,1.5690217217653815,3,0.09144462799144293
probability_fro,19,19.0,17.614895649725437,18.46582339040553,19.85752060600114,1.5405638160539357,3,1.3851043502745632
probability_fro,20,20.0,20.026247734002897,21.048687950006837,22.184586376063162,1.560461386170031,3,0.02624773400289726
weight_fro,1,1.0,1.0686004789909693,1.0709216804498194,2.052494585007327,1.6425268206399983,3,0.06860047899096933
weight_fro,3,3.0,3.083735245225938,3.125631614031247,3.2673272935701947,1.4353331763819237,3,0.08373524522593812
weight_fro,4,4.0,5.104220314529094,5.209177685090082,4.275747185672173,1.45881933042028,3,1.104220314529094
weight_fro,5,5.0,6.732142621590617,6.880193610598664,6.513935906396101,1.6250184904616953,3,1.7321426215906168
weight_fro,7,7.0,6.9212600774479665,7.193720927320651,4.785700066430843,1.5806455105714412,3,0.07873992255203355
weight_fro,8,8.0,6.6286642577393255,6.767263827518315,4.9848427869312975,1.5674888838255485,3,1.3713357422606745
weight_fro,9,9.0,7.592572046238664,7.744092639363239,7.1887500564953415,1.570313519566568,3,1.407427953761336
weight_fro,11,11.0,9.80775259779418,10.176599099651444,7.156397227078758,1.5425611824221552,3,1.1922474022058207
weight_fro,12,12.0,9.426615952170698,9.784971970406655,9.128136671707267,1.6298198167359867,3,2.573384047829302
weight_fro,13,13.0,8.365285377001111,8.647440052742152,7.99134691842322,1.571351661275384,3,4.634714622998889
weight_fro,15,15.0,10.312325214175639,10.606984928580813,10.295075048189156,1.5459786009991159,3,4.6876747858243615
weight_fro,16,16.0,9.572743494945492,9.981001723694938,11.449249567370668,1.6215449693150634,3,6.427256505054508
weight_fro,17,17.0,12.719804386718415,13.34280542364318,8.784975314824871,1.5352684710336668,3,4.280195613281585
weight_fro,19,19.0,11.148093752708288,11.543433611118386,11.575230652134813,1.5307343910283866,3,7.851906247291712
weight_fro,20,20.0,13.98425101663962,14.50449330693804,14.0157653890594,1.6914748009999285,3,6.01574898336038
weight_projection,1,1.0,1.0686001411155583,1.0709212239855053,2.0242761139897345,1.6392099361137533,3,0.06860014111555834
weight_projection,3,3.0,2.7173257311954515,2.748199919765063,2.463865106309635,1.4334252455283725,3,0.2826742688045485
weight_projection,4,4.0,5.540682273400994,5.620400161739514,3.0444418117116325,1.4379356005911839,3,1.5406822734009937
weight_projection,5,5.0,6.2217294113541115,6.333906006351638,4.561011156027941,1.5621249050785573,3,1.2217294113541115
weight_projection,7,7.0,7.685421943327609,7.916148932491221,5.610805250887438,1.6177890590036457,3,0.6854219433276088
weight_projection,8,8.0,7.388764225374526,7.464822108065539,6.88938408933478,1.6731326925237309,3,0.6112357746254737
weight_projection,9,9.0,8.767913023713747,8.950857323481987,6.212481128913284,1.5566877357716944,3,0.23208697628625252
weight_projection,11,11.0,8.883423342936148,9.139482449533455,4.804797586707742,1.7221226367359126,3,2.1165766570638525
weight_projection,12,12.0,8.812931686813753,9.11642834616404,5.727484476820249,1.5798249592538944,3,3.1870683131862467
weight_projection,13,13.0,9.406926452654547,10.006538583290467,7.862247245299111,1.604285048579808,3,3.593073547345453
weight_projection,15,15.0,9.886611998291828,10.125083925600341,8.766095118007375,1.5543873363479601,3,5.113388001708172
weight_projection,16,16.0,10.572354256864575,10.961955247642521,7.896920795339567,1.4920299155572276,3,5.427645743135425
weight_projection,17,17.0,12.500228664169738,12.999700845311498,9.120692345454426,1.593263299697892,3,4.499771335830262
weight_projection,19,19.0,12.263648147448524,12.653466415596235,11.280551782000888,1.5716311159540595,3,6.736351852551476
weight_projection,20,20.0,12.56942279920447,13.026788634209966,12.859254419237645,1.5647091286813277,3,7.430577200795531
weight_trace,1,1.0,1.0685980829620003,1.070919452178505,2.0242761166806273,1.6392099371849802,3,0.06859808296200032
weight_trace,3,3.0,3.375317088379203,3.416604588514521,5.307843765441469,1.658004188311912,3,0.37531708837920297
weight_trace,4,4.0,5.453011501378067,5.51238208133304,6.9933287264877375,1.5926252116423125,3,1.4530115013780671
weight_trace,5,5.0,5.936589431317521,6.144174968599626,8.709358186902005,1.5447983716202434,3,0.9365894313175209
weight_trace,7,7.0,7.3657358707634435,7.561296067760358,10.09091258660534,1.5770859210371626,3,0.3657358707634435
weight_trace,8,8.0,8.528945643601206,8.670591987977343,13.94338924301204,1.588038388535377,3,0.5289456436012063
weight_trace,9,9.0,10.914524975189027,11.29811492641993,12.32447955267457,1.5696763435139667,3,1.9145249751890265
weight_trace,11,11.0,11.834181798082646,12.50172386227815,11.776908735455706,1.559905555230193,3,0.8341817980826463
weight_trace,12,12.0,13.858100369243868,14.562607774757955,14.637491935765985,1.6145327337439654,3,1.8581003692438678
weight_trace,13,13.0,14.65560822744969,15.48640237898674,16.817225625132544,1.5498082666385653,3,1.6556082274496902
weight_trace,15,15.0,15.83869754170175,16.507613373750345,18.705048707048135,1.540901475827083,3,0.8386975417017499
weight_trace,16,16.0,15.083287054519948,15.96127536065835,18.16271436031584,1.5435384841480189,3,0.916712945480052
weight_trace,17,17.0,18.58553706676612,19.55863747115452,20.44019488894107,1.5752469132028304,3,1.5855370667661184
weight_trace,19,19.0,17.750501470871747,18.66169087368758,21.632073024559013,1.5400575002919283,3,1.2494985291282532
weight_trace,20,20.0,20.09804190534885,21.13312104701348,22.183265366599382,1.5631836099488796,3,0.09804190534885038
