run,column,right_step,MG,MG_2E,ident_ratio,PRdelay,roughness,acorr,oscillations,degenerate
g_p2x_p97,train_loss,83320,16.040074171797006,26.831539331893516,1.6727814999179345,1.0000007258665025,0.0002716768123267471,713.0,2.0,False
g_p2x_p97,train_loss,93320,16.062430381277427,27.362846908464014,1.703530926450489,1.0000000751675304,0.00022614893798633115,718.0,2.0,False
g_p2x_p97,weight_norm,33320,13.023907514491297,18.34604165348846,1.4086434223427484,1.0005908965233328,0.0009020335395028406,632.0,2.0,False
g_p2x_p97,weight_norm,43320,13.783733142255619,19.68057315789967,1.4278115336959485,1.0003741284921344,0.0022881627943500127,438.0,2.0,False
g_p2x_p97,weight_norm,53320,15.516362716744112,21.59993869612677,1.3920748754357046,1.000014697122681,0.0006491989681537719,670.0,2.0,False
g_p2x_p97,weight_norm,63320,15.948397655941486,24.821049574212925,1.5563350067939885,1.0000045985934365,0.00039356985452869295,700.0,2.0,False
g_p2x_p97,weight_norm,73320,15.995967332943648,26.651449485057054,1.6661355284321238,1.0000007889702023,0.00026455012500987925,714.0,2.0,False
g_p2x_p97,weight_norm,83320,15.906760873094052,27.28153507692126,1.7150905388329183,1.0000002611929204,0.0002106194469911363,718.0,2.0,False
g_p2x_p97,weight_norm,93320,15.666718976785724,27.49638738882636,1.7550826966111626,1.0000000334708987,0.00018362690861844334,721.0,2.0,False
g_p3_p97,train_loss,33320,11.981264876064714,18.81543883007401,1.570405046938083,1.0034888575018381,0.0019275024761736556,438.0,2.0,False
g_p3_p97,train_loss,43320,12.882799812780256,18.652402906136974,1.4478531978454745,1.0005857182559892,0.004189620324894335,279.0,2.0,False
g_p3_p97,train_loss,53320,14.509962416001823,18.156008080861906,1.2512787807664592,1.0000415592963934,0.001308444493410242,570.0,2.0,False
g_p3_p97,train_loss,63320,15.334015186227967,19.268429064182982,1.256580799625701,1.0000084460299272,0.0007956135416528537,648.0,2.0,False
g_p3_p97,train_loss,73320,15.437124070970317,21.416560326615304,1.3873413356111701,1.0000028315386202,0.0005840109021395235,679.0,2.0,False
g_p3_p97,train_loss,83320,15.535666183676721,23.44700634389914,1.5092372651862744,1.0000012197037647,0.0004655516285854014,695.0,2.0,False
g_p3_p97,train_loss,93320,15.535003724183165,24.794917298493203,1.5960676765011157,1.0000006095995875,0.00038896768578206286,703.0,2.0,False
g_p3_p97,weight_norm,33320,15.942345908797911,24.271579761526848,1.5224597371289241,1.0026754827376647,0.00185562608001008,408.0,2.0,False
g_p3_p97,weight_norm,43320,17.569224002773485,25.089629811860984,1.4280442783301257,1.012245881877009,0.004242544602904446,654.0,3.0,False
g_p3_p97,weight_norm,53320,15.512753680006888,23.959271028705686,1.5444885880954082,1.0000006618522117,0.0004352162873291614,697.0,2.0,False
g_p3_p97,weight_norm,63320,15.725804002586994,25.106816472055474,1.596536270446029,1.0000008748122677,0.0003698703669569495,705.0,2.0,False
