run,column,right_step,MG,MG_2E,ident_ratio,PRdelay,roughness,acorr,oscillations,degenerate
a_add,train_loss,33320,11.820393762892504,20.879602628103186,1.7664049985923524,1.0016183777108905,0.0012416233049907586,690.0,3.0,False
a_add,train_loss,43320,12.697654002907706,19.478785789647976,1.5340460359990453,1.0019457108476622,0.0031200588457705875,232.0,2.0,False
a_add,train_loss,53320,13.992110219230115,17.949897217606512,1.2828584778396754,1.000095756140289,0.0016888236130476876,521.0,2.0,False
a_add,train_loss,63320,15.081235779871605,18.48547155702024,1.225726580158116,1.000010483794592,0.0009127866153964193,630.0,2.0,False
a_add,train_loss,73320,15.52018022162245,20.04682542291848,1.2916618967471516,1.000003318814728,0.0006703929389952002,667.0,2.0,False
a_add,train_loss,83320,15.529176431890441,22.08938572559111,1.4224441213913148,1.0000014264937702,0.0005388273563905317,686.0,2.0,False
a_add,train_loss,93320,15.476497488343066,23.607210883672707,1.5253587513230118,1.0000007348357765,0.0004539217579313075,696.0,2.0,False
a_add,weight_norm,33320,13.310635840973838,20.38328648018623,1.5313533270469923,1.0014275408251698,0.0012325887708810994,616.0,2.0,False
a_add,weight_norm,43320,14.821050063362973,19.706854738903964,1.3296530714526429,1.0046562815233067,0.005064530525633922,156.0,2.0,False
a_add,weight_norm,53320,14.638959413288312,17.801988814862842,1.2160692787154894,1.0000184189928305,0.0011545334469000444,590.0,2.0,False
a_add,weight_norm,63320,15.073709085614135,18.474156355442116,1.22558795917544,1.0000045819598604,0.0008142759383190913,646.0,2.0,False
a_add,weight_norm,73320,15.359962503925196,19.579582351314993,1.2747155044363867,1.0000011119891294,0.0006648126590096866,669.0,2.0,False
a_add,weight_norm,83320,15.644822759353868,20.61285355541064,1.3175511076395188,1.0000002336068288,0.0006002076157160331,680.0,2.0,False
a_add,weight_norm,93320,15.784550978907719,20.734390283855422,1.3135875902686103,1.000000035174616,0.0005864592516391016,684.0,2.0,False
a_mul,train_loss,33320,12.090452462688456,20.90195390850338,1.7287983202454593,1.0015722409467447,0.0012353479228954939,688.0,2.0,False
a_mul,train_loss,43320,12.720556773965356,19.45029731098048,1.5290444951897555,1.0017252952764066,0.003164331306571543,231.0,2.0,False
a_mul,train_loss,53320,13.993617909232137,17.875197547571354,1.2773821368795832,1.0000832383983724,0.0016900348483041164,517.0,2.0,False
a_mul,train_loss,63320,14.965922200712358,18.225562170120163,1.2178041503685386,1.0000103129063538,0.0009465919458046047,625.0,2.0,False
a_mul,train_loss,73320,15.479933172054066,19.538085554243008,1.262155678392406,1.0000033023186456,0.0007034090626519463,662.0,2.0,False
a_mul,train_loss,83320,15.54073997231133,21.53185487672252,1.385510272682347,1.000001487994205,0.0005699908985641305,682.0,2.0,False
a_mul,train_loss,93320,15.536862106952029,23.15842071420092,1.4905468398177129,1.0000007963656634,0.00048195909902306065,693.0,2.0,False
a_mul,weight_norm,33320,13.480768683002538,20.40422712961993,1.513580390660286,1.001420067849821,0.0012338632489007505,616.0,2.0,False
a_mul,weight_norm,43320,15.09387047403665,19.67469152851977,1.3034888276246113,1.004698265280637,0.005062264356759242,157.0,2.0,False
a_mul,weight_norm,53320,14.913425303692904,18.17549665150807,1.2187338777904633,1.0000128631486618,0.0010127530015566928,613.0,2.0,False
a_mul,weight_norm,63320,15.398669324600737,19.60148155663484,1.2729334686939304,1.0000050118370474,0.0007270385775436176,658.0,2.0,False
a_mul,weight_norm,73320,15.434656368178091,21.90434527291854,1.4191663714703182,1.0000024180030147,0.0005596210461736063,682.0,2.0,False
a_mul,weight_norm,83320,15.597506987161399,23.84146108432953,1.5285430616542686,1.0000013241433523,0.0004487912250874932,696.0,2.0,False
a_mul,weight_norm,93320,15.728640670976977,25.13716020865659,1.5981775370481017,1.0000007787554424,0.0003722383815564384,705.0,2.0,False
x_mix_quad,train_loss,33320,12.377203346982972,18.69375699396854,1.5103377128020825,1.0007220905215557,0.0008663395205437024,691.0,2.0,False
x_mix_quad,train_loss,43320,13.691732213022597,18.831905844785084,1.3754217181426847,1.0001580223788633,0.002000696606607929,454.0,2.0,False
x_mix_quad,train_loss,53320,15.275137651540808,19.90214769633396,1.3029111848511834,1.0000202149090927,0.0008273313718587352,647.0,2.0,False
x_mix_quad,train_loss,63320,15.533892355928593,22.431822518082146,1.4440567762477716,1.0000029746833448,0.000529831793957692,686.0,2.0,False
x_mix_quad,train_loss,73320,15.783121676946399,24.560107543084612,1.5560994868941744,1.0000017358788893,0.0004076937866523043,700.0,2.0,False
x_mix_quad,train_loss,83320,15.984291660405033,25.970651812809262,1.6247608817813064,1.0000006654429356,0.0003187767185128327,710.0,2.0,False
x_mix_quad,train_loss,93320,16.177029014620324,26.88482760330744,1.6619137901656553,1.0000003343933066,0.00026513093220044604,714.0,2.0,False
x_mix_quad,weight_norm,33320,12.77206226868776,18.75780391863537,1.4686589780119044,1.0006556154733228,0.0009019132128078682,646.0,2.0,False
x_mix_quad,weight_norm,43320,13.711137577060361,19.64699696472668,1.432922458425142,1.0003165035165764,0.002348114552162839,414.0,2.0,False
x_mix_quad,weight_norm,53320,15.265030412574792,21.26999863799251,1.3933806918898137,1.000020975058357,0.0007064579366541264,664.0,2.0,False
x_mix_quad,weight_norm,63320,15.726849623747597,24.454396718604333,1.5549456695814086,1.000002602398362,0.00041826588656129966,699.0,2.0,False
x_mix_quad,weight_norm,73320,15.800834679677985,26.215544175860575,1.6591240087827335,1.0000014866562976,0.00030669469072027654,708.0,2.0,False
x_mix_quad,weight_norm,83320,15.889386214674571,27.253119060838166,1.715177584120189,1.000000596951496,0.00022657447313585553,716.0,2.0,False
x_mix_quad,weight_norm,93320,15.595150323692883,27.893304450969808,1.7885883670254203,1.0000002138829147,0.0001795938625311521,719.0,2.0,False
x_no_grok,train_loss,33320,12.371886339865847,18.713840608123697,1.5126101302613986,1.0007300174170333,0.0008694532658797535,691.0,2.0,False
x_no_grok,train_loss,43320,13.65036995448627,18.6966182248032,1.36967849861523,1.0001577514558484,0.0020062392389905027,454.0,2.0,False
x_no_grok,train_loss,53320,15.214191763729342,19.802987803450716,1.3016128698115315,1.0000189368956838,0.0008372504422746503,644.0,2.0,False
