step,ipr_u1,ipr_u2,ipr_w,erank_w1,erank_w2,w1_norm,w2_norm,sv1_0,sv2_0,sv1_1,sv2_1,sv1_2,sv2_2,sv1_3,sv2_3,sv1_4,sv2_4
0,0.1582870500904482,0.15972369576088086,0.1557615084352264,42.107829504376014,22.05868464934277,1.0021959810199919,0.9959939801705091,28.596090081021856,26.135541138407714,27.959090695180127,25.606359290915588,27.930270038651056,25.16816660838244,27.56966747686651,25.12028807390907,26.99289630038569,24.570128353379797
100,0.15835668141996445,0.15971084127730673,0.15573631414228736,42.09948410373783,22.06359867104103,1.0036824386998833,0.9975081638466933,28.609878456135817,26.099543784199778,28.025019300883283,25.592941884926937,27.988653388280873,25.26425003649558,27.575649830420794,25.07548628892344,27.040061011021017,24.768445016810166
200,0.1584066703495119,0.1596985356194333,0.15623601532910827,42.085095569115076,21.99801338362709,1.0094333310849943,1.0033111708757234,28.755783209881226,26.640300103731132,28.22515342049932,26.092084774821455,28.162429744165564,25.540207850048066,27.691250775626873,25.03090247647963,27.214426911500535,24.92150997431169
300,0.15843923278862268,0.1596878514698645,0.15726916385424522,42.06406974681014,21.676782148230863,1.0189854760871808,1.012936152427397,29.02772692406846,29.789184966592373,28.535519654677834,26.111586889372596,28.444091945125994,25.56162395167612,27.90445807022986,25.010954393045463,27.504481007811638,24.956604721093985
400,0.15845716334478888,0.15968038268568638,0.1588627700573209,42.03508836180365,20.911633332605817,1.031938608622312,1.025979216023432,29.425575788669207,33.96294477739081,28.937289096719603,26.1498377227064,28.823001453582037,25.591654636550256,28.20728202368318,25.01112449558363,27.899222674676366,24.978910373033123
500,0.15846367450817317,0.15967811356528955,0.16102954968397384,41.99660135158891,19.631792520520083,1.0479033857546185,1.0420473175318279,29.95056852428964,38.5858302685729,29.414169950429574,26.210419452411546,29.287627496960834,25.637446932318937,28.593209103196493,25.033408597488485,28.387210576673006,25.005108004697263
600,0.158462134593178,0.1596832093363498,0.16373627318212322,41.947270082524106,17.94328364259033,1.0664618046086856,1.060718698677738,30.599357897178145,43.38095012925161,29.954831961932292,26.29718573210727,29.825285542086274,25.701508050815626,29.05641077104338,25.07921982483362,28.954292119711415,25.042625341552217
700,0.15845569472770799,0.1596977324956061,0.16688567486124176,41.88638170828752,16.07434341472878,1.0871392732456768,1.0815149492503995,31.36244668636026,48.18024036532476,30.551378404818998,26.415258915425923,30.42169739598731,25.786808601534585,29.615084420723115,25.149507198624626,29.557482390834885,25.101247228661364
800,0.15844677781219285,0.1597232664259476,0.17031882703843473,41.81420429126329,14.2587368236559,1.1093913987565431,1.1038879005726285,32.225403083711754,52.85803421925238,31.194357518207735,26.570760446678694,31.061095981847448,25.897594345507496,30.290323125258805,25.25135849583944,30.144199557537114,25.191375692406442
900,0.15843659165314694,0.15976052141537367,0.173833953921556,41.732213157524484,12.654194457839276,1.1326105484192301,1.1272263718935989,33.16767868273452,57.307022395682296,31.870440104986383,26.770423828676506,31.72654713637029,26.039919336658635,31.001157683672382,25.40321503554103,30.757526112562182,25.320399086602748
1000,0.15842476601319327,0.1598090630750449,0.17721371760420215,41.643084901268345,11.329501673404396,1.1561560999104707,1.1508866721164117,34.16078753912947,61.43138554348909,32.56359805838988,27.021139040238754,32.400086350969474,26.222079163044054,31.715719816802366,25.628251068984213,31.38877243883501,25.48597138550586
1100,0.15840931520617085,0.15986728124913288,0.18025357174513024,41.550375683300565,10.29075142207838,1.1794070504008074,1.174245317840371,35.169534460648485,65.14844421971877,33.25750638362058,27.32951512240444,33.06353091117502,26.454926642140773,32.412013643897595,25.928711271526954,32.02362250715619,25.69395121389382
1200,0.15838700872544495,0.15993271228945927,0.1827854621446993,41.457890727901564,9.512293392141094,1.2018272193453894,1.1967645297198775,36.156949288552866,68.39411794746128,33.93751819887375,27.701552366652084,33.70084539878638,26.75208413342408,33.07461735467471,26.298947944127768,32.65393891117482,25.96191021577038
