schedule_phase,windows,step_min,step_max,median_tau,mean_id_raw,sd_id_raw,mean_id_detrended,sd_id_detrended,mean_id_legacy,sd_id_legacy,mean_loss,mean_loss_std
constant LR,27,200,1240,4.0,9.098074926004172,0.7302715254178523,10.249475670809764,0.46094640323742053,13.8123340385435,1.4631642927040314,3.7789854600694444,0.12335054528874904
LR cooldown,22,1280,2120,4.0,10.006497716356852,0.30978749364349223,10.330699041028334,0.3893781547789104,14.566880464584113,0.7176757000048547,3.4270146040482956,0.04490268249221156
