run,ladder,n_samples,row_stride,window_steps,left_step,right_step,centre_step,PR_pos,PR_pos_det,PR_step,fn_PR_pos,fn_PR_pos_det,fn_PR_step,move
a_add,fixed_n,60,1,3000,131400,134350,132875,1.0000492402844374,1.210690818228699,2.5833426711898855,1.0006941075356892,1.6705550591493723,34.76183671579706,4.664649665355682
a_add,fixed_n,60,1,3000,135050,138000,136525,1.0000447644741575,1.2277848551083201,2.819073163212515,1.000688399342704,1.6947466612260422,36.46649158189269,4.462037600576878
a_add,fixed_n,60,1,3000,138700,141650,140175,1.0000484321387941,1.2390760714776574,2.9965521650810514,1.0007138618047835,1.7116246602062755,37.424975307736574,4.273849114775658
a_add,fixed_n,60,1,3000,142350,145300,143825,1.0000474834253437,1.2534563931497678,3.2358642988106308,1.0007097637433109,1.720520709883492,38.372737471404335,4.09804829955101
a_add,fixed_n,60,1,3000,146000,148950,147475,1.0000485109247297,1.2418234346276025,3.3880922226067236,1.0007215901530184,1.7392546304011955,38.84808722849728,3.9334440380334854
a_add,fixed_n,60,2,6000,0,5900,2950,1.2370670350146096,1.0747206315052837,1.1796922500572413,1.5278885777928792,1.0531543702856505,1.1594379251352926,403.6962058544159
a_add,fixed_n,60,2,6000,3600,9500,6550,1.0564014211384225,1.1575386512210506,1.3432067114120547,1.4942260050380134,1.5756738775922137,2.518488068087974,807.6680021286011
a_add,fixed_n,60,2,6000,7200,13100,10150,1.2212664369881767,1.497521383408622,2.143174453627327,1.6412772358750458,2.141225699027421,3.914803220108312,1864.8257021903992
a_add,fixed_n,60,2,6000,10800,16700,13750,1.27018730927476,1.5370340778122271,2.221584383766637,1.5223841360616928,1.7624080898006607,2.8123827357268976,1944.7928800582886
a_add,fixed_n,60,2,6000,14400,20300,17350,1.112911779859703,1.1384118463971244,1.3308459516326336,1.1877688814780565,1.2165655716768304,1.4979982550737645,845.7062890529633
a_add,fixed_n,60,2,6000,18000,23900,20950,1.0191224675839776,1.0246629454459686,1.0553165183402256,1.0359279599609799,1.0401142412428368,1.0878202845398808,337.0458871126175
a_add,fixed_n,60,2,6000,21600,27500,24550,1.0080839052683843,1.0093599514110778,1.0209252136985518,1.0143515407283523,1.014159984352109,1.031570521281945,213.0063990354538
a_add,fixed_n,60,2,6000,25200,31100,28150,1.0046396792868153,1.0054178032482404,1.012218792359575,1.008196606338259,1.0081991277921238,1.0196267620073836,154.06211364269257
a_add,fixed_n,60,2,6000,28800,34700,31750,1.0029052546835873,1.0034351122277851,1.0079469486155992,1.0051758165482791,1.0052126015510807,1.0160681280746389,118.78366839885712
a_add,fixed_n,60,2,6000,32400,38300,35350,1.001919322215111,1.0023476175113877,1.0057930440251184,1.0034724471445076,1.003757281009932,1.0190872257072998,95.337737262249
a_add,fixed_n,60,2,6000,36000,41900,38950,1.0013424953704706,1.0016777542665714,1.0047922770554458,1.0024784047870394,1.0035790075209179,1.0288960013586061,78.76034986972809
a_add,fixed_n,60,2,6000,39600,45500,42550,1.0009885421876863,1.0013322060795786,1.004718644834222,1.001838705931322,1.0045931400396753,1.0466307809615132,66.50630983710289
a_add,fixed_n,60,2,6000,43200,49100,46150,1.0007563729208193,1.0011855044281903,1.0054067104970228,1.0014155318809785,1.0070530602159904,1.073168008175073,57.131390661001205
a_add,fixed_n,60,2,6000,46800,52700,49750,1.000595080187341,1.0012637878693296,1.0069459985895453,1.0011273027762475,1.0116679233379804,1.1094814223018579,49.762008368968964
a_add,fixed_n,60,2,6000,50400,56300,53350,1.0004793870410809,1.001552585219658,1.009282512758611,1.0009203777714393,1.019315612370746,1.1589602094094622,43.84199956059456
a_add,fixed_n,60,2,6000,54000,59900,56950,1.000397014415067,1.0020540154270803,1.012395166172133,1.0007900020805056,1.0299554625932743,1.2213246305422107,39.000211983919144
a_add,fixed_n,60,2,6000,57600,63500,60550,1.000331116649689,1.0028630936955936,1.0167691182442997,1.0006899003145193,1.043473561043821,1.2987022871123823,34.98097440600395
a_add,fixed_n,60,2,6000,61200,67100,64150,1.0002829010856997,1.0038300061778171,1.0217474752258933,1.0006299557987406,1.0612664374924186,1.3912125766638854,31.601815402507782
a_add,fixed_n,60,2,6000,64800,70700,67750,1.0002426175038734,1.0051584975963865,1.0277257303892098,1.0005817017123069,1.0857300164083057,1.5146248618473033,28.72896221280098
a_add,fixed_n,60,2,6000,68400,74300,71350,1.0002159714447396,1.0071802708668578,1.0355727547357252,1.000548245050597,1.1107065633096398,1.6492570526011363,26.262799575924873
a_add,fixed_n,60,2,6000,72000,77900,74950,1.0001895574550521,1.0092795525019356,1.0444744145407026,1.0005416178121682,1.1492433785686853,1.8325032632103746,24.12743352353573
a_add,fixed_n,60,2,6000,75600,81500,78550,1.0001694286851213,1.0121811399091076,1.0552810117802545,1.0005448536381891,1.1806593496667097,2.021902209664163,22.26417274773121
a_add,fixed_n,60,2,6000,79200,85100,82150,1.0001540812042433,1.0150418541080006,1.066533305546533,1.000549037413995,1.2137916331688456,2.2524088431075238,20.626849249005318
a_add,fixed_n,60,2,6000,82800,88700,85750,1.0001397329106685,1.0185769726822893,1.0807972923125952,1.0005473962145368,1.2540767608849157,2.4840690122536273,19.179091438651085
a_add,fixed_n,60,2,6000,86400,92300,89350,1.000129521223449,1.0238460055423677,1.0978496084665486,1.0005848907864756,1.2998291160223334,2.7925472145410515,17.89134745299816
a_add,fixed_n,60,2,6000,90000,95900,92950,1.0001205371224096,1.0278431454547186,1.1130820618189463,1.0005814590717907,1.342715708290858,3.1350239436242626,16.74024924635887
a_add,fixed_n,60,2,6000,93600,99500,96550,1.0001107469030506,1.0355037678487937,1.1361465163596716,1.0005849470035848,1.3895511351621943,3.5503273851505783,15.706494182348251
a_add,fixed_n,60,2,6000,97200,103100,100150,1.0001074554892022,1.0410180266974742,1.1572454787131699,1.000657769657359,1.4020075601105226,3.7743718387675425,14.773389957845211
a_add,fixed_n,60,2,6000,100800,106700,103750,1.0001009156346177,1.0460512467395944,1.1754698749968029,1.0006712272863805,1.45178047334809,4.258015793682952,13.92814988642931
a_add,fixed_n,60,2,6000,104400,110300,107350,1.000098398772521,1.0546786912059627,1.2022147291832521,1.0006918960296187,1.494012254551704,4.796715174395972,13.160109549760818
a_add,fixed_n,60,2,6000,108000,113900,110950,1.0000952921885151,1.0635826282794696,1.230335858291753,1.0007049402893269,1.5169111203412742,5.236021651436217,12.458636820316315
a_add,fixed_n,60,2,6000,111600,117500,114550,1.0000915866243583,1.073541530563769,1.2591544985320686,1.000724724862507,1.5407498272663251,5.869632967946887,11.816815458238125
a_add,fixed_n,60,2,6000,115200,121100,118150,1.0000928877327129,1.0831017327200514,1.2904903139341783,1.000768068254902,1.5533766944731648,6.400228317710873,11.227342657744884
a_add,fixed_n,60,2,6000,118800,124700,121750,1.0000874517859186,1.0882665295639793,1.316463055076996,1.000782478537904,1.6050111809910568,7.355869399921017,10.684417106211185
a_add,fixed_n,60,2,6000,122400,128300,125350,1.0000855593448734,1.0984612922968542,1.3526630905450783,1.0008706505509042,1.5537416102235526,7.499707206513397,10.184133097529411
a_add,fixed_n,60,2,6000,126000,131900,128950,1.000087340818294,1.1097246074572569,1.3865386426886754,1.0008774485894452,1.6017368579902465,8.629637804354783,9.72042977809906
a_add,fixed_n,60,2,6000,129600,135500,132550,1.0000889281823557,1.1137950109935248,1.4121775675033559,1.0008680276257482,1.5918823182988482,9.390662076905315,9.291153080761433
a_add,fixed_n,60,2,6000,133200,139100,136150,1.0000830993662837,1.1245859720133464,1.4562031582353312,1.0008963694615671,1.5604434287354858,9.952679835642549,8.892251543700695
a_add,fixed_n,60,2,6000,136800,142700,139750,1.0000876701553767,1.1357806093419858,1.5007557129073157,1.0009180166085963,1.603904711451554,11.258596758167656,8.52059806138277
a_add,fixed_n,60,2,6000,140400,146300,143350,1.0000838678189314,1.1441556522678697,1.5342333294754766,1.0009088559729706,1.6118449547855873,13.213311838990897,8.173430666327477
a_add,fixed_n,60,2,6000,144000,149900,146950,1.0000909558950144,1.1494329646988628,1.5548404898688402,1.000941009133522,1.6131946344680874,13.878103013313543,7.848889745771885
a_add,fixed_n,60,4,12000,0,11800,5900,1.1818158670495063,1.3660443934925328,2.049442705809944,2.3959801423460374,2.2656635842311283,4.225478347133066,1884.1086466312408
a_add,fixed_n,60,4,12000,3450,15250,9350,1.381769412502047,1.8044322878520695,2.8349454007612884,2.0192495214033723,2.618217315364997,5.412834828503734,2915.105344057083
a_add,fixed_n,60,4,12000,6900,18700,12800,1.4580252569190861,1.8766757876564495,2.991342203601161,1.8534496167466858,2.439564952519013,5.161024603920886,3107.9174959659576
a_add,fixed_n,60,4,12000,10350,22150,16250,1.3687030609063757,1.6344752512800214,2.605623137356347,1.5690654429561075,2.0124003402307267,3.4349294535772428,2515.452083349228
a_add,fixed_n,60,4,12000,13800,25600,19700,1.2086358842590919,1.2143623498786462,1.522145757326102,1.309652411526887,1.2937208348800837,1.7199676195316407,1281.3012583255768
a_add,fixed_n,60,4,12000,17250,29050,23150,1.050899583719965,1.0617426251453475,1.1370773579131095,1.0943371050491413,1.098065984861448,1.1995184627262592,566.7385646104813
a_add,fixed_n,60,4,12000,20700,32500,26600,1.0245184043598914,1.0274048386596861,1.0597955102616128,1.042755564776047,1.04071655626906,1.0858911141269552,371.6678181886673
a_add,fixed_n,60,4,12000,24150,35950,30050,1.014924109174137,1.0169582641065764,1.037393728576582,1.0261354280489785,1.0249713035783006,1.0543223642602215,276.45558708906174
a_add,fixed_n,60,4,12000,27600,39400,33500,1.0097342786864623,1.0114071707432846,1.0253694087143488,1.0173202988879742,1.016483664345285,1.0370622493999189,217.66896718740463
a_add,fixed_n,60,4,12000,31050,42850,36950,1.0066737817695564,1.0079753586099893,1.0179251528968827,1.0120998090946238,1.0113067721593518,1.0273828638816132,177.58438044786453
a_add,fixed_n,60,4,12000,34500,46300,40400,1.0048162280119386,1.005678282698955,1.0129674007449996,1.0088465831099231,1.0083735380950518,1.023349895253636,148.6278220117092
a_add,fixed_n,60,4,12000,37950,49750,43850,1.0036296559098132,1.0042010191340993,1.0098291475996355,1.0066885788824702,1.0065924190488622,1.023160668390981,126.84160226583481
a_add,fixed_n,60,4,12000,41400,53200,47300,1.0028256234194717,1.0032394749601055,1.00794984550727,1.0052164173442637,1.0054475704472337,1.026048597305878,109.92921975255013
a_add,fixed_n,60,4,12000,44850,56650,50750,1.0022570488463547,1.0025945216977565,1.0068593075147434,1.0041653776628512,1.0050431562265705,1.0320275138715378,96.47056806087494
a_add,fixed_n,60,4,12000,48300,60100,54200,1.001841481895048,1.0021700299963026,1.006348993697816,1.0034146154432317,1.0050731443619967,1.0412806417603968,85.5438860654831
a_add,fixed_n,60,4,12000,51750,63550,57650,1.0015312299646328,1.0018874845415942,1.0063815655776334,1.0028507218500762,1.005817779722308,1.053528033765792,76.52568730711937
a_add,fixed_n,60,4,12000,55200,67000,61100,1.001291937633081,1.001754655897011,1.0067739453467057,1.0024250124839158,1.006947891243147,1.0685988617553652,68.97892145812511
a_add,fixed_n,60,4,12000,58650,70450,64550,1.0011035784250293,1.0017060115363337,1.0075566491662398,1.002101676085676,1.0091808728421876,1.0884338175780535,62.5881527364254
a_add,fixed_n,60,4,12000,62100,73900,68000,1.0009558887076957,1.0017741844690728,1.0087006075278742,1.001842511096739,1.0121890682320438,1.112429717411811,57.12012489140034
a_add,fixed_n,60,4,12000,65550,77350,71450,1.0008382456114258,1.0019442007151034,1.0102781928827724,1.001633622101921,1.0164708962201408,1.1418715892171094,52.399413987994194
a_add,fixed_n,60,4,12000,69000,80800,74900,1.0007387608377747,1.0022641235714929,1.012451731759276,1.0014597765720015,1.0217551589673968,1.1761921367781407,48.29040728509426
a_add,fixed_n,60,4,12000,72450,84250,78350,1.0006571085511737,1.0026688602300586,1.0148821930631398,1.0013256467327556,1.0289413835200463,1.2173108794183194,44.688052713871
a_add,fixed_n,60,4,12000,75900,87700,81800,1.000589422288395,1.003161619964655,1.0177675898430465,1.0012193211084595,1.036741391822316,1.2616909060199901,41.50926271080971
a_add,fixed_n,60,4,12000,79350,91150,85250,1.0005304040975616,1.0039029962619535,1.0213987372446387,1.001144217531737,1.045573805349659,1.3111296319935524,38.68716239929199
a_add,fixed_n,60,4,12000,82800,94600,88700,1.0004787250442246,1.0048933079530356,1.0257763714759984,1.0010883764451282,1.0572907060855081,1.369971151830212,36.168540462851524
a_add,fixed_n,60,4,12000,86250,98050,92150,1.0004383047524983,1.006061252284526,1.0306862873674105,1.0010154945717316,1.0702805473313954,1.4404231507827336,33.90938152372837
a_add,fixed_n,60,4,12000,89700,101500,95600,1.0003976457204176,1.0073506673788422,1.0361579652859134,1.0009585810781907,1.0845121403845652,1.514405767840306,31.87404664605856
a_add,fixed_n,60,4,12000,93150,104950,99050,1.000367527425384,1.0089414460925532,1.0422766935631413,1.0009615277116,1.098204092630886,1.5869494610002781,30.032182812690735
a_add,fixed_n,60,4,12000,96600,108400,102500,1.0003428317830856,1.0109383187979908,1.04924338333269,1.0009577047760092,1.121339774615681,1.6921355968843668,28.359691999852657
a_add,fixed_n,60,4,12000,100050,111850,105950,1.00031996012335,1.0128162988139289,1.0562001191261197,1.0009287369577147,1.1419316044254604,1.795327633188569,26.834810182452202
a_add,fixed_n,60,4,12000,103500,115300,109400,1.0003008955912471,1.0157675161623563,1.0653493441166046,1.000912517071676,1.160092311164271,1.889564866933071,25.440650887787342
a_add,fixed_n,60,4,12000,106950,118750,112850,1.0002793419690743,1.0180615303960492,1.0743544667623404,1.0009095649914825,1.178408445144078,1.986054541098276,24.161611132323742
a_add,fixed_n,60,4,12000,110400,122200,116300,1.000264796917471,1.02157922422189,1.0848349270752058,1.0009108901219288,1.2022350730814377,2.112396089150237,22.984357722103596
a_add,fixed_n,60,4,12000,113850,125650,119750,1.000248732381133,1.024842073561171,1.0953036009818482,1.0009215010074115,1.2300150161163823,2.27608641512895,21.89909804612398
a_add,fixed_n,60,4,12000,117300,129100,123200,1.0002303072000749,1.0280328091798676,1.1069913413896062,1.000941283647649,1.259994354727137,2.4344330367744167,20.895171523094177
a_add,fixed_n,60,4,12000,120750,132550,126650,1.0002234876554348,1.0318078184267516,1.1177651339695707,1.0009750595924047,1.281014820373897,2.596402377382236,19.965043358504772
a_add,fixed_n,60,4,12000,124200,136000,130100,1.0002182925638174,1.036588646720161,1.1312064362103036,1.0009428295157496,1.329175638414692,2.823031893601613,19.101555980741978
a_add,fixed_n,60,4,12000,127650,139450,133550,1.0002082903207905,1.039888680415625,1.1424640336071383,1.0009799262112307,1.3272146578148556,2.906351111124442,18.297377824783325
a_add,fixed_n,60,4,12000,131100,142900,137000,1.0001968884717405,1.0462181087234472,1.1605952734294553,1.0010541672631104,1.338726327863629,2.988828294876849,17.54821666330099
a_add,fixed_n,60,4,12000,134550,146350,140450,1.0001935948471645,1.050733806161667,1.1761016515452187,1.0010519551011017,1.3708110824272586,3.2501424702581216,16.847623988986015
a_add,fixed_n,60,4,12000,138000,149800,143900,1.0001905120958894,1.0559856639778027,1.1901828507898151,1.001043632719342,1.403307136969714,3.5106679603972797,16.191776484251022
a_add,fixed_n,60,10,30000,0,29500,14750,1.4539144141216362,2.1110672438562332,3.2689939020917436,2.0457655373517927,3.4736086723478836,5.999809136760357,4056.342105150223
a_add,fixed_n,60,10,30000,10000,39500,24750,1.5186952911157878,1.5239531919034164,2.696514058728803,1.5982231626707961,1.7697547067316473,3.6568918472069543,3041.557818710804
a_add,fixed_n,60,10,30000,20000,49500,34750,1.0674731964099868,1.0714692939093555,1.145973611382825,1.1149948365279019,1.1014597180256334,1.1875441265549969,624.2657620608807
a_add,fixed_n,60,10,30000,30000,59500,44750,1.0237648953966056,1.0270500068596746,1.0590350926880205,1.042911476724549,1.0392330340133575,1.0815074871904682,335.12332475185394
a_add,fixed_n,60,10,30000,40000,69500,54750,1.0118764931607793,1.0130083247527077,1.028871424788159,1.0216646670327432,1.0198194239240304,1.0452463195450281,221.69705533981323
a_add,fixed_n,60,10,30000,50000,79500,64750,1.0071037786751358,1.007512446247203,1.0171386920193646,1.013130238872983,1.0116295136554623,1.033242758682034,161.23298901319504
a_add,fixed_n,60,10,30000,60000,89500,74750,1.0047406391331437,1.0048537664220585,1.0118879962919816,1.0088280318917007,1.0083353324100381,1.035133489834496,124.1754039824009
a_add,fixed_n,60,10,30000,70000,99500,84750,1.0033852248008228,1.0035247962458362,1.0099774354801032,1.0063750544771835,1.0071786120821358,1.047096164710764,99.46140015125275
a_add,fixed_n,60,10,30000,80000,109500,94750,1.0025231623977953,1.0029206420831613,1.010210710303101,1.0048431990916085,1.0085330495235194,1.0697909131085304,81.98631567507982
a_add,fixed_n,60,10,30000,90000,119500,104750,1.0019588646051476,1.002907508539757,1.0124344132691392,1.003831610019382,1.01242654267984,1.1030045292531203,69.08087956160307
a_add,fixed_n,60,10,30000,100000,129500,114750,1.0015537146724816,1.003652239399775,1.0168838434891816,1.0030972039127546,1.0187511899209372,1.1486265744286142,59.224160835146904
a_add,fixed_n,60,10,30000,110000,139500,124750,1.0012493129661273,1.0047329632192434,1.0228177087934684,1.0025679701691388,1.0295672449086863,1.2080139748025767,51.49439566582441
a_add,fixed_n,60,10,30000,120000,149500,134750,1.001032295968334,1.0066247983660488,1.0309592678951716,1.002269997760997,1.0427605224700573,1.2798333306622467,45.300130903720856
a_add,fixed_n,60,20,60000,0,59000,29500,1.5178520272833276,1.6600874066531635,3.1886078653471692,1.8518929660509886,2.620450373460822,5.678353427585517,4398.606020659208
a_add,fixed_n,60,20,60000,7550,66550,37050,1.679410036413827,1.6076434310782604,2.9804282022778237,1.6687918813331515,1.8235207742887585,4.668205323045596,3832.75315245986
a_add,fixed_n,60,20,60000,15100,74100,44600,1.2433658243298336,1.2622054520199704,1.4258680334570033,1.459328571500874,1.3838126687601635,1.3563374023088683,1383.6238157451153
a_add,fixed_n,60,20,60000,22650,81650,52150,1.0807429539302835,1.0869141705589034,1.172035482077261,1.140099158546367,1.1217252578147283,1.2064105493607151,661.4707991331816
a_add,fixed_n,60,20,60000,30200,89200,59700,1.0452064484575139,1.048366104148026,1.101591905276003,1.0801422151585096,1.0710828056942583,1.1340505996384889,456.6766913086176
a_add,fixed_n,60,20,60000,37750,96750,67250,1.0295437974140726,1.0306952000139482,1.0654518742614392,1.0529135136406282,1.0460552964400698,1.09239083028214,345.9391870498657
a_add,fixed_n,60,20,60000,45300,104300,74800,1.0210378571307703,1.021192992643559,1.0457990804441377,1.0381162763391967,1.032258813440619,1.067726586837495,275.80603640526533
a_add,fixed_n,60,20,60000,52850,111850,82350,1.0158312845056798,1.0154662039207099,1.0338456390219286,1.0289992689613303,1.0239613632452804,1.0533808782233454,227.38503842055798
a_add,fixed_n,60,20,60000,60400,119400,89900,1.012369027742843,1.0117633220105862,1.0261838699431052,1.022866609284745,1.0185756067528515,1.0454206177019412,192.0402643829584
a_add,fixed_n,60,20,60000,67950,126950,97450,1.0099226903693284,1.0092649450296427,1.0212053560330312,1.0185150224820438,1.0149728159871694,1.0417731637378496,165.19573265314102
a_add,fixed_n,60,20,60000,75500,134500,105000,1.0081136171643723,1.0075853293607424,1.017973202547142,1.0152825209261471,1.0126524073331349,1.0418936633994678,144.18235322088003
a_add,fixed_n,60,20,60000,83050,142050,112550,1.0067360829855412,1.0064424400641174,1.0160238703771673,1.0127680791875233,1.0112046910441215,1.0451094356535167,127.33692035079002
a_add,fixed_n,60,20,60000,90600,149600,120100,1.0056616410737806,1.0056230189965598,1.014983312663297,1.0108008182381694,1.0105017523135935,1.0507072730989497,113.56756599992514
a_add,fixed_n,60,40,120000,0,118000,59000,1.6258176750972364,1.5572194406904387,2.9346973951945854,1.8384247480929043,2.164880726234163,4.758324109363613,4596.148181155324
a_add,fixed_n,60,40,120000,2650,120650,61650,1.6992054245568324,1.587543043535082,2.8810527302366284,1.6232811438810741,1.789781682469041,4.519079559867734,4412.600280769169
a_add,fixed_n,60,40,120000,5300,123300,64300,1.7769668463316095,1.6279770876070352,2.8205975758591935,1.5689681270291596,1.659816165835194,3.9550347177128433,4259.916820734739
a_add,fixed_n,60,40,120000,7950,125950,66950,1.8213411217846276,1.6591834962421843,2.6928948392120198,1.6396484802784457,1.6880853979603063,3.283834649249003,3933.459705643356
a_add,fixed_n,60,40,120000,10600,128600,69600,1.7459090723142796,1.6264292355886316,2.206447203169194,1.5858505428834617,1.5650095005774993,2.1670916057415353,3217.917845338583
a_add,fixed_n,60,40,120000,13250,131250,72250,1.4905881837429031,1.4779435986216058,1.4987173814323422,1.5273467481657232,1.4143189910622955,1.3508520954639907,2160.8055089488626
a_add,fixed_n,60,40,120000,15900,133900,74900,1.2507316216778404,1.256340240296063,1.3766263099941032,1.4461780590676496,1.3701777037991265,1.2795580610179544,1347.2058750465512
a_add,fixed_n,60,40,120000,18550,136550,77550,1.1699588359622242,1.171458458914739,1.285889332467612,1.2839861223804858,1.2380789073517644,1.2851664914854872,1023.1698218435049
a_add,fixed_n,60,40,120000,21200,139200,80200,1.132337044213928,1.1338987100728617,1.24096304186126,1.2232092722930799,1.1882587777257128,1.256449990414552,857.4122972860932
a_add,fixed_n,60,40,120000,23850,141850,82850,1.1084656544186386,1.1090653830038788,1.2061067212502399,1.1843263061906093,1.1563280958648845,1.2299626024787274,745.1137243062258
