run,column,smooth,seed,observed,surr_median,surr_max,p,n,generalises
mod_wd1_s44,weight_norm,101,3,2.139349747874732,1.8979761547472787,2.3998596676348942,0.075,39,True
mod_wd1_s44,weight_norm,101,4,2.139349747874732,1.8533393954729562,2.328585426309541,0.05,39,True
mod_wd1_s44,weight_norm,201,0,2.139349747874732,1.2375187638391074,2.0829888291304135,0.025,39,True
mod_wd1_s44,weight_norm,201,1,2.139349747874732,1.2240053609259887,2.1685569417765747,0.05,39,True
mod_wd1_s44,weight_norm,201,2,2.139349747874732,1.370496945824691,1.9735113587062574,0.025,39,True
mod_wd1_s44,weight_norm,201,3,2.139349747874732,1.3036589015878015,2.134581235670058,0.025,39,True
mod_wd1_s44,weight_norm,201,4,2.139349747874732,1.2041383535237873,2.258724780593787,0.05,39,True
mod_wd1_s44,weight_norm,401,0,2.139349747874732,1.3649284391780057,2.021621305265558,0.025,39,True
mod_wd1_s44,weight_norm,401,1,2.139349747874732,1.259639778127513,2.2898922193142646,0.075,39,True
mod_wd1_s44,weight_norm,401,2,2.139349747874732,1.387714637644332,1.990727333639022,0.025,39,True
mod_wd1_s44,weight_norm,401,3,2.139349747874732,1.2792464773535521,1.9127550033086427,0.025,39,True
mod_wd1_s44,weight_norm,401,4,2.139349747874732,1.441846066674253,2.0644824453688644,0.025,39,True
s5_wd0,weight_norm,101,0,1.052673870242101,1.0516541437406763,1.715961079499874,0.5,39,False
s5_wd0,weight_norm,101,1,1.052673870242101,1.066272013891547,1.6168736437881017,0.6,39,False
s5_wd0,weight_norm,101,2,1.052673870242101,1.1040770644257876,1.824953015712636,0.75,39,False
s5_wd0,weight_norm,101,3,1.052673870242101,1.163775055201469,1.7090779024449352,0.775,39,False
s5_wd0,weight_norm,101,4,1.052673870242101,1.0947015761665693,1.8515839113436972,0.65,39,False
s5_wd0,weight_norm,201,0,1.052673870242101,1.4064016227483738,2.125944971001086,0.85,39,False
s5_wd0,weight_norm,201,1,1.052673870242101,1.528870316201606,1.9989940252738674,0.875,39,False
s5_wd0,weight_norm,201,2,1.052673870242101,1.205238936885189,2.540481987479142,0.8,39,False
s5_wd0,weight_norm,201,3,1.052673870242101,1.3767608989867295,2.1747825126089784,0.8,39,False
s5_wd0,weight_norm,201,4,1.052673870242101,1.1962628788143121,2.8188829265942075,0.85,39,False
s5_wd0,weight_norm,401,0,1.052673870242101,1.5902928468210988,2.3932270131370577,0.925,39,False
s5_wd0,weight_norm,401,1,1.052673870242101,1.616074683802674,2.480497158544345,0.975,39,False
s5_wd0,weight_norm,401,2,1.052673870242101,1.633794273735612,2.445078702323544,0.975,39,False
s5_wd0,weight_norm,401,3,1.052673870242101,1.58230340739011,2.3748381325122576,0.975,39,False
s5_wd0,weight_norm,401,4,1.052673870242101,1.6762449169223186,2.135284568426005,0.95,39,False
s5_wd1,weight_norm,101,0,2.521040112496775,1.8709282700178282,2.5431725559954104,0.05,39,True
s5_wd1,weight_norm,101,1,2.521040112496775,1.8305110205159267,2.4493381337521614,0.025,39,True
s5_wd1,weight_norm,101,2,2.521040112496775,1.8961676091993829,2.5185743924130413,0.025,39,True
s5_wd1,weight_norm,101,3,2.521040112496775,1.8454783526412284,2.3797904363840883,0.025,39,True
s5_wd1,weight_norm,101,4,2.521040112496775,1.890916138844695,2.59303197800908,0.075,39,True
s5_wd1,weight_norm,201,0,2.521040112496775,1.5847505500006849,2.29599824981769,0.025,39,True
s5_wd1,weight_norm,201,1,2.521040112496775,1.4515058795221496,2.293283494758385,0.025,39,True
s5_wd1,weight_norm,201,2,2.521040112496775,1.6630537167300592,2.4379555390461096,0.025,39,True
s5_wd1,weight_norm,201,3,2.521040112496775,1.5889211982736366,2.1452572470636464,0.025,39,True
s5_wd1,weight_norm,201,4,2.521040112496775,1.5310065823993169,1.9976278752928593,0.025,39,True
s5_wd1,weight_norm,401,0,2.521040112496775,1.5979899128220854,2.408965448497378,0.025,39,True
s5_wd1,weight_norm,401,1,2.521040112496775,1.5664174674743354,2.2559314520737437,0.025,39,True
s5_wd1,weight_norm,401,2,2.521040112496775,1.5487752569022912,2.4795913097688516,0.025,39,True
s5_wd1,weight_norm,401,3,2.521040112496775,1.559944756538657,2.513823424311448,0.025,39,True
s5_wd1,weight_norm,401,4,2.521040112496775,1.5730006874324487,2.088203074948643,0.025,39,True
