run,column,smooth,seed,kind,i,depth,n_windows,grid_match
mod_wd0,weight_norm,201,1,surrogate,8,1.6664594707847782,195,True
mod_wd0,weight_norm,201,1,surrogate,9,1.9234360098762773,195,True
mod_wd0,weight_norm,201,1,surrogate,10,4.089252166861443,195,True
mod_wd0,weight_norm,201,1,surrogate,11,1.4956596830927986,195,True
mod_wd0,weight_norm,201,1,surrogate,12,1.4424241876161106,195,True
mod_wd0,weight_norm,201,1,surrogate,13,1.9069227496024825,195,True
mod_wd0,weight_norm,201,1,surrogate,14,2.0486319452046455,195,True
mod_wd0,weight_norm,201,1,surrogate,15,1.2902244477380616,195,True
mod_wd0,weight_norm,201,1,surrogate,16,2.40383452145036,195,True
mod_wd0,weight_norm,201,1,surrogate,17,0.6159644084703857,195,True
mod_wd0,weight_norm,201,1,surrogate,18,1.0524093813905937,195,True
mod_wd0,weight_norm,201,1,surrogate,19,2.0646840405106683,195,True
mod_wd0,weight_norm,201,1,surrogate,20,2.1603296004307535,195,True
mod_wd0,weight_norm,201,1,surrogate,21,3.767205966326155,195,True
mod_wd0,weight_norm,201,1,surrogate,22,3.4932727995757955,195,True
mod_wd0,weight_norm,201,1,surrogate,23,1.395405719098369,195,True
mod_wd0,weight_norm,201,1,surrogate,24,1.5082378556750162,195,True
mod_wd0,weight_norm,201,1,surrogate,25,2.1891382680132945,195,True
mod_wd0,weight_norm,201,1,surrogate,26,1.5053318079460725,195,True
mod_wd0,weight_norm,201,1,surrogate,27,3.4998340854021346,195,True
mod_wd0,weight_norm,201,1,surrogate,28,2.7806137079044047,195,True
mod_wd0,weight_norm,201,1,surrogate,29,3.2294682699115853,195,True
mod_wd0,weight_norm,201,1,surrogate,30,2.79972265847432,195,True
mod_wd0,weight_norm,201,1,surrogate,31,2.328537998564809,195,True
mod_wd0,weight_norm,201,1,surrogate,32,2.591347359585135,195,True
mod_wd0,weight_norm,201,1,surrogate,33,2.264510636861477,195,True
mod_wd0,weight_norm,201,1,surrogate,34,1.6415466285883868,195,True
mod_wd0,weight_norm,201,1,surrogate,35,2.314237370325321,195,True
mod_wd0,weight_norm,201,1,surrogate,36,3.1496576371727696,195,True
mod_wd0,weight_norm,201,1,surrogate,37,2.8289094561392494,195,True
mod_wd0,weight_norm,201,1,surrogate,38,2.2241826481626377,195,True
mod_wd0,weight_norm,201,2,observed,-1,0.9998327184567153,195,True
mod_wd0,weight_norm,201,2,surrogate,0,2.6441916160151613,195,True
mod_wd0,weight_norm,201,2,surrogate,1,1.1449614686253744,195,True
mod_wd0,weight_norm,201,2,surrogate,2,3.7605817349293527,195,True
mod_wd0,weight_norm,201,2,surrogate,3,0.9307021324491482,195,True
mod_wd0,weight_norm,201,2,surrogate,4,1.724477507694372,195,True
mod_wd0,weight_norm,201,2,surrogate,5,2.6352316301585814,195,True
mod_wd0,weight_norm,201,2,surrogate,6,3.446694599547487,195,True
mod_wd0,weight_norm,201,2,surrogate,7,3.014633222268267,195,True
mod_wd0,weight_norm,201,2,surrogate,8,3.0852685465931153,195,True
mod_wd0,weight_norm,201,2,surrogate,9,1.325261682929953,195,True
mod_wd0,weight_norm,201,2,surrogate,10,3.3800804413831176,195,True
mod_wd0,weight_norm,201,2,surrogate,11,2.0103255712533135,195,True
mod_wd0,weight_norm,201,2,surrogate,12,2.7103318203881526,195,True
mod_wd0,weight_norm,201,2,surrogate,13,3.3063459882151953,195,True
mod_wd0,weight_norm,201,2,surrogate,14,1.1930826510340715,195,True
mod_wd0,weight_norm,201,2,surrogate,15,2.4015789910837646,195,True
mod_wd0,weight_norm,201,2,surrogate,16,1.257475291080747,195,True
mod_wd0,weight_norm,201,2,surrogate,17,2.55042206143182,195,True
mod_wd0,weight_norm,201,2,surrogate,18,1.824077178642952,195,True
mod_wd0,weight_norm,201,2,surrogate,19,1.51567045078598,195,True
mod_wd0,weight_norm,201,2,surrogate,20,2.4257314230983034,195,True
mod_wd0,weight_norm,201,2,surrogate,21,1.821263138725863,195,True
mod_wd0,weight_norm,201,2,surrogate,22,3.703646276629634,195,True
mod_wd0,weight_norm,201,2,surrogate,23,3.4454466628845393,195,True
mod_wd0,weight_norm,201,2,surrogate,24,0.8269167860760234,195,True
mod_wd0,weight_norm,201,2,surrogate,25,1.910524676879541,195,True
mod_wd0,weight_norm,201,2,surrogate,26,2.0744370743451994,195,True
mod_wd0,weight_norm,201,2,surrogate,27,2.7967995727257353,195,True
mod_wd0,weight_norm,201,2,surrogate,28,2.5662935465738417,195,True
