run,t_mem,t_gen,gap,x_chance,max_val,groks
grokpos_s0,1450,5070.0,3620.0,113.0,1.0,True
lowdata15_s0,620,,,56.150755494505496,0.576171875,False
lowdata15_s1,630,106380.0,105750.0,112.95391912774726,1.0,True
lowdata15_s2,660,,,0.5891296203796205,0.013671875,False
lowdata20_s0,800,38380.0,37580.0,113.0,1.0,True
wd0_s0,610,,,6.841796875,0.087890625,False
wd0_s1,630,,,8.38671875,0.076171875,False
