run_id,optimizer,family,lr,fnn_raw_early,fnn_raw_late,fnn_raw_delta,fnn_detrended_early,fnn_detrended_late,fnn_detrended_delta,cao_raw_early,cao_raw_late,cao_raw_delta,cao_detrended_early,cao_detrended_late,cao_detrended_delta,simplex_raw_early,simplex_raw_late,simplex_raw_delta,simplex_detrended_early,simplex_detrended_late,simplex_detrended_delta,mle_raw_early,mle_raw_late,mle_raw_delta,mle_detrended_early,mle_detrended_late,mle_detrended_delta
Muon_lr0.06_5db64adc,Muon,lmo,0.06,4.416666666666667,4.166666666666667,-0.25,4.166666666666667,3.6666666666666665,-0.5000000000000004,2.0,4.25,2.25,5.583333333333333,6.333333333333333,0.75,10.083333333333334,13.166666666666666,3.083333333333332,10.0,12.0,2.0,12.88133050106864,14.76928409479344,1.8879535937248004,14.392179555048445,15.299598332931891,0.9074187778834464
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,0.06,4.5,4.25,-0.25,3.9166666666666665,4.083333333333333,0.16666666666666652,2.75,3.1666666666666665,0.4166666666666665,6.166666666666667,5.083333333333333,-1.083333333333334,10.666666666666666,13.333333333333334,2.666666666666668,9.75,11.333333333333334,1.583333333333334,13.064096645775122,15.39946224025983,2.335365594484708,14.391378086755557,15.01566452830089,0.6242864415453333
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,lmo,0.06,4.166666666666667,4.166666666666667,0.0,4.166666666666667,3.6666666666666665,-0.5000000000000004,2.0,2.5,0.5,5.75,5.666666666666667,-0.08333333333333304,8.416666666666666,13.416666666666666,5.0,8.333333333333334,11.833333333333334,3.5,12.476939503196666,14.910820511449733,2.433881008253067,14.517031599084362,15.207717231701672,0.6906856326173099
EF21-MuonSign_lr0.06_e6770317,EF21-MuonSign,lmo,0.06,4.333333333333333,3.5833333333333335,-0.7499999999999996,4.0,3.9166666666666665,-0.08333333333333348,2.0,2.6666666666666665,0.6666666666666665,5.666666666666667,5.916666666666667,0.25,10.083333333333334,13.083333333333334,3.0,10.25,10.833333333333334,0.5833333333333339,12.616152273083598,14.783481070690906,2.1673287976073077,14.26512140210487,15.329740676669182,1.064619274564313
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,lmo,0.06,4.166666666666667,3.8333333333333335,-0.3333333333333335,4.5,3.6666666666666665,-0.8333333333333335,2.0,3.0833333333333335,1.0833333333333335,5.583333333333333,6.083333333333333,0.5,9.75,13.166666666666666,3.416666666666666,9.5,11.5,2.0,13.827690645014428,14.641687732401174,0.8139970873867455,14.343638557263786,15.089233710762288,0.7455951534985026
SignMuon_lr0.03_19f64fe1,SignMuon,sign,0.03,4.833333333333333,3.5833333333333335,-1.2499999999999996,4.0,4.0,0.0,5.0,2.4166666666666665,-2.5833333333333335,6.0,5.916666666666667,-0.08333333333333304,11.0,13.166666666666666,2.166666666666666,10.25,12.416666666666666,2.166666666666666,13.820090841191153,14.941403800069507,1.1213129588783541,14.82148481488351,15.160601857638268,0.33911704275475785
MuonSign_lr0.03_8ae069a3,MuonSign,sign,0.03,3.5833333333333335,3.8333333333333335,0.25,3.8333333333333335,3.9166666666666665,0.08333333333333304,2.5833333333333335,3.3333333333333335,0.75,5.25,5.583333333333333,0.33333333333333304,8.75,13.083333333333334,4.333333333333334,9.416666666666666,10.0,0.5833333333333339,12.966580974583742,14.805762118590556,1.8391811440068135,14.579320065589068,15.273478021063001,0.6941579554739334
SignSGD_lr0.03_1f0db2d4,SignSGD,sign,0.03,4.083333333333333,4.083333333333333,0.0,4.25,3.75,-0.5,3.75,4.333333333333333,0.583333333333333,5.5,5.75,0.25,8.0,13.25,5.25,7.833333333333333,11.333333333333334,3.500000000000001,12.925101805411776,14.930911089080148,2.0058092836683716,14.702315694248812,15.089630507414242,0.38731481316543004
