family,lr,runs,final_val_loss_mean,final_val_loss_median,best_val_loss_mean,train_time_ms_mean,mean_fnn_raw_early,mean_fnn_raw_late,mean_fnn_raw_delta,mean_fnn_detrended_early,mean_fnn_detrended_late,mean_fnn_detrended_delta,mean_cao_raw_early,mean_cao_raw_late,mean_cao_raw_delta,mean_cao_detrended_early,mean_cao_detrended_late,mean_cao_detrended_delta,mean_simplex_raw_early,mean_simplex_raw_late,mean_simplex_raw_delta,mean_simplex_detrended_early,mean_simplex_detrended_late,mean_simplex_detrended_delta,mean_mle_raw_early,mean_mle_raw_late,mean_mle_raw_delta,mean_mle_detrended_early,mean_mle_detrended_late,mean_mle_detrended_delta
lmo,0.06,5,3.7401000000000004,3.2959,3.47548,144211.58000000002,4.316666666666667,4.0,-0.3166666666666666,4.15,3.8,-0.35000000000000026,2.15,3.1333333333333333,0.9833333333333332,5.75,5.816666666666666,0.06666666666666661,9.8,13.233333333333334,3.4333333333333327,9.566666666666666,11.500000000000002,1.9333333333333336,12.973241913627692,14.900947129919018,1.9277052162913257,14.381869840051403,15.188390896073184,0.806521056021781
sign,0.03,3,3.3392999999999997,3.3249,3.3392999999999997,143556.26666666666,4.166666666666667,3.8333333333333335,-0.3333333333333332,4.027777777777778,3.888888888888889,-0.13888888888888898,3.777777777777778,3.3611111111111107,-0.4166666666666668,5.583333333333333,5.75,0.16666666666666666,9.25,13.166666666666666,3.9166666666666665,9.166666666666666,11.25,2.0833333333333335,13.237257873728892,14.892692335913404,1.6554344621845132,14.701040191573796,15.17457012870517,0.47352993713137376
