run_id,optimizer,family,start_step,end_step,center_step,tau,loss_mean,loss_std,lag1_autocorrelation,fnn_raw,fnn_detrended,cao_raw,cao_detrended,simplex_raw,simplex_detrended,mle_raw,mle_detrended
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,0,399,200,1,4.605224609375,0.9119791072639927,0.9933190702086927,5.0,4.0,4.0,8.0,3.0,2.0,10.238635955027833,12.05213597372717
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,40,439,240,1,4.3273583984375,0.42721632014003463,0.9906542070891827,4.0,4.0,4.0,5.0,9.0,4.0,10.908962751173743,13.696399310945369
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,80,479,280,1,4.1862353515625,0.2949153315948753,0.9813564126434096,4.0,4.0,5.0,4.0,12.0,6.0,11.56915376037941,13.558701836781372
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,120,519,320,1,4.087119140625,0.21073068361463906,0.959951869893942,4.0,4.0,4.0,7.0,4.0,6.0,12.064842338140458,14.485141946122441
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,160,559,360,1,4.017587890625,0.16333573420699835,0.9370863650023187,4.0,4.0,2.0,6.0,15.0,8.0,12.1756680255343,14.21228481997133
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,200,599,400,1,3.9635546875,0.1367257866492758,0.9088193611320063,4.0,4.0,2.0,6.0,15.0,15.0,13.15235589580062,12.71441615442957
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,240,639,440,1,3.9202197265625,0.11845488559072173,0.8867839633748607,4.0,5.0,2.0,8.0,15.0,12.0,13.90264067218708,15.743848688506688
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,280,679,480,1,3.8830419921875,0.10527948320400365,0.8501022178028154,4.0,3.0,2.0,6.0,4.0,11.0,14.35917457804928,14.204523848228787
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,320,719,520,1,3.850615234375,0.09398428113874027,0.8164925600372686,4.0,3.0,2.0,6.0,15.0,12.0,13.905610006995394,14.759475375482431
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,360,759,560,1,3.8224267578125,0.0833644840351584,0.7648404800281693,4.0,4.0,2.0,6.0,6.0,15.0,14.87041290738276,14.790737489277333
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,400,799,600,1,3.79599609375,0.0788638765982531,0.7209532492413514,7.0,4.0,2.0,6.0,15.0,13.0,14.795158927368156,15.63998155334824
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,440,839,640,1,3.77015625,0.07667371745098776,0.6994012243498728,6.0,4.0,2.0,6.0,15.0,13.0,14.826543931262425,16.83889004424596
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,480,879,680,1,3.7468310546875,0.07540061750057946,0.6785891140287357,6.0,4.0,2.0,6.0,3.0,11.0,14.123234848392404,16.043892081237274
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,520,919,720,1,3.725078125,0.07336246374288272,0.6752881292553887,7.0,4.0,2.0,6.0,14.0,15.0,14.931129430235137,15.123947873042896
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,560,959,760,1,3.7047607421875,0.07043638970787075,0.6404954242824504,7.0,4.0,2.0,8.0,11.0,12.0,14.776758783016705,15.452759122925714
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,600,999,800,1,3.68775390625,0.06741671757957444,0.5995555891583801,5.0,4.0,2.0,8.0,14.0,4.0,14.811671287746684,15.03470499445217
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,640,1039,840,1,3.6706787109375,0.06431054731246157,0.545516117907811,4.0,4.0,2.0,6.0,12.0,9.0,15.349183282808154,14.548167781538687
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,680,1079,880,1,3.655078125,0.059606162368375605,0.5114053550034603,5.0,4.0,2.0,6.0,8.0,8.0,14.681810177462202,14.193092015264625
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,720,1119,920,1,3.6403662109375,0.055849640751693304,0.4083572775754382,4.0,4.0,2.0,5.0,15.0,9.0,13.638524242613121,13.880405855144247
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,760,1159,960,1,3.6251904296875,0.050482066142711,0.26628341171480135,5.0,5.0,2.0,2.0,8.0,15.0,13.835165801068019,14.833594840876527
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,800,1199,1000,1,3.612216796875,0.04791581205628709,0.20847857788354485,5.0,5.0,2.0,6.0,11.0,12.0,13.719760741993632,15.226132796432353
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,840,1239,1040,1,3.6037060546875,0.04652305186485783,0.1432396833186841,3.0,5.0,4.0,6.0,11.0,12.0,12.879077436125346,15.224554231591307
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,880,1279,1080,1,3.594326171875,0.04543348170251799,0.15211540896794862,3.0,3.0,2.0,6.0,12.0,12.0,13.10275574677807,14.828392482451514
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,920,1319,1120,1,3.58568359375,0.04519250595623673,0.15710117028003973,5.0,4.0,2.0,6.0,11.0,9.0,14.195649573262768,14.409051300557085
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,960,1359,1160,1,3.576826171875,0.0457001107028814,0.16164126447122873,5.0,3.0,2.0,6.0,11.0,13.0,13.18930248718796,14.906042289455883
MuonUSign_lr0.06_d9721bde,MuonUSign,lmo,1000,1399,1200,1,3.566162109375,0.0455073671769386,0.1869650509968935,4.0,3.0,2.0,2.0,9.0,13.0,13.281699014097683,14.7701371708699
