stat,mod_wd0,mod_wd1,mod_wd1_s43,mod_wd1_s44,s5_wd0,s5_wd1
PR_pos_det,-0.8589411329137357,0.7172960631864742,-0.45662100456621013,-0.8985252375663335,0.6939583471954223,0.5123511211657463
PR_step,-0.6378501789460694,-0.22861902998889302,-0.45634332963100094,-0.4723559175613971,0.6934593119968062,0.5327283917759
PR_step20,-0.9326175490559053,0.6269591509317538,-0.5555658398124153,-0.680673824509441,-0.6759348592720742,0.3132277596646484
PR_step5,-0.9422436134764902,-0.2792484265087005,-0.7492286807355302,-0.5515858324077503,-0.41095548606028354,0.6339909508283985
fn_PR_pos_det,0.10730593607305937,0.7380291250154265,-0.7226027397260275,-0.8218561026780206,0.6717679153636305,0.14920320713287646
fn_PR_step,0.5683080340614588,0.7237751450080218,0.522460816981365,0.12782302850796004,0.4545794796726329,0.8565190631445873
fn_PR_step20,-0.20939775391830193,-0.16268665926200174,0.16024929038627672,-0.07123904726644453,-0.6820563577084305,0.5106211324772107
fn_PR_step5,0.23596198938664692,0.583240775021597,0.26345180797235596,0.18524003455510307,0.03358506886685741,0.7023421385321712
