step,ipr_u1,ipr_u2,ipr_w,erank_w1,erank_w2,w1_norm,w2_norm,sv1_0,sv2_0,sv1_1,sv2_1,sv1_2,sv2_2,sv1_3,sv2_3,sv1_4,sv2_4
0,0.1582870500904482,0.15972369576088086,0.1557615084352264,42.107829504376014,22.05868464934277,1.0021959810199919,0.9959939801705091,28.596090081021856,26.135541138407714,27.959090695180127,25.606359290915588,27.930270038651056,25.16816660838244,27.56966747686651,25.12028807390907,26.99289630038569,24.570128353379797
100,0.15829117627040884,0.15964037996426675,0.1557888558713626,42.10201204832804,22.063547606222077,1.0025901991588562,0.9964005322264681,28.588052086373814,26.133992873454385,27.99017734098976,25.636370378235085,27.93703925921782,25.16082266890368,27.5897271914092,25.070746507533315,27.039528442101183,24.583346993222406
200,0.1582837092991723,0.1595466914836359,0.15632071272339398,42.09373018248138,22.060494261655002,1.0056221688986322,0.9994601939180268,28.657229120255774,26.307975470232286,28.103750701706627,25.72117268008082,28.016864072431968,25.187813953911085,27.67754304490975,25.04319149030388,27.16354644563634,24.642692350205657
300,0.1582659659940509,0.15944286007066086,0.15744527702107927,42.08296556246026,21.998511061535474,1.0110227951362245,1.0049019913195143,28.796477572552494,27.00173284901946,28.289335505209188,25.851223476813946,28.16384613882822,25.282844626664488,27.826311622234858,25.053259132006367,27.357835340056308,24.849190134214087
400,0.15823936903055807,0.15932926479826448,0.15928017757086768,42.06934634170029,21.812802102971183,1.0185645319039605,1.01249657170484,29.00067707828879,28.81428589703168,28.539681403935713,25.98725375117176,28.37176876001965,25.491079893845274,28.030479371336433,25.141628046822653,27.616672685606726,25.002922043239
500,0.15820541422609719,0.1592063806836028,0.16191335444670818,42.05230505742047,21.447546598849335,1.028043235144516,1.0220380221383163,29.26610594332812,31.39841464452574,28.84863936209286,26.119126941502227,28.634877130047826,25.679145866762727,28.28509180381604,25.233316879988294,27.93500528652594,25.05174419428654
600,0.15816561933336573,0.159074752059135,0.1653676594786977,42.03120827066928,20.875346094754068,1.0392650587490637,1.0333307899121948,29.590166769946684,34.30631877454731,29.21010214150697,26.259583264191647,28.947849160306475,25.845484134288576,28.585347337865244,25.32726335711087,28.307897066629927,25.108376450994726
700,0.15812145075696923,0.15893495313732103,0.1695843551369723,42.005465407754876,20.107651446595494,1.0520371752142237,1.0461803521930093,29.971477217784695,37.339030108490775,29.617065304982273,26.416756371344498,29.30575445887914,26.01618228520548,28.926314576190865,25.436998646682532,28.73006519225374,25.182582345413607
800,0.15807422139012636,0.15878754679390097,0.17442247279433304,41.97462263663183,19.191912301137528,1.0661618095935357,1.0603873026866801,30.410011200266077,40.38920016544505,30.060927826670994,26.595058868463806,29.70407869194087,26.202551787235066,29.302831652811125,25.56761707485426,29.195390212783625,25.276491364769317
900,0.15802498667105214,0.15863303204320695,0.17967231026459843,41.93843663886119,18.197401319917258,1.081433597672923,1.0757446936613957,30.906282747705607,43.3847102853713,30.531959747869813,26.797437748161837,30.138854113338486,26.410448612321808,29.71179528017135,25.72232183598418,29.69416092687976,25.391487202240768
1000,0.15797442480891277,0.15847179848379764,0.18507853707712008,41.89692437760652,17.197183267084064,1.0976404172514327,1.092038922815467,31.459042153144058,46.270038391328534,31.021365773185995,27.026290454769143,30.60699504320136,26.64384109192876,30.22672923008359,25.90393238270654,30.138131276721005,25.529028505809762
1100,0.15792273728490358,0.15830407294414192,0.19036677506097907,41.85038259200192,16.253914498854698,1.114567687265969,1.1090540712527004,32.063724767554355,48.99896824572612,31.522658504748634,27.28380161838803,31.106757941776678,26.905973623857655,30.771608333169528,26.115308493750188,30.586563712094705,25.690845809782882
1200,0.15786958520950164,0.15812989052719262,0.1952688453738942,41.79936694898597,15.412995063921931,1.1320060082845145,1.1265795694236884,32.71322769438245,51.53174690757194,32.03082892721027,27.5720667465303,31.637451730904814,27.199766849358415,31.32103014387554,26.359507897133753,31.047103270073357,25.879027801542804
1300,0.15781409894991605,0.15794909011229363,0.19954394102980869,41.74463405222669,14.702213381957112,1.1497612075577708,1.1444203170665614,33.39917985693401,53.834338887058216,32.541322654404624,27.89313673308753,32.19671700547168,27.527965260103795,31.86499183982714,26.639867613931226,31.514768276121217,26.096089813537052
1400,0.15775494692432449,0.15776135314794465,0.20299451000496171,41.68704695302639,14.135060877221918,1.1676655790797539,1.1624079321910523,34.11266157768873,55.87867876788491,33.05007000300991,28.249021304397466,32.777668464852624,27.893186499572224,32.399364343623006,26.96005123003608,31.985524898997365,26.3450369520397
1500,0.1576904685618424,0.15756626585951805,0.20547646194699273,41.62745880670385,13.715109304128825,1.1855885575887601,1.180411420952996,34.84484200614904,57.64327153118131,33.55421428675552,28.64168339646837,33.37082734299556,28.297943755859194,32.92437929272443,27.32407832491581,32.45687122202376,26.62940955326614
1600,0.15761885877273704,0.15736342109907653,0.20690385804323314,41.56659258376542,13.43991318097632,1.2034450074086118,1.1983454919167804,35.58780259470589,59.11369883620354,34.05459856595037,29.073030527786514,33.96602940706498,28.744664203552098,33.44139269856776,27.736308447626463,32.92824102113582,26.953295254314053
1700,0.15753835853127096,0.15715251405300976,0.20724868345421465,41.5049377148724,13.303857712957146,1.2211998236285533,1.216175106934829,36.33536930136741,60.28274667509066,34.58853567836629,29.544916363483217,34.521366940213795,29.235728718512327,33.95201596191361,28.201336217646194,33.40115518589367,27.326149905694816
1800,0.15744742413802215,0.15693343823631484,0.2065366202477004,41.442682152301956,13.299918116509792,1.2388681506012114,1.2339157103085918,37.08372255759954,61.15004627157694,35.18079938526331,30.059150798908334,35.012139848765074,29.77352815693691,34.45856421935605,28.723719760101172,33.87888146782265,27.771760004573636
1900,0.15734486198195344,0.1567063430433641,0.20483999937382094,41.379687246963506,13.420514177881461,1.2565114478553194,1.2516291880896802,37.83163323110358,61.72124800946237,35.78012663641748,30.617534591370696,35.49387399109015,30.360548549888005,34.96448771731085,29.30746624672699,34.365478295087534,28.264798188971195
2000,0.1572299038233098,0.15647166547853333,0.20226911337668402,41.31550660928113,13.657672952959695,1.2742303066436569,1.2694166985562931,38.58033673256823,62.006888792079764,36.38349143352158,31.22195045833419,35.97746699621065,30.99946213732463,35.474500201691804,29.955275635648324,34.86455491520518,28.8064738785074
2100,0.15710223051611796,0.15623012886994253,0.19896291251811032,41.24944087818008,14.002679525368107,1.2921554132546662,1.2874095057558728,39.33311415245401,62.021150229060474,36.99430257992991,31.87464447765722,36.47039118878603,31.69309691203056,35.994425975052046,30.667630504808397,35.37859904669054,29.399596621367948
2200,0.156961976634759,0.15598271299930377,0.19507981421069434,41.18062028811911,14.44536211514529,1.3104377041520718,1.305759133648319,40.09469204389554,61.780721869440626,37.61752064908347,32.579408782852035,36.98094615193348,32.443518680622006,36.53075420609711,31.44195882263609,35.90943219352583,30.047894619136194
2300,0.15680969352689728,0.15573062342610255,0.19078899759715826,41.10810360613101,14.973157067168447,1.3292387948231215,1.3246277581538015,40.87056269728,61.303944992749564,38.25884263858329,33.347653734846205,37.51843409229131,33.246008470705426,37.089866431561255,32.27218254422392,36.45954727711363,30.755602058483003
2400,0.15664631835844736,0.1554752448855832,0.18626229411100598,41.030989495416925,15.570148408872402,1.3487220393509578,1.3441792275178124,41.666277832985244,60.610342986862584,38.92421078042839,34.2090057026334,38.092865345519655,34.0777111525499,37.67713044794315,33.14917083220884,37.03381954682102,31.526100733185856
2500,0.15647312867258314,0.15521811668374097,0.18166658279000256,40.94854020164971,16.216357803181847,1.3690442672715453,1.3645707281378614,42.486743999168816,59.720597606076176,39.61936400942866,35.17004447731753,38.7141095503055,34.93665282069802,38.29653557203412,34.06264761382713,37.640929533411715,32.36030710027964
2600,0.15629170118465255,0.1549609086452598,0.17715655036356587,40.860313842751474,16.887653043800306,1.3903478810879597,1.3859449758639535,43.33553187643609,58.65696724492407,40.3493718046645,36.215905934635,39.390301524594804,35.836816311351164,38.951523292544074,35.004021347997764,38.292713168857176,33.25572988606984
