step,ipr_u1,ipr_u2,ipr_w,erank_w1,erank_w2,w1_norm,w2_norm,sv1_0,sv2_0,sv1_1,sv2_1,sv1_2,sv2_2,sv1_3,sv2_3,sv1_4,sv2_4
0,0.040735951637306145,0.04010777570491066,0.040500116309834286,139.0554422896677,81.11975280916292,1.0023535693765804,0.998861993495237,35.86413479212756,31.89225145155409,35.535001178070935,31.053384478223514,35.38759461965741,30.886356167609783,34.900475055029546,30.299214858229366,34.78574383598283,30.120977300764068
100,0.0407455261293068,0.04010586357453826,0.04052066899216986,139.06232828782356,80.84668584536429,1.0046228012202345,1.001167135228735,35.93856102168003,32.339753179105855,35.61640487631722,31.831905804104434,35.460696321905424,30.875119637211615,35.028421669123404,30.643875084908107,34.86266612327783,30.183688742496
200,0.04075500240081502,0.04010298753013654,0.040890412647365426,139.04013330477875,78.16291160142816,1.0124484172462356,1.0090450872504877,36.22081338409131,41.3513395371112,35.90373723613684,31.83173509718809,35.7333066054435,30.927117727916176,35.36152658908291,30.784673924725336,35.13672812036726,30.212175213617513
300,0.040764653447915765,0.04009946194042152,0.04183066945269768,138.98910706733602,69.54168133371158,1.0252561792226929,1.0219187859160732,36.69095090273307,54.07977112855342,36.37502521386746,31.82584969385852,36.18432907765586,30.96856379365547,35.87931764789264,30.79623638105679,35.590066170261345,30.234565410435273
400,0.04077490457678344,0.0400957938238564,0.043557321553082444,138.90762487509892,55.368366091704004,1.0425416595780288,1.0392808750345628,37.332486781149285,67.81996767577577,37.012032898551126,31.826713601554104,36.79581240328574,31.007916837940108,36.56370373929437,30.805100347928033,36.207422568659666,30.26393182474702
500,0.0407862519159694,0.04009261120292547,0.046193092866575185,138.79374831038783,40.613891361122924,1.0637869143654104,1.0606103509105873,38.12923822866157,81.8070075277906,37.7967212378226,31.834486515861023,37.549850922765174,31.052420189692093,37.395323541074475,30.819173965992004,36.97330947789488,30.30434160793277
600,0.040799178877987084,0.040090587152984414,0.04972506959627414,138.6466951597695,29.006393129837544,1.088392729589107,1.0853048335398034,39.06272579476703,95.70316318626426,38.708330519854485,31.84971226130147,38.42603283962482,31.105515945495142,38.350626170002364,30.840726907135004,37.869665957895535,30.35872685056598
700,0.04081405961224129,0.040090348187245224,0.054004086863733904,138.46822630056795,21.037441426832885,1.115628347664784,1.1126303557066426,40.10998230332027,109.27229191195437,39.72102941696099,31.87333415531345,39.405388612369435,31.169854591394294,39.39402862601737,30.871549527674762,38.8740630790166,30.4298508408657
800,0.04083105294564042,0.040092358985809755,0.05877544204617384,138.26373656310034,15.820308445404882,1.1446089315423167,1.1416989770303123,41.24193189011924,122.28975019060724,40.80251176365712,31.90668145138019,40.510665257804554,31.248094859864768,40.43636487200593,30.91366012367985,39.95869161650669,30.520491923037696
900,0.040850003066175464,0.04009679909059321,0.0637278046471892,138.0426841761432,12.420243104206893,1.1743149628279352,1.1714883797950097,42.422968562622444,134.52255445004337,41.914344491074736,31.951480675875292,41.63949010013439,31.343155222853934,41.50390969496164,30.969523257946616,41.09024113769293,30.633538659176377
