metric,window_size,stride,start_step,center_step,end_step,mle_raw,mle_detrended
train_loss,50,5,9300,9800,10280,10.97705034811576,10.899858067070722
train_loss,50,5,9400,9900,10380,10.19148495376675,9.211270268081588
train_loss,50,5,9500,10000,10480,8.37021914550639,8.953464569578557
train_loss,50,5,9600,10100,10580,8.746280713886437,8.325868624709678
train_loss,50,5,9700,10200,10680,12.39953078398896,11.98341709778542
train_loss,50,5,9800,10300,10780,13.90794408652571,13.76864829814245
train_loss,50,5,9900,10400,10880,16.889708900853407,15.52745978727896
train_loss,50,5,10000,10500,10980,17.149216565321574,14.067848394285239
train_loss,50,5,10100,10600,11080,9.365863928432931,10.14536730052403
train_loss,50,5,10200,10700,11180,6.589876927998889,6.99693040461831
train_loss,50,5,10300,10800,11280,6.494048914881942,6.5131813654302135
train_loss,50,5,10400,10900,11380,8.008757143018062,8.579533133980487
train_loss,50,5,10500,11000,11480,8.742454398810391,8.76623041669057
train_loss,50,5,10600,11100,11580,8.59682393222199,9.167568449982774
train_loss,50,5,10700,11200,11680,7.901759601280038,8.442162382291851
train_loss,50,5,10800,11300,11780,7.1635049891736235,7.840393889452473
train_loss,50,5,10900,11400,11880,8.315983725160923,8.232474109650552
train_loss,50,5,11000,11500,11980,9.40161068304841,9.326067005331725
train_loss,50,5,11100,11600,12080,8.248985520426064,8.4748604115992
train_loss,50,5,11200,11700,12180,8.54359571199457,7.828133663761995
train_loss,50,5,11300,11800,12280,7.68443786779675,6.678075399222871
train_loss,50,5,11400,11900,12380,7.329444545998978,6.950761335689727
train_loss,50,5,11500,12000,12480,7.470726237454779,7.24683833539966
train_loss,50,5,11600,12100,12580,10.908889793725027,9.527303695479032
train_loss,50,5,11700,12200,12680,10.037301113513744,10.122447093609436
train_loss,50,5,11800,12300,12780,9.123424585014615,8.903131440500134
train_loss,50,5,11900,12400,12880,7.757724312187632,7.161453211823767
train_loss,50,5,12000,12500,12980,7.595916438966572,7.24353496978657
train_loss,50,5,12100,12600,13080,10.453568659718634,10.60835958574942
train_loss,50,5,12200,12700,13180,13.259485927009333,13.367913217547825
train_loss,50,5,12300,12800,13280,10.648032848466814,11.962766385194358
train_loss,50,5,12400,12900,13380,10.571253517113897,10.518730846230893
train_loss,50,5,12500,13000,13480,14.020965073846918,13.111957891933791
train_loss,50,5,12600,13100,13580,12.76919692960236,11.839031542538017
train_loss,50,5,12700,13200,13680,12.878204131696195,12.44617640621322
train_loss,50,5,12800,13300,13780,17.50412179471677,17.45501476838462
train_loss,50,5,12900,13400,13880,14.963856956314098,15.227883867561928
train_loss,50,5,13000,13500,13980,14.777851756767445,14.516694161718593
train_loss,50,5,13100,13600,14080,13.203925434971893,12.92944782852631
train_loss,50,5,13200,13700,14180,13.582240551998426,13.305764053957855
train_loss,50,5,13300,13800,14280,12.784955400328313,12.668202232103532
train_loss,50,5,13400,13900,14380,14.802288973740136,13.769443707693783
train_loss,50,5,13500,14000,14480,13.078064682593798,14.237819802407184
train_loss,50,5,13600,14100,14580,12.610326156147964,11.781783057066068
train_loss,50,5,13700,14200,14680,10.951209998260088,10.475379396030503
train_loss,50,5,13800,14300,14780,11.865669758392986,13.918635027846138
train_loss,50,5,13900,14400,14880,12.20204977310824,12.656196630989996
train_loss,50,5,14000,14500,14980,13.560267823274268,13.009191610119359
train_loss,50,5,14100,14600,15080,16.52824873314057,16.932193796786528
train_loss,50,5,14200,14700,15180,17.677423810851533,16.32513750897555
train_loss,50,5,14300,14800,15280,13.054742027297566,11.009471001545709
train_loss,50,5,14400,14900,15380,10.79975575399663,8.53841888487333
train_loss,50,5,14500,15000,15480,10.12219302330841,8.259427518812606
train_loss,50,5,14600,15100,15580,9.83967225230131,9.511772215528678
train_loss,50,5,14700,15200,15680,13.098903605088982,12.77505221690371
train_loss,50,5,14800,15300,15780,11.568548623307615,11.849999613586453
train_loss,50,5,14900,15400,15880,11.966364674013114,9.029159408545846
train_loss,50,5,15000,15500,15980,10.888267617828244,11.668372735059188
train_loss,50,5,15100,15600,16080,10.77232538663645,11.05792126366891
train_loss,50,5,15200,15700,16180,11.8302751101376,11.730736629325689
train_loss,50,5,15300,15800,16280,12.36636678212882,14.682829508769979
train_loss,50,5,15400,15900,16380,13.092239315153485,15.027193205415967
train_loss,50,5,15500,16000,16480,9.612228188229782,10.498472895025339
train_loss,50,5,15600,16100,16580,9.203591384324708,8.594497599559116
train_loss,50,5,15700,16200,16680,9.68289143640048,8.05532461422534
train_loss,50,5,15800,16300,16780,11.76868621661532,11.767239096618601
train_loss,50,5,15900,16400,16880,14.706252487944576,14.591638871837558
train_loss,50,5,16000,16500,16980,16.973398821094275,15.937520099712085
train_loss,50,5,16100,16600,17080,14.886482300032917,14.799443397032215
train_loss,50,5,16200,16700,17180,13.129158016078335,12.972492721592497
train_loss,50,5,16300,16800,17280,9.026136413350354,9.511978841500898
train_loss,50,5,16400,16900,17380,8.045137256165479,8.082754165596535
train_loss,50,5,16500,17000,17480,9.035197562723557,9.562601703399363
train_loss,50,5,16600,17100,17580,10.222199523361901,12.37582213725292
train_loss,50,5,16700,17200,17680,10.364864698058975,11.294181795893957
train_loss,50,5,16800,17300,17780,8.99890807485431,7.989558311109399
train_loss,50,5,16900,17400,17880,9.011998624720096,7.768734456807206
train_loss,50,5,17000,17500,17980,10.172971443806038,10.312636930659233
train_loss,50,5,17100,17600,18080,11.858371235911125,12.63631260324239
train_loss,50,5,17200,17700,18180,12.87884799833209,9.933261492079133
train_loss,50,5,17300,17800,18280,7.830261187737443,7.7712999665117515
train_loss,50,5,17400,17900,18380,7.799117465854219,8.445329190122562
train_loss,50,5,17500,18000,18480,8.687867216422209,8.956710966215761
train_loss,50,5,17600,18100,18580,9.69332215011221,9.781853298084771
train_loss,50,5,17700,18200,18680,11.530528743967212,11.342004487651934
train_loss,50,5,17800,18300,18780,10.545409704885524,11.46035468550616
train_loss,50,5,17900,18400,18880,11.19122206381784,11.209056819580704
train_loss,50,5,18000,18500,18980,11.737498068018317,11.746498106711455
train_loss,50,5,18100,18600,19080,10.92200329259552,11.166495386185918
train_loss,50,5,18200,18700,19180,11.89202758699795,11.44010743543158
train_loss,50,5,18300,18800,19280,10.785666976425222,12.151052077126808
train_loss,50,5,18400,18900,19380,11.281939252210057,11.739332911757522
train_loss,50,5,18500,19000,19480,10.208964053844218,10.07114783799441
train_loss,50,5,18600,19100,19580,10.081918715890877,10.885344691664395
train_loss,50,5,18700,19200,19680,10.376401770120149,11.107022494173675
train_loss,50,5,18800,19300,19780,10.220734445392301,10.167737092873447
train_loss,50,5,18900,19400,19880,10.846254490828874,10.719224374032366
train_loss,50,5,19000,19500,19980,11.37205523008186,11.192224610783855
train_loss,50,5,19100,19600,20080,9.798205666598816,8.53226877972163
train_loss,50,5,19200,19700,20180,8.075686619982486,8.886612774757541
train_loss,50,5,19300,19800,20280,7.51389962695264,8.331380403804646
train_loss,50,5,19400,19900,20380,7.093969880481911,7.130286224972969
train_loss,50,5,19500,20000,20480,7.171909279677255,6.695566304283808
train_loss,50,5,19600,20100,20580,6.932378772908199,6.678450620592709
train_loss,50,5,19700,20200,20680,6.585163138892555,6.520778972120073
train_loss,50,5,19800,20300,20780,5.829830258420414,5.262589903580096
train_loss,50,5,19900,20400,20880,5.34169887918757,4.929302966272967
train_loss,50,5,20000,20500,20980,6.491451358865713,6.6276754189461515
train_loss,50,5,20100,20600,21080,9.032654916226074,6.350728844731739
train_loss,50,5,20200,20700,21180,8.125759917112553,7.6804487985358145
train_loss,50,5,20300,20800,21280,8.379618058565944,8.326826194167715
train_loss,50,5,20400,20900,21380,7.7312344375360675,7.3920872144052066
train_loss,50,5,20500,21000,21480,9.211600807585054,9.370237952411365
train_loss,50,5,20600,21100,21580,9.39275086276825,8.745002750931857
train_loss,50,5,20700,21200,21680,8.613760596874162,9.97042814054619
train_loss,50,5,20800,21300,21780,9.301171431128529,9.940782466756072
train_loss,50,5,20900,21400,21880,10.747800231450988,11.164177667419022
train_loss,50,5,21000,21500,21980,9.73740108776104,10.101430272201426
train_loss,50,5,21100,21600,22080,8.668219664654378,9.850113163697703
train_loss,50,5,21200,21700,22180,9.511630849600499,9.42547401994768
train_loss,50,5,21300,21800,22280,10.3454225771103,10.43283426274754
train_loss,50,5,21400,21900,22380,11.523289545493519,11.739081749914957
train_loss,50,5,21500,22000,22480,13.034242275127674,12.567450776733113
train_loss,50,5,21600,22100,22580,15.373904131293585,10.466504983999751
train_loss,50,5,21700,22200,22680,11.30833265831023,9.789352438919785
train_loss,50,5,21800,22300,22780,10.360005836645643,10.247512829725023
train_loss,50,5,21900,22400,22880,14.344231279014345,15.757145460806084
train_loss,50,5,22000,22500,22980,16.502684838396696,12.441712283324545
train_loss,50,5,22100,22600,23080,15.133032345217847,14.124285668977322
train_loss,50,5,22200,22700,23180,14.489081725774684,14.337883029290943
train_loss,50,5,22300,22800,23280,12.145463893935567,13.338941695319564
train_loss,50,5,22400,22900,23380,10.466956911104264,10.544655879206482
train_loss,50,5,22500,23000,23480,10.269683035396934,9.936494098774624
train_loss,50,5,22600,23100,23580,14.753204107146404,12.92215456371098
train_loss,50,5,22700,23200,23680,16.696410223839894,16.776324062773707
train_loss,50,5,22800,23300,23780,12.029082667285444,10.090425034024777
train_loss,50,5,22900,23400,23880,11.225339175773136,9.935641694736582
train_loss,50,5,23000,23500,23980,12.072317827589378,11.201492363021645
train_loss,50,5,23100,23600,24080,12.894666346354951,13.059076175620048
train_loss,50,5,23200,23700,24180,11.903343098330291,12.36121068980135
train_loss,50,5,23300,23800,24280,9.209972595075989,11.45551924348443
train_loss,50,5,23400,23900,24380,6.254031350995998,6.570348944217261
train_loss,50,5,23500,24000,24480,7.666219325299085,10.251974883463433
train_loss,50,5,23600,24100,24580,7.36481707677623,8.661959154933104
train_loss,50,5,23700,24200,24680,7.609787010882659,7.647494778919906
train_loss,50,5,23800,24300,24780,6.710971793230126,6.790813266308242
train_loss,50,5,23900,24400,24880,10.463410104847515,9.328295436692876
train_loss,50,5,24000,24500,24980,9.869042940031422,9.888704793567117
train_loss,50,5,24100,24600,25080,10.984055742651655,11.53962357881521
train_loss,50,5,24200,24700,25180,10.948416806656464,11.227367109384042
train_loss,50,5,24300,24800,25280,13.329770724800571,14.289801768491142
train_loss,50,5,24400,24900,25380,14.040067367006296,12.830169239697149
train_loss,50,5,24500,25000,25480,13.078794046221507,12.668596986278086
train_loss,50,5,24600,25100,25580,12.193486067814678,9.322875406134054
train_loss,50,5,24700,25200,25680,11.819254310334479,7.862359411666706
train_loss,50,5,24800,25300,25780,7.649348615827803,7.091257889516561
train_loss,50,5,24900,25400,25880,7.990101951567051,7.488024963997227
train_loss,50,5,25000,25500,25980,8.021548167937276,7.045302413118076
train_loss,50,5,25100,25600,26080,7.38119735355571,7.702501488182836
train_loss,50,5,25200,25700,26180,5.990228659333641,5.939951932629096
train_loss,50,5,25300,25800,26280,6.3875916963566794,7.156869788030556
train_loss,50,5,25400,25900,26380,7.282890679716549,7.692527575952637
train_loss,50,5,25500,26000,26480,7.9781148051923525,7.731436294771399
train_loss,50,5,25600,26100,26580,8.822249248411218,8.402881824128293
train_loss,50,5,25700,26200,26680,8.848567035076718,8.79956343103878
train_loss,50,5,25800,26300,26780,7.9501939244993265,8.27918722012395
train_loss,50,5,25900,26400,26880,4.9344389060101435,4.597397615010301
train_loss,50,5,26000,26500,26980,4.2743657449179775,4.246954563041651
train_loss,50,5,26100,26600,27080,4.630778548609889,4.755304343901613
train_loss,50,5,26200,26700,27180,6.782275629449916,5.763923617995026
train_loss,50,5,26300,26800,27280,7.474149755809983,7.529930842858714
train_loss,50,5,26400,26900,27380,8.63541113746614,8.54409846956424
train_loss,50,5,26500,27000,27480,7.923858272830107,6.674136788169399
train_loss,50,5,26600,27100,27580,8.474856663278366,7.264328704604545
train_loss,50,5,26700,27200,27680,9.526070687308257,9.574259792066973
train_loss,50,5,26800,27300,27780,14.344928839493551,14.661493258568802
train_loss,50,5,26900,27400,27880,12.870308079093448,12.864710328609432
train_loss,50,5,27000,27500,27980,9.778963012433842,9.797390928838418
train_loss,50,5,27100,27600,28080,9.831438213793543,9.38972915803099
train_loss,50,5,27200,27700,28180,10.244839101586765,9.845706785932395
train_loss,50,5,27300,27800,28280,11.183532172613683,11.187390140507155
train_loss,50,5,27400,27900,28380,11.22405577600278,11.88368203875064
train_loss,50,5,27500,28000,28480,11.828493607390413,10.803407645806915
train_loss,50,5,27600,28100,28580,10.795753137170662,10.621322940693718
train_loss,50,5,27700,28200,28680,9.24194567729871,10.267696702953518
train_loss,50,5,27800,28300,28780,8.281073630629539,8.75730998647296
train_loss,50,5,27900,28400,28880,7.917012884251644,7.554814445885508
train_loss,50,5,28000,28500,28980,9.383212433826777,8.988594749447122
train_loss,50,5,28100,28600,29080,11.379118396938459,10.581690087282707
train_loss,50,5,28200,28700,29180,11.18256962232298,10.1603583129451
train_loss,50,5,28300,28800,29280,9.5941193028712,9.95521445025812
train_loss,50,5,28400,28900,29380,9.980308785266262,10.391235773478947
train_loss,50,5,28500,29000,29480,9.887958706066017,9.416972552261779
train_loss,50,5,28600,29100,29580,13.00830322126619,9.784851052462528
train_loss,50,5,28700,29200,29680,15.016785608358425,9.928991856931667
train_loss,50,5,28800,29300,29780,9.772780037003358,11.140604845020983
train_loss,50,5,28900,29400,29880,8.799355126408846,9.491068042125729
train_loss,50,5,29000,29500,29980,9.136588471596438,10.200119797024882
train_loss,50,5,29100,29600,30080,9.684189362871585,10.05140107952065
train_loss,50,5,29200,29700,30180,11.437626382215546,13.497879897677826
train_loss,50,5,29300,29800,30280,10.184562734000497,10.119722078634366
train_loss,50,5,29400,29900,30380,8.788197195430818,9.195225882033604
train_loss,50,5,29500,30000,30480,8.85856847435231,8.891987146592664
train_loss,50,5,29600,30100,30580,7.616787888694115,7.649626164814356
train_loss,50,5,29700,30200,30680,6.505113679977894,6.602963168829255
train_loss,50,5,29800,30300,30780,9.238814052255767,9.705017693905571
train_loss,50,5,29900,30400,30880,13.483331839296866,11.164789982967717
train_loss,50,5,30000,30500,30980,10.993041972757233,11.64684845851939
train_loss,50,5,30100,30600,31080,10.35673554441137,10.361990424784011
train_loss,50,5,30200,30700,31180,9.681291803840502,9.713960818041073
train_loss,50,5,30300,30800,31280,9.110806764597674,8.984598542293885
train_loss,50,5,30400,30900,31380,12.642078872893599,11.3028582938851
train_loss,50,5,30500,31000,31480,14.491953059022102,13.974372256151652
train_loss,50,5,30600,31100,31580,10.964082950921007,8.765595459044281
train_loss,50,5,30700,31200,31680,8.206774452949238,8.754370455936346
train_loss,50,5,30800,31300,31780,8.812634058252776,9.779983768269076
train_loss,50,5,30900,31400,31880,11.19001748312998,11.766595300859004
train_loss,50,5,31000,31500,31980,12.23453677752472,12.876634122771074
train_loss,50,5,31100,31600,32080,13.83903568429533,13.979902289455488
train_loss,50,5,31200,31700,32180,12.663383886852223,12.779844851828663
train_loss,50,5,31300,31800,32280,11.796631240303856,11.930437469339994
train_loss,50,5,31400,31900,32380,11.156714206851838,12.707339162173744
train_loss,50,5,31500,32000,32480,10.259180596654353,10.606003177058772
train_loss,50,5,31600,32100,32580,9.682029333114704,10.463919486853667
train_loss,50,5,31700,32200,32680,8.686441229480927,8.684222584717931
train_loss,50,5,31800,32300,32780,10.432384322583074,9.260171921773727
train_loss,50,5,31900,32400,32880,7.84416552483826,6.42950774905387
train_loss,50,5,32000,32500,32980,7.403637745280201,7.7109294945591405
train_loss,50,5,32100,32600,33080,8.034649101900861,8.672020738803807
train_loss,50,5,32200,32700,33180,8.899535161484284,8.984465201641031
train_loss,50,5,32300,32800,33280,9.466093926234544,9.919709829650982
train_loss,50,5,32400,32900,33380,14.537514796836698,12.202882477174956
train_loss,50,5,32500,33000,33480,15.870377967432594,12.069466854875238
train_loss,50,5,32600,33100,33580,15.119513536586409,12.286428934690305
train_loss,50,5,32700,33200,33680,17.47795936363968,15.377737183136857
train_loss,50,5,32800,33300,33780,13.29904254344674,12.960338953819111
train_loss,50,5,32900,33400,33880,10.018955608861216,13.270499954857982
train_loss,50,5,33000,33500,33980,6.47236603000194,8.183941434184772
train_loss,50,5,33100,33600,34080,7.167612733129136,7.044331591382087
train_loss,50,5,33200,33700,34180,7.715143456344389,8.20290774908844
train_loss,50,5,33300,33800,34280,8.395985845101398,7.78330560460282
train_loss,50,5,33400,33900,34380,9.00170831397108,10.469792878451553
train_loss,50,5,33500,34000,34480,10.170585063172616,9.945846873329936
train_loss,50,5,33600,34100,34580,9.343145402929588,9.529932436798143
train_loss,50,5,33700,34200,34680,8.245957597969353,8.838503593388664
train_loss,50,5,33800,34300,34780,8.045946797603612,7.056207325012272
train_loss,50,5,33900,34400,34880,8.385367618538488,7.4571319007565835
train_loss,50,5,34000,34500,34980,10.592089157354472,9.467578011300933
train_loss,50,5,34100,34600,35080,15.459930572109293,13.175506760612462
train_loss,50,5,34200,34700,35180,14.278009682382848,14.45168656335712
train_loss,50,5,34300,34800,35280,13.565003056215122,13.772477653645284
train_loss,50,5,34400,34900,35380,10.738923683900198,10.054772532747595
train_loss,50,5,34500,35000,35480,11.680157290079165,10.071977457890979
train_loss,50,5,34600,35100,35580,10.321691284537856,10.393667624828723
train_loss,50,5,34700,35200,35680,13.645153612479303,13.570517150519862
train_loss,50,5,34800,35300,35780,13.063377057559983,12.933206197388923
train_loss,50,5,34900,35400,35880,12.824253769817041,12.665101484982618
train_loss,50,5,35000,35500,35980,8.764117176690554,8.397696094139652
train_loss,50,5,35100,35600,36080,8.150521211403037,8.358942100761388
train_loss,50,5,35200,35700,36180,7.586895418687884,7.428163115851181
train_loss,50,5,35300,35800,36280,10.38488206169496,13.75834641865361
train_loss,50,5,35400,35900,36380,10.274562334630183,9.416653300372118
train_loss,50,5,35500,36000,36480,10.838079837429822,11.78188239960994
train_loss,50,5,35600,36100,36580,8.258992889012868,7.295867311508421
train_loss,50,5,35700,36200,36680,8.573929797542679,8.04694893089987
train_loss,50,5,35800,36300,36780,8.78153345539157,8.751915392366305
train_loss,50,5,35900,36400,36880,10.81428268928113,10.622360729387022
train_loss,50,5,36000,36500,36980,12.50176512722532,11.10316708480235
train_loss,50,5,36100,36600,37080,19.75256793267531,14.270753225267551
train_loss,50,5,36200,36700,37180,13.16519120586308,11.315586932865875
train_loss,50,5,36300,36800,37280,12.62027203494519,9.95150142769134
train_loss,50,5,36400,36900,37380,12.550272283455305,11.283674777319987
train_loss,50,5,36500,37000,37480,13.177502030550452,13.831816509261165
train_loss,50,5,36600,37100,37580,14.473918788516253,14.433319137961636
train_loss,50,5,36700,37200,37680,14.25604383594034,13.933186689224046
train_loss,50,5,36800,37300,37780,10.352802321985665,11.16556855083976
train_loss,50,5,36900,37400,37880,8.796051070103324,9.166318248083172
train_loss,50,5,37000,37500,37980,8.706415769341781,8.479873646579618
train_loss,50,5,37100,37600,38080,10.536860219574548,10.321249783212465
train_loss,50,5,37200,37700,38180,14.335076583914876,14.356164575641465
train_loss,50,5,37300,37800,38280,14.943905253684607,14.000482340867926
train_loss,50,5,37400,37900,38380,11.078347109282277,9.961684696227993
train_loss,50,5,37500,38000,38480,11.350032087791858,10.284942289953351
train_loss,50,5,37600,38100,38580,10.989309732994332,10.846031916108544
train_loss,50,5,37700,38200,38680,11.009000787072681,10.813931084638206
train_loss,50,5,37800,38300,38780,12.064874021195514,12.07197788455818
train_loss,50,5,37900,38400,38880,9.54892614868267,9.640702403126623
train_loss,50,5,38000,38500,38980,8.202864060089857,8.1991477301987
train_loss,50,5,38100,38600,39080,8.510150509561864,10.379316109424652
train_loss,50,5,38200,38700,39180,10.942619099164649,10.290493434229573
train_loss,50,5,38300,38800,39280,14.91420565439396,15.142101499950225
train_loss,50,5,38400,38900,39380,15.74411591979182,13.973171486315202
train_loss,50,5,38500,39000,39480,15.02956263825724,15.547823339154453
train_loss,50,5,38600,39100,39580,19.898286998099493,13.176293954516643
train_loss,50,5,38700,39200,39680,12.604692616552887,13.105212281269653
train_loss,50,5,38800,39300,39780,9.976365777211756,10.316017424908177
train_loss,50,5,38900,39400,39880,11.199493267854193,10.771731242343908
train_loss,50,5,39000,39500,39980,11.967372652831019,12.176239975688926
train_loss,50,5,39100,39600,40080,15.108814635710363,12.325273419786663
train_loss,50,5,39200,39700,40180,17.152835845839352,13.157925420525666
train_loss,50,5,39300,39800,40280,15.189344459653979,12.082686924590208
train_loss,50,5,39400,39900,40380,17.085252792248188,14.13622222574515
train_loss,50,5,39500,40000,40480,16.70749658638162,15.596597806150477
train_loss,50,5,39600,40100,40580,17.83406658683077,18.23448940556011
train_loss,50,5,39700,40200,40680,16.108661721724562,16.568648004378463
train_loss,50,5,39800,40300,40780,15.318333159942291,14.604553692224309
train_loss,50,5,39900,40400,40880,13.755808033807618,10.69788720212453
train_loss,50,5,40000,40500,40980,13.437699148620807,11.001120461717562
train_loss,50,5,40100,40600,41080,12.95811562955925,11.72058231781789
train_loss,50,5,40200,40700,41180,11.797634823934978,13.367724949481133
train_loss,50,5,40300,40800,41280,11.896185061294489,16.577991379705892
train_loss,50,5,40400,40900,41380,12.933158012883252,11.082436471571278
train_loss,50,5,40500,41000,41480,12.53993382514171,9.67142546653755
train_loss,50,5,40600,41100,41580,11.110909235615082,9.8016774999763
train_loss,50,5,40700,41200,41680,9.278790307185401,9.508663950444948
