sweep,arm,max_E,N,r,seed,observer,tau,truth_r,traj_rank,traj_pr,MG,LB,TwoNN,PRdelay,specPR256,roughness,acorr,degenerate,frac_floor,frac_sumfloor,tau_used,theiler_used,theiler_requested,embed_span,n_delay_vectors,crossings,margin_res,drive_cond,MG_2E,rho_ident,theiler_used_2E
N_E56,frozen,56,1000,2,0,c_norm,4,2,10,1.9999830196108848,2.2613792258692307,2.2746345484365387,2.160707440651515,2.052242097950713,1.5337830770492775,0.7454536915443352,2.0,False,0.0,0.0,4,150,220,220,780,245,0.0051989785150333145,1.0712764809019715,,,
N_E56,frozen,56,1000,2,0,g_fro,4,2,10,1.9999830196108848,2.0247691787149282,2.0491207870543615,5.199783150972387,3.849486819070135,3.079185352573399,1.0011513795630476,2.0,False,0.0,0.0,4,150,220,220,780,271,0.0051989785150333145,1.0712764809019715,,,
N_E56,frozen,56,1000,2,0,c_proj1,4,2,10,1.9999830196108848,1.7275866202600567,1.7818382866258022,2.117165715085581,2.002014768896774,1.1383040085908802,0.3993819940680388,3.0,False,0.0,0.0,4,150,220,220,780,128,0.0051989785150333145,1.0712764809019715,,,
N_E56,frozen,56,1000,2,0,fn_proj1,4,2,10,1.9999830196108848,1.7572108924121763,1.7609482795233782,4.54244164582031,3.417414169082042,2.4321812180890054,0.6647371134637944,2.0,False,0.0,0.0,4,150,220,220,780,245,0.0051989785150333145,1.0712764809019715,,,
N_E56,frozen,56,1000,2,1,c_norm,4,2,10,2.000016979201255,2.1309736368364844,2.1428387867174825,1.9100896587255334,2.01767441551075,1.1471527506558887,0.39927153494329193,3.0,False,0.0,0.0,4,150,220,220,780,127,0.0051989785150333145,1.1739745385968967,,,
N_E56,frozen,56,1000,2,1,g_fro,4,2,10,2.000016979201255,2.2460693556354507,2.2610890495813174,7.144641374292789,4.595918649118784,3.257607500126099,1.135008146162042,1.0,False,0.0,0.0,4,150,220,220,780,387,0.0051989785150333145,1.1739745385968967,,,
N_E56,frozen,56,1000,2,1,c_proj1,4,2,10,2.000016979201255,1.6052998534039182,1.6469815185684917,2.640613486638411,2.0006450436023093,1.137756686954901,0.3972882802923668,3.0,False,0.0,0.0,4,150,220,220,780,127,0.0051989785150333145,1.1739745385968967,,,
N_E56,frozen,56,1000,2,1,fn_proj1,4,2,10,2.000016979201255,1.3007528799363142,1.3037683784434808,3.9110853192001303,2.9056922703022257,1.6738890298109845,0.4866635524916961,3.0,False,0.0,0.0,4,150,220,220,780,127,0.0051989785150333145,1.1739745385968967,,,
N_E56,frozen,56,1000,2,2,c_norm,4,2,10,1.9999587987311163,1.8348071168022047,1.8401997821243319,2.458873098744824,2.270961510049393,1.6916378001647163,0.7317542877847847,2.0,False,0.0,0.0,4,150,220,220,780,245,0.0051989785150333145,2.1011222646518033,,,
N_E56,frozen,56,1000,2,2,g_fro,4,2,10,1.9999587987311163,2.1509030929982806,2.1853066202022102,10.73846459920817,4.208702389675998,3.217990861779566,1.1180394121019748,2.0,False,0.0,0.0,4,150,220,220,780,369,0.0051989785150333145,2.1011222646518033,,,
N_E56,frozen,56,1000,2,2,c_proj1,4,2,10,1.9999587987311163,2.5245286580810564,2.5635650631016675,3.752247343094238,2.002831785925879,1.4976337119631935,0.7487615891953979,2.0,False,0.0,0.0,4,150,220,220,780,245,0.0051989785150333145,2.1011222646518033,,,
N_E56,frozen,56,1000,2,2,fn_proj1,4,2,10,1.9999587987311163,1.3836385081750513,1.3879834554204535,2.041782812610616,2.407502751094689,1.3730950941330735,0.4437902275599479,3.0,False,0.0,0.0,4,150,220,220,780,128,0.0051989785150333145,2.1011222646518033,,,
N_E56,frozen,56,1000,4,0,c_norm,4,4,20,4.0000521682639185,3.329314802552264,3.352821146904918,14.287114037727164,4.574637413017095,3.34382526537436,0.6719159697318685,2.0,False,0.0,0.0,4,150,220,220,780,231,0.0051989785150333145,2.277822578222282,,,
N_E56,frozen,56,1000,4,0,g_fro,4,4,20,4.0000521682639185,6.852489843974536,7.122137742710232,7.499628539507027,10.509531094178461,7.355874433612089,0.8892443470069165,2.0,False,0.0,0.0,4,150,220,220,780,284,0.0051989785150333145,2.277822578222282,,,
N_E56,frozen,56,1000,4,0,c_proj1,4,4,20,4.0000521682639185,3.3021662606616378,3.315732582021392,6.246548980455134,3.9176348403812433,3.2049929317871415,0.6137637231515322,2.0,False,0.0,0.0,4,150,220,220,780,219,0.0051989785150333145,2.277822578222282,,,
N_E56,frozen,56,1000,4,0,fn_proj1,4,4,20,4.0000521682639185,3.6561828489651567,3.680985984394937,4.330059225807675,4.939611366382959,3.696417594238311,0.6350018235711241,2.0,False,0.0,0.0,4,150,220,220,780,214,0.0051989785150333145,2.277822578222282,,,
N_E56,frozen,56,1000,4,1,c_norm,4,4,20,3.9990261613009745,3.616440519331346,3.664977545280262,2.0415987927693524,3.7737070338024385,3.409089020565178,0.4964771503296795,3.0,False,0.0,0.0,4,150,220,220,780,161,0.0051989785150333145,2.5248219950760005,,,
N_E56,frozen,56,1000,4,1,g_fro,4,4,20,3.9990261613009745,8.560441432501873,8.687570317653257,6.575833068779625,16.569339143780528,12.085550786566415,1.0484109186796007,2.0,False,0.0,0.0,4,150,220,220,780,347,0.0051989785150333145,2.5248219950760005,,,
N_E56,frozen,56,1000,4,1,c_proj1,4,4,20,3.9990261613009745,3.5235027248709048,3.554078202834213,3.4890821962728737,4.584960023705888,3.6863124429116345,0.5949834520566073,2.0,False,0.0,0.0,4,150,220,220,780,203,0.0051989785150333145,2.5248219950760005,,,
N_E56,frozen,56,1000,4,1,fn_proj1,4,4,20,3.9990261613009745,4.7007464430914006,4.759163174371123,11.197944959290737,4.767922695169109,3.0045142432334093,0.48286757064413294,3.0,False,0.0,0.0,4,150,220,220,780,151,0.0051989785150333145,2.5248219950760005,,,
N_E56,frozen,56,1000,4,2,c_norm,4,4,20,3.9993427307323643,4.370732261613966,4.392312235872786,7.343917029749866,3.4993462407734945,2.6119377667492696,0.7188280537795583,2.0,False,0.0,0.0,4,150,220,220,780,245,0.0051989785150333145,3.454484806814512,,,
N_E56,frozen,56,1000,4,2,g_fro,4,4,20,3.9993427307323643,8.350103129158732,8.533146864656016,3.820250985537989,9.907911192879293,7.227726441857441,1.0862692428017857,2.0,False,0.0,0.0,4,150,220,220,780,361,0.0051989785150333145,3.454484806814512,,,
N_E56,frozen,56,1000,4,2,c_proj1,4,4,20,3.9993427307323643,3.8355142911507913,3.8757907909508513,3.9175841193913845,2.229693797352629,1.7844447561428143,0.6664466392230314,2.0,False,0.0,0.0,4,150,220,220,780,218,0.0051989785150333145,3.454484806814512,,,
N_E56,frozen,56,1000,4,2,fn_proj1,4,4,20,3.9993427307323643,4.743182344626166,4.823244467048321,5.785019457427473,4.5812858028085035,3.946462000829578,0.5892459183883185,3.0,False,0.0,0.0,4,150,220,220,780,194,0.0051989785150333145,3.454484806814512,,,
N_E56,frozen,56,1000,6,0,c_norm,4,6,20,5.993005680749981,4.774332886831157,4.835398124807964,12.568129707847826,6.202401192596959,4.546402988648121,0.6593893162410571,2.0,False,0.0,0.0,4,150,220,220,780,223,0.0051989785150333145,2.8767904391192207,,,
N_E56,frozen,56,1000,6,0,g_fro,4,6,20,5.993005680749981,9.536884390280047,10.054179113654797,9.039868547431576,14.439381103539755,10.740132052567365,0.8796214109228714,2.0,False,0.0,0.0,4,150,220,220,780,266,0.0051989785150333145,2.8767904391192207,,,
N_E56,frozen,56,1000,6,0,c_proj1,4,6,20,5.993005680749981,6.703840615520221,6.754990142231049,17.36106494074261,4.947099185902422,4.155886589575654,0.6014508735261568,2.0,False,0.0,0.0,4,150,220,220,780,211,0.0051989785150333145,2.8767904391192207,,,
N_E56,frozen,56,1000,6,0,fn_proj1,4,6,20,5.993005680749981,4.553479224323556,4.662193680677228,5.041053902941263,5.147005832996699,3.8386965336895975,0.635016004018969,2.0,False,0.0,0.0,4,150,220,220,780,212,0.0051989785150333145,2.8767904391192207,,,
N_E56,frozen,56,1000,6,1,c_norm,4,6,20,5.995281317522852,7.060259825715827,7.154377228042647,18.588171015346514,6.731982722016393,5.839777409136936,0.5268399490140624,3.0,False,0.0,0.0,4,150,220,220,780,170,0.0051989785150333145,3.396494032322706,,,
N_E56,frozen,56,1000,6,1,g_fro,4,6,20,5.995281317522852,12.766704498138582,13.154703947116962,21.200843876746198,25.628518147818824,24.438650735211915,0.9706604631059048,2.0,False,0.0,0.0,4,150,220,220,780,310,0.0051989785150333145,3.396494032322706,,,
