system,k,seed,observer,truth,verified,effective_rank,resonance_margin,n_windows,frac_degenerate,MG,MG_sd,LB,LB_sd,TwoNN,TwoNN_sd,PRdelay,PRdelay_sd,specPR64,specPR64_sd,specPR256,specPR256_sd,specPR1024,specPR1024_sd,specPR0,specPR0_sd,roughness,roughness_sd,acorr,acorr_sd,tau_used,theiler_used
regression.linear,4,2,gradient_fro,4.0,True,3.4812204675887353,0.0027809491221344462,7,0.0,4.736570712919276,0.006666869626801563,4.837066402996616,0.006287946042847608,13.539435919168564,0.3715367838098863,4.823463222504588,0.0017805661285477342,3.2049478905521434,0.005344331113059031,3.308523934122656,0.010250857653256912,3.547643663835042,0.00868460675854583,4.471176125973298,0.009577396749496501,1.7997482958614994,0.0003109327818536437,1.0,0.0,16.0,150.0
regression.linear,4,2,gradient_projection,4.0,True,3.4812204675887353,0.0027809491221344462,7,0.0,4.074058041677681,0.005508707525786576,4.21286539604574,0.0027550632809433774,5.010397556294023,0.1159140452738473,3.7499602337357096,0.00030765629639419235,2.6457745900225897,0.002174942271611796,2.6769144703862184,0.001079660144682748,3.027491828189778,0.0009904025132921493,5.273286798983762,0.0032695554000742536,1.6633287094242082,5.839862705975342e-05,1.0,0.0,16.0,150.0
regression.linear,4,2,loss,4.0,True,3.4812204675887353,0.0027809491221344462,7,0.0,4.73053495012347,0.0039908763693858535,4.832908303575351,0.0033095509157606536,13.757083562710747,0.13709189605512323,4.61080513519304,0.0003410315242171602,3.067904801692633,0.0046671640676549,3.1516386260846323,0.009379628834609981,3.3757553397011213,0.005871119456727641,4.244820457061007,0.006584782763863943,1.811072226856296,0.0002544825258017979,1.0,0.0,16.0,150.0
regression.linear,5,0,weight_fro,5.0,True,4.9006056069149855,0.0030742016671896355,7,0.0,7.907320561789252,0.00428279514662134,8.376964788447394,0.0048467516311301835,10.557450534840902,0.02260171178132696,7.471671271224422,0.00041014932442830335,4.036160563907013,0.006622329200485241,4.237533797173138,0.005767725128002228,4.757274640420466,0.007499091283432591,7.563848537404784,0.0167063618941983,1.526748933667586,0.00020425581857316005,1.0,0.0,16.0,150.0
regression.linear,5,0,weight_trace,5.0,True,4.9006056069149855,0.0030742016671896355,7,0.0,4.994816175813675,0.001586047277471985,5.148495918730008,0.0016829984452564738,9.871146876891787,0.0211083154044199,9.064817995354002,0.00038018904383540505,5.005076798373647,0.005310529900870053,5.2359661914676945,0.004926341054675026,6.00742993377369,0.008146888377185276,10.194229339596308,0.01953684682070029,1.5613662412542642,0.00019549470986692,1.0,0.0,16.0,150.0
regression.linear,5,0,weight_projection,5.0,True,4.9006056069149855,0.0030742016671896355,7,0.0,6.220162322642078,0.0027691578086778412,6.323891630119106,0.002705338013324993,7.809061550571884,0.016046668455633226,4.782769675200065,0.0001257085708221422,2.4247570223368524,0.0004043291643664775,2.513644658762417,0.0017295672945862586,2.928107938200157,0.004928433568733762,5.102725779235987,0.010379250963498026,1.4461324096124106,8.613175846030676e-05,1.0,0.0,16.0,150.0
regression.linear,5,0,gradient_fro,5.0,True,4.9006056069149855,0.0030742016671896355,7,0.0,4.9875522528400955,0.005248263406606753,5.048475063314234,0.004874763870377863,11.939149982157135,0.04481748693222512,9.076817687140487,0.00029310607643283376,4.762976977953375,0.00555830909002797,5.056279505014239,0.0034954618761556147,5.483864361799546,0.004041492265616341,8.25366901800405,0.008258003500060415,1.690793008414408,0.00041687211615601156,1.0,0.0,16.0,150.0
regression.linear,5,0,gradient_projection,5.0,True,4.9006056069149855,0.0030742016671896355,7,0.0,6.058078090141309,0.002500225464238475,6.183499168116916,0.0033584533482936877,31.414321590002086,0.09090723196840218,3.814222081365962,4.851186118721054e-05,2.019574218660733,0.0007807944728030822,2.0496981997911172,0.00047892759094123575,2.4244059936936533,0.00039370236650547143,4.289803952089479,0.001312223997708703,1.769057851308636,8.64906536922957e-05,1.0,0.0,16.0,150.0
regression.linear,5,0,loss,5.0,True,4.9006056069149855,0.0030742016671896355,7,0.0,4.8677604054823185,0.001769029062393477,4.923662004734262,0.0021107427634716324,12.09377935813152,0.02315666152350635,8.796637318159334,0.00042942169788890523,4.604230689520129,0.002982469153984381,4.887382712416539,0.0013369509893456585,5.299636420148905,0.001048186388378766,7.974122464296713,0.004899723262557224,1.6948730341054383,0.0003811739635845245,1.0,0.0,16.0,150.0
regression.linear,5,1,weight_fro,5.0,True,4.73109363157465,0.0045808268995704005,7,0.0,6.096032958049664,0.04009085092967192,6.134148611721753,0.043173178145399185,13.263314823780005,0.014723892202804212,8.800250994742948,0.0005313087353739699,4.655620087640514,0.0035978937208324684,4.697819049379611,0.0017545375804783297,4.84573820469806,0.0016549469095355409,5.498219165995903,0.003569315440678046,1.669575774276265,0.0002517966967371786,1.0,0.0,16.0,150.0
regression.linear,5,1,weight_trace,5.0,True,4.73109363157465,0.0045808268995704005,7,0.0,5.714972205474133,0.02275951593973245,5.774005804274092,0.027046075217428914,3.6955369510906597,0.0022649312006649356,9.125675228600507,0.0008588132363998214,4.866102921865942,0.005308220919270761,4.917758864452916,0.0025061084356793216,5.1767517661029325,0.003740869510796489,6.227266955609078,0.007495421658801132,1.6457632408951006,0.00028784066568449405,1.0,0.0,16.0,150.0
regression.linear,5,1,weight_projection,5.0,True,4.73109363157465,0.0045808268995704005,7,0.0,5.55788081722473,0.014707082801865234,5.644159344880295,0.013995881478855252,2.573582739651029,0.000627337578928244,3.7027066249455625,4.746247313297227e-05,1.8689707346686066,0.0017777511354790027,1.9100971353870877,0.0020668109460424593,2.0630569590649848,0.0011067948452066934,2.382126486043748,0.0021551612977690174,1.8814231460602275,0.00010800582135054173,1.0,0.0,16.0,150.0
regression.linear,5,1,gradient_fro,5.0,True,4.73109363157465,0.0045808268995704005,7,0.0,5.8673749976183,0.013121668108799275,6.1402410860080385,0.02051794790631472,4.88421326772121,0.09033721684174331,6.922302632183157,0.0907082714710185,4.210852630163866,0.06680871488285621,4.321217405275896,0.06765048591768774,5.188229675400533,0.07346552576835891,8.498311075880066,0.12032602731098098,1.4399468260736565,0.0035915091039934862,1.0,0.0,16.0,150.0
regression.linear,5,1,gradient_projection,5.0,True,4.73109363157465,0.0045808268995704005,7,0.0,3.2567894784079128,0.0005632078371967105,3.2792521645957526,0.0005646492650228099,7.164124749468684,0.002675483878274044,6.368803811543285,0.0003741756189960584,3.370797449935512,0.0012692293828291948,3.4178698468422906,0.0007744986914299793,3.702189457495836,0.0011116557760519608,5.107763608815649,0.0018734510000814573,1.686146010069449,8.185852680502845e-05,1.0,0.0,16.0,150.0
regression.linear,5,1,loss,5.0,True,4.73109363157465,0.0045808268995704005,7,0.0,5.872983672644312,0.0038430145367199294,6.1619115809251985,0.005168734375794692,4.823211319312401,0.024710137902171317,6.711125942380798,0.00021400152692667903,4.06352841978335,0.001277180328062989,4.169246303029162,0.0013068619241431785,5.005581224933898,0.0016964366558344403,8.216204846294854,0.0019962317852989433,1.43762152214573,0.00016980992405487948,1.0,0.0,16.0,150.0
regression.linear,5,2,weight_fro,5.0,True,4.157580820985167,0.0041024137600578214,7,0.0,6.24838324190944,0.006144003247306105,6.317499934418156,0.006150788232433887,22.133251362255294,0.03001500351662433,7.109203410239188,0.00019825264165591847,3.913164536874649,0.0034830795226766125,3.961222232538858,0.0010663128544788926,4.471887768416603,0.0012268894642760454,6.169920031724568,0.0033291353719628815,1.5717072464548698,0.0001525813673339788,1.0,0.0,16.0,150.0
regression.linear,5,2,weight_trace,5.0,True,4.157580820985167,0.0041024137600578214,7,0.0,6.597496390611601,0.0033371871866806195,6.699455254355833,0.003080142055964443,10.164428683750156,0.011777702672932546,7.648361306686398,0.00021501205491318605,4.247949806035267,0.004380325773716569,4.293644000227779,0.0015286488658538423,4.769470246275027,0.0006252934075477966,6.486133820770792,0.006579842301782678,1.547580134288783,0.0001674056652976782,1.0,0.0,16.0,150.0
regression.linear,5,2,weight_projection,5.0,True,4.157580820985167,0.0041024137600578214,7,0.0,7.028726414565636,0.006048459239751737,7.182352718936565,0.006354184260385659,11.170679408368784,0.00816842346342778,5.042544654034827,0.00011283805818767608,2.6607131446838896,0.001352841172709042,2.698586217393357,0.00041517508699922255,3.0957495072866266,0.0005046903776172202,4.636500939950058,0.0012409051107258233,1.5640675387898058,0.00016013940003514724,1.0,0.0,16.0,150.0
regression.linear,5,2,gradient_fro,5.0,True,4.157580820985167,0.0041024137600578214,7,0.0,5.682643390872544,0.015403776443315373,5.832094385750046,0.011459443301021176,4.7167768391136935,0.023749438921905154,6.981941596666512,0.0021165243106022256,4.264202135989156,0.007388548209629903,4.407835951427938,0.005499976990509694,5.681654957225789,0.00996034881818563,9.430764576046068,0.02184537479898749,1.764009751295488,0.0002526946528119616,1.0,0.0,16.0,150.0
regression.linear,5,2,gradient_projection,5.0,True,4.157580820985167,0.0041024137600578214,7,0.0,4.650360861302814,0.001830215744060483,4.707452019194461,0.001999556588361646,10.403380883257702,0.011931026603802249,5.102513273211304,5.0684269080981575e-05,2.679943928999076,0.003004170377264912,2.7016299937144344,0.0016047236257176129,2.9696328905228975,0.000617197243712402,4.226464019162838,0.0013397150797397213,1.6628771157863307,0.00015834956213937868,1.0,0.0,16.0,150.0
regression.linear,5,2,loss,5.0,True,4.157580820985167,0.0041024137600578214,7,0.0,5.650121246091892,0.015512015856464546,5.79149425412344,0.013691109333481378,4.441389417218398,0.011054082310384338,6.8211237172611625,0.0011466560147700745,4.104451154586675,0.005865827707466029,4.24831338252911,0.005821984891522484,5.468727577236512,0.007476833414324529,9.083728678802839,0.023706997943553222,1.7722202867710368,0.0003003582593359581,1.0,0.0,16.0,150.0
regression.linear,7,0,weight_fro,7.0,True,6.481349729644472,0.004251515596731981,7,0.0,6.576213139597342,0.012923545658260448,6.755664242424475,0.013206507624868719,10.74404943870555,0.06371252904544399,10.567844714831734,0.0019291010210016066,5.581141438339137,0.013627643833029685,6.456832293585844,0.010890123384280371,7.923842041281824,0.008873502995267677,11.702814864903575,0.02545230183511743,1.592838096530192,7.226889617918413e-05,1.0,0.0,16.0,150.0
regression.linear,7,0,weight_trace,7.0,True,6.481349729644472,0.004251515596731981,7,0.0,6.948694496732035,0.004329070646059399,7.258648994062446,0.007762215370008423,11.791661819967775,0.06003664211354547,10.56704771971375,0.004167956396873269,4.8907998399357515,0.02545324830760849,6.88531244363241,0.02211425298419994,8.274508430181529,0.014576005000306837,13.290332901420602,0.04779483416452094,1.5893797637409632,6.282824941567277e-05,1.0,0.0,16.0,150.0
regression.linear,7,0,weight_projection,7.0,True,6.481349729644472,0.004251515596731981,7,0.0,7.81765519014192,0.011943493697516063,8.073797247473955,0.01181511262267082,15.426372711732892,0.07626520002609016,5.483024197764597,0.0001539256973528391,3.0951163313177528,0.00497973447777217,3.2353857044944894,0.0019466894817643183,3.8789108100966274,0.005467887390810615,7.4813600422295785,0.010511076904554799,1.7240450771593085,2.697845430032435e-05,1.0,0.0,16.0,150.0
regression.linear,7,0,gradient_fro,7.0,True,6.481349729644472,0.004251515596731981,7,0.0,7.480436833355054,0.015250138869803755,7.64654539838414,0.019005136831124057,23.004170498159404,0.7486733081001412,9.738435592142537,0.005451297307591515,5.327297007769876,0.0037811148187292497,5.892753694415067,0.007731503559986889,8.349557753942399,0.007820750753601934,9.997001146519931,0.012084936661427664,1.8084112589042936,0.00014764428054862648,1.0,0.0,16.0,150.0
