step,lr,lambda_max,ritz_residual,hvp_count,hessian_seconds,gd_ratio,activation_pr,activation_seconds,gradient_proxy,gradient_seconds
127,0.003,51.48286437988281,9.019143265633792e-06,31,0.7716391000431031,,5.233217716217041,0.003586800070479512,2.366000175476074,0.017607599962502718
255,0.003,41.729164123535156,9.499794926383289e-06,31,0.7786904000677168,,6.1657867431640625,0.0030439000111073256,1.637385368347168,0.019836800172924995
383,0.003,70.72454833984375,1.0085999015852134e-05,31,0.7661152000073344,,7.345977306365967,0.0028947999235242605,1.90969979763031,0.017161699943244457
511,0.003,51.012786865234375,1.1332167124457364e-05,31,0.7564944000914693,,7.5854058265686035,0.004052399890497327,3.298905372619629,0.01853850018233061
639,0.003,67.77745819091797,9.349425853271608e-06,31,0.8009780999273062,,8.168755531311035,0.004197400063276291,2.2877166271209717,0.020070299971848726
767,0.003,47.32861328125,9.28656894945277e-06,31,0.7019382999278605,,8.765802383422852,0.0030230998527258635,3.543388843536377,0.015104500111192465
895,0.003,52.720401763916016,1.6076289114828906e-05,31,0.785268499981612,,9.602526664733887,0.003380000125616789,3.1881213188171387,0.020067499950528145
1023,0.003,43.262184143066406,6.2344684463333865e-06,31,0.698585300007835,,9.53315544128418,0.003557699965313077,3.054678201675415,0.022049499908462167
1151,0.003,37.730743408203125,1.033039199140719e-05,31,0.7255873999092728,,10.158219337463379,0.0036470999475568533,3.013406991958618,0.0176530999597162
1279,0.003,61.27878189086914,9.644235107547183e-06,31,0.7764075000304729,,9.920343399047852,0.0035788000095635653,2.8068671226501465,0.021521699847653508
1407,0.003,52.49430847167969,8.087276249971626e-06,31,0.7747344998642802,,10.370903015136719,0.003270199988037348,3.0696630477905273,0.01900020008906722
1535,0.003,58.74126434326172,1.2062289135286826e-05,31,0.6789180000778288,,10.237469673156738,0.003205199958756566,2.590022563934326,0.014147800160571933
1663,0.003,37.99794387817383,1.07053694196414e-05,31,0.769596999976784,,10.65837574005127,0.003326999954879284,2.7000555992126465,0.018733900040388107
1791,0.003,36.6914176940918,9.47093190396513e-06,31,0.7190078001003712,,10.842453956604004,0.0037273000925779343,3.2081410884857178,0.01567819993942976
1919,0.003,42.31283187866211,9.053500075176978e-06,31,0.7197110999841243,,10.477025032043457,0.0036018998362123966,3.092801332473755,0.015585300046950579
2047,0.003,37.79905700683594,5.521633308134447e-06,31,0.7091475001070648,,10.632301330566406,0.0027712001465260983,3.6465160846710205,0.015359899960458279
2175,0.003,40.440975189208984,1.0522153402350276e-05,31,0.7070595000404865,,10.541629791259766,0.002890600124374032,3.410327434539795,0.014976999955251813
2303,0.003,31.203271865844727,7.252483017289349e-06,31,0.7169784000143409,,10.792091369628906,0.00456800009123981,2.7734992504119873,0.020012499997392297
2431,0.003,44.83742141723633,9.587675037762592e-06,31,0.7693473000545055,,10.902957916259766,0.00437649991363287,3.609593629837036,0.018555799964815378
2559,0.003,24.63496208190918,8.026451843283433e-06,31,0.7800239000935107,,11.060626029968262,0.003420199966058135,3.3079230785369873,0.01473790011368692
2687,0.003,27.906259536743164,6.276984772238857e-06,31,0.6845609999727458,,11.022500991821289,0.0029166999738663435,3.3809523582458496,0.01398469996638596
2815,0.003,34.06147766113281,1.0256636962911951e-05,31,0.7525779998395592,,11.135900497436523,0.0036692998837679625,3.2443957328796387,0.015676100039854646
2943,0.003,24.734203338623047,1.2140893591990553e-05,31,0.7279314999468625,,10.845325469970703,0.0039981999434530735,2.7994027137756348,0.01597259985283017
3071,0.003,25.512758255004883,6.200375272352505e-06,31,0.7363398000597954,,10.905667304992676,0.004628699971362948,3.644557237625122,0.02102239988744259
