step,train_loss,val_loss,train_acc,val_acc,weight_norm
0,0.010309963358745258,0.010309980063904036,0.00935374149659864,0.009351753453772583,1.0011910072898993
10,0.010308843080689307,0.010309011413232523,0.009566326530612245,0.009139213602550478,1.0011738061579114
20,0.010307731363564172,0.010308052525297309,0.00977891156462585,0.009139213602550478,1.0011794865317307
30,0.010306628341134397,0.010307101126584462,0.01020408163265306,0.009564293304994687,1.0012078083955616
40,0.010305533210812717,0.010306157752038438,0.010841836734693877,0.00977683315621679,1.0012586917441395
50,0.010304446106363675,0.010305222535395349,0.012542517006802721,0.010201912858660999,1.0013316565458736
60,0.010303366358964556,0.010304295209182968,0.014668367346938776,0.011477151965993623,1.001426462784969
70,0.01030229450367353,0.01030337523845684,0.01594387755102041,0.012327311370882041,1.0015430304561603
80,0.010301228935316072,0.010302461954536397,0.018282312925170068,0.013177470775770457,1.0016809595331229
90,0.01030017059024399,0.010301556159838321,0.0195578231292517,0.014027630180658874,1.0018400100000608
100,0.010299118398340933,0.01030065665073759,0.020833333333333332,0.014665249734325186,1.0020201018517094
110,0.010298071824548723,0.010299763828442544,0.022534013605442178,0.01636556854410202,1.0022208350617434
120,0.010297031270160992,0.01029887769295318,0.02465986394557823,0.01700318809776833,1.0024421296248975
130,0.01029599566506139,0.01029799663943614,0.027210884353741496,0.017215727948990435,1.002683665520112
140,0.010294966079366266,0.010297121202835872,0.028698979591836735,0.01742826780021254,1.002945282736856
150,0.010293940907901096,0.010296251918096837,0.029974489795918366,0.01891604675876727,1.0032267412593348
160,0.010292921087017685,0.010295387715330121,0.029974489795918366,0.01934112646121148,1.0035279610822834
170,0.010291905011541504,0.010294528460799613,0.03018707482993197,0.01955366631243358,1.0038485421793761
180,0.010290892815237101,0.010293673485824743,0.031462585034013606,0.019766206163655684,1.0041884845506135
190,0.010289885166927193,0.010292824261502761,0.03167517006802721,0.020191285866099893,1.004547468174935
200,0.010288880060143621,0.010291979851680873,0.03210034013605442,0.020616365568544102,1.0049253330418102
210,0.01028787869876728,0.010291137982845144,0.032525510204081634,0.02146652497343252,1.0053220791512396
220,0.01028688068150454,0.010290301195981738,0.03210034013605442,0.022316684378320937,1.0057373064768977
230,0.010285884804474505,0.010289468287465627,0.032525510204081634,0.022316684378320937,1.0061710150187846
240,0.010284892271558068,0.010288638321144017,0.032525510204081634,0.022741764080765142,1.006622804750575
250,0.010283901210051615,0.01028781236690582,0.03188775510204082,0.022529224229543038,1.0070928356827986
260,0.010282912288777866,0.01028698962233435,0.031462585034013606,0.022529224229543038,1.0075807877943959
270,0.010281925240207733,0.010286168883804587,0.031462585034013606,0.022316684378320937,1.008086501074836
280,0.010280939261753953,0.010285351889886007,0.03125,0.021891604675876728,1.0086098155135894
290,0.01027995355082926,0.010284537303217472,0.031037414965986394,0.02146652497343252,1.0091507311106558
300,0.010278969177550007,0.010283724321382304,0.03018707482993197,0.02104144527098831,1.00970900785024
310,0.010277984938035297,0.010282913479324952,0.029974489795918366,0.02104144527098831,1.0102845657270771
320,0.010277001233578765,0.010282105579462105,0.029974489795918366,0.020403825717321997,1.010877244730637
330,0.010276016726534968,0.010281298749488165,0.029974489795918366,0.020403825717321997,1.0114870448609194
340,0.010275031684432995,0.010280493256875363,0.029974489795918366,0.020191285866099893,1.0121136460968645
350,0.010274045037156494,0.01027968843294313,0.02976190476190476,0.01997874601487779,1.012757208449002
360,0.010273057721057273,0.01027888414395535,0.02976190476190476,0.019766206163655684,1.0134174118962718
370,0.010272067462138086,0.010278080122439798,0.029974489795918366,0.01955366631243358,1.0140942564386741
380,0.010271075464279824,0.01027727690334093,0.029549319727891158,0.01955366631243358,1.0147876620709437
390,0.01027007998854342,0.01027647328303372,0.029124149659863947,0.019128586609989374,1.0154976287930806
400,0.010269081703751591,0.010275668860309827,0.028273809523809524,0.01891604675876727,1.0162239965945545
410,0.010268079539787988,0.010274863501433137,0.027848639455782313,0.018703506907545166,1.0169667654753658
420,0.010267071757713535,0.0102740566714592,0.0274234693877551,0.018278427205100957,1.017725935435514
430,0.010266059427644587,0.010273247835443554,0.027210884353741496,0.018065887353878853,1.0185014264697345
440,0.010265041211935704,0.01027243645844175,0.027210884353741496,0.018065887353878853,1.019293158572762
450,0.010264016174235077,0.010271622272981557,0.02657312925170068,0.017853347502656748,1.0201012117498616
460,0.01026298177301637,0.010270804877854634,0.02614795918367347,0.017853347502656748,1.0209255860010333
470,0.0102619398809832,0.010269983203172075,0.02614795918367347,0.017853347502656748,1.0217663613315422
480,0.010260888224138318,0.010269157248933878,0.02614795918367347,0.017853347502656748,1.0226234577361233
490,0.010259825866129916,0.010268323805473312,0.02572278911564626,0.017640807651434644,1.0234970352253066
500,0.010258751469312556,0.0102674850125682,0.025510204081632654,0.017640807651434644,1.024387093799092
510,0.01025766316098262,0.010266638462968491,0.025510204081632654,0.017640807651434644,1.0252938734732748
520,0.010256559871023755,0.010265783889201963,0.025085034013605442,0.017640807651434644,1.02621729424259
530,0.010255440128025982,0.010264918081601883,0.02465986394557823,0.017640807651434644,1.027157756133363
540,0.010254300855404783,0.010264042243793275,0.024447278911564625,0.017640807651434644,1.0281152591455935
550,0.010253140581750177,0.01026315276490107,0.02423469387755102,0.017640807651434644,1.0290902033056069
560,0.010251956765535829,0.010262248441300246,0.02423469387755102,0.017640807651434644,1.0300827486239335
570,0.010250746196412683,0.010261327668157436,0.02423469387755102,0.017640807651434644,1.0310932151216332
580,0.010249504593915328,0.010260388171958708,0.02423469387755102,0.017640807651434644,1.0321220828302968
590,0.010248230085340152,0.010259426609301221,0.02423469387755102,0.017640807651434644,1.0331696717709842
600,0.010246917587634482,0.01025844070667104,0.02423469387755102,0.017640807651434644,1.0342365419805508
610,0.01024556148268747,0.010257426184512529,0.02423469387755102,0.017640807651434644,1.0353234135063822
620,0.010244155082271915,0.010256379298214501,0.02423469387755102,0.017640807651434644,1.036430686374804
630,0.010242692902041516,0.010255294029651843,0.024022108843537414,0.017640807651434644,1.0375594806595265
640,0.010241166113536366,0.010254164895643892,0.024022108843537414,0.017640807651434644,1.0387104364026707
650,0.010239564550651123,0.010252985610593304,0.024022108843537414,0.017640807651434644,1.0398848336884772
660,0.010237877244693182,0.010251747481652689,0.023809523809523808,0.017640807651434644,1.0410837925906569
670,0.010236089615327244,0.01025044047861352,0.023809523809523808,0.017640807651434644,1.042308913214511
680,0.010234186012101663,0.01024905243148945,0.023809523809523808,0.017640807651434644,1.0435618756706058
690,0.010232144096337593,0.010247568228099631,0.023596938775510203,0.017640807651434644,1.0448446800905677
700,0.010229940191710744,0.010245969814068714,0.023596938775510203,0.017640807651434644,1.0461598066376134
710,0.010227543398611458,0.010244235791618508,0.023596938775510203,0.017640807651434644,1.0475100554960206
720,0.01022491519285106,0.010242335401442862,0.023596938775510203,0.017640807651434644,1.0488988668921861
730,0.010222006884135541,0.010240235878193917,0.023596938775510203,0.017640807651434644,1.0503303210946282
740,0.010218758412184642,0.010237890547967999,0.023596938775510203,0.017640807651434644,1.0518092984245158
750,0.01021509246109194,0.010235243509069576,0.023596938775510203,0.017640807651434644,1.0533419592872582
760,0.010210909376272155,0.010232219601802754,0.023596938775510203,0.017640807651434644,1.0549353441461804
770,0.010206083151524846,0.010228725879568511,0.023596938775510203,0.017640807651434644,1.0565984135909696
780,0.01020044658117002,0.010224635961739403,0.023596938775510203,0.017640807651434644,1.0583418083218783
790,0.0101937920626354,0.010219792574645722,0.023596938775510203,0.017640807651434644,1.0601787292076414
800,0.010185846983780323,0.010213989229727917,0.0233843537414966,0.017640807651434644,1.0621250972960057
810,0.010176277468302982,0.010206970223536598,0.0233843537414966,0.017640807651434644,1.0641993938032
820,0.010164690649737665,0.010198428497954715,0.0233843537414966,0.017640807651434644,1.0664226601139346
830,0.010150673195643431,0.010188033323573093,0.0233843537414966,0.017640807651434644,1.0688163376392459
840,0.010133901797117446,0.010175506930483583,0.0233843537414966,0.017640807651434644,1.0713978675269167
850,0.010114377122982429,0.010160781247004312,0.0233843537414966,0.017640807651434644,1.0741711700349346
860,0.010092764250551119,0.01014425815015694,0.0233843537414966,0.017640807651434644,1.0771117635521916
870,0.010070708617479189,0.010127044974962888,0.0233843537414966,0.017640807651434644,1.080148443392785
880,0.010050647948816386,0.010110878418594635,0.0233843537414966,0.017640807651434644,1.0831558413063667
890,0.010034823469497335,0.010097479798571587,0.0233843537414966,0.017640807651434644,1.0859779470260709
900,0.010024052213356751,0.010087684564396014,0.0233843537414966,0.017640807651434644,1.0884835519172
910,0.010017528516546156,0.010081189670034277,0.0233843537414966,0.017640807651434644,1.0906196924942853
920,0.010013752744762834,0.010077081965302048,0.0233843537414966,0.017640807651434644,1.0924160507106633
930,0.010011463498356918,0.010074466354390344,0.0233843537414966,0.017640807651434644,1.0939487915786705
940,0.010009908886826617,0.010072723772828862,0.0233843537414966,0.017640807651434644,1.095299600473933
950,0.010008710222747887,0.01007148430652711,0.0233843537414966,0.017640807651434644,1.0965349617717146
960,0.010007697357620762,0.010070538792203265,0.0233843537414966,0.017640807651434644,1.0977011185152201
970,0.010006790166483395,0.010069769007132821,0.0233843537414966,0.017640807651434644,1.098827752657786
980,0.010005947717385319,0.010069109688092291,0.023596938775510203,0.017640807651434644,1.0999331854051113
990,0.010005148072941322,0.010068517504580836,0.023596938775510203,0.017640807651434644,1.101028377478509
1000,0.010004378124226092,0.010067970256403585,0.023596938775510203,0.017640807651434644,1.1021194892833888
1010,0.010003629845366988,0.010067453098851915,0.023809523809523808,0.017640807651434644,1.1032103610724733
