key,task,alpha,t_mem,t_grok,val_acc,val_loss,wnorm,wnorm_ref,ipr_u1,ipr_ref,erank,erank_ref
a_add,add,0.5,9170,11950.0,1.0,1.987708782869448e-05,5.072092508884533,5.153579698736845,0.5946355248880392,1.0,136.61170172730013,148.84068827990896
a_mul,mul,0.5,9130,11600.0,1.0,1.6096239643612435e-05,4.999239074479353,,0.0730661346835765,,137.64369519271787,
a_sq_sum,sq_sum,0.5,8360,10380.0,1.0,1.1990752658400784e-05,5.099014920619132,5.154181917628352,0.0932514893848353,0.05195247069130906,82.90819811673629,84.63880500217832
a_sub,sub,0.5,9040,11570.0,1.0,2.4692002712732752e-05,5.112607175110598,5.153579698736845,0.5816188517888056,1.0,132.49264149945765,148.84068827990893
a_sum_sq,sum_sq,0.5,7280,8150.0,1.0,5.238275149627173e-05,4.277024186304049,5.175514423423379,,1.0,,148.84068827990896
x_mix_quad,mix_quad,0.5,9630,,0.0148777895855472,0.0219796158773568,6.14400241010783,,0.0413023508842177,,134.67083406237475,
x_no_grok,no_grok,0.5,9760,,0.0104144527098831,0.0224165825805309,6.152939958278142,,0.040140103973995,,134.54558947228105,
