step,train_loss,train_acc,val_loss,val_acc
0,4.783789157867432,0.008715986274182796,4.668095588684082,0.010201912373304367
1,4.676858425140381,0.01041666604578495,4.638789176940918,0.011264611966907978
2,4.6214518547058105,0.01105442177504301,4.63660192489624,0.00743889482691884
3,4.598732948303223,0.00956632662564516,4.638336658477783,0.008501593954861164
4,4.587735652923584,0.01254251692444086,4.63832950592041,0.00913921371102333
5,4.580376148223877,0.011692176572978497,4.6369428634643555,0.008714133873581886
6,4.5744853019714355,0.014668366871774197,4.635311603546143,0.008714133873581886
7,4.569346904754639,0.016794217750430107,4.634571552276611,0.00743889482691884
8,4.56472110748291,0.017431972548365593,4.635035991668701,0.008714133873581886
9,4.560192108154297,0.0178571417927742,4.636395454406738,0.007226354908198118
10,4.555338382720947,0.017431972548365593,4.638357639312744,0.00743889482691884
11,4.549951553344727,0.018920067697763443,4.640890121459961,0.005313496105372906
12,4.544048309326172,0.01806972734630108,4.644035816192627,0.004250796977430582
13,4.537758827209473,0.01806972734630108,4.647826671600342,0.00403825705870986
14,4.5311784744262695,0.01934523694217205,4.652276992797852,0.0038257171399891376
15,4.524295330047607,0.021471088752150536,4.657388687133789,0.004250796977430582
16,4.5170722007751465,0.02210884355008602,4.663247585296631,0.004250796977430582
17,4.509374141693115,0.02232142724096775,4.669906139373779,0.0046758768148720264
18,4.501010417938232,0.024659862741827965,4.677530288696289,0.005526036024093628
19,4.491898536682129,0.029124148190021515,4.686326026916504,0.0046758768148720264
20,4.4819536209106445,0.03231292590498924,4.696465015411377,0.004888416267931461
21,4.471163272857666,0.035076528787612915,4.708097457885742,0.004888416267931461
22,4.459386348724365,0.03613945469260216,4.721346378326416,0.004463336896151304
23,4.446501731872559,0.03677720949053764,4.736290454864502,0.00403825705870986
24,4.432388782501221,0.042304422706365585,4.753108501434326,0.0038257171399891376
25,4.416944980621338,0.042729590088129044,4.77205753326416,0.004250796977430582
26,4.400031566619873,0.04634353518486023,4.793541431427002,0.00403825705870986
27,4.381586074829102,0.051445577293634415,4.818056583404541,0.004463336896151304
28,4.361484527587891,0.05250850319862366,4.846267223358154,0.004888416267931461
29,4.339530944824219,0.05697278678417206,4.878752708435059,0.004888416267931461
