arm,theiler_label,r,MG,LB,theiler_used,truth,S_med,spread,r1,r1_W0,near_ref,kept,dt_W0,deg,PRdelay,n
fast,5,6,6.667014170643747,6.871306974233928,5.0,5.996427609964024,2.840445925164439,1.6078642749595033,1.32645418654519,1.3260058657463012,0.8596826097930338,0.9935007571933367,2604.0,0.0,5.569312320137931,12
fast,5,8,7.980405061673471,8.319599431067696,5.0,7.993740801865177,2.3517520544292796,1.563005319405693,1.4826390700572527,1.4713501040726262,0.8163963907117617,0.9655035335689046,2515.5,0.0,5.752922056183389,12
fast,50,2,2.336237972463061,2.361640632142858,50.0,1.999888015330764,8.1669052278254,4.513280379326624,0.1064831438024117,0.1064831438024117,0.8800006309944473,1.0,2577.5,0.0,2.4702736813275106,12
fast,50,4,4.689201673527569,4.806389592395517,50.0,3.999151764617517,4.063569632479675,1.9750241597371905,0.7170990853921729,0.7170990853921729,0.8788553760726906,1.0,2163.5,0.0,4.255855215811234,12
fast,50,6,6.666710453261045,6.8709723082371434,50.0,5.996427609964024,2.8405557612500942,1.6078642749595033,1.32645418654519,1.3260058657463012,0.8596636799596163,0.9905918727915194,2604.0,0.0,5.569312320137931,12
fast,50,8,7.97670887193719,8.31506517306291,50.0,7.993740801865177,2.3520644599791924,1.5633070794614925,1.4827040671129437,1.4713501040726262,0.8146422261484099,0.9613547450782434,2515.5,0.0,5.752922056183389,12
fast,frozen,2,2.336237972463061,2.361640632142858,76.0,1.999888015330764,8.1669052278254,4.513280379326624,0.1064831438024117,0.1064831438024117,0.8800006309944473,1.0,2577.5,0.0,2.4702736813275106,12
fast,frozen,4,4.688764917403604,4.806233241595388,76.0,3.999151764617517,4.0643124974069025,1.975989713781657,0.7170990853921729,0.7170990853921729,0.8788553760726906,0.9998864209994951,2163.5,0.0,4.255855215811234,12
fast,frozen,6,6.665829878269749,6.870203885552309,76.0,5.996427609964024,2.8405884762818996,1.6079669231698785,1.32645418654519,1.3260058657463012,0.8596636799596163,0.9901564866229178,2604.0,0.0,5.569312320137931,12
fast,frozen,8,7.97611440078102,8.316642197512227,76.0,7.993740801865177,2.352214128721638,1.5634879727775886,1.4827040671129437,1.4713501040726262,0.8142983341746592,0.9601905603230692,2515.5,0.0,5.752922056183389,12
slow,0,2,2.297702624244055,2.4179515983830466,0.0,2.000028061184504,8.074393666539072,3.841820954663702,0.07479169950469775,0.07479169950469775,0.8027921504290763,1.0,1840.0,0.0,1.8366410753377778,12
slow,0,4,2.1049579109651297,2.2556278570807824,0.0,3.999777254523761,8.546794154934009,4.364863640826383,0.0980137753953963,0.0980137753953963,0.7902353609288237,1.0,810.5,0.0,1.736682603640149,12
slow,0,6,2.0064980354063624,2.160550482710777,0.0,5.997310359317756,8.922245442371718,4.702116672008785,0.0909534247398366,0.0909534247398366,0.7655855628470469,1.0,337.0,0.0,1.6662302935935709,12
slow,0,8,2.0409445061378872,2.1922690667224582,0.0,7.986994167306582,8.826779330091467,4.7469363211978,0.08910138106088836,0.08910138106088836,0.7645854366481575,1.0,285.5,0.0,1.6329961387544458,12
slow,1,2,2.5826366657738244,2.7868487269550224,1.0,2.000028061184504,7.099543031893591,3.281317750228845,0.09495844605540066,0.07479169950469775,0.7488326602725897,0.900012619888945,1840.0,0.0,1.8366410753377778,12
slow,1,4,2.721211732572897,3.0035771395928865,1.0,3.999777254523761,6.605927287105178,2.6822814755645012,0.14074800311269664,0.0980137753953963,0.7347488642099949,0.900012619888945,810.5,0.0,1.736682603640149,12
slow,1,6,2.6415416128282083,2.942618156094696,1.0,5.997310359317756,6.778143868386429,2.7631406222583563,0.14021724839641947,0.0909534247398366,0.7121403331650682,0.900012619888945,337.0,0.0,1.6662302935935709,12
slow,1,8,2.639597533340158,2.9390185802792055,1.0,7.986994167306582,6.769884592350909,2.7395812950409706,0.14326625072170857,0.08910138106088836,0.7109414437152953,0.900012619888945,285.5,0.0,1.6329961387544458,12
slow,10,2,2.7987723540851963,3.2378315662733907,10.0,2.000028061184504,6.9188782630856505,3.3267007993553577,0.1114611355846036,0.07479169950469775,0.6446838717819283,0.7280193084300859,1840.0,0.0,1.8366410753377778,12
slow,10,4,3.499816054553577,4.508405689073982,10.0,3.999777254523761,5.270399194675701,1.9692938529960111,0.22436816380380875,0.0980137753953963,0.5598782180716809,0.5692737253912166,810.5,0.0,1.736682603640149,12
slow,10,6,3.4099696272557942,4.509841939194564,10.0,5.997310359317756,5.28926648728892,1.9385713470852322,0.2235071874612059,0.0909534247398366,0.536067642604745,0.5312405350832913,337.0,0.0,1.6662302935935709,12
slow,10,8,3.449598464896275,4.598174977062419,10.0,7.986994167306582,5.2786156238484025,1.9417439412398942,0.21739786855195195,0.08910138106088836,0.5434628975265017,0.5209868753154971,285.5,0.0,1.6329961387544458,12
slow,100,2,2.797996195711769,3.238074663325638,100.0,2.000028061184504,6.9601690198665604,3.3267007993553577,0.1114611355846036,0.07479169950469775,0.6441853861686018,0.7266058808682483,1840.0,0.0,1.8366410753377778,12
slow,100,4,3.530978737088745,4.988211155689099,100.0,3.999777254523761,5.206369160940188,1.9574880393029392,0.22636173603696785,0.0980137753953963,0.5476085310449268,0.5672103735487128,810.5,0.0,1.736682603640149,12
slow,100,6,3.4834123358198865,5.104152499269116,100.0,5.997310359317756,5.1518298753655465,1.9195541769570832,0.23010431188591085,0.0909534247398366,0.5252523977788995,0.5260947753659768,337.0,0.0,1.6662302935935709,12
slow,100,8,3.520519940304223,5.2005046744656385,100.0,7.986994167306582,5.15555518036867,1.9090040752624162,0.23059497492479675,0.08910138106088836,0.5119920494699646,0.5173775870772337,285.5,0.0,1.6329961387544458,12
slow,150,2,2.797996195711769,3.238074663325638,150.0,2.000028061184504,6.960650003271387,3.3267007993553577,0.1114611355846036,0.07479169950469775,0.6441853861686018,0.7264260474507824,1840.0,0.0,1.8366410753377778,12
slow,150,4,3.528658562312114,4.984596025377642,150.0,3.999777254523761,5.206369160940188,1.9574880393029392,0.22636173603696785,0.0980137753953963,0.543983467945482,0.5667876072690561,810.5,0.0,1.736682603640149,12
slow,150,6,3.482955378060918,5.130728262310298,150.0,5.997310359317756,5.15749276899674,1.9196850810645558,0.23010431188591085,0.0909534247398366,0.5177593387178193,0.5213654719838465,337.0,0.0,1.6662302935935709,12
slow,150,8,3.5185825800305217,5.208727276133299,150.0,7.986994167306582,5.156155883630052,1.9090040752624162,0.23081949107385774,0.08910138106088836,0.5111086572438163,0.5173775870772337,285.5,0.0,1.6329961387544458,12
slow,2,2,2.6277768256137555,2.9281803819932257,2.0,2.000028061184504,6.858444461787871,3.259516572171032,0.10600625808364536,0.07479169950469775,0.6952075971731448,0.8163932357395255,1840.0,0.0,1.8366410753377778,12
slow,2,4,3.0179227102696213,3.4561443867889974,2.0,3.999777254523761,5.936790534534056,2.3277998991524225,0.1731335381990326,0.0980137753953963,0.677609162039374,0.8000378596668349,810.5,0.0,1.736682603640149,12
slow,2,6,3.017337340519247,3.460805557094036,2.0,5.997310359317756,5.987026406675319,2.339754871483242,0.16996676186705575,0.0909534247398366,0.6568715295305401,0.8000378596668349,337.0,0.0,1.6662302935935709,12
slow,2,8,3.0310111457358557,3.4720732601165967,2.0,7.986994167306582,5.9522474221161215,2.3267881017991705,0.1693752727554135,0.08910138106088836,0.6565560323069157,0.8000378596668349,285.5,0.0,1.6329961387544458,12
slow,20,2,2.797996195711769,3.238074663325638,20.0,2.000028061184504,6.9601690198665604,3.3268170492506037,0.1114611355846036,0.07479169950469775,0.6442200908632003,0.7274892730943967,1840.0,0.0,1.8366410753377778,12
slow,20,4,3.519344702892743,4.771064146080709,20.0,3.999777254523761,5.234070620261331,1.9584656076666462,0.2263079112810632,0.0980137753953963,0.5545620898536092,0.5672103735487128,810.5,0.0,1.736682603640149,12
slow,20,6,3.467064837997161,4.89422649006293,20.0,5.997310359317756,5.155401127616971,1.9209353213149267,0.22929262586631438,0.0909534247398366,0.5290919989904088,0.5285808934881373,337.0,0.0,1.6662302935935709,12
slow,20,8,3.5048283650694554,4.960090165643212,20.0,7.986994167306582,5.156384584575412,1.913373590422191,0.2249262215886021,0.08910138106088836,0.5251135790005048,0.5173775870772337,285.5,0.0,1.6329961387544458,12
slow,5,2,2.8306974011384995,3.2217860418713533,5.0,2.000028061184504,6.8394531388307085,3.3242688476655124,0.1114611355846036,0.07479169950469775,0.6479145633518425,0.7358310196870268,1840.0,0.0,1.8366410753377778,12
slow,5,4,3.3629676670922883,4.111769229641419,5.0,3.999777254523761,5.421319777266154,2.067634366558421,0.21240027995587785,0.0980137753953963,0.5898567642604745,0.6215169106511862,810.5,0.0,1.736682603640149,12
slow,5,6,3.3555075176278133,4.166580653953124,5.0,5.997310359317756,5.31659955728664,2.022840614380698,0.2084202855377975,0.0909534247398366,0.5706461383139829,0.5939708480565371,337.0,0.0,1.6662302935935709,12
slow,5,8,3.3592014996978685,4.221788174998997,5.0,7.986994167306582,5.430096069839402,2.067035790761385,0.20469630943559985,0.08910138106088836,0.5785588086824835,0.5954000504795558,285.5,0.0,1.6329961387544458,12
slow,50,2,2.797996195711769,3.238074663325638,50.0,2.000028061184504,6.9601690198665604,3.3267007993553577,0.1114611355846036,0.07479169950469775,0.6441853861686018,0.7274892730943967,1840.0,0.0,1.8366410753377778,12
slow,50,4,3.5239419147789715,4.856006297795895,50.0,3.999777254523761,5.216900971063974,1.9574880393029392,0.22636173603696785,0.0980137753953963,0.549507824331146,0.5672103735487128,810.5,0.0,1.736682603640149,12
slow,50,6,3.485853714759851,5.134109566011081,50.0,5.997310359317756,5.151561499605285,1.9195541769570832,0.23010431188591085,0.0909534247398366,0.525955956587582,0.5285808934881373,337.0,0.0,1.6662302935935709,12
slow,50,8,3.515335314431776,5.132108389091131,50.0,7.986994167306582,5.159069228374327,1.9090040752624162,0.22851798078010965,0.08910138106088836,0.5163869257950531,0.5173775870772337,285.5,0.0,1.6329961387544458,12
slow,frozen,2,2.797996195711769,3.238074663325638,76.0,2.000028061184504,6.9601690198665604,3.3267007993553577,0.1114611355846036,0.07479169950469775,0.6441853861686018,0.7274892730943967,1840.0,0.0,1.8366410753377778,12
slow,frozen,4,3.5252361921748214,4.934614990971387,76.0,3.999777254523761,5.206369160940188,1.9574880393029392,0.22636173603696785,0.0980137753953963,0.547674785461888,0.5672103735487128,810.5,0.0,1.736682603640149,12
slow,frozen,6,3.4860593696188023,5.110933070088212,76.0,5.997310359317756,5.151490286622135,1.9195541769570832,0.23010431188591085,0.0909534247398366,0.525826602725896,0.5285808934881373,337.0,0.0,1.6662302935935709,12
slow,frozen,8,3.5153168358503137,5.162267429719502,76.0,7.986994167306582,5.1629205006507615,1.9090040752624162,0.22934495584867598,0.08910138106088836,0.5136420999495205,0.5173775870772337,285.5,0.0,1.6329961387544458,12
transient,0,2,1.1970221445940818,1.197207643704143,0.0,1.0603842266717085,15.859250481031353,10.008996135405273,0.000152354588494,0.000152354588494,0.8605123674911661,1.0,6.0,0.0,1.0000000453081146,12
transient,0,4,1.1970159304782264,1.1972012838585673,0.0,1.059563986271362,15.861948824790655,10.010507562782585,0.00015369216126875001,0.00015369216126875001,0.820958480565371,1.0,6.0,0.0,1.000000041377033,12
transient,0,6,1.1971200361499392,1.1973056573513912,0.0,1.0309582471013654,15.860790934477311,10.009863234699548,0.0001937336057193,0.0001937336057193,0.8319567137809187,1.0,6.0,0.0,1.000000022626391,12
transient,0,8,1.197269693289123,1.197455498027003,0.0,1.0648290195338102,15.85870274125806,10.008717334997428,0.00013129198540374999,0.00013129198540374999,0.8434944472488641,1.0,6.0,0.0,1.0000000237216016,12
transient,1,2,1.4631837025660084,1.4634939301708334,1.0,1.0603842266717085,12.971303020114437,5.505854823354672,0.00030467941296175,0.000152354588494,0.801665825340737,0.900012619888945,6.0,0.0,1.0000000453081146,12
transient,1,4,1.4631735200219969,1.463483476439051,1.0,1.059563986271362,12.974273837604441,5.506822403035745,0.0003073530593063,0.00015369216126875001,0.764695860676426,0.900012619888945,6.0,0.0,1.000000041377033,12
transient,1,6,1.4633445523392132,1.4636550342949692,1.0,1.0309582471013654,12.972996905352566,5.50640887467978,0.0003874314238743,0.0001937336057193,0.7751861433619385,0.900012619888945,6.0,0.0,1.000000022626391,12
transient,1,8,1.4635904941841837,1.463901360195865,1.0,1.0648290195338102,12.97070041829961,5.505661737670577,0.0002625570424259,0.00013129198540374999,0.7859162039374054,0.900012619888945,6.0,0.0,1.0000000237216016,12
transient,10,2,3.451274525312039,3.454477769865741,10.0,1.0603842266717085,5.484993102400418,1.8228034055740243,0.0016743254120620502,0.000152354588494,0.2179328621908127,0.0006940938919737,6.0,0.0,1.0000000453081146,12
transient,10,4,3.4511734483642518,3.4543727606856396,10.0,1.059563986271362,5.490401279221624,1.8235677612013186,0.0016888951368548,0.00015369216126875001,0.20904846037354866,0.0006940938919737,6.0,0.0,1.000000041377033,12
transient,10,6,3.452898188753535,3.4561095229135326,10.0,1.0309582471013654,5.4880731571152825,1.8232385515486842,0.0021291634646054,0.0001937336057193,0.1979240282685512,0.0006940938919737,6.0,0.0,1.000000022626391,12
transient,10,8,3.455384286728864,3.4586083263993936,10.0,1.0648290195338102,5.483899451137002,1.8226488435756725,0.0014427926792455002,0.00013129198540374999,0.16588844018172633,0.0006940938919737,6.0,0.0,1.0000000237216016,12
transient,100,2,20.778039536551454,21.002510905642225,100.0,1.0603842266717085,0.8992731731865913,1.0984304202508455,0.0152445586435246,0.000152354588494,0.0,0.0,6.0,0.0,1.0000000453081146,12
transient,100,4,20.891438599804196,21.121027228287296,100.0,1.059563986271362,0.8920213895300861,1.1004751105092165,0.01536586365716435,0.00015369216126875001,0.0,0.0,6.0,0.0,1.000000041377033,12
transient,100,6,20.958954620425178,21.24131901792869,100.0,1.0309582471013654,0.8851128782905807,1.098838803767281,0.018509509335400548,0.0001937336057193,0.0,0.0,6.0,0.0,1.000000022626391,12
transient,100,8,20.700244229917878,20.932566679040626,100.0,1.0648290195338102,0.8976019303138191,1.0983042827598966,0.0131315013013323,0.00013129198540374999,0.0,0.0,6.0,0.0,1.0000000237216016,12
transient,150,2,28.960730750827764,29.393626647406357,150.0,1.0603842266717085,0.6355653811278362,1.0720739512839565,0.022685382653518348,0.000152354588494,0.0,0.0,6.0,0.0,1.0000000453081146,12
transient,150,4,28.573215523616206,29.248244772086466,150.0,1.059563986271362,0.6449459408679866,1.0768923792567802,0.0228562731224261,0.00015369216126875001,0.0,0.0,6.0,0.0,1.000000041377033,12
transient,150,6,28.86408234287018,29.600937704813834,150.0,1.0309582471013654,0.6316827899171118,1.0745199900407099,0.0275867804691547,0.0001937336057193,0.0,0.0,6.0,0.0,1.000000022626391,12
transient,150,8,29.437152424784628,29.885733442456985,150.0,1.0648290195338102,0.624477913739441,1.072215535150511,0.01953686020689285,0.00013129198540374999,0.0,0.0,6.0,0.0,1.0000000237216016,12
transient,2,2,1.7048876196918665,1.705352633631383,2.0,1.0603842266717085,11.129650527857201,4.004915784937218,0.00045697614453045,0.000152354588494,0.7346352852094902,0.8000378596668349,6.0,0.0,1.0000000453081146,12
transient,2,4,1.704872584521637,1.7053371561867152,2.0,1.059563986271362,11.132889168216021,4.0057284192654095,0.00046098269963540004,0.00015369216126875001,0.7028962645128722,0.8000378596668349,6.0,0.0,1.000000041377033,12
transient,2,6,1.7051258022086209,1.7055912694195,2.0,1.0309582471013654,11.131497017858447,4.00537897686258,0.00058109512665655,0.0001937336057193,0.7121056284704694,0.8000378596668349,6.0,0.0,1.000000022626391,12
transient,2,8,1.7054900283017211,1.7059561874487503,2.0,1.0648290195338102,11.128991730479003,4.004752012471683,0.00039379684158465,0.00013129198540374999,0.7111528268551237,0.8000378596668349,6.0,0.0,1.0000000237216016,12
transient,20,2,5.502052357050751,5.5127921544801355,20.0,1.0603842266717085,3.4278466634007545,1.434551161757851,0.00319344917846855,0.000152354588494,0.0004795557799091,0.0,6.0,0.0,1.0000000453081146,12
transient,20,4,5.501672488757228,5.5123991691356995,20.0,1.059563986271362,3.4359784063272665,1.4355431051601053,0.00322097682375,0.00015369216126875001,0.0,0.0,6.0,0.0,1.000000041377033,12
transient,20,6,5.508228909331256,5.519025778526508,20.0,1.0309582471013654,3.432469237787674,1.435114761205285,0.00406114485967825,0.0001937336057193,0.0,0.0,6.0,0.0,1.000000022626391,12
transient,20,8,5.517706371762336,5.528594988381801,20.0,1.0648290195338102,3.426207606828484,1.4343511298328253,0.0027517295471356,0.00013129198540374999,0.0,0.0,6.0,0.0,1.0000000237216016,12
transient,5,2,2.3812629352953913,2.382422815659749,5.0,1.0603842266717085,7.96201002098695,2.504302303326316,0.00091369609663725,0.000152354588494,0.49225769813225645,0.5001892983341747,6.0,0.0,1.0000000453081146,12
transient,5,4,2.381226514975146,2.3823851232763813,5.0,1.059563986271362,7.966061965951916,2.5050134784197082,0.00092168412343395,0.00015369216126875001,0.49168349318525995,0.5001892983341747,6.0,0.0,1.000000041377033,12
transient,5,6,2.3818433197295077,2.383004936236963,5.0,1.0309582471013654,7.964319715756032,2.5047077033629606,0.0011618798665702,0.0001937336057193,0.4916235487127713,0.5001892983341747,6.0,0.0,1.000000022626391,12
transient,5,8,2.3827312420449953,2.383895539065518,5.0,1.0648290195338102,7.961188964581995,2.5041585058442815,0.0007873630042515,0.00013129198540374999,0.48974318525996974,0.5001892983341747,6.0,0.0,1.0000000237216016,12
transient,50,2,11.331054951817887,11.389797099353263,50.0,1.0603842266717085,1.658014846730174,1.1852514909556402,0.0077337830039137506,0.000152354588494,0.0,0.0,6.0,0.0,1.0000000453081146,12
transient,50,4,11.231788212121947,11.288207969711813,50.0,1.059563986271362,1.6716864057653449,1.1886478981354505,0.00779854417971985,0.00015369216126875001,0.0,0.0,6.0,0.0,1.000000041377033,12
transient,50,6,11.124059281344945,11.178060615497607,50.0,1.0309582471013654,1.688957118892077,1.1877198296403164,0.009836452571350001,0.0001937336057193,0.0,0.0,6.0,0.0,1.000000022626391,12
transient,50,8,11.1941199490948,11.249656669550575,50.0,1.0648290195338102,1.677523274762759,1.1868603738265,0.0066631988253840506,0.00013129198540374999,0.0,0.0,6.0,0.0,1.0000000237216016,12
transient,frozen,2,28.960730750827764,29.393626647406357,150.0,1.0603842266717085,0.6355653811278362,1.0720739512839565,0.022685382653518348,0.000152354588494,0.0,0.0,6.0,0.0,1.0000000453081146,12
transient,frozen,4,28.573215523616206,29.248244772086466,150.0,1.059563986271362,0.6449459408679866,1.0768923792567802,0.0228562731224261,0.00015369216126875001,0.0,0.0,6.0,0.0,1.000000041377033,12
transient,frozen,6,28.86408234287018,29.600937704813834,150.0,1.0309582471013654,0.6316827899171118,1.0745199900407099,0.0275867804691547,0.0001937336057193,0.0,0.0,6.0,0.0,1.000000022626391,12
transient,frozen,8,29.437152424784628,29.885733442456985,150.0,1.0648290195338102,0.624477913739441,1.072215535150511,0.01953686020689285,0.00013129198540374999,0.0,0.0,6.0,0.0,1.0000000237216016,12
