series,seed,truth,theiler_label,theiler_used,n_points,tau_used,n_query,PRdelay,acorr,roughness,r1_med_W0,rk_med_W0,dt_med_W0,d_ref,frac_query_valid,MG,LB,S_med,degenerate,frac_floor,frac_sumfloor,n_pairs,r1_med,rk_med,spread_med,dt_med,frac_kept_from_W0,n_pairs_near_ref,frac_near_ref,dist_inflation
curve_decay,0,1.0,0,0,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.9968847352024922,1.1959613517806196,1.196145504010184,15.87621572022423,False,0.0,0.0,158480,0.0015430843323812112,0.015459161043491425,10.018354831750454,6.0,1.0,119221,0.7522778899545683,1.0
curve_decay,0,1.0,1,1,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.9906549918933922,1.4614411579666455,1.4617485840848081,12.989962964975696,False,0.0,0.0,158480,0.0030856531695869615,0.017007913159071915,5.511932590017917,7.0,0.900012619888945,110737,0.6987443210499747,1.9996659319489911
curve_decay,0,1.0,2,2,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.9844260348702077,1.70230819791151,1.7027681687774499,11.15000573506341,False,0.0,0.0,158480,0.004627708345934452,0.018557181785559845,4.010015017026676,8.0,0.8000378596668349,101731,0.641916961130742,2.9989989845812266
curve_decay,0,1.0,5,5,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.965743881516148,2.374984422881782,2.376124989606334,7.98745460572853,False,0.0,0.0,158480,0.009250791887313401,0.023208086600533605,2.508767528754095,11.0,0.5001892983341747,78825,0.4973813730439172,5.995000851987161
curve_decay,0,1.0,10,10,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.9346226849776931,3.433753983487562,3.436866893857499,5.518918392186671,False,0.0,0.0,158480,0.016945664647536756,0.030969938234408852,1.8276024301780476,16.0,0.0006940938919737506,54111,0.3414374053508329,10.981684080342548
curve_decay,0,1.0,20,20,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.8724392633444514,5.43588931290235,5.445993875833505,3.478730214067764,False,0.0,0.0,158480,0.032296990104256615,0.04653250506550949,1.4407691023719815,26.0,0.0,23494,0.14824583543664815,20.93015231022241
curve_decay,0,1.0,50,50,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.6863607699940714,10.946053848584686,10.996071201601962,1.7170263845211113,False,0.0,0.0,158480,0.0780451284159977,0.093193127602683,1.1940928193570706,56.0,0.0,0,0.0,50.577357813984364
curve_decay,0,1.0,100,100,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.3778025195745879,21.224208058350808,21.4706588530741,0.8733330087966509,False,0.0,0.0,158480,0.15328270397866395,0.16971741298290505,1.107218281369093,106.0,0.0,0,0.0,99.33527336262023
curve_decay,0,1.0,150,150,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.0712099839440416,26.373241348407085,26.638882577052215,0.7019098333688623,False,0.0,0.0,158480,0.22727671220882106,0.24713091699088985,1.087356959533402,156.0,0.0,0,0.0,147.28729171794447
curve_decay,0,1.0,frozen,150,7924,4,321,1.0,1554.0,0.0003332735204969771,0.0015430843323812112,0.015459161043491425,6.0,0.015459161043491425,0.0712099839440416,26.373241348407085,26.638882577052215,0.7019098333688623,False,0.0,0.0,158480,0.22727671220882106,0.24713091699088985,1.087356959533402,156.0,0.0,0,0.0,147.28729171794447
