step,train_steps,train_time_ms,step_avg_ms
1,2330,66.0,65.58
2,2330,164.0,82.17
3,2330,190.0,63.22
4,2330,225.0,56.22
5,2330,282.0,56.33
6,2330,343.0,57.1
7,2330,416.0,59.4
8,2330,477.0,59.63
9,2330,537.0,59.64
10,2330,598.0,59.85
11,2330,659.0,59.91
12,2330,721.0,60.07
13,2330,781.0,60.09
14,2330,843.0,60.21
15,2330,902.0,60.16
16,2330,965.0,60.31
17,2330,1027.0,60.39
18,2330,1090.0,60.54
19,2330,1151.0,60.6
20,2330,1213.0,60.66
21,2330,1274.0,60.68
22,2330,1340.0,60.91
23,2330,1404.0,61.03
24,2330,1465.0,61.02
25,2330,1525.0,60.99
26,2330,1587.0,61.02
27,2330,1647.0,61.01
28,2330,1709.0,61.04
29,2330,1770.0,61.03
30,2330,1832.0,61.08
31,2330,1892.0,61.03
32,2330,1954.0,61.08
33,2330,2014.0,61.04
34,2330,2078.0,61.1
35,2330,2138.0,61.08
36,2330,2200.0,61.11
37,2330,2263.0,61.16
38,2330,2323.0,61.14
39,2330,2384.0,61.13
40,2330,2446.0,61.16
41,2330,2506.0,61.12
42,2330,2569.0,61.16
43,2330,2629.0,61.14
44,2330,2693.0,61.19
45,2330,2752.0,61.15
46,2330,2815.0,61.19
47,2330,2875.0,61.17
48,2330,2936.0,61.17
49,2330,2997.0,61.16
50,2330,3059.0,61.18
51,2330,3119.0,61.17
52,2330,3182.0,61.19
53,2330,3243.0,61.19
54,2330,3305.0,61.2
55,2330,3366.0,61.2
56,2330,3429.0,61.23
57,2330,3489.0,61.22
58,2330,3551.0,61.23
59,2330,3611.0,61.21
60,2330,3674.0,61.23
61,2330,3734.0,61.21
62,2330,3796.0,61.23
63,2330,3857.0,61.22
64,2330,3919.0,61.23
65,2330,3979.0,61.22
66,2330,4041.0,61.23
67,2330,4102.0,61.22
68,2330,4164.0,61.23
69,2330,4224.0,61.22
70,2330,4287.0,61.25
71,2330,4348.0,61.23
72,2330,4410.0,61.24
73,2330,4471.0,61.25
74,2330,4534.0,61.27
75,2330,4594.0,61.25
76,2330,4656.0,61.26
77,2330,4716.0,61.24
78,2330,4779.0,61.26
79,2330,4839.0,61.25
80,2330,4901.0,61.26
81,2330,4961.0,61.25
82,2330,5023.0,61.25
83,2330,5083.0,61.24
84,2330,5144.0,61.24
85,2330,5204.0,61.23
86,2330,5266.0,61.23
87,2330,5326.0,61.22
88,2330,5389.0,61.24
89,2330,5449.0,61.23
90,2330,5511.0,61.24
91,2330,5572.0,61.23
92,2330,5635.0,61.25
93,2330,5695.0,61.24
94,2330,5758.0,61.25
95,2330,5817.0,61.23
96,2330,5879.0,61.24
97,2330,5940.0,61.24
98,2330,6002.0,61.24
99,2330,6062.0,61.23
100,2330,6124.0,61.24
101,2330,6184.0,61.22
102,2330,6245.0,61.23
103,2330,6305.0,61.22
104,2330,6369.0,61.24
105,2330,6428.0,61.22
106,2330,6492.0,61.24
107,2330,6551.0,61.23
108,2330,6616.0,61.26
109,2330,6675.0,61.24
110,2330,6737.0,61.25
111,2330,6798.0,61.24
112,2330,6860.0,61.25
113,2330,6920.0,61.24
114,2330,6982.0,61.25
115,2330,7042.0,61.23
116,2330,7104.0,61.24
117,2330,7164.0,61.23
118,2330,7225.0,61.23
119,2330,7285.0,61.22
120,2330,7347.0,61.22
121,2330,7407.0,61.21
122,2330,7470.0,61.23
123,2330,7531.0,61.23
124,2330,7593.0,61.23
125,2330,7653.0,61.23
126,2330,7715.0,61.23
127,2330,7775.0,61.22
128,2330,7838.0,61.23
129,2330,7898.0,61.23
130,2330,7960.0,61.23
131,2330,8020.0,61.22
132,2330,8082.0,61.23
133,2330,8142.0,61.22
134,2330,8204.0,61.22
135,2330,8264.0,61.21
136,2330,8328.0,61.23
137,2330,8387.0,61.22
138,2330,8450.0,61.23
139,2330,8510.0,61.23
140,2330,8574.0,61.24
141,2330,8633.0,61.23
142,2330,8694.0,61.23
143,2330,8755.0,61.22
144,2330,8817.0,61.23
145,2330,8877.0,61.22
146,2330,8939.0,61.22
147,2330,8999.0,61.22
148,2330,9061.0,61.23
149,2330,9122.0,61.22
150,2330,9184.0,61.22
151,2330,9243.0,61.21
152,2330,9306.0,61.22
153,2330,9367.0,61.22
154,2330,9430.0,61.23
155,2330,9490.0,61.22
156,2330,9551.0,61.23
157,2330,9611.0,61.22
158,2330,9673.0,61.22
159,2330,9733.0,61.21
160,2330,9795.0,61.22
161,2330,9855.0,61.21
162,2330,9916.0,61.21
163,2330,9977.0,61.21
164,2330,10038.0,61.21
165,2330,10098.0,61.2
166,2330,10160.0,61.21
167,2330,10221.0,61.2
168,2330,10283.0,61.21
169,2330,10342.0,61.2
170,2330,10404.0,61.2
171,2330,10464.0,61.19
172,2330,10526.0,61.2
173,2330,10586.0,61.19
174,2330,10648.0,61.19
175,2330,10709.0,61.19
176,2330,10770.0,61.2
177,2330,10831.0,61.19
178,2330,10892.0,61.19
179,2330,10952.0,61.18
180,2330,11014.0,61.19
181,2330,11074.0,61.18
182,2330,11137.0,61.19
183,2330,11197.0,61.18
184,2330,11259.0,61.19
185,2330,11320.0,61.19
186,2330,11382.0,61.2
187,2330,11441.0,61.18
188,2330,11503.0,61.19
189,2330,11563.0,61.18
190,2330,11625.0,61.18
191,2330,11686.0,61.18
192,2330,11748.0,61.19
193,2330,11809.0,61.18
194,2330,11871.0,61.19
195,2330,11931.0,61.19
196,2330,11992.0,61.19
197,2330,12052.0,61.18
198,2330,12113.0,61.18
199,2330,12174.0,61.17
200,2330,12236.0,61.18
201,2330,12296.0,61.17
202,2330,12358.0,61.18
203,2330,12418.0,61.17
204,2330,12480.0,61.18
205,2330,12541.0,61.17
206,2330,12603.0,61.18
207,2330,12663.0,61.17
208,2330,12726.0,61.18
209,2330,12786.0,61.18
210,2330,12847.0,61.18
211,2330,12907.0,61.17
212,2330,12969.0,61.17
213,2330,13029.0,61.17
214,2330,13091.0,61.17
215,2330,13151.0,61.17
216,2330,13213.0,61.17
217,2330,13272.0,61.16
218,2330,13335.0,61.17
219,2330,13396.0,61.17
220,2330,13457.0,61.17
221,2330,13517.0,61.16
222,2330,13579.0,61.17
223,2330,13639.0,61.16
224,2330,13701.0,61.17
225,2330,13761.0,61.16
226,2330,13823.0,61.16
227,2330,13882.0,61.16
228,2330,13944.0,61.16
229,2330,14004.0,61.15
230,2330,14066.0,61.15
231,2330,14125.0,61.15
232,2330,14187.0,61.15
233,2330,14246.0,61.14
234,2330,14310.0,61.15
235,2330,14369.0,61.15
236,2330,14431.0,61.15
237,2330,14491.0,61.14
238,2330,14554.0,61.15
239,2330,14614.0,61.15
240,2330,14676.0,61.15
241,2330,14736.0,61.14
242,2330,14798.0,61.15
243,2330,14858.0,61.14
244,2330,14920.0,61.15
245,2330,14980.0,61.14
246,2330,15042.0,61.15
247,2330,15102.0,61.14
248,2330,15163.0,61.14
249,2330,15223.0,61.14
250,2330,15285.0,61.14
251,2330,15377.0,61.26
252,2330,15408.0,61.14
253,2330,15473.0,61.16
254,2330,15537.0,61.17
255,2330,15599.0,61.17
256,2330,15660.0,61.17
257,2330,15720.0,61.17
