observer,k,truth,MG,LB,PRdelay,roughness,n,error
gradient_fro,1,1.0,1.0576576353094342,1.0613983823443636,2.2091722503368563,1.95788625246442,3,0.05765763530943424
gradient_fro,3,3.0,4.755022020306292,4.848339963679008,7.218617595276984,1.6410341167532507,3,1.755022020306292
gradient_fro,4,4.0,4.814043030666785,4.900345416514739,10.666571818894216,1.6150668339642682,3,0.8140430306667854
gradient_fro,5,5.0,6.791707634167605,7.161252067158511,12.151522265985646,1.5565225110567698,3,1.7917076341676053
gradient_fro,7,7.0,10.548258801733684,11.19638897859173,16.18647558311829,1.5035838281631602,3,3.5482588017336845
gradient_fro,8,8.0,12.62249175234749,13.255883096498428,23.584435530046477,1.517601458884848,3,4.622491752347489
gradient_fro,9,9.0,16.1864566110226,17.12455542461065,18.94224012543343,1.5132478870836026,3,7.186456611022599
gradient_fro,11,11.0,15.548698188594503,16.42343189966962,30.230974217629768,1.4549641512972329,3,4.5486981885945035
gradient_fro,12,12.0,18.893790147523415,19.99395809013014,30.93775366805313,1.4842002868405013,3,6.893790147523415
gradient_fro,13,13.0,17.424711026515862,18.55643976355861,31.11876441691918,1.4775069109623136,3,4.424711026515862
gradient_fro,15,15.0,20.796646198389077,22.072241210324883,33.373724978566685,1.4487643477518244,3,5.796646198389077
gradient_fro,16,16.0,22.29698328760192,23.49365395192478,34.83466632444482,1.4650754780747597,3,6.296983287601918
gradient_fro,17,17.0,23.366358381093086,24.56817741048111,35.159378944883684,1.4484749599693674,3,6.366358381093086
gradient_fro,19,19.0,23.119645579787104,24.368138558642972,35.64585876955907,1.468319950638355,3,4.119645579787104
gradient_fro,20,20.0,23.2805324966075,24.509709279264126,36.383135167566465,1.4569523895005403,3,3.280532496607499
latent_fro,1,1.0,1.0563695039622694,1.06008811649945,2.000036242001487,1.4383636122252055,3,0.05636950396226936
latent_fro,3,3.0,3.298418791611326,3.322791866926092,2.904304232236673,1.6404449515866284,3,0.2984187916113261
latent_fro,4,4.0,4.401339582415569,4.573718015584974,4.554472824011324,1.3898975001845186,3,0.4013395824155692
latent_fro,5,5.0,4.930405347183248,5.062065183004512,7.241185375811034,1.126190089828456,3,0.06959465281675214
latent_fro,7,7.0,8.372322948698939,8.745113396900814,5.323365508743072,0.871884651328168,3,1.3723229486989386
latent_fro,8,8.0,8.158586595104698,8.393759602229332,12.581604444349603,1.0590580651513615,3,0.15858659510469764
latent_fro,9,9.0,11.897941588399197,12.652823437476224,7.74730947087802,0.8298157125812057,3,2.8979415883991972
latent_fro,11,11.0,13.038292806316457,13.570630868662617,6.459055569437119,0.7390881812637393,3,2.0382928063164574
latent_fro,12,12.0,15.051841898350485,15.786337305227992,7.2819882301552585,0.6996652670839776,3,3.051841898350485
latent_fro,13,13.0,16.362602521037118,17.366899358175672,13.643225538068423,0.7840424890008644,3,3.362602521037118
latent_fro,15,15.0,15.801300728126115,16.94673482291443,9.716233629379584,0.4553586090715882,3,0.8013007281261153
latent_fro,16,16.0,17.30430050733241,18.977983752381064,13.989510269606363,0.5561178465907712,3,1.3043005073324103
latent_fro,17,17.0,19.675262059014088,21.443003935684356,8.424663532756277,0.5139302401945965,3,2.675262059014088
latent_fro,19,19.0,19.675480855545583,21.37306780021657,12.892356762556217,0.4638197268848284,3,0.6754808555455831
latent_fro,20,20.0,20.06056463935245,21.73482952672986,15.03088639049135,0.556945445359348,3,0.06056463935244949
latent_projection,1,1.0,1.0563699486028275,1.0600882652798584,2.0000362415296373,1.4383636119793117,3,0.05636994860282751
latent_projection,3,3.0,3.624764865537344,3.687409936732818,2.798254267664826,1.4798362431347902,3,0.6247648655373439
latent_projection,4,4.0,4.383147831952819,4.414585653651681,3.9452308410273895,1.4720782139434274,3,0.38314783195281876
latent_projection,5,5.0,5.8570412822841345,6.053280583553138,7.394822045585722,1.2035187660357463,3,0.8570412822841345
latent_projection,7,7.0,7.06329181334857,7.610923793429959,6.130975839079636,1.0936911661341242,3,0.06329181334857026
latent_projection,8,8.0,9.52943732385419,9.784292079662341,10.155081350478167,1.0133239174861486,3,1.5294373238541894
latent_projection,9,9.0,8.474380460799889,8.740980202649876,8.366718769865468,0.8583014080419376,3,0.5256195392001111
latent_projection,11,11.0,12.271129000678892,12.912451901745396,7.883935511242504,0.7942578776258213,3,1.2711290006788918
latent_projection,12,12.0,14.208668170688883,14.993272634618407,12.009695966454382,0.6312231777383318,3,2.208668170688883
latent_projection,13,13.0,15.803355913335569,16.627374806159125,8.030171128240976,0.6737895719360903,3,2.8033559133355688
latent_projection,15,15.0,16.417407658667077,17.811044934021517,10.395044217133655,0.5229747432686959,3,1.4174076586670772
latent_projection,16,16.0,16.13639671362715,17.145060219389517,15.554164299562178,0.6893720609058103,3,0.13639671362714978
latent_projection,17,17.0,18.7687289217622,20.229662297093945,5.137895047685785,0.49685041549815223,3,1.7687289217622002
latent_projection,19,19.0,22.536642153987035,24.738538262816704,10.784689367050234,0.3641763816346722,3,3.536642153987035
latent_projection,20,20.0,20.038544915733656,21.576043623166264,14.874030077346125,0.6444474416540176,3,0.03854491573365593
loss,1,1.0,1.0563777715044491,1.0600964064100953,2.0007372796677747,1.9985499205314197,3,0.056377771504449115
loss,3,3.0,4.9530645312558645,5.091974242491669,7.015647009649016,1.7011721743169796,3,1.9530645312558645
loss,4,4.0,5.050335819292033,5.125785066018355,9.61449248663648,1.6326089664425212,3,1.050335819292033
loss,5,5.0,6.882332135194002,7.265799860596656,12.977751338056143,1.5743871363098603,3,1.8823321351940017
loss,7,7.0,10.361208156011976,10.861293530213558,16.681399582675635,1.5313114319155636,3,3.361208156011976
loss,8,8.0,12.763308334610416,13.372510278957902,24.49297779285532,1.5532539670456746,3,4.763308334610416
loss,9,9.0,15.436003696776146,16.449022939920148,20.861891338635015,1.5734890485330382,3,6.436003696776146
loss,11,11.0,15.78426077259185,16.76083206038264,29.775046149408944,1.492127302685341,3,4.78426077259185
loss,12,12.0,18.101750879613935,19.17686731675134,30.348641849095607,1.5148801770271236,3,6.101750879613935
loss,13,13.0,16.752614048792612,17.891138696422086,31.52166507695505,1.5022949354312063,3,3.752614048792612
loss,15,15.0,20.34257382164015,21.662947315262,35.06824414339159,1.4970995423974036,3,5.342573821640151
loss,16,16.0,21.249753578855994,22.460157441765926,34.92790204737892,1.5026008924072278,3,5.249753578855994
loss,17,17.0,21.547949842389084,22.78406788714959,34.811225870197276,1.486574779476579,3,4.547949842389084
loss,19,19.0,21.376780341860652,22.74805692720037,35.556829943063384,1.498967097908059,3,2.376780341860652
loss,20,20.0,21.183160137113457,22.494844369009606,35.64904201558505,1.4812161365431353,3,1.1831601371134575
output_fro,1,1.0,1.056373243754052,1.0600913360907216,2.0000419420326323,1.4383643619831712,3,0.05637324375405206
output_fro,3,3.0,3.2513624515690185,3.304268504021579,4.948661282690218,1.377605934995335,3,0.2513624515690185
output_fro,4,4.0,4.942321528773529,5.090787334856765,6.503627023299148,1.2148905841225264,3,0.9423215287735287
output_fro,5,5.0,3.88691516942934,4.038214029237761,6.7216947549839885,1.2192881056633356,3,1.11308483057066
output_fro,7,7.0,7.815260473950547,8.207762656655161,5.57353440070557,1.0359055580041516,3,0.8152604739505467
output_fro,8,8.0,8.280219272080425,8.632951148658496,11.488949269667012,1.1662226614816966,3,0.28021927208042463
output_fro,9,9.0,12.42534936144186,12.98004329424796,5.371180399318442,0.7643345459737052,3,3.42534936144186
output_fro,11,11.0,14.22365721480249,14.860963393031817,15.201267172547487,1.0367432024341239,3,3.22365721480249
output_fro,12,12.0,13.04739578682727,13.65843627945988,13.42343291304743,0.7253893087133052,3,1.0473957868272699
output_fro,13,13.0,13.872803164057816,14.464142038759121,8.354871185557586,0.7184702747687856,3,0.8728031640578156
output_fro,15,15.0,15.386066342725716,16.386253952574958,16.899252083313353,0.6338105507375341,3,0.3860663427257158
output_fro,16,16.0,15.953158367022828,18.297031397124893,17.958427548241612,0.6495435808063211,3,0.0468416329771717
output_fro,17,17.0,18.409598819411876,19.876569046505622,10.845713340933559,0.5102000641252444,3,1.409598819411876
output_fro,19,19.0,20.25430333513508,22.28210823076088,18.599246386997834,0.5970566343527837,3,1.2543033351350807
output_fro,20,20.0,19.655416952395417,20.911959581323337,15.714801599800742,0.6521221853597512,3,0.34458304760458347
parameter_fro,1,1.0,1.0563713066472917,1.0600898563428898,2.0000857898280673,1.4383713586581865,3,0.05637130664729173
parameter_fro,3,3.0,3.378579512149161,3.4087635444809887,2.9981875158471456,1.3987949089851293,3,0.3785795121491611
parameter_fro,4,4.0,4.076124384382267,4.245390159419144,4.128564279946776,1.4740739811722723,3,0.07612438438226743
parameter_fro,5,5.0,4.792031762879435,5.032040932082347,4.438465738353324,1.0517561757419578,3,0.2079682371205651
