observer,k,truth,MG,LB,PRdelay,roughness,n,error
parameter_fro,7,7.0,7.097614909407201,7.478113083959957,4.838547332307449,0.7950557855959565,3,0.09761490940720119
parameter_fro,8,8.0,8.213263960181603,8.331408340565092,9.55173169348285,1.174757594127265,3,0.2132639601816031
parameter_fro,9,9.0,11.333076991597382,11.923709927507467,10.568660538678449,0.8151663292573863,3,2.333076991597382
parameter_fro,11,11.0,15.90996141933472,16.7254406330162,10.066513027856987,0.8122418508254635,3,4.909961419334721
parameter_fro,12,12.0,12.402011460714164,13.170517242301477,3.9081888973905454,0.6142956338661812,3,0.4020114607141636
parameter_fro,13,13.0,14.148272807226256,14.872967043309798,17.99266912009972,0.9177010439197778,3,1.148272807226256
parameter_fro,15,15.0,13.775190762944858,14.939012516094044,10.736154570892435,0.5431348972798803,3,1.2248092370551422
parameter_fro,16,16.0,16.17353774940277,17.937044864676924,13.84092746629777,0.6653295844086913,3,0.17353774940276878
parameter_fro,17,17.0,18.17121360881047,19.698542886898952,10.19762482911301,0.6560496277251878,3,1.1712136088104685
parameter_fro,19,19.0,18.08628122437052,20.300277253395194,7.244718460150459,0.3602476476796794,3,0.91371877562948
parameter_fro,20,20.0,21.18446833613922,22.76915968567212,10.14171171102292,0.4372010547608437,3,1.1844683361392185
parameter_projection,1,1.0,1.0563718503899586,1.0600904056422562,2.000036241772005,1.4383636117106962,3,0.05637185038995862
parameter_projection,3,3.0,3.22990123474738,3.2841127803722365,4.27576381372953,1.5101976939425235,3,0.2299012347473801
parameter_projection,4,4.0,4.216753003319916,4.255764290961783,4.780144502249975,1.2664980574632527,3,0.21675300331991565
parameter_projection,5,5.0,5.270563386301919,5.37042090172027,6.423051038414821,1.2339494405046103,3,0.27056338630191856
parameter_projection,7,7.0,7.908188657973385,8.351820607092892,5.713472162476793,1.0556003272766104,3,0.9081886579733851
parameter_projection,8,8.0,8.952498821739738,9.309978102519613,11.412832848559813,1.0694729038689814,3,0.9524988217397379
parameter_projection,9,9.0,10.850194141734098,11.187753431309652,6.158277752481356,0.8170918717292378,3,1.8501941417340984
parameter_projection,11,11.0,14.630408078180158,15.376164821374546,11.743366002398645,0.9770539370578674,3,3.6304080781801584
parameter_projection,12,12.0,13.544669128001052,14.215745847698539,11.624637357858663,0.651725593715527,3,1.5446691280010523
parameter_projection,13,13.0,14.561433615852279,15.167972791309941,9.269150469717767,0.7476059692278509,3,1.5614336158522786
parameter_projection,15,15.0,15.83620454153228,17.313738321017322,7.434055044145918,0.5025832723350936,3,0.8362045415322807
parameter_projection,16,16.0,16.51770345201397,17.608380743220827,16.643869656599517,0.6653110710010022,3,0.5177034520139685
parameter_projection,17,17.0,16.92972525666452,17.777872429614913,9.987240611364289,0.5935355520766676,3,0.07027474333548156
parameter_projection,19,19.0,19.84918857618315,22.284026334947164,6.458412478713887,0.40924288800275077,3,0.849188576183149
parameter_projection,20,20.0,19.729891672266305,21.222135847853085,16.156670240896446,0.45554355558252113,3,0.27010832773369486
