rank,observer,mae,max_error,rho,inversions,n_cells,roughness_rho
1,parameter_projection,0.9176307706025639,3.6304080781801584,0.9857142857142858,3,15,-0.9607142857142857
2,parameter_fro,0.966066179719846,4.909961419334721,0.9714285714285714,5,15,-0.8821428571428571
3,output_fro,1.0312813670454728,3.42534936144186,0.9821428571428571,4,15,-0.9357142857142857
4,latent_projection,1.1480364035506971,3.536642153987035,0.9892857142857143,3,15,-0.9178571428571428
5,latent_fro,1.281614645205564,3.362602521037118,0.9928571428571429,2,15,-0.925
6,loss,3.522764924500175,6.436003696776146,0.9714285714285714,5,15,-0.9035714285714286
7,gradient_fro,4.10020018611109,7.186456611022599,0.9821428571428571,4,15,-0.8714285714285714
