run,lr,seed,column,segment,subsample,tau,t_grok,eta_lam_over_2,start_sample,n_samples,MG,MG_2E,ident_ratio,PRdelay,roughness,acorr,crossings,rises,degenerate
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,200,800,3.541630426301863,6.924760391844146,1.9552464707829253,1.1017794797215765,0.06224248514804115,94.0,8.0,0.41051314142678347,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,400,800,3.156669136226093,6.295384295287077,1.9943123664881224,1.0760415608398048,0.04241932954786706,140.0,10.0,0.3316645807259074,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,600,800,3.2146966631655896,6.617889724530416,2.0586358272489758,1.0265944196787395,0.022470348161012597,156.0,8.0,0.23028785982478098,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,800,800,3.488707600127182,7.461204969033743,2.1386730629880657,1.0052042399792642,0.010068970263530973,163.0,6.0,0.11389236545682102,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,1000,800,3.9915021466681755,7.888073543331166,1.9762167859324775,1.0004238393445168,0.0033135843716504006,166.0,2.0,0.025031289111389236,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,1200,800,4.820849587141487,8.324817253246215,1.7268361318409018,1.000017294955551,0.001824788306151876,168.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,1400,800,4.889890349510711,8.373493456197773,1.7124092479978892,1.0000008041024393,0.0016242752690431806,169.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,1600,800,4.839454218365688,8.275792931578303,1.7100674080502174,1.000000333447092,0.0014497364176041707,170.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,1800,800,4.803412689448284,8.173050529025648,1.701509126413287,1.0000002217446458,0.0013150987272411833,171.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,2000,800,4.786128387258217,8.173430700271004,1.7077332739402833,1.0000001566942032,0.0012037763470916826,172.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,10,1,802.0,0.9735302057833906,2200,800,4.7865382235869935,8.255146937223367,1.7246591485562244,1.0000001185522114,0.0011109522430742859,172.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,0,160,,,,1.185599383858907,0.11093845625227725,12.0,2.0,0.33962264150943394,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,40,160,,,,1.2209681986150553,0.2472178762751702,19.0,8.0,0.4025157232704403,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,80,160,,,,1.2224570974468119,0.2017706686562309,28.0,12.0,0.3270440251572327,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,120,160,,,,1.0972380740343486,0.10991109272382647,32.0,8.0,0.22641509433962265,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,160,160,,,,1.0218278970214276,0.049503398026007374,33.0,6.0,0.11320754716981132,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,200,160,,,,1.0023664867395505,0.016392984132221285,34.0,2.0,0.025157232704402517,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,240,160,,,,1.000187655364888,0.009072007682954193,34.0,2.0,0.0,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,280,160,,,,1.000054761370738,0.008080982393370729,34.0,2.0,0.0,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,320,160,,,,1.0000344207214606,0.007213239186391448,34.0,2.0,0.0,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,360,160,,,,1.0000240921890424,0.006543058633704143,35.0,2.0,0.0,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,all,50,4,802.0,0.9735302057833906,400,160,,,,1.0000174092964844,0.00598958025698356,35.0,2.0,0.0,True
