run,lr,seed,window_start,nn_over_travel,nn_over_scale,points,rises,eta_lam_over_2,at_eos,diverged
control: 2-torus,,,0,0.007676274418037615,0.007421490139409492,2611,0.5025628203525441,,False,False
control: monotone decay,,,0,1.0065002847684834,0.052279285326038163,2611,0.0,,False,False
eos_lr1.5e+06_s1,1500000.0,1.0,802,0.037938531268238485,8.207371704526344e-05,2611,0.47055881985248155,0.9735302057833906,True,False
eos_lr1.5e+06_s1,1500000.0,1.0,4802,0.09972042772297184,0.01116490953036352,2611,0.5000625078134767,0.9735302057833906,True,False
eos_lr1.5e+06_s1,1500000.0,1.0,8802,1.0104849189598981,0.04181209431203053,2611,0.5000625078134767,0.9735302057833906,True,False
eos_lr1.5e+06_s1,1500000.0,1.0,12802,1.0129615154377347,0.06125401320283774,2611,0.5000625078134767,0.9735302057833906,True,False
eos_lr1.5e+06_s1,1500000.0,1.0,16802,1.0131927723383578,0.06280055591426142,2611,0.5000625078134767,0.9735302057833906,True,False
eos_lr1.5e+06_s1,1500000.0,1.0,20802,1.0132154089043182,0.06375217030779899,2611,0.5000625078134767,0.9735302057833906,True,False
eos_lr1.5e+06_s2,1500000.0,2.0,804,0.7876910855561398,0.0003116519128808354,2611,0.4683085385673209,0.96993457532335,True,False
eos_lr1.5e+06_s2,1500000.0,2.0,4804,1.0109321877057176,0.04680606043856658,2611,0.49993749218652334,0.96993457532335,True,False
eos_lr1.5e+06_s2,1500000.0,2.0,8804,1.0111371506458102,0.057155217488641934,2611,0.49993749218652334,0.96993457532335,True,False
eos_lr1.5e+06_s2,1500000.0,2.0,12804,1.0114494480926723,0.06048063072942553,2611,0.49993749218652334,0.96993457532335,True,False
eos_lr1.5e+06_s2,1500000.0,2.0,16804,1.0117258322449427,0.062339685633833124,2611,0.49993749218652334,0.96993457532335,True,False
eos_lr1.5e+06_s2,1500000.0,2.0,20804,1.0119907172841505,0.0634635903218907,2611,0.49993749218652334,0.96993457532335,True,False
eos_lr100000_s2,100000.0,2.0,11808,1.0064184831231389,0.029700775937179232,2611,0.0,0.2380768819421064,False,False
eos_lr100000_s2,100000.0,2.0,15808,1.0065075218568693,0.04451659876208981,2611,0.0,0.2380768819421064,False,False
eos_lr100000_s2,100000.0,2.0,19808,1.0065650495078138,0.05790189869669731,2611,0.0,0.2380768819421064,False,False
eos_lr1e+06_s1,1000000.0,1.0,1179,0.7210391054698373,0.0006504554451027302,2611,0.4525565695711964,0.9692179219200624,True,False
eos_lr1e+06_s1,1000000.0,1.0,5179,0.42703227076665795,0.012415721803755934,2611,0.5000625078134767,0.9692179219200624,True,False
eos_lr1e+06_s1,1000000.0,1.0,9179,0.13495003792143437,0.008554701677998893,2611,0.5000625078134767,0.9692179219200624,True,False
eos_lr1e+06_s1,1000000.0,1.0,13179,0.07290728289038685,0.0038240448037349015,2611,0.5000625078134767,0.9692179219200624,True,False
eos_lr1e+06_s1,1000000.0,1.0,17179,0.06755772978489874,0.005149381400387059,2611,0.48993624203025377,0.9692179219200624,True,False
eos_lr1e+06_s1,1000000.0,1.0,21179,0.06015451425051732,0.003376197015730686,2611,0.48993624203025377,0.9692179219200624,True,False
eos_lr1e+06_s2,1000000.0,2.0,1184,0.17031309942086936,0.0001924442911526308,2611,0.44593074134266786,0.970507812780852,True,False
eos_lr1e+06_s2,1000000.0,2.0,5184,0.05407804786439182,0.005179617150603391,2611,0.4985623202900363,0.970507812780852,True,False
eos_lr1e+06_s2,1000000.0,2.0,9184,0.0570288271693432,0.004972200094495943,2611,0.4880610076259532,0.970507812780852,True,False
eos_lr1e+06_s2,1000000.0,2.0,13184,0.058944626617275835,0.006669114185214153,2611,0.4813101637704713,0.970507812780852,True,False
eos_lr1e+06_s2,1000000.0,2.0,17184,0.09955527982692254,0.004383292153056352,2611,0.4918114764345543,0.970507812780852,True,False
eos_lr1e+06_s2,1000000.0,2.0,21184,0.9468277322975532,0.045545141993441327,2611,0.5000625078134767,0.970507812780852,True,False
eos_lr2.5e+06_s2,2500000.0,2.0,495,0.19606361803774722,0.00010590606733311822,2611,0.46605825728216027,0.9877931006485596,True,False
eos_lr2.5e+06_s2,2500000.0,2.0,4495,0.12898007960918143,0.007811294985017064,2611,0.49993749218652334,0.9877931006485596,True,False
eos_lr2.5e+06_s2,2500000.0,2.0,8495,0.040100905025283615,0.005441412449609334,2611,0.49993749218652334,0.9877931006485596,True,False
eos_lr2.5e+06_s2,2500000.0,2.0,12495,0.028213842441591988,0.005939198855809,2611,0.49993749218652334,0.9877931006485596,True,False
eos_lr2.5e+06_s2,2500000.0,2.0,16495,0.024829003845909758,0.006347360706510224,2611,0.49993749218652334,0.9877931006485596,True,False
eos_lr2.5e+06_s2,2500000.0,2.0,20495,0.027359855330644604,0.006583723323232359,2611,0.49993749218652334,0.9877931006485596,True,False
eos_lr2.8e+06_s1,2800000.0,1.0,464,0.07115294289071049,0.00020373228203323778,2611,0.4821852731591449,0.9918944442688372,True,False
eos_lr2.8e+06_s1,2800000.0,1.0,4464,0.021733445685132215,0.008434989468196232,2611,0.5109388673584198,0.9918944442688372,True,False
eos_lr2.8e+06_s1,2800000.0,1.0,8464,0.014337764424445438,0.005514956271812856,2611,0.5081885235654456,0.9918944442688372,True,False
eos_lr2.8e+06_s1,2800000.0,1.0,12464,0.01486398379810352,0.004910225455981624,2611,0.5063132891611452,0.9918944442688372,True,False
eos_lr2.8e+06_s1,2800000.0,1.0,16464,0.025338450565666824,0.006271714883812261,2611,0.49993749218652334,0.9918944442688372,True,False
eos_lr2.8e+06_s1,2800000.0,1.0,20464,0.02263218286613972,0.0062544546676415735,2611,0.49993749218652334,0.9918944442688372,True,False
eos_lr2e+06_s1,2000000.0,1.0,606,0.09824548477859672,6.460126813853109e-05,2611,0.4773096637079635,0.9773309557203902,True,False
eos_lr2e+06_s1,2000000.0,1.0,4606,0.09346602898302955,0.006069780317282343,2611,0.49993749218652334,0.9773309557203902,True,False
eos_lr2e+06_s1,2000000.0,1.0,8606,0.11509250156763577,0.006854426643693588,2611,0.49993749218652334,0.9773309557203902,True,False
eos_lr2e+06_s1,2000000.0,1.0,12606,0.12415330808629273,0.006103474703454472,2611,0.49993749218652334,0.9773309557203902,True,False
eos_lr2e+06_s1,2000000.0,1.0,16606,0.1382786438440793,0.005376852852474295,2611,0.49993749218652334,0.9773309557203902,True,False
eos_lr2e+06_s1,2000000.0,1.0,20606,0.15986109245611413,0.005286568544604985,2611,0.49993749218652334,0.9773309557203902,True,False
eos_lr2e+06_s2,2000000.0,2.0,609,0.286005913163211,0.00011973828917355283,2611,0.4773096637079635,0.977799913925992,True,False
eos_lr2e+06_s2,2000000.0,2.0,4609,1.012916542406079,0.035682312672897634,2611,0.49993749218652334,0.977799913925992,True,False
eos_lr2e+06_s2,2000000.0,2.0,8609,1.0131219828457911,0.05762474744299201,2611,0.49993749218652334,0.977799913925992,True,False
eos_lr2e+06_s2,2000000.0,2.0,12609,1.0131537629130971,0.060790043936538814,2611,0.49993749218652334,0.977799913925992,True,False
eos_lr2e+06_s2,2000000.0,2.0,16609,1.0131851163411407,0.06241605547382324,2611,0.49993749218652334,0.977799913925992,True,False
eos_lr2e+06_s2,2000000.0,2.0,20609,1.0132115057706332,0.06346132020194797,2611,0.49993749218652334,0.977799913925992,True,False
eos_lr300000_s1,300000.0,1.0,3922,1.006377334214217,0.005092956859534819,2611,0.0,0.7581716545246309,False,False
eos_lr300000_s1,300000.0,1.0,7922,1.006512191490714,0.048826241720225684,2611,0.0,0.7581716545246309,False,False
eos_lr300000_s1,300000.0,1.0,11922,1.006558454613621,0.05747620364844344,2611,0.0,0.7581716545246309,False,False
eos_lr300000_s1,300000.0,1.0,15922,1.0065825670759965,0.060697202438376396,2611,0.0,0.7581716545246309,False,False
eos_lr300000_s1,300000.0,1.0,19922,1.0065975464041181,0.062278759738034525,2611,0.0,0.7581716545246309,False,False
eos_lr300000_s2,300000.0,2.0,3939,1.006388272384593,0.005601136742212118,2611,0.0,0.7451316832884913,False,False
eos_lr300000_s2,300000.0,2.0,7939,1.0065088868961265,0.04848830753466293,2611,0.0,0.7451316832884913,False,False
eos_lr300000_s2,300000.0,2.0,11939,1.006554413537794,0.05706271421183372,2611,0.0,0.7451316832884913,False,False
eos_lr300000_s2,300000.0,2.0,15939,1.0065792110548004,0.06036139590507204,2611,0.0,0.7451316832884913,False,False
eos_lr300000_s2,300000.0,2.0,19939,1.0065945034546835,0.062039428391480606,2611,0.0,0.7451316832884913,False,False
