run,lr,column,segment,subsample,tau,MG,ident,PRdelay,crossings,rises,degen,eta_lam,n,admissible
eos_lr1e+06_s1,1000000.0,train_loss,post,50,4,,,3.3781786884644025,8.0,0.4528301886792453,1.0,0.9784497478904086,11,False
eos_lr1e+06_s1,1000000.0,weight_norm,all,1,1,21.993225792897817,1.0000802751611864,1.0000064036709957,26.0,0.5000625078134767,0.0,0.9784497478904086,12,True
eos_lr1e+06_s1,1000000.0,weight_norm,all,1,4,19.95049551177209,1.0023958045324153,1.000010485388539,26.0,0.5000625078134767,0.0,0.9784497478904086,12,True
eos_lr1e+06_s1,1000000.0,weight_norm,all,10,1,17.017469441559058,0.9913947044849396,1.000067050300335,2.0,1.0,0.0,0.9784497478904086,12,False
eos_lr1e+06_s1,1000000.0,weight_norm,all,10,4,16.817747074123623,1.005967650073323,1.0008666590528437,2.0,1.0,0.0,0.9784497478904086,12,False
eos_lr1e+06_s1,1000000.0,weight_norm,all,50,1,5.337368906459254,0.9898520291915555,1.0011959294704131,2.0,1.0,0.0,0.9784497478904086,12,False
eos_lr1e+06_s1,1000000.0,weight_norm,all,50,4,,,1.0066250904187477,2.0,1.0,1.0,0.9784497478904086,12,False
eos_lr1e+06_s1,1000000.0,weight_norm,post,1,1,22.066077245182573,1.0000781143960316,1.0000054990301708,30.0,0.5000625078134767,0.0,0.9784497478904086,11,True
eos_lr1e+06_s1,1000000.0,weight_norm,post,1,4,19.965818015361606,1.0017625010934073,1.0000100537960732,30.0,0.5000625078134767,0.0,0.9784497478904086,11,True
eos_lr1e+06_s1,1000000.0,weight_norm,post,10,1,17.050669629833276,1.0035114946876456,1.000061257559671,2.0,1.0,0.0,0.9784497478904086,11,False
eos_lr1e+06_s1,1000000.0,weight_norm,post,10,4,17.016707035531372,0.9906546010235072,1.0007458920258294,2.0,1.0,0.0,0.9784497478904086,11,False
eos_lr1e+06_s1,1000000.0,weight_norm,post,50,1,5.363875172616775,0.9905098002436761,1.0010115071266088,2.0,1.0,0.0,0.9784497478904086,11,False
eos_lr1e+06_s1,1000000.0,weight_norm,post,50,4,,,1.0041758343992475,2.0,1.0,1.0,0.9784497478904086,11,False
eos_lr1e+06_s2,1000000.0,train_loss,all,1,1,28.884041389157538,0.99998577508788,1.0000056345503645,30.0,0.49993749218652334,0.0,0.9560690159560181,12,True
eos_lr1e+06_s2,1000000.0,train_loss,all,1,4,22.90458645546299,1.000055622771033,1.0000002482262418,30.0,0.49993749218652334,0.0,0.9560690159560181,12,True
eos_lr1e+06_s2,1000000.0,train_loss,all,10,1,16.99976801146847,0.9970463405664223,1.000001501669599,2.0,0.0,0.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,train_loss,all,10,4,16.885112236697914,0.988549882276918,1.000020148503554,2.0,0.0,0.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,train_loss,all,50,1,4.84905701331143,0.9843924582153021,1.0000297704804857,2.0,0.0,0.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,train_loss,all,50,4,,,1.0001514493637762,2.0,0.0,1.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,train_loss,post,1,1,29.051174474186013,0.9999689200759653,1.000005638858667,32.0,0.49993749218652334,0.0,0.9560690159560181,11,True
eos_lr1e+06_s2,1000000.0,train_loss,post,1,4,23.024340244749617,1.00003026334883,1.0000002206148377,32.0,0.49993749218652334,0.0,0.9560690159560181,11,True
eos_lr1e+06_s2,1000000.0,train_loss,post,10,1,17.039797717148936,0.9970704287985219,1.0000013364674936,2.0,0.0,0.0,0.9560690159560181,11,False
eos_lr1e+06_s2,1000000.0,train_loss,post,10,4,16.91062207263176,0.9872674298063887,1.0000179210805549,2.0,0.0,0.0,0.9560690159560181,11,False
eos_lr1e+06_s2,1000000.0,train_loss,post,50,1,4.876067705093928,0.9850294035571885,1.0000264826706875,2.0,0.0,0.0,0.9560690159560181,11,False
eos_lr1e+06_s2,1000000.0,train_loss,post,50,4,,,1.000135909330348,2.0,0.0,1.0,0.9560690159560181,11,False
eos_lr1e+06_s2,1000000.0,weight_norm,all,1,1,29.68930237646493,0.999979647635695,1.000013187962016,85.0,0.5000625078134767,0.0,0.9560690159560181,12,True
eos_lr1e+06_s2,1000000.0,weight_norm,all,1,4,20.0760759316617,1.0000449122002095,1.000000050898966,85.0,0.5000625078134767,0.0,0.9560690159560181,12,True
eos_lr1e+06_s2,1000000.0,weight_norm,all,10,1,17.03242186966896,0.9982780881195044,1.0000002406110058,2.0,1.0,0.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,weight_norm,all,10,4,16.872162592042578,0.9913108868477085,1.0000031669509304,2.0,1.0,0.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,weight_norm,all,50,1,5.505003206656597,0.9889896293456767,1.0000046796675082,2.0,1.0,0.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,weight_norm,all,50,4,,,1.0000254445610934,2.0,1.0,1.0,0.9560690159560181,12,False
eos_lr1e+06_s2,1000000.0,weight_norm,post,1,1,29.57388096319779,0.9999841509013652,1.0000114700437919,84.0,0.5000625078134767,0.0,0.9560690159560181,11,True
eos_lr1e+06_s2,1000000.0,weight_norm,post,1,4,19.95957469128369,1.0000423016669047,1.0000000444039527,84.0,0.5000625078134767,0.0,0.9560690159560181,11,True
eos_lr1e+06_s2,1000000.0,weight_norm,post,10,1,17.01043327507687,0.9982369163430854,1.000000220421702,2.0,1.0,0.0,0.9560690159560181,11,False
eos_lr1e+06_s2,1000000.0,weight_norm,post,10,4,16.909971316165553,0.9911900548348713,1.0000028900378195,2.0,1.0,0.0,0.9560690159560181,11,False
eos_lr1e+06_s2,1000000.0,weight_norm,post,50,1,5.521885258645429,0.9908181710473233,1.0000042968033414,2.0,1.0,0.0,0.9560690159560181,11,False
eos_lr1e+06_s2,1000000.0,weight_norm,post,50,4,,,1.0000235469530037,2.0,1.0,1.0,0.9560690159560181,11,False
eos_lr2.5e+06_s1,2500000.0,train_loss,all,1,1,2.4578401409883455,1.2367774392968753,1.0008719415422531,148.0,0.5000625078134767,0.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,train_loss,all,1,4,4.381175836923797,2.01460538931119,1.0094318856086537,148.0,0.5000625078134767,0.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,train_loss,all,10,1,5.957321464303771,1.714200818756923,1.0498559622728052,21.5,0.4449311639549437,0.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,train_loss,all,10,4,16.16388818458547,1.05128217891247,1.191090523530962,21.5,0.4449311639549437,0.0,0.989163382314473,12,True
eos_lr2.5e+06_s1,2500000.0,train_loss,all,50,1,5.105918105725912,0.9948624179854728,1.2033765844677426,19.0,0.449685534591195,0.0,0.989163382314473,12,True
eos_lr2.5e+06_s1,2500000.0,train_loss,all,50,4,,,1.4745806240487167,19.0,0.449685534591195,1.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,train_loss,post,1,1,2.437937911544641,1.230325673534896,1.000814322789326,158.0,0.5000625078134767,0.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,train_loss,post,1,4,4.224644999239115,2.098152253346154,1.008558596777672,158.0,0.5000625078134767,0.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,train_loss,post,10,1,5.836744873331263,1.6993068253500159,1.0477215935261837,22.0,0.4518147684605757,0.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,train_loss,post,10,4,15.909504108332838,1.11580140481451,1.1972085867876106,22.0,0.4518147684605757,0.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,train_loss,post,50,1,5.050726546075531,0.9669841574901159,1.2060461608155042,22.0,0.44654088050314467,0.0,0.989163382314473,11,True
eos_lr2.5e+06_s1,2500000.0,train_loss,post,50,4,,,1.5313610366265742,22.0,0.44654088050314467,1.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,all,1,1,23.868276635742426,1.0022410313183907,1.0000157515744421,71.0,0.49993749218652334,0.0,0.989163382314473,12,True
eos_lr2.5e+06_s1,2500000.0,weight_norm,all,1,4,17.95581559639465,1.009942785082419,1.0000010488447992,71.0,0.49993749218652334,0.0,0.989163382314473,12,True
eos_lr2.5e+06_s1,2500000.0,weight_norm,all,10,1,17.120679434448732,0.9967553739872308,1.0000057685097747,2.0,1.0,0.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,all,10,4,16.986592988453957,0.9913977021548961,1.0000448179280514,2.0,1.0,0.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,all,50,1,5.345080521905935,0.9881338039072771,1.0000543524560197,2.0,1.0,0.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,all,50,4,,,1.00019106096424,2.0,1.0,1.0,0.989163382314473,12,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,post,1,1,23.586881349486152,1.0016676684649521,1.0000148259858297,56.0,0.49993749218652334,0.0,0.989163382314473,11,True
eos_lr2.5e+06_s1,2500000.0,weight_norm,post,1,4,18.096544285610268,1.0118646163129874,1.0000009969536965,56.0,0.49993749218652334,0.0,0.989163382314473,11,True
eos_lr2.5e+06_s1,2500000.0,weight_norm,post,10,1,17.099885017899098,0.9980919595725145,1.0000056601265028,2.0,1.0,0.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,post,10,4,16.92291480638727,0.9895522927013269,1.0000415030093677,2.0,1.0,0.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,post,50,1,5.301278911476656,0.986523889205178,1.000053898125788,2.0,1.0,0.0,0.989163382314473,11,False
eos_lr2.5e+06_s1,2500000.0,weight_norm,post,50,4,,,1.0001861546889708,2.0,1.0,1.0,0.989163382314473,11,False
eos_lr2e+06_s1,2000000.0,train_loss,all,1,1,29.42501778238752,0.9999605881452887,1.0001080815127814,147.0,0.49993749218652334,0.0,0.9763589332578704,12,True
