step,train_loss,val_loss,val_accuracy,poison_fraction
0,2.5625479221343994,5.083321571350098,0.107421875,0.0
1,2.93595552444458,17.488134384155273,0.109375,0.0
2,3.972073554992676,23.729896545410156,0.103515625,0.0
3,4.475898742675781,34.32358169555664,0.115234375,0.0
4,4.220800876617432,49.87146759033203,0.08984375,0.0
5,3.7639431953430176,220.046875,0.107421875,0.00390625
6,4.31380558013916,329.957275390625,0.109375,0.00390625
7,3.8718228340148926,574.2711181640625,0.099609375,0.00390625
8,3.865993022918701,742.1273193359375,0.119140625,0.00390625
9,2.7766406536102295,598.422607421875,0.08984375,0.00390625
10,2.648557424545288,1442.7392578125,0.08984375,0.00390625
11,3.0349926948547363,1044.24462890625,0.109375,0.00390625
12,2.799773693084717,831.71142578125,0.115234375,0.00390625
13,2.565296173095703,652.4938354492188,0.107421875,0.0
14,2.6437621116638184,273.7071533203125,0.0859375,0.0
15,2.369357109069824,333.3499755859375,0.109375,0.0
16,2.513500690460205,325.60382080078125,0.095703125,0.0
17,2.7447164058685303,252.9289093017578,0.09375,0.0
18,2.3520429134368896,143.2659912109375,0.095703125,0.0
19,2.345238208770752,111.85140991210938,0.13671875,0.00390625
20,2.1637139320373535,58.158607482910156,0.134765625,0.00390625
21,2.2638533115386963,35.52632141113281,0.111328125,0.00390625
22,2.3581247329711914,29.608905792236328,0.1328125,0.00390625
23,2.476274013519287,13.578180313110352,0.1796875,0.00390625
24,2.2215890884399414,5.996513366699219,0.19140625,0.00390625
25,2.494375228881836,2.485034704208374,0.228515625,0.00390625
26,2.234328508377075,2.1930434703826904,0.2265625,0.00390625
27,2.152153730392456,2.1748769283294678,0.21484375,0.0
28,2.11283016204834,2.1947996616363525,0.212890625,0.0
29,2.248002052307129,2.179877996444702,0.2109375,0.0
30,2.2944765090942383,2.22222900390625,0.23046875,0.0
31,2.3365583419799805,2.1492273807525635,0.23828125,0.0
32,2.0396907329559326,2.5432803630828857,0.224609375,0.0
33,2.0940003395080566,2.528310775756836,0.232421875,0.0
34,2.1039390563964844,2.2144174575805664,0.25,0.0
35,1.9347087144851685,2.226956844329834,0.25,0.0
36,1.991655707359314,2.2619009017944336,0.26171875,0.00390625
37,1.9997963905334473,2.4399733543395996,0.275390625,0.00390625
38,1.8903007507324219,2.387071132659912,0.28125,0.00390625
39,2.2555294036865234,2.3627357482910156,0.30859375,0.00390625
40,2.008967638015747,2.826293468475342,0.3125,0.00390625
41,2.1843512058258057,4.4164581298828125,0.27734375,0.00390625
42,2.254987955093384,4.8117218017578125,0.2578125,0.00390625
43,2.0927486419677734,4.4035515785217285,0.232421875,0.00390625
44,1.9805501699447632,3.3059606552124023,0.296875,0.0
45,2.0485339164733887,4.259701251983643,0.29296875,0.0
46,2.003844738006592,3.8900530338287354,0.259765625,0.0
47,1.8863496780395508,4.089969635009766,0.26953125,0.0
48,1.8545989990234375,4.090237140655518,0.2578125,0.0
49,2.19222354888916,2.8982372283935547,0.279296875,0.0
50,2.4381539821624756,2.3857474327087402,0.287109375,0.0
51,2.087310314178467,2.3244473934173584,0.283203125,0.00390625
52,2.070347309112549,2.1878812313079834,0.279296875,0.00390625
53,1.8682324886322021,2.0987484455108643,0.275390625,0.00390625
54,1.8488786220550537,2.111640453338623,0.294921875,0.00390625
55,1.9358787536621094,2.0471458435058594,0.275390625,0.00390625
56,1.8126649856567383,1.9358835220336914,0.294921875,0.00390625
57,1.7376188039779663,1.9121545553207397,0.306640625,0.0
58,1.8950575590133667,1.9072214365005493,0.31640625,0.0
59,1.828476905822754,1.8959585428237915,0.314453125,0.0
60,1.8592280149459839,1.864612102508545,0.322265625,0.0
61,2.022196054458618,1.8502048254013062,0.328125,0.0
62,1.961290955543518,1.9065070152282715,0.310546875,0.0
63,1.9187248945236206,2.0335779190063477,0.271484375,0.0
64,1.8108727931976318,2.3235788345336914,0.296875,0.0
65,1.8639026880264282,2.9637367725372314,0.298828125,0.00390625
66,1.9554907083511353,3.379244089126587,0.296875,0.00390625
67,2.124682903289795,2.9083333015441895,0.326171875,0.00390625
68,2.253326416015625,2.643430233001709,0.33984375,0.00390625
69,1.7827544212341309,2.518733501434326,0.34375,0.00390625
70,2.0975303649902344,2.2913899421691895,0.31640625,0.00390625
71,1.729447603225708,2.4636998176574707,0.3203125,0.00390625
72,1.7880492210388184,2.4945144653320312,0.3203125,0.00390625
73,2.09751558303833,2.396259307861328,0.3203125,0.00390625
74,1.757643461227417,2.2552311420440674,0.330078125,0.0
75,2.29463267326355,2.3463797569274902,0.333984375,0.0
76,1.832341194152832,2.394413948059082,0.314453125,0.0
77,1.818538784980774,2.393061876296997,0.302734375,0.0
78,1.8624751567840576,2.181457996368408,0.306640625,0.0
79,1.9746097326278687,2.1133837699890137,0.296875,0.0
80,1.9742341041564941,2.0151619911193848,0.27734375,0.0
81,1.817642092704773,2.075244665145874,0.291015625,0.0
82,1.7876986265182495,2.142559051513672,0.265625,0.00390625
83,2.081388473510742,2.7320051193237305,0.326171875,0.00390625
84,1.8848636150360107,3.895029067993164,0.2890625,0.00390625
85,1.8471224308013916,4.503909111022949,0.275390625,0.00390625
86,1.7957707643508911,5.084501266479492,0.294921875,0.00390625
87,1.7495019435882568,6.548818111419678,0.28515625,0.00390625
88,1.9054375886917114,6.658807277679443,0.2890625,0.00390625
89,1.8242261409759521,6.436174392700195,0.2890625,0.00390625
90,1.861024022102356,5.556382179260254,0.3203125,0.0
91,1.7798413038253784,5.229663848876953,0.283203125,0.0
92,1.8761601448059082,5.49749755859375,0.298828125,0.0
93,2.2232069969177246,4.172022342681885,0.3359375,0.0
94,2.1445045471191406,3.1295900344848633,0.310546875,0.0
95,2.097933769226074,2.2251346111297607,0.294921875,0.0
96,1.9114458560943604,1.8673303127288818,0.32421875,0.0
97,1.8166751861572266,1.8011598587036133,0.34375,0.0
98,2.0416812896728516,1.754446268081665,0.357421875,0.00390625
99,2.119028091430664,1.7258174419403076,0.380859375,0.00390625
100,1.9706565141677856,1.7115569114685059,0.375,0.00390625
101,1.7865898609161377,1.7291362285614014,0.369140625,0.00390625
102,1.897002935409546,1.7252609729766846,0.369140625,0.00390625
103,2.0411648750305176,1.7186663150787354,0.375,0.00390625
104,1.8110220432281494,1.7098028659820557,0.357421875,0.00390625
105,1.6733314990997314,1.713721513748169,0.35546875,0.00390625
106,1.938791275024414,1.734841227531433,0.35546875,0.0
107,1.8869191408157349,1.739732265472412,0.34765625,0.0
108,1.8400927782058716,1.7231062650680542,0.3671875,0.0
109,1.9697054624557495,1.7013887166976929,0.380859375,0.0
110,1.7463672161102295,1.6954240798950195,0.375,0.0
111,1.8274370431900024,1.7037055492401123,0.390625,0.0
112,1.73966383934021,1.754406452178955,0.37109375,0.0
113,1.760171890258789,1.8262450695037842,0.37890625,0.00390625
114,1.6609811782836914,2.0540809631347656,0.369140625,0.00390625
115,1.6804425716400146,2.382094383239746,0.3671875,0.00390625
116,2.1611928939819336,2.4208426475524902,0.357421875,0.00390625
117,1.6410324573516846,3.0786006450653076,0.34375,0.00390625
118,1.733701229095459,3.5941426753997803,0.365234375,0.00390625
119,1.7228460311889648,3.6017541885375977,0.359375,0.00390625
120,2.187407970428467,3.0217344760894775,0.375,0.0
121,2.311552047729492,3.002807140350342,0.36328125,0.0
122,1.794865608215332,2.4168691635131836,0.36328125,0.0
123,2.3487558364868164,2.8042235374450684,0.33984375,0.0
