run,stat,plateau,dip,at,recovered,depth
mod_wd1,fn_PR_pos_det,23.121669837397576,4.418221938857869,595.0,20.377262747582883,5.2332522352588375
mod_wd1,fn_PR_step5,4.498001960270513,2.1578907024989764,195.0,5.887156866010578,2.0844438298295356
mod_wd1,PR_pos_det,3.087105763981642,1.0855991032458208,1095.0,25.156436433975387,2.8436885722837637
mod_wd1,PR_step5,2.922261268019669,1.3260256110886834,1095.0,7.511418216303495,2.20377437930513
mod_wd1,move,33.22288644658187,3.414154926883231,3895.0,3.3977259165257827,9.730925267914223
mod_wd1_s43,fn_PR_pos_det,33.06413226066427,2.707679059933497,235.0,22.409889566039425,12.21124495510792
mod_wd1_s43,fn_PR_step5,5.939770984217455,1.790330117969946,135.0,6.259422648447877,3.3176959514888558
mod_wd1_s43,PR_pos_det,2.700778484095348,1.1482786821294697,935.0,16.609950002801995,2.3520235341187257
mod_wd1_s43,PR_step5,2.6407953437600558,1.6171461944215042,135.0,8.11443783338627,1.6329972842713443
mod_wd1_s43,move,36.092898886310635,4.17344284038535,3835.0,4.039747084251893,8.64823127252368
mod_wd1_s44,fn_PR_pos_det,28.261149738414765,3.649825949604282,515.0,23.351231455655213,7.743149982666671
mod_wd1_s44,fn_PR_step5,7.116379784226265,1.8223198966370169,415.0,6.739442530224897,3.9051210478243257
mod_wd1_s44,PR_pos_det,2.7072880978192293,1.132882523714965,1315.0,28.64033681537333,2.38973418792043
mod_wd1_s44,PR_step5,5.3869898525855735,1.6732593230062245,1315.0,7.9492991342198405,3.2194590393240166
mod_wd1_s44,move,33.7430151305638,4.449619144584755,3915.0,4.38456403453979,7.583349053958807
s5_wd1,fn_PR_pos_det,21.152298552099467,3.4138310833332817,712.5,22.921514569589547,6.196058924932588
s5_wd1,fn_PR_step5,7.690283997843402,1.7608852820322394,712.5,6.795867692433932,4.367282795940027
s5_wd1,PR_pos_det,7.004399610224224,1.600591790260883,862.5,11.607268496052097,4.376131161514058
s5_wd1,PR_step5,9.048489423337106,1.9198725772122525,662.5,7.04612610463236,4.713067695605064
s5_wd1,move,70.32873058695122,2.2806989714974963,3962.5,2.189436358919423,30.8364810375539
