run,column,smooth,kind,i,depth
mod_wd1,weight_norm,201,surrogate,26,1.3380825079215068
mod_wd1,weight_norm,201,surrogate,27,1.2593032297612743
mod_wd1,weight_norm,201,surrogate,28,1.3431082634345315
mod_wd1,weight_norm,201,surrogate,29,1.4611696153194424
mod_wd1,weight_norm,201,surrogate,30,1.3711417015010594
mod_wd1,weight_norm,201,surrogate,31,1.5850249615923155
mod_wd1,weight_norm,201,surrogate,32,1.573244098043291
mod_wd1,weight_norm,201,surrogate,33,1.3964643052675796
mod_wd1,weight_norm,201,surrogate,34,1.336163749467093
mod_wd1,weight_norm,201,surrogate,35,1.33624965068855
mod_wd1,weight_norm,201,surrogate,36,1.3373035395671857
mod_wd1,weight_norm,201,surrogate,37,1.2273031011620608
mod_wd1,weight_norm,201,surrogate,38,1.591536307069554
mod_wd1,weight_norm,401,observed,-1,2.3592533361077885
mod_wd1,weight_norm,401,surrogate,0,1.3126308152685942
mod_wd1,weight_norm,401,surrogate,1,1.3447917193591685
mod_wd1,weight_norm,401,surrogate,2,1.4287754562762327
mod_wd1,weight_norm,401,surrogate,3,1.5238350418808637
mod_wd1,weight_norm,401,surrogate,4,1.2094410887693274
mod_wd1,weight_norm,401,surrogate,5,1.265928259478281
mod_wd1,weight_norm,401,surrogate,6,1.6063236629832243
mod_wd1,weight_norm,401,surrogate,7,1.2907910623168857
mod_wd1,weight_norm,401,surrogate,8,1.5581840719761528
mod_wd1,weight_norm,401,surrogate,9,1.457654380731562
mod_wd1,weight_norm,401,surrogate,10,1.447885502604958
mod_wd1,weight_norm,401,surrogate,11,1.6904865108530802
mod_wd1,weight_norm,401,surrogate,12,1.6734317874736864
mod_wd1,weight_norm,401,surrogate,13,1.4048010130616295
mod_wd1,weight_norm,401,surrogate,14,1.5309264568461325
mod_wd1,weight_norm,401,surrogate,15,1.5769641276381978
mod_wd1,weight_norm,401,surrogate,16,1.3106067274397213
mod_wd1,weight_norm,401,surrogate,17,1.1330152739027766
mod_wd1,weight_norm,401,surrogate,18,1.5446391097215952
mod_wd1,weight_norm,401,surrogate,19,1.2923351575149982
mod_wd1,weight_norm,401,surrogate,20,1.38745198213195
mod_wd1,weight_norm,401,surrogate,21,1.3346342918467078
mod_wd1,weight_norm,401,surrogate,22,1.230782416089813
mod_wd1,weight_norm,401,surrogate,23,1.3908252145874749
mod_wd1,weight_norm,401,surrogate,24,1.2958544392135862
mod_wd1,weight_norm,401,surrogate,25,1.477713220668654
mod_wd1,weight_norm,401,surrogate,26,1.4503275236020259
mod_wd1,weight_norm,401,surrogate,27,1.1679374890226901
mod_wd1,weight_norm,401,surrogate,28,1.3533180376190188
mod_wd1,weight_norm,401,surrogate,29,1.4703969539158372
mod_wd1,weight_norm,401,surrogate,30,1.2899736677357005
mod_wd1,weight_norm,401,surrogate,31,1.7419619376641526
mod_wd1,weight_norm,401,surrogate,32,1.363984091908359
mod_wd1,weight_norm,401,surrogate,33,1.3689182145791288
mod_wd1,weight_norm,401,surrogate,34,1.454422633242196
mod_wd1,weight_norm,401,surrogate,35,1.464254540998272
mod_wd1,weight_norm,401,surrogate,36,1.2630930817231458
mod_wd1,weight_norm,401,surrogate,37,1.580228497553145
mod_wd1,weight_norm,401,surrogate,38,1.435358172785685
mod_wd1,train_loss,101,observed,-1,1.3550441556471329
mod_wd1,train_loss,101,surrogate,0,1.700396167844044
mod_wd1,train_loss,101,surrogate,1,1.4437885473310417
mod_wd1,train_loss,101,surrogate,2,1.6732824975798761
mod_wd1,train_loss,101,surrogate,3,1.6459634095136566
mod_wd1,train_loss,101,surrogate,4,1.4895179673483845
mod_wd1,train_loss,101,surrogate,5,1.3446207169062314
mod_wd1,train_loss,101,surrogate,6,1.1992775865567138
mod_wd1,train_loss,101,surrogate,7,1.735651102313734
mod_wd1,train_loss,101,surrogate,8,1.6183342519828983
mod_wd1,train_loss,101,surrogate,9,1.0679414399215221
mod_wd1,train_loss,101,surrogate,10,1.824140812384009
mod_wd1,train_loss,101,surrogate,11,2.416377820123905
mod_wd1,train_loss,101,surrogate,12,1.5960094259584983
mod_wd1,train_loss,101,surrogate,13,1.622026215990717
mod_wd1,train_loss,101,surrogate,14,0.6533761492572313
mod_wd1,train_loss,101,surrogate,15,1.1479027611819725
mod_wd1,train_loss,101,surrogate,16,1.4283667559129753
mod_wd1,train_loss,101,surrogate,17,1.5961346707590536
mod_wd1,train_loss,101,surrogate,18,2.2055912804973197
mod_wd1,train_loss,101,surrogate,19,2.9395682823985028
mod_wd1,train_loss,101,surrogate,20,1.984900283492587
mod_wd1,train_loss,101,surrogate,21,1.5217449104190435
mod_wd1,train_loss,101,surrogate,22,1.7249236543243431
mod_wd1,train_loss,101,surrogate,23,1.6184670924443443
mod_wd1,train_loss,101,surrogate,24,1.6113362340479067
mod_wd1,train_loss,101,surrogate,25,1.3344167797928053
mod_wd1,train_loss,101,surrogate,26,2.6824331940736945
mod_wd1,train_loss,101,surrogate,27,2.103662905160155
mod_wd1,train_loss,101,surrogate,28,1.3054442446473529
mod_wd1,train_loss,101,surrogate,29,1.6535322793641292
mod_wd1,train_loss,101,surrogate,30,1.8648807032518693
mod_wd1,train_loss,101,surrogate,31,1.3417064813578694
mod_wd1,train_loss,101,surrogate,32,1.3707445855351288
mod_wd1,train_loss,101,surrogate,33,1.5993097550535882
mod_wd1,train_loss,101,surrogate,34,0.6542315790911338
mod_wd1,train_loss,101,surrogate,35,1.0474387788444568
mod_wd1,train_loss,101,surrogate,36,1.1825416091778884
mod_wd1,train_loss,101,surrogate,37,1.962669145285168
mod_wd1,train_loss,101,surrogate,38,1.4758050868129085
mod_wd1,train_loss,201,observed,-1,1.3550441556471329
mod_wd1,train_loss,201,surrogate,0,1.3037446380136812
mod_wd1,train_loss,201,surrogate,1,1.9112397952103743
mod_wd1,train_loss,201,surrogate,2,1.1385456074904572
mod_wd1,train_loss,201,surrogate,3,2.227281255521752
mod_wd1,train_loss,201,surrogate,4,1.4484931173823097
mod_wd1,train_loss,201,surrogate,5,1.6228341528123587
mod_wd1,train_loss,201,surrogate,6,1.67389350619491
mod_wd1,train_loss,201,surrogate,7,1.4685915374325382
mod_wd1,train_loss,201,surrogate,8,0.9728847914301646
mod_wd1,train_loss,201,surrogate,9,1.467337331124781
mod_wd1,train_loss,201,surrogate,10,0.8456793903516543
mod_wd1,train_loss,201,surrogate,11,2.768911135444636
mod_wd1,train_loss,201,surrogate,12,2.333528212050061
mod_wd1,train_loss,201,surrogate,13,2.482871991287466
mod_wd1,train_loss,201,surrogate,14,1.5565965973076719
mod_wd1,train_loss,201,surrogate,15,0.9406591302752619
mod_wd1,train_loss,201,surrogate,16,2.204617054868322
mod_wd1,train_loss,201,surrogate,17,1.1159335036647067
mod_wd1,train_loss,201,surrogate,18,2.82801435463622
mod_wd1,train_loss,201,surrogate,19,1.3786676296761295
mod_wd1,train_loss,201,surrogate,20,1.5502819590871035
mod_wd1,train_loss,201,surrogate,21,1.185581480497498
mod_wd1,train_loss,201,surrogate,22,2.1190414219777924
mod_wd1,train_loss,201,surrogate,23,2.0669251765416163
mod_wd1,train_loss,201,surrogate,24,2.676331297342934
mod_wd1,train_loss,201,surrogate,25,3.058959043940762
mod_wd1,train_loss,201,surrogate,26,1.559674154070841
mod_wd1,train_loss,201,surrogate,27,1.4069461413958482
mod_wd1,train_loss,201,surrogate,28,2.0094520949770054
mod_wd1,train_loss,201,surrogate,29,2.308261734602378
mod_wd1,train_loss,201,surrogate,30,1.7273173465495395
mod_wd1,train_loss,201,surrogate,31,1.2976370117480256
mod_wd1,train_loss,201,surrogate,32,1.8532013789859108
mod_wd1,train_loss,201,surrogate,33,1.30273685661005
mod_wd1,train_loss,201,surrogate,34,1.337345225256867
mod_wd1,train_loss,201,surrogate,35,1.603451970175512
mod_wd1,train_loss,201,surrogate,36,2.322105898680499
mod_wd1,train_loss,201,surrogate,37,1.1764234452188553
mod_wd1,train_loss,201,surrogate,38,1.058998731289368
