max_E,tau,k,theiler,det,dep_mod_wd0,pct_mod_wd0,loc_mod_wd0,dep_mod_wd1,pct_mod_wd1,loc_mod_wd1,dep_mod_wd1_s43,pct_mod_wd1_s43,loc_mod_wd1_s43,dep_mod_wd1_s44,pct_mod_wd1_s44,loc_mod_wd1_s44,dep_s5_wd0,pct_s5_wd0,loc_s5_wd0,dep_s5_wd1,pct_s5_wd1,loc_s5_wd1,gen_min,ctrl_max,separates
4,1,5,autocorr,False,1.009255342157112,0.4696132596685083,1995.0,1.7991085184276083,0.7803468208092486,-105.0,1.2291545493215736,0.36046511627906974,-565.0,2.267989679933024,0.7976878612716763,215.0,1.2250197053069483,0.7509727626459144,1812.5,1.7752757488112165,0.8531746031746031,-337.5,1.2291545493215736,1.2250197053069483,True
4,1,5,autocorr,True,1.0792985509657562,0.56353591160221,195.0,1.2692691606631368,0.7283236994219653,-805.0,1.3346424932065217,0.7616279069767442,-65.0,2.0858149997779036,0.9364161849710982,215.0,1.6051546749742045,0.9961089494163424,1912.5,1.5207783560423205,0.8650793650793651,512.5,1.2692691606631368,1.6051546749742045,False
4,1,5,embedding,False,1.002505289463762,0.32044198895027626,1895.0,1.1133053358197733,0.2543352601156069,-205.0,1.087649460789446,0.22674418604651161,-565.0,1.4738420991273067,0.8208092485549133,-885.0,1.0763345941103266,0.30739299610894943,1862.5,1.442453121925164,0.8849206349206349,-437.5,1.087649460789446,1.0763345941103266,True
4,1,5,embedding,True,1.209548540480065,0.36464088397790057,295.0,1.281994789835155,0.7283236994219653,-805.0,1.33604112198019,0.6511627906976745,-65.0,2.1264781506968427,0.930635838150289,215.0,1.5584065538611651,0.9883268482490273,1912.5,1.4089709943175335,0.623015873015873,-187.5,1.281994789835155,1.5584065538611651,False
4,1,20,autocorr,False,0.9994523338600697,0.35359116022099446,-905.0,1.7544516018941172,0.8728323699421965,-5.0,1.481572754318192,0.8546511627906976,-765.0,2.2444843138495467,0.930635838150289,315.0,1.0448606255732824,0.953307392996109,1612.5,2.202716715055993,0.8452380952380952,712.5,1.481572754318192,1.0448606255732824,True
4,1,20,autocorr,True,1.0330038502719299,0.3149171270718232,-105.0,1.1497772390233152,0.6763005780346821,-805.0,1.2763922838078878,0.7732558139534884,235.0,1.3494915925697684,0.8901734104046243,-185.0,1.6027771258162942,0.5836575875486382,-587.5,1.9680068200645011,0.9126984126984127,-287.5,1.1497772390233152,1.6027771258162942,False
4,1,20,embedding,False,0.9993493287493797,0.44751381215469616,-905.0,2.3617963314358,0.9710982658959537,-105.0,2.4933775256549175,0.9941860465116279,-565.0,2.231089853091903,0.976878612716763,-785.0,1.049818787914026,0.33073929961089493,-137.5,2.004071128268273,0.8888888888888888,612.5,2.004071128268273,1.049818787914026,True
4,1,20,embedding,True,1.036696129028006,0.47513812154696133,295.0,1.1233063013146627,0.5144508670520231,-805.0,1.3585667569531612,0.7790697674418605,235.0,1.4670075635721607,1.0,-185.0,1.4876220362622035,0.30739299610894943,-587.5,1.7254387634943131,0.9642857142857143,862.5,1.1233063013146627,1.4876220362622035,False
4,2,5,autocorr,False,1.0083491376398257,0.46408839779005523,1995.0,2.178663189702267,0.7687861271676301,-105.0,1.4400859585182249,0.47674418604651164,-565.0,2.433301750269258,0.7976878612716763,215.0,1.220224369518972,0.7509727626459144,1812.5,1.9228864321608041,0.8095238095238095,-337.5,1.4400859585182249,1.220224369518972,True
4,2,5,autocorr,True,1.0923231998182783,0.6022099447513812,895.0,1.4924396804695144,0.5838150289017341,-805.0,1.2644408054715925,0.4186046511627907,-865.0,2.2870256979619845,0.930635838150289,215.0,1.8821326738946775,0.8560311284046692,1862.5,1.634131803598717,0.32936507936507936,12.5,1.2644408054715925,1.8821326738946775,False
4,2,5,embedding,False,1.0046132861812853,0.3370165745856354,1995.0,1.6754743926291062,0.7225433526011561,-5.0,1.2845934904902223,0.4418604651162791,-165.0,1.8847214025724581,0.9595375722543352,-885.0,1.106563596398529,0.4785992217898833,1762.5,1.5462576587960444,0.7777777777777778,-887.5,1.2845934904902223,1.106563596398529,True
4,2,5,embedding,True,1.204922784705591,0.7734806629834254,895.0,1.4924396804695144,0.5780346820809249,-805.0,1.2644408054715925,0.43023255813953487,-865.0,2.57175448539953,0.930635838150289,215.0,1.8821326738946775,0.8560311284046692,1862.5,1.634131803598717,0.3134920634920635,12.5,1.2644408054715925,1.8821326738946775,False
4,2,20,autocorr,False,0.9996541167205298,0.39779005524861877,-905.0,2.0478861309567655,0.9710982658959537,-5.0,1.8730574577894687,0.9593023255813954,35.0,2.2375487588652483,0.930635838150289,315.0,1.0403382599646704,0.6186770428015564,1612.5,2.397187178412166,0.9761904761904762,712.5,1.8730574577894687,1.0403382599646704,True
4,2,20,autocorr,True,1.0342605192383933,0.36464088397790057,95.0,1.15779829445345,0.7514450867052023,-805.0,1.180409381846299,0.45348837209302323,235.0,1.3417910970294256,0.9942196531791907,-285.0,1.6704605595694701,0.7782101167315175,-587.5,1.8516421395434575,0.9404761904761905,-287.5,1.15779829445345,1.6704605595694701,False
4,2,20,embedding,False,0.9993192830757668,0.4088397790055249,-505.0,3.6314150906911085,0.976878612716763,-105.0,2.9118674226097716,0.9883720930232558,-165.0,2.403212569579904,1.0,215.0,1.09762650778447,0.7315175097276264,1962.5,2.002183282026995,0.7063492063492064,-87.5,2.002183282026995,1.09762650778447,True
4,2,20,embedding,True,1.0583308530580489,0.569060773480663,-105.0,1.15779829445345,0.7514450867052023,-805.0,1.180409381846299,0.45348837209302323,235.0,1.3483740727638238,1.0,215.0,1.6744034952822033,0.7704280155642024,-587.5,1.8854480156669398,0.9404761904761905,-287.5,1.15779829445345,1.6744034952822033,False
4,4,5,autocorr,False,1.0062273689366243,0.48066298342541436,1995.0,3.1816095429183964,0.8208092485549133,-5.0,1.8312946907986065,0.6744186046511628,-165.0,1.6684426942984856,0.7456647398843931,-285.0,1.1024722487220349,0.708171206225681,1812.5,1.5449203390696011,0.7698412698412699,712.5,1.5449203390696011,1.1024722487220349,True
