file,tag,mode,r,seed,cfg_id,observer,traj_pr,frac_degenerate,n_windows,tau_used,theiler_used,MG,MG_sd,LB,LB_sd,TwoNN,TwoNN_sd,PRdelay,PRdelay_sd,specPR64,specPR64_sd,specPR256,specPR256_sd,specPR1024,specPR1024_sd,specPR0,specPR0_sd,roughness,roughness_sd,acorr,acorr_sd
qp_r02_s02.npz,qp,qp,2,2,0,w_fro,2.000010801058749,0.0,1,4.0,76.0,2.2457053798707016,0.0,2.295642451168722,0.0,0.9063727730094673,0.0,1.4875992276972696,0.0,1.169733697434315,0.0,1.2194598696503325,0.0,1.4657790426431838,0.0,3.0850265004665003,0.0,0.7310105927079624,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,0,c_norm,2.000010801058749,0.0,1,4.0,76.0,2.24570094347167,0.0,2.2956376377309553,0.0,0.9063713785272238,0.0,1.4875994511766708,0.0,1.1697337431057406,0.0,1.219459917652189,0.0,1.4657790948879303,0.0,3.085026592033083,0.0,0.7310109044878265,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,0,g_fro,2.000010801058749,0.0,1,4.0,76.0,2.6844332532085984,0.0,2.820255738675956,0.0,1.7546638538633204,0.0,3.1687494120453032,0.0,2.656849738430268,0.0,2.695015506833467,0.0,2.7707624612812927,0.0,2.9440785482440552,0.0,1.1203095838999433,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,0,c_proj1,2.000010801058749,0.0,1,4.0,76.0,2.052077227623622,0.0,2.103785326026024,0.0,1.9440022597518345,0.0,1.3097353800922165,0.0,1.0316849863275865,0.0,1.0755785674170328,0.0,1.292699473622128,0.0,2.719505191398133,0.0,0.7483017250186114,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,1,w_fro,2.000010801058749,0.0,1,16.0,150.0,2.1656135953057434,0.0,2.209779305682927,0.0,0.9820865053445946,0.0,2.0551666549265453,0.0,1.169733697434315,0.0,1.2194598696503325,0.0,1.4657790426431838,0.0,3.0850265004665003,0.0,0.7310105927079624,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,1,c_norm,2.000010801058749,0.0,1,16.0,150.0,2.1656134069727995,0.0,2.209777931405313,0.0,0.9820868241513926,0.0,2.0551673517240174,0.0,1.1697337431057406,0.0,1.219459917652189,0.0,1.4657790948879303,0.0,3.085026592033083,0.0,0.7310109044878265,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,1,g_fro,2.000010801058749,0.0,1,16.0,150.0,2.845766005776219,0.0,2.977037089937927,0.0,1.8626021079435051,0.0,3.872545484604694,0.0,2.656849738430268,0.0,2.695015506833467,0.0,2.7707624612812927,0.0,2.9440785482440552,0.0,1.1203095838999433,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,1,c_proj1,2.000010801058749,0.0,1,16.0,150.0,2.2396941704017412,0.0,2.2851661729762855,0.0,1.960660236416749,0.0,1.955009928031616,0.0,1.0316849863275865,0.0,1.0755785674170328,0.0,1.292699473622128,0.0,2.719505191398133,0.0,0.7483017250186114,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,2,w_fro,2.000010801058749,0.0,1,4.0,150.0,2.1857698425354384,0.0,2.2291480458741146,0.0,0.8655203394139919,0.0,2.2154343960404184,0.0,1.169733697434315,0.0,1.2194598696503325,0.0,1.4657790426431838,0.0,3.0850265004665003,0.0,0.7310105927079624,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,2,c_norm,2.000010801058749,0.0,1,4.0,150.0,2.1857721817725166,0.0,2.2291516581093336,0.0,0.8655165912600109,0.0,2.2154348679057305,0.0,1.1697337431057406,0.0,1.219459917652189,0.0,1.4657790948879303,0.0,3.085026592033083,0.0,0.7310109044878265,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,2,g_fro,2.000010801058749,0.0,1,4.0,150.0,2.559524699179691,0.0,2.6321913533604113,0.0,1.689144525327035,0.0,4.159875719024548,0.0,2.656849738430268,0.0,2.695015506833467,0.0,2.7707624612812927,0.0,2.9440785482440552,0.0,1.1203095838999433,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,2,c_proj1,2.000010801058749,0.0,1,4.0,150.0,2.094613130627158,0.0,2.11102784735796,0.0,1.9580579401153784,0.0,1.9539242642122803,0.0,1.0316849863275865,0.0,1.0755785674170328,0.0,1.292699473622128,0.0,2.719505191398133,0.0,0.7483017250186114,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,3,w_fro,2.000010801058749,0.0,1,16.0,150.0,2.143223743936643,0.0,2.1885994096824954,0.0,0.982067653249026,0.0,2.270108443509016,0.0,1.169733697434315,0.0,1.2194598696503325,0.0,1.4657790426431838,0.0,3.0850265004665003,0.0,0.7310105927079624,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,3,c_norm,2.000010801058749,0.0,1,16.0,150.0,2.143224757261752,0.0,2.1885990211556563,0.0,0.9820671892847053,0.0,2.2701088872913586,0.0,1.1697337431057406,0.0,1.219459917652189,0.0,1.4657790948879303,0.0,3.085026592033083,0.0,0.7310109044878265,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,3,g_fro,2.000010801058749,0.0,1,16.0,150.0,2.628031961405045,0.0,2.7152081362732,0.0,1.831093700725231,0.0,4.147625719968667,0.0,2.656849738430268,0.0,2.695015506833467,0.0,2.7707624612812927,0.0,2.9440785482440552,0.0,1.1203095838999433,0.0,2.0,0.0
qp_r02_s02.npz,qp,qp,2,2,3,c_proj1,2.000010801058749,0.0,1,16.0,150.0,2.158588680917623,0.0,2.187026096671366,0.0,2.2028709475052612,0.0,2.0207545996847567,0.0,1.0316849863275865,0.0,1.0755785674170328,0.0,1.292699473622128,0.0,2.719505191398133,0.0,0.7483017250186114,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,0,w_fro,6.000207597328467,0.0,1,4.0,76.0,7.191745589373762,0.0,7.444799694889218,0.0,8.907463531572436,0.0,4.093514356380913,0.0,2.959122098572498,0.0,3.4171627902580477,0.0,4.064241453919282,0.0,8.68089485002728,0.0,0.658737148263,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,0,c_norm,6.000207597328467,0.0,1,4.0,76.0,7.19175986295479,0.0,7.444814064817418,0.0,8.907513766734766,0.0,4.093504892848794,0.0,2.9591197409822447,0.0,3.417155933740325,0.0,4.064234170573516,0.0,8.680879667272958,0.0,0.6587372398097756,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,0,g_fro,6.000207597328467,0.0,1,4.0,76.0,8.43672244532776,0.0,8.8565817867375,0.0,10.04681187760974,0.0,10.620252804067984,0.0,7.203716604784249,0.0,8.338156174886448,0.0,8.399051855641176,0.0,8.506816104113119,0.0,0.8674393475501091,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,0,c_proj1,6.000207597328467,0.0,1,4.0,76.0,5.550452337453951,0.0,5.6909895752411135,0.0,4.930361574309135,0.0,4.485354923171462,0.0,2.591384304785222,0.0,2.954988750126602,0.0,3.1501020956029917,0.0,6.327692554704094,0.0,0.6019665345075127,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,1,w_fro,6.000207597328467,0.0,1,16.0,150.0,7.358422363769545,0.0,7.679127193096809,0.0,10.234469904759084,0.0,4.582073799942841,0.0,2.959122098572498,0.0,3.4171627902580477,0.0,4.064241453919282,0.0,8.68089485002728,0.0,0.658737148263,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,1,c_norm,6.000207597328467,0.0,1,16.0,150.0,7.358466412713871,0.0,7.679188922156034,0.0,10.234247850488446,0.0,4.582054981770451,0.0,2.9591197409822447,0.0,3.417155933740325,0.0,4.064234170573516,0.0,8.680879667272958,0.0,0.6587372398097756,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,1,g_fro,6.000207597328467,0.0,1,16.0,150.0,8.105657064705602,0.0,8.492984807736711,0.0,10.448062011089782,0.0,11.042325601942395,0.0,7.203716604784249,0.0,8.338156174886448,0.0,8.399051855641176,0.0,8.506816104113119,0.0,0.8674393475501091,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,1,c_proj1,6.000207597328467,0.0,1,16.0,150.0,5.210808414348992,0.0,5.271972670632261,0.0,11.195200297546727,0.0,4.747521882076149,0.0,2.591384304785222,0.0,2.954988750126602,0.0,3.1501020956029917,0.0,6.327692554704094,0.0,0.6019665345075127,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,2,w_fro,6.000207597328467,0.0,1,4.0,150.0,6.738090516122148,0.0,6.818750050393245,0.0,15.2384184005477,0.0,6.105333277913012,0.0,2.959122098572498,0.0,3.4171627902580477,0.0,4.064241453919282,0.0,8.68089485002728,0.0,0.658737148263,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,2,c_norm,6.000207597328467,0.0,1,4.0,150.0,6.738100056618048,0.0,6.818757589600305,0.0,15.23768349733528,0.0,6.105317780319866,0.0,2.9591197409822447,0.0,3.417155933740325,0.0,4.064234170573516,0.0,8.680879667272958,0.0,0.6587372398097756,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,2,g_fro,6.000207597328467,0.0,1,4.0,150.0,8.21561888739949,0.0,8.501926526069564,0.0,13.478266761504862,0.0,13.819248254023865,0.0,7.203716604784249,0.0,8.338156174886448,0.0,8.399051855641176,0.0,8.506816104113119,0.0,0.8674393475501091,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,2,c_proj1,6.000207597328467,0.0,1,4.0,150.0,5.149542145595455,0.0,5.18301460927265,0.0,12.01499226725159,0.0,4.916253141858537,0.0,2.591384304785222,0.0,2.954988750126602,0.0,3.1501020956029917,0.0,6.327692554704094,0.0,0.6019665345075127,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,3,w_fro,6.000207597328467,0.0,1,16.0,150.0,6.815878491410552,0.0,6.932545845423685,0.0,15.582520662053321,0.0,6.037958092404382,0.0,2.959122098572498,0.0,3.4171627902580477,0.0,4.064241453919282,0.0,8.68089485002728,0.0,0.658737148263,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,3,c_norm,6.000207597328467,0.0,1,16.0,150.0,6.8158341134856295,0.0,6.932498250155436,0.0,15.581738525420493,0.0,6.03794181055634,0.0,2.9591197409822447,0.0,3.417155933740325,0.0,4.064234170573516,0.0,8.680879667272958,0.0,0.6587372398097756,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,3,g_fro,6.000207597328467,0.0,1,16.0,150.0,7.833741700566329,0.0,8.139089673945593,0.0,11.229141860385695,0.0,12.978233830227667,0.0,7.203716604784249,0.0,8.338156174886448,0.0,8.399051855641176,0.0,8.506816104113119,0.0,0.8674393475501091,0.0,2.0,0.0
qp_r06_s00.npz,qp,qp,6,0,3,c_proj1,6.000207597328467,0.0,1,16.0,150.0,5.121264289750409,0.0,5.180695718818107,0.0,8.488982936281522,0.0,4.847725499996538,0.0,2.591384304785222,0.0,2.954988750126602,0.0,3.1501020956029917,0.0,6.327692554704094,0.0,0.6019665345075127,0.0,2.0,0.0
qp_r06_s01.npz,qp,qp,6,1,0,w_fro,6.000055660727898,0.0,1,4.0,76.0,5.3839724346241455,0.0,5.6123969877166875,0.0,5.077264120719021,0.0,6.017229739055197,0.0,3.206082718098617,0.0,3.601782650658952,0.0,3.805362348496995,0.0,4.650192854057374,0.0,0.528590258782559,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,0,c_norm,6.000055660727898,0.0,1,4.0,76.0,5.384031871906618,0.0,5.6124696570886,0.0,5.077317926909726,0.0,6.017341623856532,0.0,3.2061443502160345,0.0,3.601860703468829,0.0,3.805445534004648,0.0,4.650302626062791,0.0,0.5285892887159825,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,0,g_fro,6.000055660727898,0.0,1,4.0,76.0,12.135610188644042,0.0,12.795288230701697,0.0,12.593699623329863,0.0,16.09656994185386,0.0,15.670037550990104,0.0,19.029198768611163,0.0,19.885722573491318,0.0,22.28563888548229,0.0,0.9680007843617832,0.0,2.0,0.0
qp_r06_s01.npz,qp,qp,6,1,0,c_proj1,6.000055660727898,0.0,1,4.0,76.0,4.284017203695514,0.0,4.407088369357295,0.0,3.1462745810648878,0.0,4.553270656502098,0.0,2.730800352896533,0.0,2.783483497723877,0.0,2.9877935494197936,0.0,5.805859203423082,0.0,0.5924885900323691,0.0,2.0,0.0
qp_r06_s01.npz,qp,qp,6,1,1,w_fro,6.000055660727898,0.0,1,16.0,150.0,5.1353311345044474,0.0,5.241143896291599,0.0,4.697288736109176,0.0,6.62414137301857,0.0,3.206082718098617,0.0,3.601782650658952,0.0,3.805362348496995,0.0,4.650192854057374,0.0,0.528590258782559,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,1,c_norm,6.000055660727898,0.0,1,16.0,150.0,5.135458285447754,0.0,5.241288894865114,0.0,4.697344519792235,0.0,6.624254836151791,0.0,3.2061443502160345,0.0,3.601860703468829,0.0,3.805445534004648,0.0,4.650302626062791,0.0,0.5285892887159825,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,1,g_fro,6.000055660727898,0.0,1,16.0,150.0,12.150135102677377,0.0,12.843008072747399,0.0,11.026716323839747,0.0,14.839474025942962,0.0,15.670037550990104,0.0,19.029198768611163,0.0,19.885722573491318,0.0,22.28563888548229,0.0,0.9680007843617832,0.0,2.0,0.0
qp_r06_s01.npz,qp,qp,6,1,1,c_proj1,6.000055660727898,0.0,1,16.0,150.0,4.207558543729714,0.0,4.25431283568084,0.0,2.439997750414919,0.0,4.5239883970923875,0.0,2.730800352896533,0.0,2.783483497723877,0.0,2.9877935494197936,0.0,5.805859203423082,0.0,0.5924885900323691,0.0,2.0,0.0
qp_r06_s01.npz,qp,qp,6,1,2,w_fro,6.000055660727898,0.0,1,4.0,150.0,4.807183952960544,0.0,4.867111498871835,0.0,4.325439781328056,0.0,6.645206569701866,0.0,3.206082718098617,0.0,3.601782650658952,0.0,3.805362348496995,0.0,4.650192854057374,0.0,0.528590258782559,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,2,c_norm,6.000055660727898,0.0,1,4.0,150.0,4.80726356916811,0.0,4.867193831502843,0.0,4.325505689140911,0.0,6.645347769037996,0.0,3.2061443502160345,0.0,3.601860703468829,0.0,3.805445534004648,0.0,4.650302626062791,0.0,0.5285892887159825,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,2,g_fro,6.000055660727898,0.0,1,4.0,150.0,14.065076748586835,0.0,14.712448840146216,0.0,7.132432701355079,0.0,23.201005997809613,0.0,15.670037550990104,0.0,19.029198768611163,0.0,19.885722573491318,0.0,22.28563888548229,0.0,0.9680007843617832,0.0,2.0,0.0
qp_r06_s01.npz,qp,qp,6,1,2,c_proj1,6.000055660727898,0.0,1,4.0,150.0,4.124811153426817,0.0,4.170878168054417,0.0,2.4160533244212905,0.0,4.714022446180167,0.0,2.730800352896533,0.0,2.783483497723877,0.0,2.9877935494197936,0.0,5.805859203423082,0.0,0.5924885900323691,0.0,2.0,0.0
qp_r06_s01.npz,qp,qp,6,1,3,w_fro,6.000055660727898,0.0,1,16.0,150.0,5.1353755287909735,0.0,5.225293974164626,0.0,5.286715481409413,0.0,6.741984764628589,0.0,3.206082718098617,0.0,3.601782650658952,0.0,3.805362348496995,0.0,4.650192854057374,0.0,0.528590258782559,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,3,c_norm,6.000055660727898,0.0,1,16.0,150.0,5.135403730714741,0.0,5.225326894611152,0.0,5.286785637747059,0.0,6.7421294311339,0.0,3.2061443502160345,0.0,3.601860703468829,0.0,3.805445534004648,0.0,4.650302626062791,0.0,0.5285892887159825,0.0,3.0,0.0
qp_r06_s01.npz,qp,qp,6,1,3,g_fro,6.000055660727898,0.0,1,16.0,150.0,13.493708909003113,0.0,14.22650931536629,0.0,9.02589508372717,0.0,20.823324602942247,0.0,15.670037550990104,0.0,19.029198768611163,0.0,19.885722573491318,0.0,22.28563888548229,0.0,0.9680007843617832,0.0,2.0,0.0
