file,tag,mode,r,seed,cfg_id,observer,traj_pr,frac_degenerate,n_windows,tau_used,theiler_used,MG,MG_sd,LB,LB_sd,TwoNN,TwoNN_sd,PRdelay,PRdelay_sd,specPR64,specPR64_sd,specPR256,specPR256_sd,specPR1024,specPR1024_sd,specPR0,specPR0_sd,roughness,roughness_sd,acorr,acorr_sd
qp_r02_s00.npz,qp,qp,2,0,0,w_fro,2.000017822604296,0.0,1,4.0,76.0,2.3146607669358095,0.0,2.3529765244925094,0.0,1.2462241875284013,0.0,1.3421646058575087,0.0,1.0571135928301474,0.0,1.1020863117155386,0.0,1.3245507747011476,0.0,2.7865580655497406,0.0,0.7449281918689491,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,0,c_norm,2.000017822604296,0.0,1,4.0,76.0,2.314657430489058,0.0,2.3529732507207046,0.0,1.2462276807719357,0.0,1.342162967457082,0.0,1.0571122775015225,0.0,1.1020849392897643,0.0,1.3245491214474057,0.0,2.7865545768817475,0.0,0.7449286843172979,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,0,g_fro,2.000017822604296,0.0,1,4.0,76.0,2.5103258729446254,0.0,2.569187012974633,0.0,2.74222216846016,0.0,2.5845966454725797,0.0,2.196833724720281,0.0,2.2051299843359446,0.0,2.2192380917079944,0.0,2.2494207505998234,0.0,0.992033717416958,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,0,c_proj1,2.000017822604296,0.0,1,4.0,76.0,2.4369389646215547,0.0,2.4765158494803443,0.0,3.3081690059035327,0.0,1.9995749590054146,0.0,1.0253436433371077,0.0,1.0645479651630128,0.0,1.3081083462468954,0.0,3.0011426761415714,0.0,0.39842387408268104,0.0,3.0,0.0
qp_r02_s00.npz,qp,qp,2,0,1,w_fro,2.000017822604296,0.0,1,16.0,150.0,2.3091025459479853,0.0,2.359170469917811,0.0,1.2694534347128332,0.0,1.974516855224083,0.0,1.0571135928301474,0.0,1.1020863117155386,0.0,1.3245507747011476,0.0,2.7865580655497406,0.0,0.7449281918689491,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,1,c_norm,2.000017822604296,0.0,1,16.0,150.0,2.3090921028222864,0.0,2.3591493472750615,0.0,1.2694713633554358,0.0,1.9745164584113355,0.0,1.0571122775015225,0.0,1.1020849392897643,0.0,1.3245491214474057,0.0,2.7865545768817475,0.0,0.7449286843172979,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,1,g_fro,2.000017822604296,0.0,1,16.0,150.0,2.6141712474880974,0.0,2.7022159292265897,0.0,2.9131757977817787,0.0,3.2981320241493686,0.0,2.196833724720281,0.0,2.2051299843359446,0.0,2.2192380917079944,0.0,2.2494207505998234,0.0,0.992033717416958,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,1,c_proj1,2.000017822604296,0.0,1,16.0,150.0,2.352037500038007,0.0,2.3892229299547085,0.0,2.8738589409482374,0.0,1.93746392145463,0.0,1.0253436433371077,0.0,1.0645479651630128,0.0,1.3081083462468954,0.0,3.0011426761415714,0.0,0.39842387408268104,0.0,3.0,0.0
qp_r02_s00.npz,qp,qp,2,0,2,w_fro,2.000017822604296,0.0,1,4.0,150.0,2.3734345830586028,0.0,2.403582961854872,0.0,1.2133489449713544,0.0,2.0020265693795714,0.0,1.0571135928301474,0.0,1.1020863117155386,0.0,1.3245507747011476,0.0,2.7865580655497406,0.0,0.7449281918689491,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,2,c_norm,2.000017822604296,0.0,1,4.0,150.0,2.3734279029461,0.0,2.4035715454971314,0.0,1.2133326774065079,0.0,2.0020241981072133,0.0,1.0571122775015225,0.0,1.1020849392897643,0.0,1.3245491214474057,0.0,2.7865545768817475,0.0,0.7449286843172979,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,2,g_fro,2.000017822604296,0.0,1,4.0,150.0,2.4270140875886517,0.0,2.471922277188359,0.0,2.5655409408067533,0.0,3.7482342462666765,0.0,2.196833724720281,0.0,2.2051299843359446,0.0,2.2192380917079944,0.0,2.2494207505998234,0.0,0.992033717416958,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,2,c_proj1,2.000017822604296,0.0,1,4.0,150.0,2.2600401504807395,0.0,2.284478487222971,0.0,3.1265218700628945,0.0,2.001187282908704,0.0,1.0253436433371077,0.0,1.0645479651630128,0.0,1.3081083462468954,0.0,3.0011426761415714,0.0,0.39842387408268104,0.0,3.0,0.0
qp_r02_s00.npz,qp,qp,2,0,3,w_fro,2.000017822604296,0.0,1,16.0,150.0,2.360887756800611,0.0,2.406771852017373,0.0,1.3778577514499004,0.0,2.0670676194623114,0.0,1.0571135928301474,0.0,1.1020863117155386,0.0,1.3245507747011476,0.0,2.7865580655497406,0.0,0.7449281918689491,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,3,c_norm,2.000017822604296,0.0,1,16.0,150.0,2.3608941503941643,0.0,2.406778950934859,0.0,1.3778680002751929,0.0,2.0670653083358688,0.0,1.0571122775015225,0.0,1.1020849392897643,0.0,1.3245491214474057,0.0,2.7865545768817475,0.0,0.7449286843172979,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,3,g_fro,2.000017822604296,0.0,1,16.0,150.0,2.4288362134709494,0.0,2.4726637838037013,0.0,2.7414595088705225,0.0,3.7468678052214432,0.0,2.196833724720281,0.0,2.2051299843359446,0.0,2.2192380917079944,0.0,2.2494207505998234,0.0,0.992033717416958,0.0,2.0,0.0
qp_r02_s00.npz,qp,qp,2,0,3,c_proj1,2.000017822604296,0.0,1,16.0,150.0,2.241636051973393,0.0,2.2781450504707212,0.0,2.86112031138408,0.0,1.952385655184803,0.0,1.0253436433371077,0.0,1.0645479651630128,0.0,1.3081083462468954,0.0,3.0011426761415714,0.0,0.39842387408268104,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,0,w_fro,2.000012726082192,0.0,1,4.0,76.0,2.3855929893952106,0.0,2.4265759611456423,0.0,5.51910468729507,0.0,2.015728203908335,0.0,1.0344571076558395,0.0,1.0731370293528464,0.0,1.3184958838251841,0.0,3.0262705284538223,0.0,0.4004514671037976,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,0,c_norm,2.000012726082192,0.0,1,4.0,76.0,2.3856082375241705,0.0,2.426586961817434,0.0,5.519028409545053,0.0,2.0157304328176138,0.0,1.0344590409472247,0.0,1.0731390048482559,0.0,1.318498310553143,0.0,3.0262761802754246,0.0,0.4004517684246566,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,0,g_fro,2.000012726082192,0.0,1,4.0,76.0,2.420391298104818,0.0,2.482885495475565,0.0,1.652976902502662,0.0,3.5280613098213474,0.0,2.6087359442263756,0.0,2.6317233667165136,0.0,2.7014222786803357,0.0,2.859020353148752,0.0,1.1333376368821295,0.0,1.0,0.0
qp_r02_s01.npz,qp,qp,2,1,0,c_proj1,2.000012726082192,0.0,1,4.0,76.0,2.457690548988097,0.0,2.5002335630138375,0.0,2.9533615870367917,0.0,1.9989055998969119,0.0,1.0257892711268588,0.0,1.0642532339172457,0.0,1.307605054343545,0.0,3.0011409214157676,0.0,0.39833592845209104,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,1,w_fro,2.000012726082192,0.0,1,16.0,150.0,2.3486065808160963,0.0,2.3777730056768998,0.0,5.406080838303711,0.0,1.943771528774373,0.0,1.0344571076558395,0.0,1.0731370293528464,0.0,1.3184958838251841,0.0,3.0262705284538223,0.0,0.4004514671037976,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,1,c_norm,2.000012726082192,0.0,1,16.0,150.0,2.3486059521312996,0.0,2.3777721733724744,0.0,5.406242872541158,0.0,1.9437728655098665,0.0,1.0344590409472247,0.0,1.0731390048482559,0.0,1.318498310553143,0.0,3.0262761802754246,0.0,0.4004517684246566,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,1,g_fro,2.000012726082192,0.0,1,16.0,150.0,2.691510221267193,0.0,2.7782442963666956,0.0,1.7981482308155132,0.0,3.9577441767613424,0.0,2.6087359442263756,0.0,2.6317233667165136,0.0,2.7014222786803357,0.0,2.859020353148752,0.0,1.1333376368821295,0.0,1.0,0.0
qp_r02_s01.npz,qp,qp,2,1,1,c_proj1,2.000012726082192,0.0,1,16.0,150.0,2.385681319227971,0.0,2.4175960089910595,0.0,2.8543785040432526,0.0,1.936786493092189,0.0,1.0257892711268588,0.0,1.0642532339172457,0.0,1.307605054343545,0.0,3.0011409214157676,0.0,0.39833592845209104,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,2,w_fro,2.000012726082192,0.0,1,4.0,150.0,2.4130533341902902,0.0,2.4336297233590938,0.0,5.681823772041548,0.0,2.0172806887800276,0.0,1.0344571076558395,0.0,1.0731370293528464,0.0,1.3184958838251841,0.0,3.0262705284538223,0.0,0.4004514671037976,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,2,c_norm,2.000012726082192,0.0,1,4.0,150.0,2.4130276067552496,0.0,2.433604851825598,0.0,5.682663262012954,0.0,2.017283080692002,0.0,1.0344590409472247,0.0,1.0731390048482559,0.0,1.318498310553143,0.0,3.0262761802754246,0.0,0.4004517684246566,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,2,g_fro,2.000012726082192,0.0,1,4.0,150.0,2.3753967971940297,0.0,2.4166458564175435,0.0,1.5859322736727102,0.0,4.510805876695158,0.0,2.6087359442263756,0.0,2.6317233667165136,0.0,2.7014222786803357,0.0,2.859020353148752,0.0,1.1333376368821295,0.0,1.0,0.0
qp_r02_s01.npz,qp,qp,2,1,2,c_proj1,2.000012726082192,0.0,1,4.0,150.0,2.4142534697117903,0.0,2.4464428181475144,0.0,2.9981565340302945,0.0,2.0002831780945507,0.0,1.0257892711268588,0.0,1.0642532339172457,0.0,1.307605054343545,0.0,3.0011409214157676,0.0,0.39833592845209104,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,3,w_fro,2.000012726082192,0.0,1,16.0,150.0,2.3539035670382114,0.0,2.385542818141454,0.0,6.254914523035362,0.0,1.9669439204176846,0.0,1.0344571076558395,0.0,1.0731370293528464,0.0,1.3184958838251841,0.0,3.0262705284538223,0.0,0.4004514671037976,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,3,c_norm,2.000012726082192,0.0,1,16.0,150.0,2.353870341602972,0.0,2.3855098433726685,0.0,6.255314819883312,0.0,1.9669462413005885,0.0,1.0344590409472247,0.0,1.0731390048482559,0.0,1.318498310553143,0.0,3.0262761802754246,0.0,0.4004517684246566,0.0,3.0,0.0
qp_r02_s01.npz,qp,qp,2,1,3,g_fro,2.000012726082192,0.0,1,16.0,150.0,2.4336580753182284,0.0,2.4787604873862468,0.0,1.7213449349013314,0.0,4.455362837774998,0.0,2.6087359442263756,0.0,2.6317233667165136,0.0,2.7014222786803357,0.0,2.859020353148752,0.0,1.1333376368821295,0.0,1.0,0.0
qp_r02_s01.npz,qp,qp,2,1,3,c_proj1,2.000012726082192,0.0,1,16.0,150.0,2.3627562708419734,0.0,2.3959014833944554,0.0,2.727819070167059,0.0,1.9514211955598717,0.0,1.0257892711268588,0.0,1.0642532339172457,0.0,1.307605054343545,0.0,3.0011409214157676,0.0,0.39833592845209104,0.0,3.0,0.0
