observer,k,seed,MG,error
output_fro,5,2,1.3295686943288174,-3.6704313056711824
parameter_fro,5,2,1.3295686943288176,-3.6704313056711824
parameter_projection,5,2,16.173717351030188,11.173717351030188
loss,5,2,1.3295922981185708,-3.6704077018814294
latent_fro,6,2,1.3295686943288174,-4.670431305671182
latent_projection,6,2,15.727404885006573,9.727404885006573
gradient_fro,6,2,1.3295686946185001,-4.6704313053815
output_fro,6,2,1.3295686943288174,-4.670431305671182
parameter_fro,6,2,1.3295686943288174,-4.670431305671182
parameter_projection,6,2,16.406462925769983,10.406462925769983
loss,6,2,1.3295922981185708,-4.670407701881429
latent_fro,7,2,1.3295686943288174,-5.670431305671182
latent_projection,7,2,16.20010308014495,9.200103080144949
gradient_fro,7,2,1.3295686946184995,-5.6704313053815
output_fro,7,2,1.3295686943288174,-5.670431305671182
parameter_fro,7,2,1.3295686943288174,-5.670431305671182
parameter_projection,7,2,16.030122709618045,9.030122709618045
loss,7,2,1.3295922981185706,-5.670407701881429
latent_fro,8,2,1.3295686943288174,-6.670431305671182
latent_projection,8,2,16.046236151415496,8.046236151415496
gradient_fro,8,2,1.3295686946185046,-6.670431305381495
output_fro,8,2,1.3295686943288174,-6.670431305671182
parameter_fro,8,2,1.3295686943288174,-6.670431305671182
parameter_projection,8,2,16.094331177100248,8.094331177100248
loss,8,2,1.329592298118571,-6.6704077018814285
latent_fro,9,2,1.3295686943288174,-7.670431305671182
latent_projection,9,2,15.816408236954272,6.816408236954272
gradient_fro,9,2,1.329568694618498,-7.670431305381502
output_fro,9,2,1.3295686943288174,-7.670431305671182
parameter_fro,9,2,1.3295686943288174,-7.670431305671182
parameter_projection,9,2,16.06862902832627,7.068629028326271
loss,9,2,1.3295922981185706,-7.670407701881429
latent_fro,10,2,1.3295686943288176,-8.670431305671183
latent_projection,10,2,15.755671449979447,5.755671449979447
gradient_fro,10,2,1.3295686946184953,-8.670431305381506
output_fro,10,2,1.3295686943288174,-8.670431305671183
parameter_fro,10,2,1.3295686943288176,-8.670431305671183
parameter_projection,10,2,15.59872499244504,5.598724992445041
loss,10,2,1.3295922981185706,-8.67040770188143
latent_fro,11,2,1.3295686943288176,-9.670431305671183
latent_projection,11,2,15.991333080947303,4.991333080947303
gradient_fro,11,2,1.3295686946184995,-9.6704313053815
output_fro,11,2,1.3295686943288176,-9.670431305671183
parameter_fro,11,2,1.3295686943288176,-9.670431305671183
parameter_projection,11,2,15.916240205757523,4.916240205757523
loss,11,2,1.3295922981185706,-9.67040770188143
latent_fro,12,2,1.3295686943288174,-10.670431305671183
latent_projection,12,2,15.815969051747738,3.8159690517477376
gradient_fro,12,2,1.3295686946185035,-10.670431305381497
output_fro,12,2,1.3295686943288174,-10.670431305671183
parameter_fro,12,2,1.3295686943288174,-10.670431305671183
parameter_projection,12,2,15.92168040975468,3.9216804097546802
loss,12,2,1.3295922981185708,-10.670407701881429
