observer,MAE,max_error,rho
gradient_fro,9.20338817484335,18.670431305381502,0.1481131302887036
latent_fro,9.203388175104063,18.670431305671183,0.10787999672507156
latent_projection,6.452193519990413,15.139202785827983,0.02887345319957963
loss,9.203366931693289,18.67040770188143,-0.014252467444532515
output_fro,9.203388175104063,18.670431305671183,-0.025620069223722668
parameter_fro,9.203388175104063,18.670431305671183,0.10787999672507156
parameter_projection,6.454299821761916,15.110355917819202,-0.2157998554165113
