metric,tau,embedding_dimension,k_neighbors,window_size,stride,start_step,center_step,end_step,mean,std,fnn_raw,cao_raw,simplex_raw,lb_raw,mg_raw,local_median_raw,local_iqr_raw,fnn_detrended,cao_detrended,simplex_detrended,lb_detrended,mg_detrended,local_median_detrended,local_iqr_detrended
train_loss,1,15,5,200,10,14500,19500,24450,0.12644911382347343,0.05469996527443518,5.0,5.0,6.0,12.020341618733308,8.84795682670288,9.461096465907342,7.042874529598853,3.0,6.0,8.0,13.050746492361105,10.000610513612571,10.489690491741811,6.499403381364207
train_loss,1,15,5,200,10,15000,20000,24950,0.12095531169325109,0.05298701811270263,3.0,5.0,9.0,10.834290328851031,8.627516554281156,9.433221156621943,5.362361076988277,3.0,5.0,6.0,12.39499719442118,9.885518683275693,10.367650758384165,6.366854853549144
train_loss,1,15,5,200,10,15500,20500,25450,0.11487674094736572,0.0505873051536209,5.0,4.0,13.0,11.03289653929548,8.85416327209284,9.619318118988236,5.224193028839764,3.0,5.0,6.0,13.021097446743532,10.281047957350324,10.747596034801681,6.406462807957878
train_loss,1,15,5,200,10,16000,21000,25950,0.10911237169057127,0.048137085409939946,3.0,4.0,13.0,10.910292340360948,8.681659969148267,9.56846372216554,5.611395698143123,3.0,5.0,8.0,13.398622731207318,9.638627088086034,10.142749084903448,7.566976102452076
train_loss,1,15,5,200,10,16500,21500,26450,0.10226033467799421,0.04084581974013451,3.0,4.0,13.0,10.737926618952152,8.363922029909531,9.40132561618799,6.610525273870738,3.0,5.0,14.0,11.619116974237107,9.537955363016051,10.066477810862338,6.132009235012346
train_loss,1,15,5,200,10,17000,22000,26950,0.09751293856650588,0.03526225112209338,6.0,5.0,15.0,10.557455913767221,8.132965435154132,8.774067825288732,6.662683920914819,3.0,4.0,9.0,12.577912528166365,9.89357273433183,10.14424085889445,5.336369182227427
train_loss,1,15,5,200,10,17500,22500,27450,0.09243582068011161,0.03146300970938918,6.0,5.0,15.0,11.48069568871328,8.443820401852479,9.401325616187993,8.261440216764951,3.0,7.0,11.0,12.791564203171445,10.192331138098798,11.078403841854904,5.771391449934583
train_loss,1,15,5,200,10,18000,23000,27950,0.08944480063393709,0.03062519822836967,3.0,4.0,15.0,12.138715174415655,9.227116376307336,9.665679240043715,8.004898588536436,3.0,7.0,14.0,13.345027164302202,10.576754547972374,11.518424954409118,6.579611127535058
train_loss,1,15,5,200,10,18500,23500,28450,0.08554751211777326,0.02926186508266816,4.0,4.0,15.0,11.705772477813188,8.93330609045115,9.538871042956359,7.417252264235642,3.0,4.0,15.0,13.607707585518744,10.310264869868007,11.181040974278641,7.0433389833512425
train_loss,1,15,5,200,10,19000,24000,28950,0.08112683762796219,0.027252687239403578,6.0,4.0,13.0,12.116800368049837,9.124282564937973,9.61931811898823,8.492536179951728,5.0,7.0,15.0,13.693432315751522,10.660224268465726,11.595098627587692,7.776511970248219
train_loss,1,15,5,200,10,19500,24500,29450,0.07821259840391573,0.02669638000502693,6.0,7.0,15.0,12.546582779206894,9.379108822394626,9.762931144603847,7.8537439879296205,5.0,7.0,15.0,13.10194191603722,10.170900961918873,10.96774716608657,7.553878684100384
train_loss,1,15,5,200,10,20000,25000,29950,0.07719871536828574,0.026558366774776618,5.0,7.0,13.0,11.482441862115891,9.004892288162118,9.493467709288485,6.624591582594425,5.0,5.0,15.0,13.229921847747487,10.551690479629013,11.69790479717969,7.392962000718311
train_loss,1,15,5,200,10,20500,25500,30450,0.07461707384325561,0.026409389694220266,6.0,5.0,7.0,11.308571684194227,8.938538959233766,9.538610092265474,6.378987546799496,5.0,5.0,15.0,12.988816246909137,10.336932269168237,10.907055022234449,6.904558622849423
train_loss,1,15,5,200,10,21000,26000,30950,0.07159100876189763,0.024564444157503303,6.0,5.0,15.0,10.987421900119825,8.270159466056773,8.651668023378155,6.161396050052784,4.0,5.0,15.0,12.047273740792326,9.779582790617155,10.075462292766934,6.178426410347213
train_loss,1,15,5,200,10,21500,26500,31450,0.07042387963272628,0.0243152496683201,6.0,5.0,15.0,11.050335187250443,8.205489847078855,8.5381107337196,5.74750960348679,5.0,4.0,13.0,11.303996850708925,8.85580955827575,9.14924242026228,5.235109216538994
train_loss,1,15,5,200,10,22000,27000,31950,0.06835905359126623,0.023985795228162653,5.0,5.0,13.0,11.818545360269482,8.480126659784657,8.884102057363219,5.487263699544509,5.0,5.0,11.0,10.772546381585558,8.5792468703957,9.171113682474122,6.049555772219633
train_loss,1,15,5,200,10,22500,27500,32450,0.0665478868130594,0.023999152430927227,5.0,5.0,15.0,12.133209126621631,8.64569926606889,8.905962134664453,6.466877944383677,5.0,4.0,11.0,10.730058255415459,8.98857534573949,9.45225823095092,5.641398361776883
train_loss,1,15,5,200,10,23000,28000,32950,0.06531756619922813,0.023923042352888634,5.0,5.0,9.0,11.777482120229049,8.437955890310793,8.768731650328963,5.707813214203211,4.0,5.0,11.0,11.40194988135375,9.27657782980307,9.674125945502661,5.763820296426404
train_loss,1,15,5,200,10,23500,28500,33450,0.06358704873360688,0.023095974177643,5.0,9.0,15.0,12.563556946697435,9.002930845938753,9.231372973694919,6.307441234359022,5.0,6.0,11.0,11.360099082259167,9.077387863867207,9.478815866212837,6.279301705667781
train_loss,1,15,5,200,10,24000,29000,33950,0.06192121280357237,0.022374537327147937,5.0,9.0,12.0,12.788970900207074,9.262451456013624,9.467941684065455,7.401396257488387,5.0,5.0,11.0,12.335308023164343,9.55340024666071,10.293375179783895,7.090789906644821
train_loss,1,15,5,200,10,24500,29500,34450,0.061372469589114145,0.022394913756984432,5.0,5.0,12.0,13.129264731255335,9.241256220850929,9.936727133232019,7.311302335303404,4.0,7.0,11.0,12.461782874997235,9.254922099912148,10.645980962260714,7.4515525155434155
train_loss,1,15,5,200,10,25000,30000,34950,0.05987962140701707,0.02243794590379241,5.0,5.0,12.0,12.925074054705044,9.730135152723063,9.943168752634305,7.601303822065926,4.0,7.0,13.0,11.878851325701978,9.773917955726809,10.612942506748574,6.04068337340504
train_loss,1,15,5,200,10,25500,30500,35450,0.05812648971565063,0.022165861254989105,5.0,5.0,13.0,11.831508210605364,9.01938527940847,9.312314997770986,7.263933969812471,5.0,8.0,13.0,11.757755235054441,9.55655963225841,10.4849720903729,6.834504893804533
train_loss,1,15,5,200,10,26000,31000,35950,0.05704074172303075,0.02229808584659549,4.0,9.0,15.0,12.732437492757922,9.671620529172621,9.943168752634293,8.15110119657173,5.0,6.0,6.0,13.034119758096555,10.267910627100743,11.43111469745562,7.263959794829528
train_loss,1,15,5,200,10,26500,31500,36450,0.05588476734235878,0.02163356022343627,4.0,9.0,8.0,11.57467603103821,9.24206234761324,9.439912749226194,7.081479474504483,5.0,5.0,6.0,12.519225856336249,10.268158885523082,11.048524345866827,6.179894586002174
train_loss,1,15,5,200,10,27000,32000,36950,0.05301117470487947,0.019687183734129466,4.0,9.0,8.0,11.347106884373224,9.135328387256338,9.193516838037157,5.761764716741882,3.0,4.0,14.0,13.02355962856053,9.881981302334427,9.971116917789544,6.2879669938466645
train_loss,1,15,5,200,10,27500,32500,37450,0.052047856925055334,0.019876226352934612,4.0,9.0,9.0,10.92430782890986,8.882447840707066,9.169441902596315,5.901739122334689,4.0,5.0,14.0,12.992868005872547,10.085254444903462,10.660415829918644,7.4832848282574425
train_loss,1,15,5,200,10,28000,33000,37950,0.05034424964338536,0.019804699793963345,3.0,7.0,7.0,11.362860621205224,9.264276718158605,9.9136495608922,5.570570626382646,5.0,8.0,7.0,12.88776483912549,10.060546691288693,10.648937473808889,7.691490453392785
train_loss,1,15,5,200,10,28500,33500,38450,0.04864999687764789,0.020634488684086412,3.0,7.0,7.0,11.791493053698735,9.41740997949226,10.267579451830212,6.840394964119744,4.0,7.0,8.0,12.725063295170933,10.000085595353752,10.983991646389889,6.215061596527082
train_loss,1,15,5,200,10,29000,34000,38950,0.047353935274295475,0.021370562414224255,3.0,7.0,4.0,12.046568784004144,9.634147770345498,10.338241820095533,6.552519177826538,5.0,7.0,10.0,13.249768424269496,10.191838445480103,11.228082824237116,7.026776802074579
train_loss,1,15,5,200,10,29500,34500,39450,0.04584676110651339,0.02194146097772182,4.0,5.0,7.0,10.96423108269368,9.007238111200442,9.692506343464846,6.132288909346357,4.0,7.0,10.0,15.943708914803379,10.932456491406679,11.910514858849627,9.417751657105985
train_loss,1,15,5,200,10,30000,35000,39950,0.043417039229534514,0.021855077407709936,4.0,5.0,8.0,11.59983021953044,9.092560549924212,9.826826870598936,7.2861925620739925,4.0,7.0,10.0,16.41612850094914,11.660526742754644,12.720208212581246,9.784577390440028
train_loss,1,15,5,200,10,30500,35500,40450,0.04204355525318528,0.022338141871932008,5.0,5.0,8.0,11.373821153401805,8.999034587577592,9.635542573878826,6.607663876274196,4.0,4.0,10.0,14.885047205950967,11.748548339665293,12.740357153757085,8.05176186494393
train_loss,1,15,5,200,10,31000,36000,40950,0.04012915704399342,0.0218520824441455,5.0,5.0,8.0,11.369521120169424,8.90873585617374,9.334250801224652,7.48157134060677,4.0,4.0,12.0,13.65335335682346,10.928714444486799,11.399970574995464,7.579947623254537
train_loss,1,15,5,200,10,31500,36500,41450,0.03765932306647296,0.01960424976650594,5.0,6.0,13.0,11.044170197084778,8.748930879287693,9.247301727974957,7.875725228579009,3.0,4.0,13.0,13.837440127894244,10.38134517849644,10.629819565481775,8.216711460243395
train_loss,1,15,5,200,10,32000,37000,41950,0.036226166468113614,0.019313564714036665,4.0,6.0,9.0,11.472032461427286,9.126907252995176,9.531893592795953,7.582189774865798,3.0,4.0,13.0,13.615592027921831,9.870455705477006,10.245565276568929,7.23165528829889
train_loss,1,15,5,200,10,32500,37500,42450,0.035014361282810526,0.019688363476383485,5.0,6.0,9.0,11.140391460714993,8.873001831173266,9.4675079075723,7.457147702255951,4.0,6.0,15.0,12.979198138563184,10.047273793361025,10.290212983028965,7.340009303888691
train_loss,1,15,5,200,10,33000,38000,42950,0.033063945230096536,0.0194239932405379,4.0,7.0,9.0,11.344484665174996,8.858691689721839,9.550891198001557,7.569672987865223,4.0,6.0,15.0,13.963252803329308,10.71496436813061,10.90225925377425,8.016957750725023
train_loss,1,15,5,200,10,33500,38500,43450,0.030947136008180633,0.01878872593254753,4.0,6.0,13.0,11.464542938806678,9.10954362440303,9.296634833121221,6.568530258081843,4.0,6.0,12.0,14.249217753344892,10.576496176128025,10.763557533042349,7.224341162878739
train_loss,1,15,5,200,10,34000,39000,43950,0.029018416479229883,0.01851775286193203,3.0,6.0,15.0,11.659455257778264,8.934572147017208,9.259502553481177,7.065168173932483,4.0,6.0,14.0,13.795645787286356,9.69460342001135,10.136625829110345,7.909023202465681
train_loss,1,15,5,200,10,34500,39500,44450,0.026679047134239183,0.017041437111852836,5.0,6.0,15.0,12.090690310421243,9.16309111221685,9.276496583062642,7.722599213106917,5.0,7.0,14.0,15.34376568908438,10.857371429958677,12.1636420180456,8.91655359959374
train_loss,1,15,5,200,10,35000,40000,44950,0.024569622863782524,0.0159342003238048,5.0,6.0,15.0,11.712317726351381,9.209765436145567,9.259502553481179,7.121691716048905,4.0,4.0,14.0,15.197591431641213,10.999344613405253,12.152562424786144,9.404130378649128
train_loss,1,15,5,200,10,35500,40500,45450,0.022790354924509256,0.0158242776655362,5.0,5.0,15.0,12.71146036671441,9.367961913845239,9.64794928716587,7.849910112535163,4.0,7.0,8.0,14.856242710978016,11.421807508231872,12.67014452894918,8.84455584941562
train_loss,1,15,5,200,10,36000,41000,45950,0.020715414478909174,0.01497638246122402,5.0,6.0,9.0,11.478131855440934,9.182997520912576,9.291037097239215,7.017123818242695,3.0,6.0,11.0,14.043749320599556,11.004807412512916,12.195678652120433,8.119794586652501
train_loss,1,15,5,200,10,36500,41500,46450,0.017896729549975086,0.012162330589047017,5.0,5.0,1.0,11.450111487692121,8.912694148351065,9.232154935621178,6.507766316683623,5.0,4.0,15.0,12.62651710811908,9.776488012010924,10.652379185519536,7.247520505322816
train_loss,1,15,5,200,10,37000,42000,46950,0.016256418916454952,0.011842641133055986,4.0,5.0,1.0,10.808075845043058,8.748091850778101,9.038814018503883,5.826593637210315,3.0,9.0,10.0,13.150378169967611,10.251238074176834,11.157784707231404,8.825754243472009
train_loss,1,15,5,200,10,37500,42500,47450,0.014252766645804464,0.010504999840594447,4.0,5.0,15.0,11.144658818376987,8.351566105076461,9.052137260691445,6.098631866373915,4.0,7.0,14.0,13.841470434766892,10.114594683913234,11.759837465823562,10.266768464789582
train_loss,1,15,5,200,10,38000,43000,47950,0.012743936107217402,0.009936640730593445,4.0,8.0,5.0,10.959411190029977,8.524599013703428,9.025312937206557,6.320916051310195,4.0,6.0,7.0,14.094738417699116,10.205683269582597,12.551819946898835,10.574242090946278
train_loss,1,15,5,200,10,38500,43500,48450,0.011784988133804242,0.01007388136183677,4.0,5.0,7.0,10.510345951641417,8.358108242477998,8.951455196255239,5.046571438584778,4.0,7.0,12.0,14.845624134413207,10.366714586244372,12.564577348696533,11.34024506456608
train_loss,1,15,5,200,10,39000,44000,48950,0.01080314560801521,0.010121302593346246,4.0,8.0,15.0,9.554423856373075,7.78431990998527,8.29167576885051,5.450174746359104,4.0,7.0,5.0,14.91723014888754,10.540049246776496,12.137471107397996,10.670649136561842
train_loss,1,15,5,200,10,39500,44500,49450,0.009929915107086297,0.010097899369824168,4.0,5.0,6.0,10.409608566011455,7.8095115508682404,8.248474599876984,5.411756943044575,4.0,6.0,5.0,15.643764535532677,10.632700833113121,12.356910789023386,11.508277691862785
train_loss,1,15,5,200,10,40000,45000,49950,0.009059669080770572,0.01008748885422414,4.0,5.0,15.0,10.006564026805608,7.410533642572738,7.811860977968735,5.19815009537008,4.0,5.0,7.0,14.520882685703107,10.141140050115343,10.98160394478741,10.380176776994176
train_loss,1,15,5,200,10,40500,45500,50450,0.00805588771489961,0.009613903469312318,6.0,9.0,13.0,9.119317876974268,7.019421453661573,7.721312681930126,5.013275471676231,4.0,8.0,7.0,15.156494610326025,8.863007281706297,10.129487916609683,9.105252161478221
train_loss,1,15,5,200,10,41000,46000,50950,0.0070754544738383185,0.009177327989606337,11.0,6.0,13.0,9.086268683823974,6.385382547939919,7.090494913308557,5.807237039181058,4.0,14.0,5.0,14.49093651275196,8.853166152451877,10.551075669995054,9.3290744647324
val_loss,1,15,5,200,10,1,5000,9950,10.427549812793732,2.2916747337164396,3.0,5.0,1.0,4.397355810090852,2.8369008179050033,2.955814870765531,2.5905722619020946,4.0,6.0,1.0,8.355950506188869,5.4540793564475845,7.568799471837931,6.074459972385785
val_loss,1,15,5,200,10,500,5500,10450,10.819957044124603,2.114919439563285,3.0,5.0,3.0,4.577731353965806,3.0182472639456286,3.2376178360464087,2.6242159964160496,4.0,5.0,1.0,10.390519665601639,6.140430873725704,8.329111864826299,7.050648432114739
val_loss,1,15,5,200,10,1000,6000,10950,11.173471412658692,1.9460584672653491,4.0,5.0,3.0,4.721570298455963,3.2291197524591784,3.5705019208458726,2.6747292109767398,4.0,5.0,1.0,9.935344754387243,6.395858352104593,8.366803709355157,7.176477453786418
val_loss,1,15,5,200,10,1500,6500,11450,11.47824670791626,1.7606247534639812,4.0,5.0,12.0,4.918031090540593,3.491115594795543,3.882885700159063,2.7936088819159233,4.0,5.0,2.0,7.971885902763405,5.966953842104104,7.580785876722015,4.7748713107707506
val_loss,1,15,5,200,10,2000,7000,11950,11.751391625404358,1.5817044128424549,4.0,5.0,10.0,5.210933439564132,3.7929421800271133,4.052430983056479,2.8356907593088474,4.0,5.0,1.0,7.531695119609663,5.982431611381269,7.005343216154094,3.9386841437047924
val_loss,1,15,5,200,10,2500,7500,12450,12.004758257865905,1.4204751279107157,4.0,5.0,1.0,5.535975467733745,4.081130818604302,4.577555991119377,2.778379320021219,5.0,8.0,2.0,7.422065904700997,5.752662876254937,6.02820267783807,4.077632028657867
val_loss,1,15,5,200,10,3000,8000,12950,12.23984884738922,1.2715248996133608,4.0,6.0,1.0,5.935225814721034,4.427047943945743,4.799501419136375,2.8960962730130113,4.0,5.0,2.0,9.555237251535372,6.433995383230949,7.692705507280808,7.78831739742227
val_loss,1,15,5,200,10,3500,8500,13450,12.452836055755615,1.1376219710474798,4.0,6.0,1.0,7.0662696535653735,4.791427182571427,5.117633463867886,3.871573063188754,5.0,7.0,3.0,10.628838623508747,6.8697066705387275,8.124691231062435,7.688491850164965
val_loss,1,15,5,200,10,4000,9000,13950,12.659403734207153,1.0248060123367477,4.0,6.0,3.0,7.154108544066883,5.045993062490152,5.202121854642501,3.6548457629392512,4.0,5.0,1.0,10.41459110820754,7.417674215704689,7.787920666022973,6.853920493448612
val_loss,1,15,5,200,10,4500,9500,14450,12.826349568367004,0.9070350886114035,4.0,6.0,2.0,7.27658848210173,5.309892778541705,5.30724202003613,3.4041394151010396,3.0,8.0,4.0,9.195760481842193,7.19545872573876,7.946438063760112,4.4142993843548615
val_loss,1,15,5,200,10,5000,10000,14950,12.956636271476746,0.7876768591923302,4.0,8.0,3.0,7.823723832139822,5.725731485489178,5.572352721787762,3.6496831472568108,4.0,5.0,1.0,9.223108802652211,7.048501363299287,7.840267726184745,5.90307807090109
val_loss,1,15,5,200,10,5500,10500,15450,13.055928382873535,0.6747223432169391,4.0,8.0,3.0,8.047582449877034,5.898947503947482,5.8954502499605645,3.764019468470753,4.0,6.0,2.0,8.267323152703453,5.969002398770292,7.107005070928591,4.503048840023146
val_loss,1,15,5,200,10,6000,11000,15950,13.152075958251952,0.5698754142673539,4.0,8.0,3.0,8.697821712843657,6.376061202027406,6.549326613488251,4.672432117167422,4.0,4.0,2.0,8.76656700780825,6.566179383956775,7.1547681981125395,4.558643763639681
val_loss,1,15,5,200,10,6500,11500,16450,13.20534372329712,0.4978562256196186,4.0,6.0,3.0,8.688640622807148,6.351021390106418,6.28897136476715,4.709436586743139,4.0,6.0,1.0,10.346932036011063,7.228355241700145,7.776993771673531,7.893545996006094
val_loss,1,15,5,200,10,7000,12000,16950,13.257397465705871,0.4461831686881063,4.0,6.0,1.0,8.678353118281919,6.34651306296812,6.318405465183461,4.649066214836923,5.0,6.0,3.0,8.888710053935167,6.440413180149481,6.856978211003262,5.140363088908078
val_loss,1,15,5,200,10,7500,12500,17450,13.322649521827698,0.39501572931048934,4.0,6.0,3.0,9.156666076048806,6.618769468313721,6.753084610106487,4.842237473339017,5.0,4.0,1.0,8.829595431568062,6.3979527162344265,7.0780194349358645,5.615574774722331
val_loss,1,15,5,200,10,8000,13000,17950,13.39396418094635,0.3566603256331353,4.0,6.0,1.0,8.802520523771676,6.503158775351561,6.770862587502952,4.340090891874484,4.0,8.0,2.0,8.935872680681529,6.3426334061891065,6.557701547082667,5.499854792738651
val_loss,1,15,5,200,10,8500,13500,18450,13.441520280838013,0.3263341560667278,4.0,6.0,3.0,8.879457823541081,6.497984385230868,6.354377443811993,4.1670380263656766,4.0,5.0,3.0,9.91358689702875,6.2471616119292595,6.30958930701734,5.200673083209297
val_loss,1,15,5,200,10,9000,14000,18950,13.479920749664307,0.3217504716010149,4.0,6.0,3.0,9.14243875895038,6.476825800083854,6.344412895710764,4.186705728329525,4.0,6.0,4.0,10.316535801548403,6.427098670954704,6.543684247396985,6.869516165314628
val_loss,1,15,5,200,10,9500,14500,19450,13.522832975387573,0.33187992349412043,4.0,6.0,5.0,9.444671473532363,6.63262948025545,6.866707396376333,4.827110653576824,4.0,5.0,4.0,8.81717745536906,6.308956971431136,6.7190225964952415,5.753604148361029
val_loss,1,15,5,200,10,10000,15000,19950,13.580254511833191,0.35647156003782615,4.0,6.0,3.0,9.440431293066514,6.666784015260228,7.3776124087954855,4.842969080545512,5.0,7.0,2.0,8.085165498453655,6.171792009985116,6.583105802584252,5.278261036341985
val_loss,1,15,5,200,10,10500,15500,20450,13.605998392105102,0.3723396886550732,4.0,6.0,4.0,8.409965179783615,6.025350997661484,6.605289151084796,4.517921062794041,4.0,5.0,2.0,8.480516547969138,6.097562727820107,6.910717714262869,6.043335964259899
