metric,phase,embedding_dimension,k_neighbors,lb,mg,local_median,local_iqr
weight_norm,memorization_gap,9,10,6.413427840169303,5.48677478314431,5.847524861734488,2.9560300658911416
weight_norm,memorization_gap,9,15,5.6509282545645085,4.975049253904369,5.474567926488292,2.0333443234893336
weight_norm,memorization_gap,12,5,9.099388919991725,6.463938328859562,7.175300570578829,5.029368381688631
weight_norm,memorization_gap,12,8,7.493048027440993,6.280468312219698,6.75176747225543,3.9044413427368454
weight_norm,memorization_gap,12,10,7.022271255829366,6.030791878196758,6.490009146371266,3.4330816517478775
weight_norm,memorization_gap,12,15,6.279554418160671,5.52675995083214,6.0137311861329374,2.528063467737777
weight_norm,memorization_gap,15,5,9.427729834464463,6.67366479604958,7.542308596799308,5.614519601470459
weight_norm,memorization_gap,15,8,7.770372621383816,6.447218445742561,6.9804249456331915,3.974569532525388
weight_norm,memorization_gap,15,10,7.256770890708224,6.3044179060666945,6.655693695102486,3.3360190782673413
weight_norm,memorization_gap,15,15,6.599743038076837,5.799081807223762,6.451595874545278,2.68857542806159
weight_norm,transition,6,5,4.5060211182341146,3.78333508765498,3.8524766928861687,2.453136919878827
weight_norm,transition,6,8,3.599222420983896,3.2277573385175375,3.194885143397622,1.3586016654749447
weight_norm,transition,6,10,3.3707039877000446,3.1062690269024182,3.134476983464651,1.0721377396355658
weight_norm,transition,6,15,3.016483010933736,2.8430301441356813,2.8984221825502487,0.9622095539844864
weight_norm,transition,9,5,4.3767740849477805,3.461281539576206,3.490638524370673,1.8723084954671267
weight_norm,transition,9,8,3.81092324350349,3.3156330570495562,3.2482229323830216,1.387236948081985
weight_norm,transition,9,10,3.604783853893398,3.228210554003777,3.1865488105741964,1.3288158752308759
weight_norm,transition,9,15,3.389565768945188,3.091783977299278,3.0570261041511557,1.4158629647803909
weight_norm,transition,12,5,4.025445513649095,3.027591073484687,3.132092980690418,1.4669887130398926
weight_norm,transition,12,8,3.5611906474253017,3.2273211864102533,3.185138117704353,0.97719225303632
weight_norm,transition,12,10,3.499445041875287,3.2372517217300043,3.257882270481245,0.9894938631318131
weight_norm,transition,12,15,3.4743994499368953,3.152879054778554,3.3530465027266523,1.2402040327497796
weight_norm,transition,15,5,2.821955549973507,2.6236547395021312,2.600594597328581,0.9539322883732844
weight_norm,transition,15,8,3.3217896566808363,3.1083942186226547,3.029344289576297,1.202894069793662
weight_norm,transition,15,10,3.4287519388587038,3.1388138275691673,3.158250363005492,1.1879174247507978
weight_norm,transition,15,15,3.442024485878049,3.1313828484552952,3.406741062196691,1.3242991347376583
weight_norm,post_grok,6,5,3.786062165865399,2.883343353094017,2.9524563406239546,2.2506226342439946
weight_norm,post_grok,6,8,3.0173471524057938,2.71729996926266,2.745537519478113,1.0806432592503565
