arm,observer,family,rho_MG,rho_rough,rho_PRdelay,rho_specPR,mae_specPR,rho_specPR256,slope,mae_raw,ident,seed_sd,degen
gd,loss_full,loss,-0.17857142857142858,-0.8214285714285714,-0.5357142857142857,-0.8571428571428571,1.681303478331028,-0.7142857142857143,0.031172535806220935,15.436617030721008,,0.19254288401270575,0.0
gd,loss_probe,loss,0.5714285714285714,-0.42857142857142855,-0.7142857142857143,0.32142857142857145,1.5556488692827675,0.32142857142857145,12.398344372940572,15.129597367967003,,0.31593638794824647,0.0
gd,loss_step,loss,-0.17857142857142858,-0.8214285714285714,-0.5357142857142857,-0.8571428571428571,1.681320041841832,-0.7142857142857143,0.03676370201167082,15.436573883073782,,0.1925515870105205,0.0
gd,margin,function,-0.35714285714285715,0.07142857142857142,-0.2857142857142857,-0.2857142857142857,1.5094378781237432,-0.2857142857142857,0.708828513201297,15.055779879648659,,0.2682644554169005,0.0
gd,w_fro,norm,0.03571428571428571,-0.8571428571428571,-0.6071428571428571,-0.7857142857142857,1.4912145000329922,-0.7857142857142857,2.061560943200862,15.056415452290512,1.8905305212109726,0.2119063422624462,0.0
mixed,acc_probe,function,0.3,-0.2857142857142857,0.9285714285714286,1.0,42.19770875300346,1.0,0.0860326545280221,3.8533467148295153,,4.391449361791471,0.38775510204081626
mixed,c_norm,norm,0.8928571428571429,-0.42857142857142855,1.0,0.9642857142857143,30.8650137737371,1.0,0.7814745916156925,8.719401569384692,,0.7714615968536572,0.0
mixed,c_proj1,projection,1.0,-0.03571428571428571,1.0,1.0,20.729211917975327,1.0,0.6251915938485545,8.575050249422128,1.4197748724073351,0.9690358179326641,0.0
mixed,fn_fro,norm,0.9642857142857143,-0.32142857142857145,1.0,0.9642857142857143,25.82573748254874,1.0,0.7333421948489331,8.770658176620545,,0.88773043353832,0.0
mixed,fn_proj1,function,0.9642857142857143,-0.35714285714285715,1.0,0.9642857142857143,19.81285684833984,1.0,0.6484802377928612,8.800446225753545,,0.6544546257738348,0.0
mixed,g_fro,gradient,1.0,-0.9642857142857143,1.0,1.0,263.2823137420572,1.0,0.6752839380017351,10.395001663728582,1.471339965911496,0.37796897784809524,0.0
mixed,g_proj,gradient,1.0,0.07142857142857142,0.9642857142857143,0.9642857142857143,18.856041983542916,1.0,0.6502257586218423,8.759073105742376,,0.7437081268390834,0.0
mixed,loss_full,loss,1.0,-0.9642857142857143,1.0,1.0,260.62753640496163,1.0,0.6980826406002363,9.538529085102569,,0.29441365785826235,0.0
mixed,loss_probe,loss,1.0,-0.6428571428571429,1.0,0.9642857142857143,18.583728470226614,1.0,0.7062237103079281,8.744152981043625,,0.9745128917722964,0.0
mixed,loss_step,loss,0.8571428571428571,0.17857142857142858,0.9285714285714286,0.75,1.6592909735797474,0.9642857142857143,0.5756808294064636,0.7962274685440021,,0.8806858067156103,0.0
mixed,margin,function,0.9642857142857143,-0.2857142857142857,1.0,0.9642857142857143,17.273135186507393,1.0,0.6611285680092827,8.816108729975769,,0.9523485124814891,0.0
mixed,w_fro,norm,0.8928571428571429,-0.42857142857142855,1.0,0.9642857142857143,30.864948127642574,1.0,0.7814885417553046,8.719545473454579,1.361707177654449,0.771215125209947,0.0
noise,acc_probe,function,0.8928571428571429,0.07142857142857142,0.14285714285714285,0.14285714285714285,622.0942088239693,0.14285714285714285,0.907409927923551,9.802525532249515,,0.9065955688469824,0.04591836734693877
noise,c_norm,norm,0.5357142857142857,0.07142857142857142,-0.10714285714285714,-0.07142857142857142,317.71371439487103,0.5357142857142857,0.010829898518163378,10.984071681416102,,0.0979996745125351,0.0
noise,c_proj1,projection,0.03571428571428571,0.5714285714285714,-0.25,-0.2857142857142857,321.2523145191939,0.21428571428571427,0.0037029678176313534,10.954910643557794,1.5514936775541446,0.07293669049346994,0.0
noise,fn_fro,norm,-0.10714285714285714,0.07142857142857142,0.14285714285714285,-0.14285714285714285,318.60369290221263,0.10714285714285714,-0.0021530548460566754,10.974612608672112,,0.06810643548556057,0.0
noise,fn_proj1,function,-0.14285714285714285,-0.39285714285714285,-0.6428571428571429,-0.14285714285714285,327.9406002392239,-0.10714285714285714,-0.0004793125082289647,10.996513717604339,,0.0882668711913322,0.0
noise,g_fro,gradient,0.8571428571428571,-0.9642857142857143,-0.7142857142857143,-1.0,656.5774256706491,-0.9285714285714286,0.10644477765254695,11.502734489506029,1.6001382654701266,0.13144504248155603,0.0
noise,g_proj,gradient,-0.10714285714285714,0.39285714285714285,-0.5714285714285714,-0.5357142857142857,323.823418616949,-0.2857142857142857,-0.0024748961206553562,11.00138188077439,,0.11687215997785176,0.0
noise,loss_full,loss,1.0,-0.32142857142857145,-0.4642857142857143,-0.9642857142857143,631.4276923844737,-0.07142857142857142,0.4407627601123511,9.915546703490916,,0.10784529940610336,0.0
noise,loss_probe,loss,0.8571428571428571,-0.2857142857142857,-0.39285714285714285,-0.32142857142857145,327.04499099996235,-0.35714285714285715,0.021149235707680406,10.941647932478535,,0.12553707054593896,0.0
noise,loss_step,loss,1.0,-0.25,-0.4642857142857143,-0.9642857142857143,631.2077281087426,-0.07142857142857142,0.4407345578455103,9.915260555408144,,0.10805992783685651,0.0
noise,margin,function,-0.21428571428571427,0.17857142857142858,-0.5357142857142857,-0.2857142857142857,322.829144103852,-0.14285714285714285,-0.006330029416106458,10.980598157755505,,0.09530687688639357,0.0
noise,w_fro,norm,0.5357142857142857,0.07142857142857142,-0.10714285714285714,-0.07142857142857142,317.7169536445582,0.5357142857142857,0.010814648901203688,10.983941827057551,1.539068974446308,0.09773723498135449,0.0
noise_nopre,acc_probe,function,0.35714285714285715,-0.75,-0.32142857142857145,-0.42857142857142855,17.939863961473833,0.0,0.4654353416374945,8.751085343181657,,0.4598753752950384,0.12244897959183673
noise_nopre,c_norm,norm,0.5357142857142857,0.35714285714285715,0.42857142857142855,-0.14285714285714285,4.944863586622891,0.6785714285714286,0.027776425250018767,6.912660459060823,,0.21913758365201838,0.0
noise_nopre,c_proj1,projection,-0.39285714285714285,0.07142857142857142,0.0,0.03571428571428571,9.10686607134298,-0.03571428571428571,-0.019734969253985882,7.137130291697555,,0.1978951100170726,0.0
noise_nopre,fn_fro,norm,0.39285714285714285,0.42857142857142855,0.5,0.17857142857142858,5.558490538523883,0.7857142857142857,0.03918579231270387,6.965739907804503,,0.21602206433369278,0.0
noise_nopre,fn_proj1,function,0.03571428571428571,0.17857142857142858,0.17857142857142858,0.10714285714285714,6.312078255761405,0.4642857142857143,0.010176079782997201,7.06029636782482,,0.27379185923006466,0.0
noise_nopre,g_fro,gradient,-0.6071428571428571,-0.9642857142857143,-0.5357142857142857,-0.32142857142857145,23.861821129768025,-0.35714285714285715,-0.03491274346104385,7.828199156059552,,0.09610607120224822,0.0
noise_nopre,g_proj,gradient,-0.10714285714285714,-0.2857142857142857,-0.42857142857142855,-0.6071428571428571,10.21596589458584,-0.21428571428571427,-0.012878248608786308,7.210402704282532,,0.06966807005376395,0.0
