observer,cfg_id,mae,max_error,rho,inversions,objective
gradient_fro,3,1.2601669785306673,3.537995364532277,0.993984962406015,2,2.0908662832105085
gradient_fro,2,1.4618301326760021,3.9098407257005885,0.9909774436090225,3,2.4983062415310906
gradient_fro,1,2.3499914170045293,6.157398230022807,0.9639097744360902,4,3.8736011515079505
gradient_fro,0,3.869724653631066,11.141886025121371,0.9353383458646616,6,6.441007557399271
gradient_projection,3,3.1462361062154947,8.576965506105216,0.9669172932330825,3,4.882780932131277
gradient_projection,2,3.4769726187508816,10.87893174492422,0.9729323308270676,5,5.858812380489514
gradient_projection,1,4.30751097876898,11.969525991499026,0.9383458646616539,5,6.852939877493834
gradient_projection,0,4.466457927907433,12.65140308839867,0.9127819548872179,5,7.114168391167233
loss,3,1.4340576871870134,3.563097012950932,0.9879699248120299,3,2.4185222391296533
loss,2,2.2310327818915368,6.558270614950146,0.9759398496240601,6,4.114773374134058
loss,1,2.7776774396927757,7.959629883016145,0.9774436090225563,3,4.421621922145198
loss,0,3.7846900745851157,10.544067676556667,0.9368421052631578,7,6.416300226068615
probability_fro,3,1.3251796190039793,3.0483768028249045,0.9954887218045112,3,2.2324361394277146
probability_fro,2,2.299471836472925,6.684164914374085,0.9533834586466164,3,3.7520965736290384
probability_fro,1,3.795830927471287,10.868942447815485,0.9578947368421054,5,6.176172294643609
probability_fro,0,3.825481513896291,11.607778514106831,0.8691729323308269,6,6.466648291012316
weight_fro,3,2.44812055068301,6.170890491691464,0.9804511278195487,3,3.8237541244367295
weight_fro,2,2.904649885240225,7.600935638777843,0.9804511278195487,4,4.644790231056901
weight_fro,1,3.7405723291085082,10.479456878222015,0.9804511278195487,4,5.91249086084181
weight_fro,0,4.272660884232904,11.348814088988634,0.9383458646616539,7,7.024982997581199
weight_projection,3,2.3904835326469054,7.451656190277733,0.9684210526315788,4,4.108231961188565
weight_projection,2,3.0486477597904154,9.119105605879957,0.9548872180451128,5,5.166513600672409
weight_projection,0,4.59239280080553,12.369062594875466,0.9383458646616539,4,7.047752190036849
weight_projection,1,4.6665553981540935,12.202712318828533,0.9609022556390976,6,7.396962245978374
weight_trace,3,1.1982446385192451,3.018459724432871,0.9894736842105262,3,2.101013597184176
weight_trace,2,2.284497873087414,6.5147796058509595,0.9699248120300751,4,3.8617148139650577
weight_trace,1,3.670122064552865,10.626871169936013,0.9684210526315788,4,5.8641527400432665
weight_trace,0,3.739518480645984,11.430386607533473,0.9488721804511278,7,6.5040764717760045
