run,val_at_20k,x_chance_at_20k,rho_10k_20k,t_gen
grokpos_s0,1.0,113.0,,5110.0
lowdata15_s0,0.004848802860696518,0.5479147232587065,-0.41691772240520664,110940.0
lowdata15_s1,0.00609258395522388,0.6884619869402985,0.3241202456603179,
lowdata15_s2,0.00043726679104477613,0.049411147388059705,0.23523615767016204,
lowdata20_s0,0.009134017412935323,1.0321439676616915,-0.22181424649198675,39600.0
wd0_s0,0.07256685323383084,8.200054415422885,-0.00221608340889625,
wd0_s1,0.0703125,7.9453125,-0.2510232460497507,
