label,metric,bias,MAE,MRE,sd_seed,rho
base,CorrDim,-1.2007379058971062,1.403792802163031,0.3162374325205088,0.15277469918556844,0.3714285714285715
base,LB,1.0225953773573824,1.0225953773573824,0.3903983125575703,0.3627937046606165,1.0
base,MG,-0.07825845676037897,0.4881843886025587,0.15139270949470998,0.24236443538441413,0.942857142857143
base,PR,-0.9714170525921237,1.4841870919643536,0.45512661665626725,0.1279171630853411,0.6
base,TwoNN,0.01473495765050111,0.5501400445330534,0.18295612629959215,0.25417867791831544,0.8285714285714287
base,roughness,-2.6123491650561017,2.6123491650561017,0.6390564303583257,0.039657899975399674,0.2571428571428572
