file,cfg_id,tag,mode,r,seed,observer,available,functional_rank,functional_pr,traj_rank,traj_pr,update_pr,n_windows,frac_degenerate,MG,MG_sd,LB,LB_sd,TwoNN,TwoNN_sd,PRdelay,PRdelay_sd,specPR64,specPR64_sd,specPR256,specPR256_sd,specPR1024,specPR1024_sd,specPR0,specPR0_sd,roughness,roughness_sd,acorr,acorr_sd,tau_used,theiler_used
qp_r02_s02.npz,3,qp,qp,2,2,loss_full,20,20.0,16.140202643833927,9.0,2.000000583518806,1.56874757754359,1,0.0,2.2886317979276956,0.0,2.3150779495908567,0.0,2.3816249510323084,0.0,4.877540984823766,0.0,2.4863284849848095,0.0,2.538741534963578,0.0,2.778469375425647,0.0,3.3340107864398947,0.0,1.169913052348979,0.0,1.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,w_fro,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,3.6096931761653126,0.0,3.6337997535868776,0.0,4.388657715018299,0.0,3.9846241331728183,0.0,2.0323872599480657,0.0,2.093991516407369,0.0,3.4053087292731887,0.0,4.138627542880919,0.0,0.5687907358074529,0.0,3.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,c_norm,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,3.6096939439877604,0.0,3.6338005267543614,0.0,4.388659437340994,0.0,3.984624951897003,0.0,2.0323877431517188,0.0,2.093992033465564,0.0,3.405309628733226,0.0,4.138628672474202,0.0,0.5687906718465696,0.0,3.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,g_fro,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,5.122976529505712,0.0,5.170851189949321,0.0,9.418654481448197,0.0,7.619060141488487,0.0,3.9776789290679733,0.0,5.4161609529478465,0.0,5.660769541820404,0.0,6.510988491944259,0.0,1.1954992541658997,0.0,1.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,g_proj,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,3.1989083673525394,0.0,3.254311126641562,0.0,5.675364743073346,0.0,2.672863901654503,0.0,1.3627857229456555,0.0,1.4397627782919928,0.0,2.9041256540923412,0.0,3.8819425513510115,0.0,0.468434910579074,0.0,3.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,c_proj1,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,4.5386435483845435,0.0,4.605562946783661,0.0,5.230035515113188,0.0,3.7296596701454887,0.0,1.8859718360331341,0.0,1.8909697963316108,0.0,1.9598038149211017,0.0,1.9903756472378231,0.0,0.7054684440518122,0.0,2.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,fn_fro,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,4.3988570575738715,0.0,4.475231249946604,0.0,6.23651629432573,0.0,3.926194242818376,0.0,1.9870503091669163,0.0,1.9931927906632034,0.0,2.0855704011354512,0.0,2.1242572287208548,0.0,0.7025681019538155,0.0,2.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,fn_proj1,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,3.479941921024505,0.0,3.544681144766709,0.0,1.8710302589050174,0.0,2.17371688585037,0.0,1.090022112110306,0.0,1.0906074911703647,0.0,1.0934828318507936,0.0,1.0991683063770175,0.0,0.7361927280559757,0.0,2.0,0.0,16.0,150.0
qp_r03_s00.npz,3,qp,qp,3,0,loss_full,20,20.0,15.576718662940696,19.0,3.000225883196061,2.5676430888364914,1,0.0,6.66183270637546,0.0,6.728201403495178,0.0,29.303931755319596,0.0,6.543345503291903,0.0,3.391095684672531,0.0,4.535745237941645,0.0,4.693990478565573,0.0,5.197623627834381,0.0,1.1927727053930572,0.0,1.0,0.0,16.0,150.0
qp_r03_s01.npz,3,qp,qp,3,1,w_fro,20,20.0,16.754789462809946,19.0,3.0000266045790225,2.3214539230020996,1,0.0,4.54118838774261,0.0,4.68789245370794,0.0,12.093793974042583,0.0,3.289372484942678,0.0,1.7460404524738702,0.0,1.8471660881930088,0.0,1.9216055968198873,0.0,2.5954294321015667,0.0,0.6751388218923258,0.0,2.0,0.0,16.0,150.0
