sweep,arm,max_E,N,takens,eckmann_ruelle,theiler_used,degen_rate,rho_ident,crossings,r_track_0.5,r_track_1,r_track_2,MG_plateau,MG_at_20,MG_at_8,PR_track_1,PR_plateau,slope_top,slope_top_PR,n_r_dropped
E,fixedspan,10,8000,5.0,7.8061799739838875,72.0,0.0,,1609.0,6.755835311643609,7.312227063189533,8.731826882242476,8.576280006356741,8.852853247128579,6.381934639667552,4.829614709511683,7.45382288533197,0.1887804773694851,0.14293348386994856,0
E,fixedspan,14,8000,7.0,7.8061799739838875,78.0,0.0,,1609.0,6.290300924630329,6.86562557660507,8.021155823321982,7.842340037147482,8.536957787527083,6.014144084125972,5.456305589413054,5.9434029402559245,0.183026618862146,0.0817833020484213,0
E,fixedspan,20,8000,10.0,7.8061799739838875,76.0,0.0,,1609.0,6.821970439080491,7.869766736140235,10.03001298187885,9.834107022602627,10.460284777246239,6.937853729668058,6.3117837557311,8.512973647860376,0.2682082531484942,0.21416378535593505,0
E,fixedspan,28,8000,14.0,7.8061799739838875,81.0,0.0,,1609.0,7.409217216516076,8.464184713562677,10.283943124328536,10.314151469466351,11.169898049499626,7.245589807172186,7.335605816487281,9.059259884958625,0.29962690193198427,0.22611276896791996,0
E,fixedspan,40,8000,20.0,7.8061799739838875,78.0,0.0,,1609.0,7.394379308767122,8.431208171084007,10.179531038151012,10.152310991424422,11.013752236884022,7.243163151333874,7.230840619366189,8.847308124149727,0.2864551751815879,0.21807155363847433,0
E,fixedspan,56,8000,28.0,7.8061799739838875,55.0,0.0,,1609.0,6.947401379703745,7.833682037529847,9.299672463973605,8.791037965889858,9.459713756749434,6.906170826926257,6.44108876043782,7.447623190217831,0.18987691273007204,0.16195004851697878,0
E,frozen,10,8000,5.0,7.8061799739838875,36.0,0.0,1.2178706675670545,1609.0,5.755601253148278,6.551432338785297,7.952586379475845,6.943492391601462,7.307972245140718,5.966161022166565,4.987695902923125,5.331296436261519,0.10439087062586988,0.06147587810934873,0
E,frozen,14,8000,7.0,7.8061799739838875,52.0,0.0,1.0990736129554985,1609.0,6.408260309195045,7.380918471222736,8.923390740281954,8.273216753471395,8.71383460867205,6.681757912005452,5.478180434218535,6.897253609396803,0.15519343411612363,0.13457073861951552,0
E,frozen,20,8000,10.0,7.8061799739838875,76.0,0.0,1.1053342201959038,1609.0,6.821970439080491,7.869766736140235,10.03001298187885,9.834107022602627,10.460284777246239,6.937853729668058,6.3117837557311,8.512973647860376,0.2682082531484942,0.21416378535593505,0
E,frozen,28,8000,14.0,7.8061799739838875,108.0,0.0,1.0674083260376406,1609.0,7.351565420474213,8.496366459241102,10.722174512067056,11.159698480981248,11.944401013429069,7.1862498611626435,8.241116844644429,10.120836326415848,0.3765293919974853,0.2705501001780729,0
E,frozen,40,8000,20.0,7.8061799739838875,150.0,0.0,1.0344469547921173,1609.0,7.629062376529066,8.555810098349726,10.739530540512892,12.35118588192794,13.339984740732149,7.302809366530569,10.220304639598114,11.986316081926473,0.5048168711579787,0.398829763893202,0
E,frozen,56,8000,28.0,7.8061799739838875,150.0,0.0,1.0215535577174717,1609.0,7.881527834178546,9.004643374958853,12.054424176649444,13.54585356278942,14.507933922277914,7.442633796092668,12.335543444564193,13.526393488034815,0.6006697045400524,0.5423948681373352,0
E,theiler76,10,8000,5.0,7.8061799739838875,76.0,0.0,,1609.0,5.708001621111666,6.530089239262818,7.944072126596046,6.939114505777161,7.303869979930887,5.960446569824169,4.987695902923125,5.331296436261519,0.10437652371396279,0.06147587810934873,0
E,theiler76,14,8000,7.0,7.8061799739838875,76.0,0.0,,1609.0,6.405953496373721,7.375824571590936,8.917135547140019,8.267970946257915,8.706119767653263,6.678217319621955,5.478180434218535,6.897253609396803,0.15502422041642108,0.13457073861951552,0
E,theiler76,20,8000,10.0,7.8061799739838875,76.0,0.0,,1609.0,6.821970439080491,7.869766736140235,10.03001298187885,9.834107022602627,10.460284777246239,6.937853729668058,6.3117837557311,8.512973647860376,0.2682082531484942,0.21416378535593505,0
E,theiler76,28,8000,14.0,7.8061799739838875,76.0,0.0,,1609.0,7.358127688639957,8.50604691736069,10.724101991608501,11.168710160871022,11.960757837562326,7.190741587602597,8.241116844644429,10.120836326415848,0.3774411621057657,0.2705501001780729,0
E,theiler76,40,8000,20.0,7.8061799739838875,76.0,0.0,,1609.0,7.741304291814884,8.647878374035585,10.77397844634978,12.358394546828826,13.350361932137684,7.371341742859602,10.220304639598114,11.986316081926473,0.50134626452954,0.398829763893202,0
E,theiler76,56,8000,28.0,7.8061799739838875,76.0,0.0,,1609.0,7.881527834178546,9.006476809011932,12.055122170137482,13.560185621070795,14.509737780408244,7.442633796092668,12.335543444564193,13.526393488034815,0.6015942733146435,0.5423948681373352,0
N,frozen,20,1000,10.0,6.0,76.0,0.0,1.112847279065771,200.5,6.952286993453413,7.527429134504138,9.058561184107646,8.855638348191272,9.433279078749692,6.589170370447448,6.363958050668448,8.318937927235195,0.21655971750981914,0.19532389001816844,0
N,frozen,20,2000,10.0,6.6020599913279625,76.0,0.0,1.1107722781562437,401.5,7.389749902683717,8.028097734959944,9.321233253780349,9.2194895042194,9.726235397918355,7.021728376145429,6.307875334965821,8.354838184931163,0.22762917226807444,0.19888571279752099,0
N,frozen,20,4000,10.0,7.204119982655925,76.0,0.0,1.1081457280368359,807.0,7.028155998472217,7.566686342551067,9.01129152448989,9.60707486735076,10.155236362478885,6.597688726166293,6.300920315836854,8.501582584414843,0.28654191439548055,0.21266866641394458,0
N,frozen,20,8000,10.0,7.8061799739838875,76.0,0.0,1.1053342201959038,1609.0,6.821970439080491,7.869766736140235,10.03001298187885,9.834107022602627,10.460284777246239,6.937853729668058,6.3117837557311,8.512973647860376,0.2682082531484942,0.21416378535593505,0
N,frozen,20,16000,10.0,8.40823996531185,76.0,0.0,1.0932970252572778,3234.0,7.368520698893354,8.171909780620943,10.476558716972487,10.091365505706728,10.641444731571696,7.051853592367852,6.307914822236263,8.516038192967553,0.2712926611696863,0.21390465210107532,0
N,frozen,20,32000,10.0,9.010299956639813,76.0,0.0,1.310677456855669,6490.0,8.286844151512955,9.331861077871098,10.65619078125254,10.29484355014219,10.809828577359095,7.637243782506279,6.305668809317889,8.521019849028452,0.24839916894385317,0.21448932348328423,0
N,frozen,20,64000,10.0,9.612359947967775,76.0,0.0,1.322426447887668,12978.0,8.581746343873244,9.757054022105077,10.903149596272662,10.507335702331268,11.06358636089048,7.747486830320227,6.305045239559162,8.522787361045538,0.25433146373281684,0.21460445838897793,0
