sweep,arm,max_E,N,r,seed,observer,tau,truth_r,traj_rank,traj_pr,MG,LB,TwoNN,PRdelay,specPR256,roughness,acorr,degenerate,frac_floor,frac_sumfloor,tau_used,theiler_used,theiler_requested,embed_span,n_delay_vectors,crossings,margin_res,drive_cond,MG_2E,rho_ident,theiler_used_2E
E,frozen,28,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.599988716079801,4.690498949816229,17.43055671414837,2.206338549340156,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,108,108,108,7892,1749,0.0051989785150333,3.454484806814512,,,
E,frozen,28,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.663750822211898,4.771061371666876,2.486679080931314,4.532151437939117,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,108,108,108,7892,1521,0.0051989785150333,3.454484806814512,,,
E,theiler76,28,8000,4,2,c_norm,4,4,20,4.000004716169135,5.481623791641631,5.562653873824937,7.481226137734554,2.7537520327288583,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,76,76,108,7892,1959,0.0051989785150333,3.454484806814512,,,
E,theiler76,28,8000,4,2,g_fro,4,4,20,4.000004716169135,7.437137697419042,7.773761869313217,5.843565886200917,8.917007574860959,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,76,76,108,7892,2971,0.0051989785150333,3.454484806814512,,,
E,theiler76,28,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.599988716079801,4.690498949816229,17.43055671414837,2.206338549340156,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,76,76,108,7892,1749,0.0051989785150333,3.454484806814512,,,
E,theiler76,28,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.663750822211898,4.771061371666876,2.486679080931314,4.532151437939117,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,76,76,108,7892,1521,0.0051989785150333,3.454484806814512,,,
E,fixedspan,28,8000,4,2,c_norm,3,4,20,4.000004716169135,5.698353530538633,5.768007328337677,7.279508239154453,3.522171044188873,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,3,81,81,81,7919,1959,0.0051989785150333,3.454484806814512,,,
E,fixedspan,28,8000,4,2,g_fro,3,4,20,4.000004716169135,7.426306792939748,7.726513561143544,5.398093445682412,9.695685052564652,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,3,81,81,81,7919,2971,0.0051989785150333,3.454484806814512,,,
E,fixedspan,28,8000,4,2,c_proj1,3,4,20,4.000004716169135,4.671279962377649,4.732930070645782,17.717166027070927,2.2253736948940066,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,3,81,81,81,7919,1749,0.0051989785150333,3.454484806814512,,,
E,fixedspan,28,8000,4,2,fn_proj1,3,4,20,4.000004716169135,4.712305449056824,4.7693227990195455,2.3396033273926644,4.506451707889696,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,3,81,81,81,7919,1521,0.0051989785150333,3.454484806814512,,,
E,frozen,20,8000,4,2,c_norm,4,4,20,4.000004716169135,5.321854797798196,5.422928925400745,7.38512308115678,2.3130328974110905,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,76,76,76,7924,1959,0.0051989785150333,3.454484806814512,,,
E,frozen,20,8000,4,2,g_fro,4,4,20,4.000004716169135,7.393631378089131,7.806602768694797,6.369847041682317,8.066594183714153,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,76,76,76,7924,2971,0.0051989785150333,3.454484806814512,,,
E,frozen,20,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.4779406376010735,4.57960301198782,12.490254385263208,2.187097580164619,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,76,76,76,7924,1749,0.0051989785150333,3.454484806814512,,,
E,frozen,20,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.672998685774073,4.841447145754203,2.617168835235828,4.456381970896059,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,76,76,76,7924,1521,0.0051989785150333,3.454484806814512,,,
E,theiler76,20,8000,4,2,c_norm,4,4,20,4.000004716169135,5.321854797798196,5.422928925400745,7.38512308115678,2.3130328974110905,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,76,76,76,7924,1959,0.0051989785150333,3.454484806814512,,,
E,theiler76,20,8000,4,2,g_fro,4,4,20,4.000004716169135,7.393631378089131,7.806602768694797,6.369847041682317,8.066594183714153,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,76,76,76,7924,2971,0.0051989785150333,3.454484806814512,,,
E,theiler76,20,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.4779406376010735,4.57960301198782,12.490254385263208,2.187097580164619,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,76,76,76,7924,1749,0.0051989785150333,3.454484806814512,,,
E,theiler76,20,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.672998685774073,4.841447145754203,2.617168835235828,4.456381970896059,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,76,76,76,7924,1521,0.0051989785150333,3.454484806814512,,,
E,fixedspan,20,8000,4,2,c_norm,4,4,20,4.000004716169135,5.321854797798196,5.422928925400745,7.38512308115678,2.3130328974110905,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,76,76,76,7924,1959,0.0051989785150333,3.454484806814512,,,
E,fixedspan,20,8000,4,2,g_fro,4,4,20,4.000004716169135,7.393631378089131,7.806602768694797,6.369847041682317,8.066594183714153,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,76,76,76,7924,2971,0.0051989785150333,3.454484806814512,,,
E,fixedspan,20,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.4779406376010735,4.57960301198782,12.490254385263208,2.187097580164619,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,76,76,76,7924,1749,0.0051989785150333,3.454484806814512,,,
E,fixedspan,20,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.672998685774073,4.841447145754203,2.617168835235828,4.456381970896059,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,76,76,76,7924,1521,0.0051989785150333,3.454484806814512,,,
N,frozen,20,8000,4,2,c_norm,4,4,20,4.000004716169135,5.321854797798196,5.422928925400745,7.38512308115678,2.3130328974110905,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,76,76,76,7924,1959,0.0051989785150333,3.454484806814512,,,
N,frozen,20,8000,4,2,g_fro,4,4,20,4.000004716169135,7.393631378089131,7.806602768694797,6.369847041682317,8.066594183714153,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,76,76,76,7924,2971,0.0051989785150333,3.454484806814512,,,
N,frozen,20,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.4779406376010735,4.57960301198782,12.490254385263208,2.187097580164619,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,76,76,76,7924,1749,0.0051989785150333,3.454484806814512,,,
N,frozen,20,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.672998685774073,4.841447145754203,2.617168835235828,4.456381970896059,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,76,76,76,7924,1521,0.0051989785150333,3.454484806814512,,,
E,frozen,14,8000,4,2,c_norm,4,4,20,4.000004716169135,5.433569103367024,5.582945746517559,6.730512670568009,2.0254588274884973,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,52,52,52,7948,1959,0.0051989785150333,3.454484806814512,,,
E,frozen,14,8000,4,2,g_fro,4,4,20,4.000004716169135,7.279480165003554,7.695849573613932,7.017562751017452,6.993854960829752,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,52,52,52,7948,2971,0.0051989785150333,3.454484806814512,,,
E,frozen,14,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.437074802348526,4.610226816515164,8.494113486681075,2.1812504113054483,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,52,52,52,7948,1749,0.0051989785150333,3.454484806814512,,,
E,frozen,14,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.454915627938143,4.674444004565543,3.3106121609733004,4.302499735170978,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,52,52,52,7948,1521,0.0051989785150333,3.454484806814512,,,
E,theiler76,14,8000,4,2,c_norm,4,4,20,4.000004716169135,5.430671067833885,5.579828810672894,6.730512670568009,2.0254588274884973,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,76,76,52,7948,1959,0.0051989785150333,3.454484806814512,,,
E,theiler76,14,8000,4,2,g_fro,4,4,20,4.000004716169135,7.273651766391245,7.688477676055433,7.016364807008355,6.993854960829752,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,76,76,52,7948,2971,0.0051989785150333,3.454484806814512,,,
E,theiler76,14,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.37431686032454,4.554288278128884,8.494113486681075,2.1812504113054483,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,76,76,52,7948,1749,0.0051989785150333,3.454484806814512,,,
E,theiler76,14,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.454915627938143,4.674444004565543,3.3106121609733004,4.302499735170978,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,76,76,52,7948,1521,0.0051989785150333,3.454484806814512,,,
E,fixedspan,14,8000,4,2,c_norm,6,4,20,4.000004716169135,5.533241455326058,5.669688856715929,7.732893361253367,3.47575267108646,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,6,78,78,78,7922,1959,0.0051989785150333,3.454484806814512,,,
E,fixedspan,14,8000,4,2,g_fro,6,4,20,4.000004716169135,7.176122286268042,7.525953322666366,6.378688542548431,9.034759397521904,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,6,78,78,78,7922,2971,0.0051989785150333,3.454484806814512,,,
E,fixedspan,14,8000,4,2,c_proj1,6,4,20,4.000004716169135,3.879764246862627,3.952353755638781,12.02561332929032,2.167116050877201,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,6,78,78,78,7922,1749,0.0051989785150333,3.454484806814512,,,
E,fixedspan,14,8000,4,2,fn_proj1,6,4,20,4.000004716169135,4.934581667887205,5.082152030767714,3.057726003209571,3.433167338218251,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,6,78,78,78,7922,1521,0.0051989785150333,3.454484806814512,,,
E,frozen,10,8000,4,2,c_norm,4,4,20,4.000004716169135,4.906795355642973,5.101632757793175,6.093979917837322,1.7234174952268604,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,36,36,36,7964,1959,0.0051989785150333,3.454484806814512,,,
E,frozen,10,8000,4,2,g_fro,4,4,20,4.000004716169135,6.985861525249034,7.391556937218625,7.290545424805798,6.034239791658749,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,36,36,36,7964,2971,0.0051989785150333,3.454484806814512,,,
E,frozen,10,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.251784931028464,4.452964410001237,6.712154442788485,2.113623316244096,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,36,36,36,7964,1749,0.0051989785150333,3.454484806814512,,,
E,frozen,10,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.277466130837629,4.528609453481907,4.069330733113262,4.105255850278084,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,36,36,36,7964,1521,0.0051989785150333,3.454484806814512,,,
E,theiler76,10,8000,4,2,c_norm,4,4,20,4.000004716169135,4.899499543383997,5.094271117164005,6.0947290353672825,1.7234174952268604,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,4,76,76,36,7964,1959,0.0051989785150333,3.454484806814512,,,
E,theiler76,10,8000,4,2,g_fro,4,4,20,4.000004716169135,6.971895365521875,7.37470836394952,7.279608460552282,6.034239791658749,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,4,76,76,36,7964,2971,0.0051989785150333,3.454484806814512,,,
E,theiler76,10,8000,4,2,c_proj1,4,4,20,4.000004716169135,4.188973828724025,4.396623741509462,6.712154442788485,2.113623316244096,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,4,76,76,36,7964,1749,0.0051989785150333,3.454484806814512,,,
E,theiler76,10,8000,4,2,fn_proj1,4,4,20,4.000004716169135,4.2746414186824575,4.523485245141544,4.069330733113262,4.105255850278084,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,4,76,76,36,7964,1521,0.0051989785150333,3.454484806814512,,,
E,fixedspan,10,8000,4,2,c_norm,8,4,20,4.000004716169135,4.544369526352826,4.629226181299569,7.875637899228699,2.3046594781706937,1.895806792285,0.718420191235657,2.0,False,0.0,0.0,8,72,72,72,7928,1959,0.0051989785150333,3.454484806814512,,,
E,fixedspan,10,8000,4,2,g_fro,8,4,20,4.000004716169135,6.288587498203771,6.713326953796421,6.071532107598321,4.55034521064861,5.594619435109274,1.0851321291027975,2.0,False,0.0,0.0,8,72,72,72,7928,2971,0.0051989785150333,3.454484806814512,,,
E,fixedspan,10,8000,4,2,c_proj1,8,4,20,4.000004716169135,4.329443429513269,4.59884006299718,6.259869198767379,2.1637099322740765,1.3466071560381732,0.6668924068033083,2.0,False,0.0,0.0,8,72,72,72,7928,1749,0.0051989785150333,3.454484806814512,,,
E,fixedspan,10,8000,4,2,fn_proj1,8,4,20,4.000004716169135,4.144815452008743,4.379748014627344,4.040103004906823,4.393860163742945,2.472513022797636,0.5888151359916951,3.0,False,0.0,0.0,8,72,72,72,7928,1521,0.0051989785150333,3.454484806814512,,,
E,frozen,56,8000,6,0,c_norm,4,6,20,6.000170214057238,6.608725568698601,6.704693152777001,15.943611134639715,6.20840359369243,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,150,220,220,7780,1773,0.0051989785150333,2.8767904391192207,6.739288254842603,1.019756106496901,150.0
E,frozen,56,8000,6,0,g_fro,4,6,20,6.000170214057238,7.962715369051473,8.186026211100945,14.68166163497232,14.47972376142514,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,150,220,220,7780,2188,0.0051989785150333,2.8767904391192207,7.67464580077406,0.9638226967904632,150.0
E,frozen,56,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.234627100434457,5.267554761548539,12.323263263772205,4.923057963134403,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,150,220,220,7780,1647,0.0051989785150333,2.8767904391192207,5.256574817046365,1.0041927946711022,150.0
E,frozen,56,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.153493027721374,5.183565966577248,13.796709431517622,5.152355171278384,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,150,220,220,7780,1717,0.0051989785150333,2.8767904391192207,5.26261446883261,1.0211742677295297,150.0
E,theiler76,56,8000,6,0,c_norm,4,6,20,6.000170214057238,6.608725568698601,6.704693152777001,15.943611134639715,6.20840359369243,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,76,76,220,7780,1773,0.0051989785150333,2.8767904391192207,,,
E,theiler76,56,8000,6,0,g_fro,4,6,20,6.000170214057238,7.964204867210282,8.187854814742556,14.68166163497232,14.47972376142514,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,76,76,220,7780,2188,0.0051989785150333,2.8767904391192207,,,
E,theiler76,56,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.234627100434457,5.267554761548539,12.323263263772205,4.923057963134403,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,76,76,220,7780,1647,0.0051989785150333,2.8767904391192207,,,
E,theiler76,56,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.153493027721374,5.183565966577248,13.796709431517622,5.152355171278384,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,76,76,220,7780,1717,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,56,8000,6,0,c_norm,1,6,20,6.000170214057238,6.818024331847726,7.142659591571081,8.999061657794966,5.431258911545079,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,1,55,55,55,7945,1773,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,56,8000,6,0,g_fro,1,6,20,6.000170214057238,8.380454740210448,8.725213266982195,13.814743918733363,12.379139610685847,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,1,55,55,55,7945,2188,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,56,8000,6,0,c_proj1,1,6,20,6.000170214057238,5.37341992885426,5.591085658023974,4.354397120506983,4.2802077096758735,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,1,55,55,55,7945,1647,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,56,8000,6,0,fn_proj1,1,6,20,6.000170214057238,5.082961704700673,5.158950877035989,7.589460037389993,5.134414555263322,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,1,55,55,55,7945,1717,0.0051989785150333,2.8767904391192207,,,
E,frozen,40,8000,6,0,c_norm,4,6,20,6.000170214057238,6.738100056617912,6.818757589600129,15.23768349735221,6.105317780319789,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,150,156,156,7844,1773,0.0051989785150333,2.8767904391192207,6.672339983141553,0.9902405614455412,150.0
E,frozen,40,8000,6,0,g_fro,4,6,20,6.000170214057238,8.215618887399216,8.501926526069191,13.47826676150561,13.819248254023751,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,150,156,156,7844,2188,0.0051989785150333,2.8767904391192207,7.809565962976847,0.950575491635188,150.0
E,frozen,40,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.149542145595314,5.183014609272516,12.014992267251657,4.916253141858527,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,150,156,156,7844,1647,0.0051989785150333,2.8767904391192207,5.212923397290956,1.0123081334036377,150.0
E,frozen,40,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.12496707717888,5.173815944133342,14.464086855616092,5.040964378225306,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,150,156,156,7844,1717,0.0051989785150333,2.8767904391192207,5.1858433964539685,1.011878382506332,150.0
E,theiler76,40,8000,6,0,c_norm,4,6,20,6.000170214057238,6.738100056617912,6.818757589600129,15.23768349735221,6.105317780319789,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,76,76,156,7844,1773,0.0051989785150333,2.8767904391192207,,,
E,theiler76,40,8000,6,0,g_fro,4,6,20,6.000170214057238,8.221296314314715,8.508508508087786,13.47826676150561,13.819248254023751,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,76,76,156,7844,2188,0.0051989785150333,2.8767904391192207,,,
E,theiler76,40,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.149542145595314,5.183014609272516,12.014992267251657,4.916253141858527,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,76,76,156,7844,1647,0.0051989785150333,2.8767904391192207,,,
E,theiler76,40,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.12496707717888,5.173815944133342,14.464086855616092,5.040964378225306,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,76,76,156,7844,1717,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,40,8000,6,0,c_norm,2,6,20,6.000170214057238,7.198432019200882,7.443543846021469,12.054032948584393,5.795734381694999,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,2,78,78,78,7922,1773,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,40,8000,6,0,g_fro,2,6,20,6.000170214057238,8.283069744955748,8.576192685883397,12.91680621114201,13.603220237906296,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,2,78,78,78,7922,2188,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,40,8000,6,0,c_proj1,2,6,20,6.000170214057238,5.566565504251309,5.703210031938724,4.927928888606426,4.5554505834628864,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,2,78,78,78,7922,1647,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,40,8000,6,0,fn_proj1,2,6,20,6.000170214057238,5.135693332908282,5.209819988500381,8.005267120314798,5.116542486713432,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,2,78,78,78,7922,1717,0.0051989785150333,2.8767904391192207,,,
E,frozen,28,8000,6,0,c_norm,4,6,20,6.000170214057238,7.291329538687284,7.456580799830665,9.882963322910314,4.947892142097803,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,108,108,108,7892,1773,0.0051989785150333,2.8767904391192207,6.608725568698601,0.9063814128319349,150.0
E,frozen,28,8000,6,0,g_fro,4,6,20,6.000170214057238,8.429950468337255,8.785793200072963,11.023318847873908,12.15231276886703,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,108,108,108,7892,2188,0.0051989785150333,2.8767904391192207,7.962715369051473,0.9445743956573992,150.0
E,frozen,28,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.522534749828256,5.5690379487194885,6.839706646462693,4.766380703990772,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,108,108,108,7892,1647,0.0051989785150333,2.8767904391192207,5.234627100434457,0.9478667564015324,150.0
E,frozen,28,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.313181721566092,5.449782289450538,9.39618168248785,4.271959845002731,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,108,108,108,7892,1717,0.0051989785150333,2.8767904391192207,5.153493027721374,0.9699448085510524,150.0
E,theiler76,28,8000,6,0,c_norm,4,6,20,6.000170214057238,7.291329538687284,7.456580799830665,9.882963322910314,4.947892142097803,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,76,76,108,7892,1773,0.0051989785150333,2.8767904391192207,,,
E,theiler76,28,8000,6,0,g_fro,4,6,20,6.000170214057238,8.430304114428418,8.786724247202883,11.023318847873908,12.15231276886703,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,76,76,108,7892,2188,0.0051989785150333,2.8767904391192207,,,
E,theiler76,28,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.522534749828256,5.5690379487194885,6.839706646462693,4.766380703990772,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,76,76,108,7892,1647,0.0051989785150333,2.8767904391192207,,,
E,theiler76,28,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.313181721566092,5.449782289450538,9.39618168248785,4.271959845002731,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,76,76,108,7892,1717,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,28,8000,6,0,c_norm,3,6,20,6.000170214057238,7.237979101481826,7.482638605413072,11.863181674669043,5.820509831594115,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,3,81,81,81,7919,1773,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,28,8000,6,0,g_fro,3,6,20,6.000170214057238,8.195326626423428,8.519914578845151,12.427769946235186,11.91418974568999,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,3,81,81,81,7919,2188,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,28,8000,6,0,c_proj1,3,6,20,6.000170214057238,5.576627808692678,5.704646804844025,5.066232455894116,4.577375227650236,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,3,81,81,81,7919,1647,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,28,8000,6,0,fn_proj1,3,6,20,6.000170214057238,5.162546235990945,5.231941486047731,8.272227745086072,5.110196399975596,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,3,81,81,81,7919,1717,0.0051989785150333,2.8767904391192207,,,
E,frozen,20,8000,6,0,c_norm,4,6,20,6.000170214057238,7.191759862954779,7.444814064817135,8.907513766735354,4.093504892848743,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,76,76,76,7924,1773,0.0051989785150333,2.8767904391192207,6.738100056617912,0.9369195002361383,150.0
E,frozen,20,8000,6,0,g_fro,4,6,20,6.000170214057238,8.436722445327689,8.856581786737431,10.046811877610416,10.620252804067931,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,76,76,76,7924,2188,0.0051989785150333,2.8767904391192207,8.215618887399216,0.9737927187528942,150.0
E,frozen,20,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.5504523374539545,5.690989575241108,4.930361574308312,4.485354923171449,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,76,76,76,7924,1647,0.0051989785150333,2.8767904391192207,5.149542145595314,0.927769816316891,150.0
E,frozen,20,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.381368366902312,5.573383427032526,7.887532671249552,3.63149459034764,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,76,76,76,7924,1717,0.0051989785150333,2.8767904391192207,5.12496707717888,0.9523538861787628,150.0
E,theiler76,20,8000,6,0,c_norm,4,6,20,6.000170214057238,7.191759862954779,7.444814064817135,8.907513766735354,4.093504892848743,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,76,76,76,7924,1773,0.0051989785150333,2.8767904391192207,,,
E,theiler76,20,8000,6,0,g_fro,4,6,20,6.000170214057238,8.436722445327689,8.856581786737431,10.046811877610416,10.620252804067931,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,76,76,76,7924,2188,0.0051989785150333,2.8767904391192207,,,
E,theiler76,20,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.5504523374539545,5.690989575241108,4.930361574308312,4.485354923171449,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,76,76,76,7924,1647,0.0051989785150333,2.8767904391192207,,,
E,theiler76,20,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.381368366902312,5.573383427032526,7.887532671249552,3.63149459034764,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,76,76,76,7924,1717,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,20,8000,6,0,c_norm,4,6,20,6.000170214057238,7.191759862954779,7.444814064817135,8.907513766735354,4.093504892848743,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,76,76,76,7924,1773,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,20,8000,6,0,g_fro,4,6,20,6.000170214057238,8.436722445327689,8.856581786737431,10.046811877610416,10.620252804067931,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,76,76,76,7924,2188,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,20,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.5504523374539545,5.690989575241108,4.930361574308312,4.485354923171449,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,76,76,76,7924,1647,0.0051989785150333,2.8767904391192207,,,
E,fixedspan,20,8000,6,0,fn_proj1,4,6,20,6.000170214057238,5.381368366902312,5.573383427032526,7.887532671249552,3.63149459034764,2.7507835892629746,0.6346489319406308,2.0,False,0.0,0.0,4,76,76,76,7924,1717,0.0051989785150333,2.8767904391192207,,,
N,frozen,20,8000,6,0,c_norm,4,6,20,6.000170214057238,7.191759862954779,7.444814064817135,8.907513766735354,4.093504892848743,3.4171559337403243,0.6587372398097756,2.0,False,0.0,0.0,4,76,76,76,7924,1773,0.0051989785150333,2.8767904391192207,6.738100056617912,0.9369195002361383,150.0
N,frozen,20,8000,6,0,g_fro,4,6,20,6.000170214057238,8.436722445327689,8.856581786737431,10.046811877610416,10.620252804067931,8.33815617488645,0.8674393475501091,2.0,False,0.0,0.0,4,76,76,76,7924,2188,0.0051989785150333,2.8767904391192207,8.215618887399216,0.9737927187528942,150.0
N,frozen,20,8000,6,0,c_proj1,4,6,20,6.000170214057238,5.5504523374539545,5.690989575241108,4.930361574308312,4.485354923171449,2.954988750126602,0.6019665345075127,2.0,False,0.0,0.0,4,76,76,76,7924,1647,0.0051989785150333,2.8767904391192207,5.149542145595314,0.927769816316891,150.0
